sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.25,-8.11,-4.46,51.97,14.90,3,2,7.04,2.05,351,0.45,12.76,27.80,2.17,79.04
signal1-model12330-TSM-,0.33,-16.78,-13.40,11.23,0.97,6,3,4.70,0.09,181,0.30,1.60,5.86,0.07,55.81
signal1-model1ICICIBC-IBN-,15.02,-7.86,-4.93,29.96,14.36,3,2,6.71,2.12,172,0.43,13.67,25.08,2.24,75.99
signal1-model1TTMT-TTM-,19.87,-11.76,-2.02,63.34,19.85,3,2,8.37,2.21,141,0.54,16.06,39.14,2.37,77.30
signal1-model1HDFCB-HDB-,12.75,-5.32,-3.66,48.64,11.67,5,3,8.33,1.48,213,0.53,10.35,23.03,1.53,68.74
signal1-model12303-UMC-,5.07,-11.54,-11.54,22.57,3.80,7,3,6.71,0.77,840,0.43,2.99,11.27,0.76,54.28
signal1-model2INFO-INFY-,14.02,-13.05,-13.05,41.72,13.62,3,2,6.66,2.00,567,0.43,12.33,29.28,2.11,87.32
signal1-model22330-TSM-,3.80,-6.71,-6.21,16.87,4.09,6,2,3.81,1.00,514,0.24,4.67,9.21,1.00,73.20
signal1-model2ICICIBC-IBN-,18.45,-4.46,3.28,36.91,17.80,3,2,7.62,2.26,63,0.49,17.07,27.76,2.42,88.60
signal1-model2TTMT-TTM-,22.08,-6.14,-4.96,64.21,22.27,3,1,9.09,2.24,75,0.58,16.95,45.76,2.43,85.64
signal1-model2HDFCB-HDB-,13.50,-6.01,-4.61,35.79,11.93,5,1,8.18,1.59,156,0.52,11.36,22.70,1.65,86.93
signal1-model22303-UMC-,11.26,-5.90,-4.02,28.43,10.05,7,2,6.08,1.79,151,0.39,9.68,18.87,1.85,77.36
signal2-model1INFO-INFY-,14.20,-8.55,-5.37,41.54,14.10,3,2,6.53,2.07,287,0.42,13.23,23.76,2.17,78.68
signal2-model12330-TSM-,-0.34,-21.33,-16.32,11.28,0.28,6,4,4.27,-0.06,391,0.27,0.54,7.17,-0.08,58.67
signal2-model1ICICIBC-IBN-,12.69,-11.54,-8.69,26.49,12.50,3,3,7.30,1.67,290,0.47,12.41,22.40,1.74,75.00
signal2-model1TTMT-TTM-,17.91,-8.57,-2.77,45.90,17.86,3,2,8.88,1.90,125,0.57,16.13,34.17,2.02,77.48
signal2-model1HDFCB-HDB-,13.31,-4.47,-0.14,55.82,12.11,5,3,7.92,1.62,147,0.51,10.73,22.16,1.68,70.81
signal2-model12303-UMC-,2.62,-8.82,-6.85,12.74,2.24,7,3,6.04,0.46,724,0.39,2.35,6.53,0.43,54.96
signal2-model2INFO-INFY-,12.97,-10.31,-9.80,33.28,12.78,3,2,6.34,1.96,429,0.41,11.56,24.49,2.05,82.47
signal2-model22330-TSM-,1.89,-15.81,-12.33,11.97,2.45,6,2,3.90,0.50,412,0.25,2.72,8.96,0.48,67.64
signal2-model2ICICIBC-IBN-,14.36,-9.31,-4.96,30.44,14.29,3,2,7.50,1.83,168,0.48,13.89,25.00,1.91,79.64
signal2-model2TTMT-TTM-,17.79,-10.94,-9.95,45.51,17.90,3,2,9.08,1.85,157,0.58,16.98,36.55,1.96,80.31
signal2-model2HDFCB-HDB-,12.54,-7.30,-5.47,44.04,11.04,5,2,7.91,1.53,223,0.51,10.34,22.71,1.59,81.63
signal2-model22303-UMC-,6.31,-6.22,-3.28,18.82,5.68,7,2,5.52,1.14,339,0.35,5.21,10.48,1.14,66.00
