sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.62,-8.11,-4.46,51.97,15.43,3,2,7.07,2.09,351,0.45,12.81,28.87,2.21,79.05
signal1-model12330-TSM-,0.21,-18.93,-15.28,11.23,0.72,6,3,4.73,0.07,181,0.30,1.54,5.86,0.04,56.20
signal1-model1ICICIBC-IBN-,15.62,-7.86,-4.93,36.66,14.68,3,2,6.86,2.15,172,0.44,13.74,25.53,2.28,76.30
signal1-model1TTMT-TTM-,19.74,-11.76,-2.02,63.34,20.09,3,2,8.33,2.20,141,0.53,16.07,38.92,2.37,77.35
signal1-model1HDFCB-HDB-,12.14,-5.68,-3.66,48.64,11.71,5,3,8.34,1.41,213,0.53,10.43,22.83,1.46,68.34
signal1-model12303-UMC-,4.74,-11.54,-11.54,22.79,4.06,7,3,6.71,0.72,840,0.43,3.19,12.61,0.71,53.94
signal1-model2INFO-INFY-,14.22,-13.05,-13.05,44.74,14.12,3,2,6.68,2.02,567,0.43,12.39,30.10,2.13,87.44
signal1-model22330-TSM-,3.30,-10.77,-10.77,16.87,3.93,6,2,4.05,0.82,514,0.26,4.67,9.21,0.81,72.73
signal1-model2ICICIBC-IBN-,19.02,-4.46,3.28,40.24,18.12,3,2,7.74,2.29,63,0.50,17.24,28.50,2.46,88.83
signal1-model2TTMT-TTM-,22.07,-6.14,-4.96,64.21,22.51,3,1,9.04,2.25,75,0.58,17.19,45.40,2.44,85.86
signal1-model2HDFCB-HDB-,13.29,-6.01,-4.61,35.79,12.11,5,1,8.12,1.58,156,0.52,11.68,22.88,1.64,86.52
signal1-model22303-UMC-,10.62,-8.06,-4.02,28.43,10.13,7,2,6.45,1.60,151,0.41,9.69,18.87,1.65,76.54
signal2-model1INFO-INFY-,14.57,-8.55,-5.37,41.54,14.42,3,2,6.57,2.10,287,0.42,13.36,24.66,2.22,78.70
signal2-model12330-TSM-,-0.10,-21.43,-16.32,11.28,0.04,6,4,4.30,-0.00,391,0.28,0.52,7.17,-0.02,59.55
signal2-model1ICICIBC-IBN-,13.32,-11.54,-8.69,26.49,12.52,3,3,7.44,1.72,290,0.48,12.51,22.30,1.79,75.30
signal2-model1TTMT-TTM-,17.82,-8.57,-2.77,45.90,17.89,3,2,8.84,1.90,125,0.57,16.43,33.80,2.02,77.51
signal2-model1HDFCB-HDB-,12.98,-4.47,-0.14,55.82,12.17,5,3,7.89,1.58,147,0.51,10.78,21.75,1.64,70.61
signal2-model12303-UMC-,2.84,-8.82,-6.85,14.06,2.39,7,3,6.08,0.49,724,0.39,2.40,6.98,0.47,55.29
signal2-model2INFO-INFY-,13.19,-10.31,-9.80,34.49,13.12,3,2,6.37,1.98,429,0.41,11.75,26.28,2.07,82.59
signal2-model22330-TSM-,2.13,-15.81,-12.33,11.97,2.24,6,2,3.89,0.56,412,0.25,2.67,8.95,0.55,68.31
signal2-model2ICICIBC-IBN-,14.97,-9.31,-4.96,30.44,14.29,3,2,7.63,1.87,168,0.49,13.81,24.90,1.96,79.93
signal2-model2TTMT-TTM-,17.84,-10.94,-9.95,45.51,17.94,3,2,9.03,1.86,157,0.58,17.21,36.01,1.98,80.53
signal2-model2HDFCB-HDB-,12.19,-7.30,-5.47,44.04,11.16,5,2,7.89,1.50,223,0.51,10.64,22.71,1.54,81.31
signal2-model22303-UMC-,6.49,-6.22,-3.28,18.82,5.79,7,2,5.57,1.16,339,0.36,5.29,10.53,1.16,66.27
