sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,7.00,-6.62,-6.62,18.24,7.10,3,2,5.20,1.33,351,0.33,7.57,13.97,1.35,80.79
signal1-model12330-TSM-,0.33,-12.32,-7.78,6.19,0.36,3,3,3.88,0.10,470,0.25,0.56,4.52,0.09,64.12
signal1-model1ICICIBC-IBN-,8.01,-3.88,-0.67,20.89,7.94,2,2,4.79,1.64,266,0.31,7.98,14.05,1.67,83.70
signal1-model1TTMT-TTM-,12.09,-12.02,-3.50,30.12,12.04,2,3,6.70,1.74,290,0.43,10.50,21.27,1.80,85.27
signal1-model1HDFCB-HDB-,6.56,-4.82,-1.31,18.20,6.18,3,2,5.85,1.11,251,0.37,5.34,12.09,1.12,70.25
signal1-model12303-UMC-,4.85,-6.13,-5.29,24.29,3.82,3,2,6.17,0.80,470,0.39,2.28,10.38,0.79,58.52
signal1-model2INFO-INFY-,8.25,-6.52,-6.52,18.82,8.64,3,1,4.91,1.64,439,0.31,10.31,14.94,1.68,92.73
signal1-model22330-TSM-,1.72,-6.08,-5.91,7.69,1.69,3,1,3.22,0.55,514,0.21,1.85,5.18,0.54,75.34
signal1-model2ICICIBC-IBN-,7.95,-3.63,-2.18,28.56,8.18,2,1,5.11,1.52,168,0.33,7.35,15.12,1.56,88.54
signal1-model2TTMT-TTM-,14.57,-6.07,-6.07,39.05,14.75,2,1,7.16,1.94,123,0.46,13.06,24.93,2.04,94.95
signal1-model2HDFCB-HDB-,10.67,-4.77,-2.81,31.06,10.11,2,1,8.20,1.28,194,0.52,8.75,20.04,1.30,87.80
signal1-model22303-UMC-,9.17,-5.30,0.04,24.92,7.58,3,1,7.48,1.21,171,0.48,5.44,16.47,1.23,78.95
signal2-model1INFO-INFY-,5.44,-7.53,-7.53,17.29,5.81,3,1,4.74,1.14,361,0.30,6.79,12.63,1.15,78.57
signal2-model12330-TSM-,-0.53,-14.73,-7.51,4.67,-0.58,3,3,3.19,-0.15,506,0.20,-0.89,2.95,-0.16,58.39
signal2-model1ICICIBC-IBN-,7.80,-7.32,-6.69,21.72,7.67,2,2,4.89,1.56,456,0.31,7.69,14.49,1.59,82.31
signal2-model1TTMT-TTM-,9.91,-9.32,-7.78,30.00,9.83,2,2,6.90,1.40,330,0.44,8.43,20.43,1.44,80.42
signal2-model1HDFCB-HDB-,5.98,-4.82,-1.31,18.20,5.36,3,2,5.25,1.13,251,0.34,5.01,9.50,1.14,75.00
signal2-model12303-UMC-,1.50,-9.45,-6.07,12.77,1.04,3,2,5.37,0.30,1220,0.34,0.49,6.45,0.28,52.35
signal2-model2INFO-INFY-,5.77,-8.28,-8.28,17.53,6.14,3,1,4.68,1.22,448,0.30,6.71,13.04,1.23,82.55
signal2-model22330-TSM-,0.43,-10.35,-7.44,5.46,0.43,3,2,2.78,0.17,483,0.18,0.65,4.06,0.16,64.96
signal2-model2ICICIBC-IBN-,7.85,-7.13,-6.37,29.44,7.84,2,2,5.19,1.48,597,0.33,7.61,17.10,1.51,83.08
signal2-model2TTMT-TTM-,10.63,-10.80,-10.24,30.23,10.63,2,2,7.32,1.42,224,0.47,9.91,20.43,1.45,83.61
signal2-model2HDFCB-HDB-,8.53,-3.93,-2.95,31.06,7.60,2,1,7.54,1.12,243,0.48,7.10,14.11,1.13,83.06
signal2-model22303-UMC-,4.34,-5.45,-5.45,21.56,3.31,3,2,6.98,0.64,475,0.45,2.17,7.40,0.62,59.48
