sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,7.00,-6.62,-6.62,18.24,7.10,3,2,5.20,1.33,351,0.33,7.57,13.97,1.35,80.79
signal1-model12330-TSM-,0.23,-12.32,-7.78,6.19,0.35,3,3,3.90,0.08,470,0.25,0.56,4.52,0.06,63.64
signal1-model1ICICIBC-IBN-,8.60,-3.88,-0.67,20.89,7.95,2,2,5.15,1.63,266,0.33,7.98,14.05,1.67,83.82
signal1-model1TTMT-TTM-,12.10,-12.02,-3.50,30.12,12.05,2,3,6.70,1.74,290,0.43,10.50,21.27,1.81,85.38
signal1-model1HDFCB-HDB-,6.37,-4.82,-1.31,18.20,6.18,3,2,5.88,1.08,251,0.38,5.34,12.09,1.08,69.81
signal1-model12303-UMC-,4.68,-6.13,-5.29,24.29,3.82,3,2,6.13,0.78,470,0.39,2.28,10.38,0.76,58.52
signal1-model2INFO-INFY-,8.24,-6.52,-6.52,18.82,8.64,3,1,4.91,1.64,439,0.31,10.31,14.94,1.68,92.73
signal1-model22330-TSM-,1.68,-6.08,-5.91,7.69,1.68,3,1,3.21,0.54,514,0.21,1.85,5.18,0.52,75.00
signal1-model2ICICIBC-IBN-,8.54,-3.63,-2.18,28.56,8.19,2,1,5.45,1.53,168,0.35,7.35,15.12,1.57,88.66
signal1-model2TTMT-TTM-,14.58,-6.07,-6.07,39.05,14.75,2,1,7.16,1.94,123,0.46,13.06,24.93,2.04,95.00
signal1-model2HDFCB-HDB-,10.66,-4.77,-2.81,31.06,10.11,2,1,8.19,1.28,194,0.52,8.75,20.04,1.30,87.80
signal1-model22303-UMC-,8.77,-5.30,0.04,24.92,7.59,3,1,6.67,1.29,171,0.43,5.44,16.47,1.31,78.95
signal2-model1INFO-INFY-,5.43,-7.53,-7.53,17.29,5.80,3,1,4.74,1.14,361,0.30,6.79,12.63,1.15,78.57
signal2-model12330-TSM-,-0.64,-14.77,-7.51,4.67,-0.58,3,3,3.21,-0.18,506,0.21,-0.89,2.95,-0.20,57.62
signal2-model1ICICIBC-IBN-,8.38,-7.32,-6.69,21.72,7.68,2,2,5.25,1.56,456,0.34,7.69,14.51,1.60,82.43
signal2-model1TTMT-TTM-,9.92,-9.32,-7.78,30.00,9.84,2,2,6.90,1.41,330,0.44,8.43,20.43,1.44,80.56
signal2-model1HDFCB-HDB-,6.07,-4.82,-1.31,18.20,5.36,3,2,5.26,1.15,251,0.34,5.01,9.50,1.16,75.14
signal2-model12303-UMC-,1.47,-9.45,-6.07,12.77,1.04,3,2,5.34,0.30,1220,0.34,0.49,6.45,0.27,52.67
signal2-model2INFO-INFY-,5.76,-8.28,-8.28,17.53,6.13,3,1,4.67,1.22,448,0.30,6.71,13.04,1.23,82.55
signal2-model22330-TSM-,0.36,-10.35,-7.44,5.46,0.43,3,2,2.78,0.14,483,0.18,0.65,4.06,0.13,64.10
signal2-model2ICICIBC-IBN-,8.43,-7.13,-6.37,29.44,7.85,2,2,5.53,1.49,597,0.35,7.61,17.10,1.53,83.21
signal2-model2TTMT-TTM-,10.64,-10.80,-10.24,30.23,10.64,2,2,7.32,1.42,224,0.47,9.92,20.42,1.45,83.74
signal2-model2HDFCB-HDB-,8.62,-3.93,-2.95,31.06,7.60,2,1,7.54,1.13,243,0.48,7.10,14.11,1.14,83.20
signal2-model22303-UMC-,4.12,-5.45,-5.45,21.56,3.32,3,2,6.12,0.69,475,0.39,2.17,7.40,0.67,60.17
