sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,7.94,-6.62,-6.62,18.85,7.22,3,2,5.54,1.41,351,0.35,7.70,13.97,1.43,81.41
signal1-model12330-TSM-,0.16,-13.77,-9.46,6.19,0.16,3,3,3.88,0.06,470,0.25,0.51,4.52,0.04,63.24
signal1-model1ICICIBC-IBN-,8.30,-3.88,-0.67,20.89,8.14,2,2,4.93,1.64,266,0.32,8.06,14.51,1.68,83.94
signal1-model1TTMT-TTM-,12.88,-12.02,-3.50,31.16,12.25,2,3,6.85,1.80,290,0.44,10.50,21.46,1.88,85.29
signal1-model1HDFCB-HDB-,6.26,-4.82,-1.31,18.20,6.06,3,2,5.84,1.07,251,0.37,5.29,12.09,1.07,70.00
signal1-model12303-UMC-,4.10,-6.13,-5.29,24.29,3.83,3,2,6.15,0.68,470,0.39,2.35,10.38,0.67,57.25
signal1-model2INFO-INFY-,9.17,-6.52,-6.52,18.82,8.72,3,1,5.27,1.69,439,0.34,10.31,14.94,1.74,93.04
signal1-model22330-TSM-,1.65,-6.08,-5.91,7.69,1.55,3,1,3.18,0.53,514,0.20,1.64,5.18,0.52,75.00
signal1-model2ICICIBC-IBN-,8.24,-3.63,-2.18,28.56,8.36,2,1,5.24,1.54,168,0.34,7.41,15.36,1.57,88.78
signal1-model2TTMT-TTM-,15.63,-6.07,-6.07,39.05,14.91,2,1,7.35,2.01,123,0.47,13.31,25.29,2.13,95.24
signal1-model2HDFCB-HDB-,10.31,-4.77,-2.81,31.06,9.95,2,1,8.12,1.25,194,0.52,8.75,20.04,1.27,86.75
signal1-model22303-UMC-,8.28,-5.30,0.04,24.92,7.73,3,1,6.65,1.23,171,0.43,5.45,16.47,1.25,76.92
signal2-model1INFO-INFY-,6.26,-7.53,-7.53,17.29,5.76,3,1,5.02,1.23,361,0.32,6.71,12.44,1.25,79.19
signal2-model12330-TSM-,-0.34,-14.73,-7.51,4.67,-0.66,3,3,3.21,-0.09,506,0.21,-0.94,2.95,-0.11,59.35
signal2-model1ICICIBC-IBN-,8.09,-7.32,-6.69,21.72,7.88,2,2,5.03,1.57,456,0.32,7.69,14.67,1.61,82.55
signal2-model1TTMT-TTM-,10.73,-9.32,-7.78,31.34,10.09,2,2,7.04,1.48,330,0.45,8.49,20.51,1.52,80.67
signal2-model1HDFCB-HDB-,5.94,-4.82,-1.31,18.20,5.36,3,2,5.20,1.13,251,0.33,5.01,9.49,1.14,75.42
signal2-model12303-UMC-,1.07,-9.45,-6.07,12.77,1.00,3,2,5.43,0.22,1220,0.35,0.36,6.07,0.20,51.95
signal2-model2INFO-INFY-,6.58,-8.28,-8.28,17.53,6.09,3,1,4.96,1.31,448,0.32,6.65,13.04,1.33,83.12
signal2-model22330-TSM-,0.64,-10.35,-7.44,5.46,0.35,3,2,2.78,0.24,483,0.18,0.65,4.05,0.23,66.12
signal2-model2ICICIBC-IBN-,8.14,-7.13,-6.37,29.44,8.02,2,2,5.31,1.50,597,0.34,7.72,17.52,1.53,83.33
signal2-model2TTMT-TTM-,11.73,-10.80,-10.24,35.59,10.89,2,2,7.51,1.52,224,0.48,9.95,20.79,1.56,84.38
signal2-model2HDFCB-HDB-,8.43,-3.93,-2.95,31.06,7.56,2,1,7.46,1.12,243,0.48,6.87,14.03,1.13,83.46
signal2-model22303-UMC-,3.66,-5.45,-5.45,21.56,3.39,3,2,6.19,0.61,475,0.40,2.30,7.56,0.59,59.02
