sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.56,-8.11,-4.46,62.36,16.07,3,2,7.34,2.12,351,0.47,12.99,29.90,2.25,79.12
signal1-model12330-TSM-,0.18,-20.38,-15.28,11.23,0.44,6,5,4.87,0.06,181,0.31,1.42,5.80,0.04,55.70
signal1-model1ICICIBC-IBN-,16.39,-7.86,-4.93,39.92,15.15,3,2,7.08,2.18,172,0.45,14.04,25.89,2.31,76.68
signal1-model1TTMT-TTM-,20.19,-11.76,-2.02,63.34,20.39,3,2,8.52,2.20,141,0.55,16.22,39.14,2.37,77.29
signal1-model1HDFCB-HDB-,12.69,-5.68,-3.66,48.64,11.76,5,3,8.44,1.46,213,0.54,10.57,22.01,1.50,68.67
signal1-model12303-UMC-,4.56,-11.54,-11.54,22.79,4.18,7,3,6.95,0.68,840,0.45,3.30,12.35,0.66,54.34
signal1-model2INFO-INFY-,15.10,-13.05,-13.05,60.24,14.73,3,2,6.97,2.05,567,0.45,12.73,31.04,2.17,87.61
signal1-model22330-TSM-,3.06,-13.32,-13.09,16.87,3.59,6,2,4.31,0.72,514,0.28,4.46,9.21,0.71,72.33
signal1-model2ICICIBC-IBN-,19.73,-4.46,3.28,43.59,18.60,3,2,7.92,2.31,63,0.51,17.48,29.67,2.49,89.11
signal1-model2TTMT-TTM-,22.72,-6.14,-4.96,64.21,22.93,3,1,9.24,2.26,75,0.59,17.62,45.76,2.46,85.37
signal1-model2HDFCB-HDB-,14.08,-6.01,-4.61,35.79,12.49,5,1,8.46,1.60,156,0.54,11.83,23.24,1.67,86.74
signal1-model22303-UMC-,10.70,-8.06,-4.02,28.43,10.16,7,2,6.46,1.61,151,0.41,9.89,18.87,1.66,76.97
signal2-model1INFO-INFY-,15.53,-8.55,-5.37,47.99,14.87,3,2,6.88,2.13,287,0.44,13.59,25.96,2.26,78.77
signal2-model12330-TSM-,-0.04,-21.43,-16.32,11.28,-0.08,6,5,4.47,0.01,391,0.29,0.24,7.12,-0.01,59.09
signal2-model1ICICIBC-IBN-,14.13,-11.54,-8.69,32.40,12.77,3,3,7.63,1.77,290,0.49,12.55,22.61,1.85,75.66
signal2-model1TTMT-TTM-,18.42,-8.57,-2.77,45.90,18.09,3,2,9.00,1.92,125,0.58,16.83,33.72,2.05,77.52
signal2-model1HDFCB-HDB-,13.32,-5.01,-0.14,55.82,12.27,5,3,8.05,1.59,147,0.52,10.91,20.39,1.66,70.74
signal2-model12303-UMC-,2.97,-8.82,-6.85,14.06,2.52,7,3,6.26,0.50,724,0.40,2.47,7.11,0.47,56.09
signal2-model2INFO-INFY-,14.08,-10.31,-9.80,48.20,13.61,3,2,6.68,2.01,429,0.43,12.20,27.04,2.11,82.77
signal2-model22330-TSM-,2.31,-15.81,-12.33,11.97,2.17,6,2,3.90,0.61,412,0.25,2.67,8.95,0.59,68.04
signal2-model2ICICIBC-IBN-,15.75,-9.31,-4.96,31.73,14.48,3,2,7.81,1.91,168,0.50,13.92,25.05,2.02,80.28
signal2-model2TTMT-TTM-,18.61,-10.94,-9.95,45.51,18.24,3,2,9.24,1.89,157,0.59,17.98,36.29,2.01,80.44
signal2-model2HDFCB-HDB-,12.55,-7.30,-5.47,44.04,11.36,5,2,8.04,1.51,223,0.51,11.00,22.62,1.56,81.48
signal2-model22303-UMC-,6.59,-6.22,-3.28,18.82,5.84,7,2,5.69,1.15,339,0.36,5.51,10.53,1.16,67.29
