sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.42,-8.11,-4.46,62.36,16.12,3,2,7.32,2.12,351,0.47,13.00,29.90,2.24,79.12
signal1-model12330-TSM-,0.17,-20.38,-15.28,11.23,0.40,6,5,4.86,0.06,181,0.31,1.42,5.74,0.04,55.70
signal1-model1ICICIBC-IBN-,16.03,-7.86,-4.93,39.92,15.22,3,2,7.10,2.13,172,0.45,14.09,26.35,2.26,76.19
signal1-model1TTMT-TTM-,19.72,-11.76,-2.02,63.34,20.34,3,2,8.65,2.13,141,0.55,16.22,39.14,2.28,77.19
signal1-model1HDFCB-HDB-,12.76,-5.68,-3.66,48.64,11.79,5,3,8.43,1.47,213,0.54,10.57,21.95,1.51,68.80
signal1-model12303-UMC-,4.54,-11.54,-11.54,22.79,4.21,7,3,6.94,0.67,840,0.44,3.37,12.35,0.65,54.34
signal1-model2INFO-INFY-,15.03,-13.05,-13.05,60.24,14.76,3,2,6.96,2.05,567,0.45,12.80,31.04,2.16,87.61
signal1-model22330-TSM-,3.04,-13.32,-13.09,16.87,3.53,6,2,4.30,0.72,514,0.28,4.45,9.21,0.71,72.33
signal1-model2ICICIBC-IBN-,19.45,-4.46,3.28,43.59,18.67,3,2,7.90,2.29,63,0.51,17.48,29.78,2.46,88.61
signal1-model2TTMT-TTM-,22.23,-9.03,-4.96,64.21,22.90,3,1,9.36,2.19,75,0.60,17.62,45.76,2.38,85.10
signal1-model2HDFCB-HDB-,14.16,-6.01,-4.61,37.46,12.60,5,1,8.43,1.61,156,0.54,11.83,23.32,1.68,86.89
signal1-model22303-UMC-,10.65,-8.06,-4.02,28.43,10.18,7,2,6.44,1.60,151,0.41,9.89,18.87,1.65,76.97
signal2-model1INFO-INFY-,15.40,-8.55,-5.37,47.99,14.90,3,2,6.85,2.13,287,0.44,13.59,25.75,2.25,78.77
signal2-model12330-TSM-,-0.04,-21.43,-16.32,11.28,-0.09,6,5,4.46,0.01,391,0.29,0.22,7.07,-0.01,59.09
signal2-model1ICICIBC-IBN-,13.67,-11.54,-8.69,32.40,12.81,3,3,7.66,1.71,290,0.49,12.59,22.66,1.78,75.22
signal2-model1TTMT-TTM-,17.96,-9.01,-2.77,45.90,18.06,3,2,9.12,1.86,125,0.58,16.64,33.72,1.97,77.43
signal2-model1HDFCB-HDB-,13.25,-5.01,-0.14,55.82,12.29,5,3,8.05,1.59,147,0.52,10.96,20.21,1.65,70.72
signal2-model12303-UMC-,2.96,-8.82,-6.85,14.06,2.56,7,3,6.25,0.50,724,0.40,2.53,7.11,0.47,56.09
signal2-model2INFO-INFY-,14.02,-10.31,-9.80,48.20,13.64,3,2,6.67,2.00,429,0.43,12.20,27.04,2.10,82.77
signal2-model22330-TSM-,2.30,-15.81,-12.33,11.97,2.17,6,2,3.89,0.60,412,0.25,2.68,8.95,0.59,68.04
signal2-model2ICICIBC-IBN-,15.38,-9.31,-4.96,31.73,14.52,3,2,7.82,1.87,168,0.50,13.92,25.05,1.97,79.93
signal2-model2TTMT-TTM-,18.15,-10.94,-9.95,45.51,18.23,3,2,9.35,1.83,157,0.60,17.96,36.22,1.94,80.29
signal2-model2HDFCB-HDB-,12.49,-7.30,-5.47,44.04,11.40,5,2,8.04,1.50,223,0.52,11.17,22.50,1.55,81.33
signal2-model22303-UMC-,6.56,-6.22,-3.28,18.82,5.88,7,2,5.68,1.15,339,0.36,5.51,10.61,1.16,67.29
