sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.32,-6.62,-6.62,25.09,7.49,3,2,5.69,1.43,351,0.36,7.77,14.16,1.46,81.65
signal1-model12330-TSM-,0.34,-13.77,-9.46,6.19,0.02,3,3,3.90,0.11,470,0.25,0.41,4.47,0.09,62.86
signal1-model1ICICIBC-IBN-,9.26,-3.88,-0.67,25.04,8.45,2,2,5.32,1.69,266,0.34,8.14,15.35,1.74,84.40
signal1-model1TTMT-TTM-,11.97,-12.02,-3.50,31.16,12.39,2,3,7.06,1.64,290,0.45,10.56,21.50,1.70,84.40
signal1-model1HDFCB-HDB-,6.75,-4.82,-1.31,18.20,6.02,3,2,6.02,1.11,251,0.39,5.29,12.09,1.12,70.30
signal1-model12303-UMC-,3.54,-10.85,-5.29,24.29,3.71,3,2,6.34,0.58,470,0.41,2.28,10.23,0.56,57.93
signal1-model2INFO-INFY-,9.53,-6.52,-6.52,24.06,8.92,3,1,5.43,1.70,439,0.35,10.35,15.45,1.75,93.16
signal1-model22330-TSM-,1.45,-6.59,-5.91,7.69,1.41,3,1,3.20,0.47,514,0.20,1.62,5.18,0.45,73.33
signal1-model2ICICIBC-IBN-,9.20,-3.63,-2.18,28.56,8.63,2,1,5.60,1.60,168,0.36,7.81,17.10,1.64,89.22
signal1-model2TTMT-TTM-,14.64,-9.01,-6.07,39.05,15.09,2,1,7.54,1.85,123,0.48,13.39,25.36,1.94,93.64
signal1-model2HDFCB-HDB-,11.37,-4.77,-2.81,31.06,10.00,2,1,8.79,1.27,194,0.56,8.75,20.04,1.29,87.36
signal1-model22303-UMC-,8.19,-5.30,0.04,24.92,7.87,3,1,6.58,1.23,171,0.42,5.76,16.47,1.24,77.50
signal2-model1INFO-INFY-,6.67,-7.53,-7.53,17.29,5.91,3,1,5.20,1.27,361,0.33,6.82,12.63,1.28,79.43
signal2-model12330-TSM-,-0.44,-14.73,-7.51,4.67,-0.65,3,3,3.19,-0.12,506,0.20,-0.91,2.95,-0.14,58.49
signal2-model1ICICIBC-IBN-,8.72,-7.32,-6.69,22.53,8.18,2,2,5.42,1.57,456,0.35,7.83,15.35,1.61,82.47
signal2-model1TTMT-TTM-,9.89,-9.32,-7.78,31.34,10.28,2,2,7.24,1.34,330,0.46,8.56,20.79,1.37,80.00
signal2-model1HDFCB-HDB-,6.55,-4.82,-1.31,18.20,5.53,3,3,5.46,1.19,251,0.35,5.14,9.76,1.20,75.68
signal2-model12303-UMC-,0.92,-9.45,-6.07,12.77,0.90,3,2,5.43,0.20,1220,0.35,0.24,5.98,0.17,53.09
signal2-model2INFO-INFY-,6.99,-8.28,-8.28,17.53,6.24,3,1,5.14,1.34,448,0.33,6.80,13.04,1.36,83.33
signal2-model22330-TSM-,0.53,-10.35,-7.44,5.46,0.35,3,2,2.77,0.20,483,0.18,0.65,4.05,0.19,65.32
signal2-model2ICICIBC-IBN-,8.77,-7.13,-6.37,29.44,8.27,2,2,5.67,1.51,597,0.36,7.75,17.86,1.55,83.21
signal2-model2TTMT-TTM-,10.86,-10.80,-10.24,35.59,11.16,2,2,7.69,1.38,224,0.49,9.98,21.24,1.41,83.46
signal2-model2HDFCB-HDB-,9.00,-3.93,-2.95,31.06,7.69,2,1,7.60,1.17,243,0.49,7.10,14.10,1.18,83.46
signal2-model22303-UMC-,3.47,-5.45,-5.45,21.56,3.41,3,2,6.16,0.58,475,0.39,2.38,7.56,0.56,60.47
