sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.85,-8.11,-4.46,51.97,15.47,3,2,7.08,2.11,351,0.45,12.81,29.09,2.24,79.17
signal1-model12330-TSM-,0.45,-18.93,-15.28,11.23,0.71,6,3,4.78,0.12,181,0.31,1.51,5.86,0.09,56.32
signal1-model1ICICIBC-IBN-,15.52,-7.86,-4.93,36.66,14.70,3,2,6.85,2.14,172,0.44,13.74,25.53,2.26,76.22
signal1-model1TTMT-TTM-,20.23,-11.76,-2.02,63.34,20.11,3,2,8.46,2.22,141,0.54,16.07,38.92,2.39,77.42
signal1-model1HDFCB-HDB-,12.13,-5.68,-3.66,48.64,11.71,5,3,8.34,1.41,213,0.53,10.42,22.80,1.46,68.41
signal1-model12303-UMC-,4.67,-11.54,-11.54,22.79,4.07,7,3,6.76,0.71,840,0.43,3.19,12.61,0.69,53.91
signal1-model2INFO-INFY-,14.61,-13.05,-13.05,48.11,14.16,3,2,6.74,2.06,567,0.43,12.39,30.10,2.17,87.56
signal1-model22330-TSM-,3.74,-6.71,-6.21,16.87,3.92,6,2,3.78,0.99,514,0.24,4.67,9.21,0.99,73.20
signal1-model2ICICIBC-IBN-,18.91,-4.46,3.28,40.24,18.14,3,2,7.73,2.28,63,0.50,17.24,28.50,2.45,88.78
signal1-model2TTMT-TTM-,23.00,-6.14,-4.96,64.21,22.53,3,1,9.46,2.24,75,0.61,17.21,45.40,2.43,85.93
signal1-model2HDFCB-HDB-,13.28,-6.01,-4.61,35.79,12.12,5,1,8.12,1.57,156,0.52,11.68,22.88,1.64,86.52
signal1-model22303-UMC-,10.61,-8.06,-4.02,28.43,10.13,7,2,6.45,1.60,151,0.41,9.69,18.87,1.64,76.54
signal2-model1INFO-INFY-,14.80,-8.55,-5.37,41.54,14.44,3,2,6.59,2.13,287,0.42,13.39,24.67,2.25,78.81
signal2-model12330-TSM-,0.14,-21.43,-16.32,11.28,0.03,6,4,4.34,0.05,391,0.28,0.52,7.16,0.03,59.75
signal2-model1ICICIBC-IBN-,13.23,-11.54,-8.69,26.49,12.52,3,3,7.43,1.71,290,0.48,12.51,22.30,1.78,75.22
signal2-model1TTMT-TTM-,18.30,-8.57,-2.77,45.90,17.90,3,2,8.96,1.92,125,0.57,16.43,33.80,2.04,77.58
signal2-model1HDFCB-HDB-,12.97,-4.47,-0.14,55.82,12.17,5,3,7.89,1.58,147,0.51,10.78,21.70,1.64,70.67
signal2-model12303-UMC-,3.07,-8.82,-6.85,14.06,2.40,7,3,6.10,0.53,724,0.39,2.40,7.07,0.50,55.53
signal2-model2INFO-INFY-,13.57,-10.31,-9.80,37.62,13.15,3,2,6.43,2.01,429,0.41,11.79,26.28,2.11,82.71
signal2-model22330-TSM-,2.38,-15.81,-12.33,11.97,2.23,6,2,3.94,0.62,412,0.25,2.67,8.95,0.60,68.53
signal2-model2ICICIBC-IBN-,14.87,-9.31,-4.96,30.44,14.29,3,2,7.62,1.86,168,0.49,13.81,24.87,1.95,79.86
signal2-model2TTMT-TTM-,18.75,-10.94,-9.95,45.51,17.95,3,2,9.45,1.87,157,0.61,17.21,36.01,1.98,80.61
signal2-model2HDFCB-HDB-,12.18,-7.30,-5.47,44.04,11.17,5,2,7.89,1.50,223,0.51,10.70,22.71,1.54,81.38
signal2-model22303-UMC-,6.72,-6.22,-3.28,18.82,5.79,7,2,5.60,1.19,339,0.36,5.32,10.53,1.20,66.54
