sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.25,-6.62,-6.62,25.09,7.44,3,2,5.69,1.42,351,0.36,7.76,13.98,1.45,81.53
signal1-model12330-TSM-,0.34,-13.77,-9.46,6.19,0.03,3,3,3.91,0.11,470,0.25,0.41,4.47,0.09,62.86
signal1-model1ICICIBC-IBN-,9.10,-3.88,-0.67,22.66,8.38,2,2,5.29,1.67,266,0.34,8.08,15.35,1.72,84.29
signal1-model1TTMT-TTM-,12.70,-12.02,-3.50,31.16,12.42,2,3,6.79,1.80,290,0.43,10.56,21.66,1.87,85.40
signal1-model1HDFCB-HDB-,6.55,-4.82,-1.31,18.20,6.02,3,2,6.02,1.08,251,0.39,5.29,12.09,1.09,69.75
signal1-model12303-UMC-,3.55,-10.85,-5.29,24.29,3.74,3,2,6.35,0.58,470,0.41,2.28,10.23,0.56,57.93
signal1-model2INFO-INFY-,9.46,-6.52,-6.52,24.06,8.88,3,1,5.43,1.69,439,0.35,10.35,15.45,1.74,93.10
signal1-model22330-TSM-,1.46,-6.59,-5.91,7.69,1.43,3,1,3.20,0.47,514,0.21,1.62,5.18,0.46,73.33
signal1-model2ICICIBC-IBN-,9.03,-3.63,-2.18,28.56,8.56,2,1,5.57,1.58,168,0.36,7.81,16.68,1.62,89.11
signal1-model2TTMT-TTM-,15.40,-6.07,-6.07,39.05,15.11,2,1,7.28,2.00,123,0.47,13.39,25.36,2.11,95.28
signal1-model2HDFCB-HDB-,11.18,-4.77,-2.81,31.06,9.97,2,1,8.79,1.25,194,0.56,8.75,20.04,1.27,86.90
signal1-model22303-UMC-,8.23,-5.30,0.04,24.92,7.84,3,1,6.60,1.23,171,0.42,5.76,16.47,1.25,77.50
signal2-model1INFO-INFY-,6.59,-7.53,-7.53,17.29,5.87,3,1,5.20,1.25,361,0.33,6.82,12.63,1.27,79.31
signal2-model12330-TSM-,-0.44,-14.73,-7.51,4.67,-0.66,3,3,3.20,-0.12,506,0.20,-0.91,2.95,-0.14,58.49
signal2-model1ICICIBC-IBN-,8.88,-7.32,-6.69,22.53,8.12,2,2,5.38,1.61,456,0.34,7.73,15.32,1.65,82.89
signal2-model1TTMT-TTM-,10.60,-9.32,-7.78,31.34,10.30,2,2,6.98,1.48,330,0.45,8.63,20.82,1.52,80.79
signal2-model1HDFCB-HDB-,6.49,-4.82,-1.31,18.20,5.49,3,2,5.43,1.18,251,0.35,5.13,9.60,1.19,75.69
signal2-model12303-UMC-,0.92,-9.45,-6.07,12.77,0.92,3,2,5.44,0.20,1220,0.35,0.24,6.02,0.17,53.09
signal2-model2INFO-INFY-,6.91,-8.28,-8.28,17.53,6.21,3,1,5.14,1.33,448,0.33,6.74,13.04,1.34,83.23
signal2-model22330-TSM-,0.53,-10.35,-7.44,5.46,0.34,3,2,2.77,0.21,483,0.18,0.65,4.05,0.19,65.32
signal2-model2ICICIBC-IBN-,8.93,-7.13,-6.37,29.44,8.23,2,2,5.64,1.55,597,0.36,7.74,17.86,1.58,83.70
signal2-model2TTMT-TTM-,11.58,-10.80,-10.24,35.59,11.17,2,2,7.44,1.51,224,0.48,9.98,21.24,1.56,84.50
signal2-model2HDFCB-HDB-,8.95,-3.93,-2.95,31.06,7.66,2,1,7.59,1.16,243,0.49,7.00,14.10,1.18,83.72
signal2-model22303-UMC-,3.48,-5.45,-5.45,21.56,3.41,3,2,6.17,0.59,475,0.40,2.32,7.56,0.56,60.47
