sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.73,-8.11,-4.46,51.97,15.46,3,2,7.08,2.10,351,0.45,12.81,29.09,2.22,79.11
signal1-model12330-TSM-,0.24,-18.93,-15.28,11.23,0.72,6,3,4.73,0.07,181,0.30,1.52,5.86,0.05,56.20
signal1-model1ICICIBC-IBN-,15.53,-7.86,-4.93,36.66,14.69,3,2,6.85,2.14,172,0.44,13.74,25.53,2.27,76.22
signal1-model1TTMT-TTM-,19.73,-11.76,-2.02,63.34,20.10,3,2,8.33,2.20,141,0.53,16.07,38.92,2.37,77.35
signal1-model1HDFCB-HDB-,12.14,-5.68,-3.66,48.64,11.71,5,3,8.34,1.41,213,0.53,10.43,22.81,1.46,68.41
signal1-model12303-UMC-,4.62,-11.54,-11.54,22.79,4.06,7,3,6.75,0.70,840,0.43,3.19,12.61,0.68,53.91
signal1-model2INFO-INFY-,14.56,-13.05,-13.05,47.29,14.15,3,2,6.76,2.05,567,0.43,12.39,30.10,2.15,87.50
signal1-model22330-TSM-,3.74,-6.71,-6.21,16.87,3.92,6,2,3.78,0.99,514,0.24,4.67,9.21,0.99,73.20
signal1-model2ICICIBC-IBN-,18.92,-4.46,3.28,40.24,18.13,3,2,7.74,2.28,63,0.50,17.24,28.50,2.45,88.78
signal1-model2TTMT-TTM-,22.05,-6.14,-4.96,64.21,22.52,3,1,9.04,2.25,75,0.58,17.19,45.40,2.44,85.86
signal1-model2HDFCB-HDB-,13.28,-6.01,-4.61,35.79,12.12,5,1,8.12,1.58,156,0.52,11.68,22.88,1.64,86.52
signal1-model22303-UMC-,10.61,-8.06,-4.02,28.43,10.13,7,2,6.45,1.60,151,0.41,9.69,18.87,1.65,76.54
signal2-model1INFO-INFY-,14.68,-8.55,-5.37,41.54,14.43,3,2,6.58,2.12,287,0.42,13.36,24.66,2.23,78.76
signal2-model12330-TSM-,-0.08,-21.43,-16.32,11.28,0.03,6,4,4.30,0.00,391,0.28,0.52,7.17,-0.02,59.41
signal2-model1ICICIBC-IBN-,13.23,-11.54,-8.69,26.49,12.52,3,3,7.43,1.71,290,0.48,12.51,22.30,1.78,75.22
signal2-model1TTMT-TTM-,17.81,-8.57,-2.77,45.90,17.89,3,2,8.84,1.90,125,0.57,16.43,33.80,2.02,77.51
signal2-model1HDFCB-HDB-,12.97,-4.47,-0.14,55.82,12.17,5,3,7.89,1.58,147,0.51,10.78,21.71,1.64,70.67
signal2-model12303-UMC-,3.02,-8.82,-6.85,14.06,2.40,7,3,6.09,0.52,724,0.39,2.40,7.07,0.50,55.53
signal2-model2INFO-INFY-,13.52,-10.31,-9.80,36.86,13.14,3,2,6.45,2.00,429,0.41,11.75,26.28,2.10,82.65
signal2-model22330-TSM-,2.15,-15.81,-12.33,11.97,2.23,6,2,3.89,0.57,412,0.25,2.67,8.95,0.55,68.07
signal2-model2ICICIBC-IBN-,14.88,-9.31,-4.96,30.44,14.29,3,2,7.62,1.86,168,0.49,13.81,24.88,1.95,79.86
signal2-model2TTMT-TTM-,17.83,-10.94,-9.95,45.51,17.94,3,2,9.03,1.86,157,0.58,17.21,36.01,1.97,80.53
signal2-model2HDFCB-HDB-,12.18,-7.30,-5.47,44.04,11.16,5,2,7.89,1.50,223,0.51,10.64,22.71,1.54,81.38
signal2-model22303-UMC-,6.67,-6.22,-3.28,18.82,5.79,7,2,5.58,1.18,339,0.36,5.29,10.53,1.19,66.54
