sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.19,-8.11,-4.46,57.01,15.53,3,2,7.22,2.11,351,0.46,12.81,29.35,2.24,79.17
signal1-model12330-TSM-,0.35,-18.93,-15.28,11.23,0.69,6,3,4.74,0.10,181,0.30,1.50,5.86,0.07,56.44
signal1-model1ICICIBC-IBN-,15.57,-7.86,-4.93,36.66,14.72,3,2,6.85,2.15,172,0.44,13.74,25.53,2.27,76.30
signal1-model1TTMT-TTM-,20.21,-11.76,-2.02,63.34,20.13,3,2,8.39,2.24,141,0.54,16.15,38.92,2.41,77.49
signal1-model1HDFCB-HDB-,12.22,-5.68,-3.66,48.64,11.71,5,3,8.33,1.42,213,0.53,10.42,22.79,1.47,68.48
signal1-model12303-UMC-,4.72,-11.54,-11.54,22.79,4.08,7,3,6.78,0.71,840,0.43,3.19,12.61,0.70,53.91
signal1-model2INFO-INFY-,14.95,-13.05,-13.05,53.73,14.22,3,2,6.88,2.06,567,0.44,12.39,30.10,2.17,87.56
signal1-model22330-TSM-,3.06,-13.09,-13.09,16.87,3.89,6,2,4.35,0.71,514,0.28,4.55,9.21,0.70,72.73
signal1-model2ICICIBC-IBN-,18.96,-4.46,3.28,40.24,18.17,3,2,7.73,2.28,63,0.49,17.27,28.50,2.45,88.83
signal1-model2TTMT-TTM-,22.73,-6.14,-4.96,64.21,22.56,3,1,9.15,2.29,75,0.59,17.23,45.40,2.48,86.00
signal1-model2HDFCB-HDB-,13.26,-6.01,-4.61,35.79,12.14,5,1,8.11,1.57,156,0.52,11.68,22.88,1.63,86.52
signal1-model22303-UMC-,10.84,-8.06,-4.02,28.43,10.14,7,2,6.49,1.62,151,0.42,9.69,18.87,1.67,76.69
signal2-model1INFO-INFY-,15.14,-8.55,-5.37,42.59,14.48,3,2,6.73,2.13,287,0.43,13.41,24.75,2.25,78.81
signal2-model12330-TSM-,0.18,-21.43,-16.32,11.28,0.01,6,4,4.34,0.06,391,0.28,0.52,7.16,0.04,59.85
signal2-model1ICICIBC-IBN-,13.27,-11.54,-8.69,26.49,12.52,3,3,7.42,1.72,290,0.48,12.51,22.30,1.79,75.30
signal2-model1TTMT-TTM-,18.28,-8.57,-2.77,45.90,17.90,3,2,8.89,1.93,125,0.57,16.43,33.80,2.06,77.65
signal2-model1HDFCB-HDB-,13.05,-4.47,-0.14,55.82,12.17,5,3,7.89,1.59,147,0.51,10.78,21.68,1.65,70.59
signal2-model12303-UMC-,3.13,-8.82,-6.85,14.06,2.41,7,3,6.12,0.53,724,0.39,2.40,7.08,0.51,55.53
signal2-model2INFO-INFY-,13.91,-10.31,-9.80,42.84,13.19,3,2,6.58,2.01,429,0.42,11.88,26.28,2.11,82.71
signal2-model22330-TSM-,2.38,-15.81,-12.33,11.97,2.21,6,2,3.93,0.62,412,0.25,2.67,8.95,0.60,68.53
signal2-model2ICICIBC-IBN-,14.92,-9.31,-4.96,30.44,14.28,3,2,7.62,1.86,168,0.49,13.81,24.85,1.96,79.93
signal2-model2TTMT-TTM-,18.49,-10.94,-9.95,45.51,17.96,3,2,9.14,1.90,157,0.58,17.26,36.01,2.02,80.68
signal2-model2HDFCB-HDB-,12.26,-7.30,-5.47,44.04,11.17,5,2,7.89,1.50,223,0.51,10.76,22.71,1.55,81.44
signal2-model22303-UMC-,6.78,-6.22,-3.28,18.82,5.80,7,2,5.61,1.20,339,0.36,5.38,10.53,1.21,66.54
