sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,16.60,-8.11,-4.46,62.36,15.98,3,2,7.34,2.13,351,0.47,12.91,29.90,2.26,79.28
signal1-model12330-TSM-,0.36,-20.38,-15.28,11.23,0.54,6,3,4.96,0.10,181,0.32,1.49,5.83,0.07,55.65
signal1-model1ICICIBC-IBN-,16.36,-7.86,-4.93,39.92,14.99,3,2,7.10,2.17,172,0.45,13.91,25.81,2.30,76.53
signal1-model1TTMT-TTM-,20.62,-11.76,-2.02,63.34,20.37,3,2,8.43,2.27,141,0.54,16.22,39.14,2.45,77.71
signal1-model1HDFCB-HDB-,12.49,-5.68,-3.66,48.64,11.71,5,3,8.45,1.43,213,0.54,10.48,22.37,1.48,68.53
signal1-model12303-UMC-,4.34,-11.54,-11.54,22.79,4.14,7,3,6.75,0.66,840,0.43,3.30,12.39,0.64,54.39
signal1-model2INFO-INFY-,15.37,-13.05,-13.05,60.24,14.64,3,2,7.01,2.07,567,0.45,12.50,31.11,2.19,87.67
signal1-model22330-TSM-,3.21,-13.32,-13.09,16.87,3.70,6,2,4.39,0.74,514,0.28,4.51,9.21,0.73,72.44
signal1-model2ICICIBC-IBN-,19.73,-4.46,3.28,43.59,18.43,3,2,7.95,2.31,63,0.51,17.34,28.54,2.48,89.00
signal1-model2TTMT-TTM-,23.12,-6.14,-4.96,64.21,22.87,3,1,9.18,2.31,75,0.59,17.51,45.76,2.52,86.21
signal1-model2HDFCB-HDB-,13.90,-6.01,-4.61,35.79,12.30,5,1,8.44,1.58,156,0.54,11.80,23.00,1.65,86.67
signal1-model22303-UMC-,10.65,-8.06,-4.02,28.43,10.15,7,2,6.43,1.61,151,0.41,9.89,18.87,1.66,76.69
signal2-model1INFO-INFY-,15.57,-8.55,-5.37,47.99,14.79,3,2,6.87,2.14,287,0.44,13.46,27.13,2.27,78.92
signal2-model12330-TSM-,0.04,-21.43,-16.32,11.28,-0.06,6,4,4.43,0.03,391,0.28,0.37,7.16,0.01,59.18
signal2-model1ICICIBC-IBN-,14.08,-11.54,-8.69,32.40,12.63,3,3,7.65,1.76,290,0.49,12.53,22.43,1.84,75.52
signal2-model1TTMT-TTM-,18.71,-8.57,-2.77,45.90,18.04,3,2,8.93,1.97,125,0.57,16.55,33.80,2.10,77.84
signal2-model1HDFCB-HDB-,13.33,-5.01,-0.14,55.82,12.20,5,3,8.08,1.59,147,0.52,10.84,21.68,1.65,70.62
signal2-model12303-UMC-,2.83,-8.82,-6.85,14.06,2.46,7,3,6.18,0.48,724,0.40,2.45,7.08,0.46,56.04
signal2-model2INFO-INFY-,14.34,-10.31,-9.80,48.20,13.52,3,2,6.72,2.03,429,0.43,12.07,27.04,2.13,82.83
signal2-model22330-TSM-,2.35,-15.81,-12.33,11.97,2.15,6,2,3.92,0.61,412,0.25,2.67,8.95,0.60,68.17
signal2-model2ICICIBC-IBN-,15.71,-9.31,-4.96,31.73,14.37,3,2,7.84,1.90,168,0.50,13.84,25.03,2.00,80.14
signal2-model2TTMT-TTM-,18.92,-10.94,-9.95,45.51,18.15,3,2,9.17,1.94,157,0.59,17.62,36.29,2.06,80.90
signal2-model2HDFCB-HDB-,12.55,-7.30,-5.47,44.04,11.26,5,2,8.07,1.50,223,0.52,10.95,22.71,1.55,81.36
signal2-model22303-UMC-,6.42,-6.22,-3.28,18.82,5.81,7,2,5.68,1.12,339,0.36,5.48,10.53,1.13,66.92
