sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.31,-6.62,-6.62,25.09,7.36,3,2,5.71,1.43,351,0.37,7.73,13.98,1.46,81.53
signal1-model12330-TSM-,0.33,-13.77,-9.46,6.19,0.07,3,3,3.92,0.10,470,0.25,0.41,4.48,0.09,63.04
signal1-model1ICICIBC-IBN-,9.07,-3.88,-0.67,22.66,8.27,2,2,5.30,1.66,266,0.34,8.07,14.61,1.71,84.17
signal1-model1TTMT-TTM-,12.73,-12.02,-3.50,31.16,12.40,2,3,6.81,1.79,290,0.44,10.56,21.72,1.87,85.29
signal1-model1HDFCB-HDB-,6.60,-4.82,-1.31,18.20,6.02,3,2,6.04,1.09,251,0.39,5.23,12.09,1.09,69.75
signal1-model12303-UMC-,3.59,-10.61,-5.29,24.29,3.79,3,2,6.36,0.59,470,0.41,2.28,10.36,0.57,58.04
signal1-model2INFO-INFY-,9.54,-6.52,-6.52,24.06,8.83,3,1,5.45,1.70,439,0.35,10.32,15.03,1.75,93.10
signal1-model22330-TSM-,1.47,-6.50,-5.91,7.69,1.48,3,1,3.22,0.47,514,0.21,1.62,5.18,0.46,73.97
signal1-model2ICICIBC-IBN-,9.00,-3.63,-2.18,28.56,8.48,2,1,5.58,1.57,168,0.36,7.72,15.97,1.61,89.00
signal1-model2TTMT-TTM-,15.46,-6.07,-6.07,39.05,15.08,2,1,7.31,2.00,123,0.47,13.31,25.43,2.11,95.24
signal1-model2HDFCB-HDB-,11.27,-4.77,-2.81,31.06,9.94,2,1,8.83,1.25,194,0.57,8.75,20.04,1.28,86.90
signal1-model22303-UMC-,8.19,-5.30,0.04,24.92,7.79,3,1,6.61,1.22,171,0.42,5.76,16.47,1.24,76.92
signal2-model1INFO-INFY-,6.64,-7.53,-7.53,17.29,5.83,3,1,5.22,1.26,361,0.33,6.79,12.63,1.27,79.31
signal2-model12330-TSM-,-0.45,-14.73,-7.51,4.67,-0.66,3,3,3.21,-0.13,506,0.21,-0.94,2.95,-0.14,58.60
signal2-model1ICICIBC-IBN-,8.85,-7.32,-6.69,22.53,8.01,2,2,5.40,1.60,456,0.35,7.72,15.09,1.64,82.78
signal2-model1TTMT-TTM-,10.61,-9.32,-7.78,31.34,10.26,2,2,7.00,1.48,330,0.45,8.53,20.83,1.52,80.67
signal2-model1HDFCB-HDB-,6.54,-4.82,-1.31,18.20,5.42,3,2,5.45,1.19,251,0.35,5.07,9.50,1.20,75.69
signal2-model12303-UMC-,1.14,-9.45,-6.07,12.77,0.96,3,2,5.40,0.24,1220,0.35,0.31,6.06,0.21,53.46
signal2-model2INFO-INFY-,6.96,-8.28,-8.28,17.53,6.17,3,1,5.16,1.33,448,0.33,6.71,13.11,1.35,83.23
signal2-model22330-TSM-,0.53,-10.35,-7.44,5.46,0.34,3,2,2.78,0.20,483,0.18,0.65,4.05,0.19,65.57
signal2-model2ICICIBC-IBN-,8.90,-7.13,-6.37,29.44,8.14,2,2,5.65,1.54,597,0.36,7.73,17.59,1.57,83.58
signal2-model2TTMT-TTM-,11.60,-10.80,-10.24,35.59,11.10,2,2,7.47,1.51,224,0.48,9.98,21.24,1.55,84.38
signal2-model2HDFCB-HDB-,9.02,-3.93,-2.95,31.06,7.60,2,1,7.62,1.17,243,0.49,6.87,14.10,1.18,83.72
signal2-model22303-UMC-,3.71,-5.45,-5.45,21.56,3.40,3,2,6.16,0.62,475,0.39,2.30,7.56,0.60,60.63
