sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,15.72,-8.11,-4.46,51.97,15.48,3,2,7.07,2.10,351,0.45,12.81,29.09,2.22,79.11
signal1-model12330-TSM-,0.36,-18.93,-15.28,11.23,0.71,6,3,4.74,0.10,181,0.30,1.51,5.86,0.08,56.44
signal1-model1ICICIBC-IBN-,15.58,-7.86,-4.93,36.66,14.70,3,2,6.85,2.15,172,0.44,13.74,25.53,2.27,76.30
signal1-model1TTMT-TTM-,20.19,-11.76,-2.02,63.34,20.11,3,2,8.38,2.24,141,0.54,16.08,38.92,2.41,77.49
signal1-model1HDFCB-HDB-,12.31,-5.68,-3.66,48.64,11.71,5,3,8.34,1.43,213,0.53,10.43,22.79,1.48,68.48
signal1-model12303-UMC-,4.68,-11.54,-11.54,22.79,4.07,7,3,6.77,0.71,840,0.43,3.19,12.61,0.69,53.91
signal1-model2INFO-INFY-,14.48,-13.05,-13.05,46.27,14.17,3,2,6.73,2.04,567,0.43,12.39,30.10,2.15,87.50
signal1-model22330-TSM-,3.74,-6.71,-6.21,16.87,3.91,6,2,3.78,0.99,514,0.24,4.67,9.21,0.99,73.20
signal1-model2ICICIBC-IBN-,18.97,-4.46,3.28,40.24,18.15,3,2,7.74,2.29,63,0.50,17.24,28.50,2.45,88.83
signal1-model2TTMT-TTM-,22.71,-6.14,-4.96,64.21,22.53,3,1,9.14,2.29,75,0.59,17.23,45.40,2.48,86.00
signal1-model2HDFCB-HDB-,13.27,-6.01,-4.61,35.79,12.13,5,1,8.12,1.57,156,0.52,11.68,22.88,1.63,86.52
signal1-model22303-UMC-,10.80,-8.06,-4.02,28.43,10.14,7,2,6.48,1.62,151,0.41,9.69,18.87,1.67,76.69
signal2-model1INFO-INFY-,14.67,-8.55,-5.37,41.54,14.45,3,2,6.58,2.12,287,0.42,13.41,24.67,2.23,78.76
signal2-model12330-TSM-,0.19,-21.43,-16.32,11.28,0.02,6,4,4.35,0.07,391,0.28,0.52,7.16,0.04,59.85
signal2-model1ICICIBC-IBN-,13.28,-11.54,-8.69,26.49,12.52,3,3,7.43,1.72,290,0.48,12.51,22.30,1.79,75.30
signal2-model1TTMT-TTM-,18.26,-8.57,-2.77,45.90,17.90,3,2,8.88,1.93,125,0.57,16.43,33.80,2.06,77.65
signal2-model1HDFCB-HDB-,13.15,-4.47,-0.14,55.82,12.17,5,3,7.90,1.60,147,0.51,10.78,21.68,1.66,70.73
signal2-model12303-UMC-,3.09,-8.82,-6.85,14.06,2.41,7,3,6.10,0.53,724,0.39,2.40,7.07,0.51,55.53
signal2-model2INFO-INFY-,13.44,-10.31,-9.80,35.91,13.16,3,2,6.42,2.00,429,0.41,11.82,26.28,2.10,82.65
signal2-model22330-TSM-,2.43,-15.81,-12.33,11.97,2.22,6,2,3.94,0.63,412,0.25,2.67,8.95,0.62,68.64
signal2-model2ICICIBC-IBN-,14.93,-9.31,-4.96,30.44,14.29,3,2,7.62,1.86,168,0.49,13.81,24.85,1.96,79.93
signal2-model2TTMT-TTM-,18.46,-10.94,-9.95,45.51,17.95,3,2,9.13,1.90,157,0.58,17.21,36.01,2.02,80.68
signal2-model2HDFCB-HDB-,12.36,-7.30,-5.47,44.04,11.17,5,2,7.90,1.51,223,0.51,10.76,22.71,1.56,81.44
signal2-model22303-UMC-,6.74,-6.22,-3.28,18.82,5.79,7,2,5.60,1.19,339,0.36,5.35,10.53,1.20,66.54
