methodID,pairName,date,premium,HighBond,LowBond,meanLine,Hbond_price,Lbond_price,USPos,asiaPos,USOP,USCL,asiaOP,asiaCL,r_exOP,r_exCL,operation
signal1-model1,INFO-INFY,2020-10-27,0.0135590687775153,0.0259073325933268,-0.0305826173994033,-0.00233764240303825,14.6218608068508,15.4739067889064,13.12,-1008,14.85,14.8,1090.85,1107,0.0135098621994056,0.0134843581445523,
signal1-model1,INFO-INFY,2020-10-28,0.0163609089807972,0.0275853274140782,-0.0310712454348438,-0.00174295901038276,14.3416150338657,15.2098212699193,13.12,-1008,14.38,14.5,1076.55,1080,0.0134318334452653,0.0135098621994056,
signal1-model1,INFO-INFY,2020-10-29,2.7866874365845e-06,0.027780243787239,-0.030032739871923,-0.00112624804234197,14.0691946385513,14.9077612099928,13.12,-1008,14.28,14.46,1074.85,1060.2,0.0134174158057158,0.0134318334452653,
signal1-model1,INFO-INFY,2020-10-30,0.0134721980866934,0.0280139636570518,-0.0301107471848676,-0.00104839176390787,14.0287096173966,14.8694393065128,13.12,-1008,14.27,14.23,1060.6,1070,0.0133868808567604,0.0134174158057158,
signal1-model1,INFO-INFY,2020-11-02,-0.0128583437762234,0.0273682701103851,-0.0285678581571606,-0.000599794023387756,13.7977340704228,14.5922227325959,13.12,-1008,14.25,14.36,1072.3,1065,0.0133886731824876,0.0133654103180968,
signal1-model1,INFO-INFY,2020-11-03,0.00890191522006112,0.0270205561751997,-0.028483100514166,-0.000731272169483155,13.9789551117148,14.7775857127957,13.12,-1008,14.3,14.23,1062.55,1077,0.0133600534402138,0.0133886731824876,
signal1-model1,INFO-INFY,2020-11-04,-0.0316695236767304,0.0287546106223157,-0.0332718394786412,-0.00225861442816276,13.7989415904652,14.6842984021934,13.12,-1008,14.68,14.66,1093.95,1068,0.013437248051599,0.0133600534402138,
signal1-model1,INFO-INFY,2020-11-05,-0.0151621545707927,0.0282298382147353,-0.0319657649800762,-0.00186796338267045,14.2999439286719,15.1891622220938,13.12,-1008,15.01,14.93,1104,1112,0.0134879956838414,0.0134408602150538,
signal1-model1,INFO-INFY,2020-11-06,-0.0120279334783374,0.0282249269077308,-0.03255074025694,-0.00216290667460456,14.4800409451827,15.3896846708381,13.12,-1008,14.93,15.07,1112.75,1108,0.0134770889487871,0.0134861766689144,
signal1-model1,INFO-INFY,2020-11-09,-0.0248606849942907,0.0288838947486407,-0.0341315916521421,-0.0026238484517507,14.5481803746131,15.4973372728294,13.12,-1008,14.83,15.35,1136.55,1125,0.0134807225667296,0.0134517083669626,
signal1-model1,INFO-INFY,2020-11-10,0.0537493282817401,0.040584709667235,-0.0390357299096681,0.000774489878783452,14.7239480754201,15.9438968857565,14.54,-1162.3,14.54,14.54,1091.05,1162.3,0.0134246207544637,0.0134807225667296,超上限\开盘平\收盘加仓亚股
signal1-model1,INFO-INFY,2020-11-11,-0.0138069735385172,0.0404224303921681,-0.0384579797190966,0.00098222533653578,14.0759810776406,15.2307087304148,14.54,-1162.3,15.09,14.85,1122.5,1098,0.0133976420150054,0.0134228187919463,
signal1-model1,INFO-INFY,2020-11-12,0.0132640552587726,0.0396343186565059,-0.0382637043554356,0.000685307150535108,14.4635842720851,15.6350952419471,14.54,-1162.3,14.95,14.84,1117.75,1128.1,0.0133582687683676,0.0133958472873409,
signal1-model1,INFO-INFY,2020-11-13,-0.00511660674224301,0.0389531177173582,-0.0357081463058745,0.00162248570574185,14.3733143277996,15.486182607051,14.54,-1162.3,15.29,15.01,1124.2,1117.75,0.0133797163500134,0.0133600534402138,
