sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.28,-6.62,-6.62,25.09,7.54,3,2,5.67,1.43,351,0.36,7.81,14.28,1.46,81.65
signal1-model12330-TSM-,0.36,-13.77,-9.46,6.19,0.01,3,3,3.89,0.11,470,0.25,0.41,4.47,0.09,63.12
signal1-model1ICICIBC-IBN-,9.22,-3.88,-0.67,25.04,8.52,2,2,5.31,1.69,266,0.34,8.14,15.42,1.74,84.40
signal1-model1TTMT-TTM-,11.92,-12.02,-3.50,31.16,12.37,2,3,7.05,1.63,290,0.45,10.50,21.50,1.69,84.40
signal1-model1HDFCB-HDB-,6.72,-4.82,-1.31,18.20,6.02,3,2,6.01,1.11,251,0.38,5.29,12.09,1.12,70.30
signal1-model12303-UMC-,3.43,-11.04,-5.29,24.29,3.68,3,2,6.35,0.56,470,0.41,2.28,10.23,0.54,58.11
signal1-model2INFO-INFY-,9.48,-6.52,-6.52,24.06,8.96,3,1,5.42,1.70,439,0.35,10.35,15.75,1.75,93.16
signal1-model22330-TSM-,1.47,-6.59,-5.91,7.69,1.39,3,1,3.19,0.47,514,0.20,1.62,5.18,0.46,73.68
signal1-model2ICICIBC-IBN-,9.16,-3.63,-2.18,28.56,8.69,2,1,5.58,1.60,168,0.36,7.93,17.42,1.64,89.22
signal1-model2TTMT-TTM-,14.58,-9.01,-6.07,39.05,15.07,2,1,7.52,1.85,123,0.48,13.31,25.36,1.94,93.64
signal1-model2HDFCB-HDB-,11.31,-4.77,-2.81,31.06,10.04,2,1,8.77,1.26,194,0.56,8.75,20.04,1.29,87.36
signal1-model22303-UMC-,8.15,-5.30,0.04,24.92,7.90,3,1,6.57,1.23,171,0.42,5.76,16.47,1.24,77.50
signal2-model1INFO-INFY-,6.64,-7.53,-7.53,17.29,5.93,3,1,5.19,1.27,361,0.33,6.84,12.56,1.28,79.43
signal2-model12330-TSM-,-0.42,-14.73,-7.51,4.67,-0.64,3,3,3.19,-0.12,506,0.20,-0.89,2.95,-0.13,58.75
signal2-model1ICICIBC-IBN-,8.68,-7.32,-6.69,22.53,8.23,2,2,5.40,1.57,456,0.35,8.03,15.35,1.61,82.47
signal2-model1TTMT-TTM-,9.85,-9.32,-7.78,31.34,10.27,2,2,7.23,1.34,330,0.46,8.49,20.79,1.36,80.00
signal2-model1HDFCB-HDB-,6.52,-4.82,-1.31,18.20,5.57,3,3,5.45,1.19,251,0.35,5.14,9.87,1.20,75.68
signal2-model12303-UMC-,0.69,-10.08,-6.42,12.77,0.88,3,2,5.45,0.15,1220,0.35,0.21,5.96,0.13,52.73
signal2-model2INFO-INFY-,6.95,-8.28,-8.28,17.53,6.27,3,1,5.13,1.34,448,0.33,6.87,13.04,1.36,83.33
signal2-model22330-TSM-,0.55,-10.35,-7.44,5.46,0.35,3,2,2.76,0.21,483,0.18,0.65,4.05,0.20,65.60
signal2-model2ICICIBC-IBN-,8.73,-7.13,-6.37,29.44,8.32,2,2,5.66,1.51,597,0.36,7.75,18.10,1.54,83.21
signal2-model2TTMT-TTM-,10.81,-10.80,-10.24,35.59,11.16,2,2,7.67,1.38,224,0.49,9.98,21.22,1.41,83.46
signal2-model2HDFCB-HDB-,8.96,-3.93,-2.95,31.06,7.73,2,1,7.59,1.17,243,0.49,7.10,14.33,1.18,83.46
signal2-model22303-UMC-,3.35,-6.08,-5.45,21.56,3.41,3,2,6.15,0.57,475,0.39,2.38,7.56,0.54,59.54
