sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
signal1-model1INFO-INFY-,8.46,-6.62,-6.62,25.09,7.45,3,2,5.71,1.45,351,0.37,7.76,13.98,1.48,81.76
signal1-model12330-TSM-,0.34,-13.77,-9.46,6.19,0.03,3,3,3.90,0.11,470,0.25,0.41,4.47,0.09,62.86
signal1-model1ICICIBC-IBN-,9.09,-3.88,-0.67,22.66,8.39,2,2,5.29,1.67,266,0.34,8.08,15.35,1.72,84.29
signal1-model1TTMT-TTM-,12.02,-12.02,-3.50,31.16,12.41,2,3,7.09,1.64,290,0.45,10.56,21.59,1.70,84.29
signal1-model1HDFCB-HDB-,6.54,-4.82,-1.31,18.20,6.02,3,2,6.01,1.08,251,0.39,5.29,12.09,1.09,69.75
signal1-model12303-UMC-,3.95,-10.85,-5.29,24.29,3.73,3,2,6.49,0.63,470,0.42,2.28,10.23,0.61,58.22
signal1-model2INFO-INFY-,9.68,-6.52,-6.52,24.06,8.89,3,1,5.45,1.72,439,0.35,10.35,15.45,1.77,93.22
signal1-model22330-TSM-,1.46,-6.59,-5.91,7.69,1.42,3,1,3.20,0.47,514,0.20,1.62,5.18,0.46,73.33
signal1-model2ICICIBC-IBN-,9.02,-3.63,-2.18,28.56,8.58,2,1,5.57,1.58,168,0.36,7.81,17.10,1.62,89.11
signal1-model2TTMT-TTM-,14.70,-9.01,-6.07,39.05,15.11,2,1,7.56,1.85,123,0.48,13.39,25.36,1.94,93.58
signal1-model2HDFCB-HDB-,11.17,-4.77,-2.81,31.06,9.98,2,1,8.79,1.25,194,0.56,8.75,20.04,1.27,86.90
signal1-model22303-UMC-,8.64,-5.30,0.04,24.92,7.85,3,1,6.73,1.26,171,0.43,5.76,16.47,1.28,77.78
signal2-model1INFO-INFY-,6.80,-7.53,-7.53,17.29,5.88,3,1,5.22,1.29,361,0.33,6.82,12.63,1.30,79.55
signal2-model12330-TSM-,-0.44,-14.73,-7.51,4.67,-0.65,3,3,3.20,-0.12,506,0.20,-0.91,2.95,-0.14,58.49
signal2-model1ICICIBC-IBN-,8.67,-7.32,-6.69,22.53,8.13,2,2,5.42,1.56,456,0.35,7.73,15.32,1.60,82.35
signal2-model1TTMT-TTM-,9.93,-9.32,-7.78,31.34,10.30,2,2,7.27,1.34,330,0.47,8.63,20.81,1.37,79.87
signal2-model1HDFCB-HDB-,6.35,-4.82,-1.31,18.20,5.50,3,3,5.45,1.16,251,0.35,5.14,9.60,1.17,75.27
signal2-model12303-UMC-,1.11,-9.45,-6.07,12.77,0.92,3,2,5.48,0.23,1220,0.35,0.24,6.02,0.20,53.37
signal2-model2INFO-INFY-,7.12,-8.28,-8.28,17.53,6.22,3,1,5.16,1.36,448,0.33,6.74,13.07,1.38,83.44
signal2-model22330-TSM-,0.53,-10.35,-7.44,5.46,0.34,3,2,2.77,0.21,483,0.18,0.65,4.05,0.19,65.32
signal2-model2ICICIBC-IBN-,8.72,-7.13,-6.37,29.44,8.24,2,2,5.68,1.50,597,0.36,7.75,17.86,1.54,83.09
signal2-model2TTMT-TTM-,10.90,-10.80,-10.24,35.59,11.17,2,2,7.71,1.38,224,0.49,9.98,21.24,1.41,83.33
signal2-model2HDFCB-HDB-,8.81,-3.93,-2.95,31.06,7.66,2,1,7.60,1.15,243,0.49,7.00,14.10,1.16,83.08
signal2-model22303-UMC-,3.67,-5.45,-5.45,21.56,3.41,3,2,6.20,0.61,475,0.40,2.33,7.56,0.59,60.77
