date,signal_I1,NTN1M_I1,CNH1M_I1,signal_I2,CNH1M_I2,CNH2M_I2,signal_I3,CNH1M_I3,CNH3M_I3,signal_I4,CNH1M_I4,CNH6M_I4,signal_I5,CNH1M_I5,CNH12M_I5,signal_I6,CNH6M_I6,CNH12M_I6,signal_I7,NTN1M_I7,IRN1M_I7,signal_I8,IRN1M_I8,IRN2M_I8,signal_I9,IRN1M_I9,IRN3M_I9,signal_I10,IRN1M_I10,IRN6M_I10,signal_I11,IRN1M_I11,IRN12M_I11,signal_I12,IRN6M_I12,IRN12M_I12
2010-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.8397144780476,-46.92,0,-0,0,0,-0,0,-1,47.6301296669501,-47.66,-1,48.1437850312212,-48.15,1,-48.1375898724111,48.15
2010-07-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.8661501227987,46.92,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.9132994479422,-46.99,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,47.0030697505578,-47.08,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.9987558255717,-47.08,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.7276274208491,46.78,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.976787904249,-47.06,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.7911407134409,46.83,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.8180126257572,-46.9,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,47.2001887701629,-47.3,0,-0,0,0,-0,0,0,-0,0,1,-48.1647902283574,48.14,1,-48.1385386561006,48.14
2010-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,47.3504551248647,-47.43,0,-0,0,0,-0,0,0,-0,0,-1,48.9712813273101,-49,-1,48.9531364723656,-49
2010-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,47.382236792028,-47.46,1,-47.4930625617026,47.51,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,47.4900151776862,-47.57,-1,47.7584765004442,-47.79,0,-0,0,0,-0,0,-1,49.2797847714274,-49.29,0,-0,0
2010-07-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-47.2138439238522,47.25,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.7954446162331,46.85,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.7109339086195,46.77,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-07-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.5522231458951,46.61,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.1868227132593,46.24,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.261015656121,-46.34,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,1,-46.8250202077582,46.82,1,-47.7235425404304,47.71,0,-0,0
2010-08-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,-1,47.1149139108017,-47.14,-1,47.9304979847876,-47.94,0,-0,0
2010-08-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.2595678994721,-46.34,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.7750307164842,-46.86,-1,47.322428256279,-47.36,-1,47.5084012669403,-47.55,-1,47.9756083700852,-48,-1,48.7600489246546,-48.77,0,-0,0
2010-08-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,1,-47.177546890031,47.19,1,-47.3730769801242,47.39,1,-47.8497817583023,47.85,1,-48.679707875328,48.67,0,-0,0
2010-08-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.8721915318891,46.93,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.7019048614514,46.76,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.5933076954727,46.65,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.7312568217855,-46.81,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,47.1222230313001,-47.2,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-08-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-46.8600179224531,46.9,0,-0,0,0,-0,0,0,-0,0,1,-48.4883132045135,48.48,1,-48.464446857616,48.48
2010-09-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,-1,48.6030499894592,-48.61,0,-0,0
2010-09-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.72258501868,-46.8,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,-1,48.4494134011691,-48.48
2010-09-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,46.9440480745238,-47.03,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-08,-1,0,-6.78,-1,0,-6.78,-1,0,-6.78,-1,0,-6.78,-1,0,-6.77,-1,0,-6.77,1,-46.7119532482385,46.76,0,-0,0,0,-0,0,0,-0,0,1,-48.3295278339049,48.32,0,-0,0
2010-09-09,-1,0.624166346754578,-6.775,-1,3.10975275912618e-05,-6.775,-1,3.10975275912618e-05,-6.775,-1,3.10975275912618e-05,-6.775,-1,3.1051627181533e-05,-6.765,-1,3.1051627181533e-05,-6.765,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-10,-1,1.61405327013226,-6.7618,-1,9.2880335583234e-05,-6.7631,-1,9.28839932956167e-05,-6.7635,-1,9.28611325932249e-05,-6.761,-1,9.27147349506052e-05,-6.75,-1,9.26964641197056e-05,-6.75,-1,46.5731274920269,-46.65,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-13,-1,2.6744415249132,-6.7523,-1,0.00018511725515253,-6.7532,-1,0.000185131849889997,-6.754,-1,0.000185074827202848,-6.7515,-1,0.000184627726371412,-6.7295,-1,0.000184587657544534,-6.7295,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-14,-1,3.62838295914992,-6.7428,-1,0.000307490968428016,-6.7437,-1,0.000307520090765511,-6.7445,-1,0.00030741768559896,-6.742,-1,0.000306589326482129,-6.721,-1,0.000306520284737213,-6.721,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,-1,48.2780700275721,-48.31
2010-09-15,-1,4.4119765521661,-6.7363,-1,0.000460039060307106,-6.7372,-1,0.000460086304063541,-6.738,-1,0.000459927280714257,-6.7355,-1,0.000458668672845258,-6.7165,-1,0.000458563476132925,-6.7165,1,-46.4135978716881,46.47,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-16,-1,5.01003493238995,-6.7214,-1,0.000641199310142703,-6.7218,-1,0.000641251868979975,-6.722,-1,0.000640984784069113,-6.718,-1,0.000639214010823135,-6.699,-1,0.000638748291956679,-6.699,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-17,-1,5.4541456719889,-6.7061,-1,0.00085082819422244,-6.7067,-1,0.000850861745331842,-6.7061,-1,0.00085056065189566,-6.705,-1,0.00084847919298367,-6.695,-1,0.000848163376221008,-6.695,1,-46.0052576361786,46.05,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-20,-1,5.77758233372147,-6.702,-1,0.00109111032538295,-6.703,-1,0.00109116181935695,-6.7035,-1,0.00109086092105544,-6.7035,-1,0.00108804426216006,-6.683,-1,0.00108816493086925,-6.683,1,-45.7487776587365,45.8,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-21,-1,6.00329940687826,-6.6425,-1,0.00134615080629567,-6.6685,-1,0.00134574523628476,-6.657,-1,0.00134544702144821,-6.657,-1,0.00134217902489097,-6.645,-1,0.00134556385504373,-6.645,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-22,-1,6.14420794800058,-6.6425,-1,0.00164027130822188,-6.6685,-1,0.00163935843341814,-6.657,-1,0.00163906023203154,-6.657,-1,0.00163526300225869,-6.645,-1,0.0016399285362431,-6.645,-1,45.5832858161173,-45.67,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-23,-1,6.29358579188431,-6.6425,-1,0.0019637783795135,-6.6685,-1,0.00196230751338747,-6.657,-1,0.00196200932679466,-6.657,-1,0.00195762998633423,-6.645,-1,0.00196370406214021,-6.645,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-24,-1,6.35379541878138,-6.6275,-1,0.00230853067529641,-6.6285,-1,0.00230708955752498,-6.629,-1,0.00230679206032194,-6.629,-1,0.00230142162922347,-6.61,-1,0.00230381421166864,-6.61,1,-45.3334818051695,45.39,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-27,-1,6.41427252294539,-6.6225,-1,0.00268418413027323,-6.6235,-1,0.00268277268292215,-6.624,-1,0.00268247542748476,-6.624,-1,0.00267602638936728,-6.605,-1,0.00267858774259262,-6.605,1,-45.1242112707935,45.18,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-28,-1,6.47976733702739,-6.625,-1,0.0030920300425008,-6.6258,-1,0.00309063043638046,-6.626,-1,0.00309033308740473,-6.626,-1,0.00308228492474189,-6.6,-1,0.00308476684019979,-6.6,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-29,-1,6.48415665906138,-6.6256,-1,0.00352829972759448,-6.6268,-1,0.00352694616525284,-6.6275,-1,0.0035266356447016,-6.6273,-1,0.00351731690537106,-6.608,-1,0.00352034762818862,-6.608,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-09-30,-1,6.52539190946491,-6.6256,-1,0.0039933015029435,-6.6268,-1,0.00399199718347005,-6.6275,-1,0.00399167264358693,-6.6273,-1,0.00398106976492278,-6.609,-1,0.00398433806297308,-6.609,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-01,-1,6.51155388916355,-6.6261,-1,0.00448771816757846,-6.6273,-1,0.0044864660716745,-6.628,-1,0.00448612661135033,-6.6278,-1,0.00447412119510994,-6.609,-1,0.00447764205151475,-6.609,1,-44.5948224497024,44.65,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-04,-1,6.543233372013,-6.6205,-1,0.00500569706743208,-6.6215,-1,0.00500448555773469,-6.622,-1,0.00500414641164946,-6.622,-1,0.00499065387873886,-6.603,-1,0.00499427288770723,-6.603,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-05,-1,6.57150293638349,-6.6125,-1,0.00554833763118748,-6.6135,-1,0.00554712768819624,-6.6135,-1,0.00554678898068232,-6.6135,-1,0.00553219300141977,-6.6,-1,0.00553559699473629,-6.6,1,-44.5551681271096,44.6,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-06,-1,6.52304598367074,-6.5875,-1,0.00609832026698324,-6.5885,-1,0.00609711500538194,-6.5885,-1,0.0060967776083535,-6.5885,-1,0.00608063351567808,-6.57,-1,0.00608420009790893,-6.57,-1,44.3545759060504,-44.45,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-07,-1,6.53109976245499,-6.5695,-1,0.0066761285719609,-6.57,-1,0.00667497199928195,-6.5705,-1,0.00667461744163666,-6.5703,-1,0.00665849178288486,-6.57,-1,0.00666201064234373,-6.57,-1,44.5400854156152,-44.63,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-08,0,-0,0,-1,0.00729620928012217,-6.568,-1,0.00729510058037604,-6.5685,-1,0.0072946703111422,-6.5677,-1,0.00727706249244644,-6.552,-1,0.00728000937606352,-6.552,1,-44.2445097960188,44.27,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-11,0,-0,0,-1,0.00790258840998076,-6.5366,-1,0.00790152436055453,-6.537,-1,0.00790094890678568,-6.5355,-1,0.00788161014737632,-6.517,-1,0.00788327872969619,-6.517,-1,44.475813210271,-44.58,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-12,1,-6.56498835458777,6.5435,-1,0.0085823144732705,-6.5439,-1,0.00858129043100514,-6.5443,-1,0.00858056040119053,-6.5428,-1,0.00855906686924545,-6.522,-1,0.00856071544558546,-6.522,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-13,0,-0,0,-1,0.00926077835649715,-6.5314,-1,0.0092597989939762,-6.5318,-1,0.00925891064263633,-6.5303,-1,0.00923657630602998,-6.522,-1,0.0092380708291158,-6.522,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-14,0,-0,0,-1,0.00994120031286784,-6.5077,-1,0.0099403126477927,-6.5085,-1,0.00993924072996591,-6.5068,-1,0.00991569370046582,-6.495,-1,0.00991800542173898,-6.495,-1,44.3949771325313,-44.48,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-15,0,-0,0,-1,0.0106691178322945,-6.5002,-1,0.0106683224334904,-6.501,-1,0.0106670582039503,-6.4993,-1,0.0106430511808174,-6.495,-1,0.0106453368250318,-6.495,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-18,1,-6.51311337610594,6.4758,-1,0.0113886665195105,-6.4766,-1,0.0113879796545283,-6.4775,-1,0.0113865207934568,-6.4758,-1,0.011364855558473,-6.495,-1,0.0113672955764771,-6.495,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-19,1,-6.52585602956119,6.4758,-1,0.0121738907069049,-6.4767,-1,0.0121733010927736,-6.4775,-1,0.0121712958570453,-6.473,-1,0.0121523053664871,-6.495,-1,0.0121491497343488,-6.495,0,-0,0,-1,45.124447308055,-45.16,-1,45.2800954448875,-45.32,-1,45.7764969182764,-45.8,-1,46.8297438678381,-46.84,0,-0,0
2010-10-20,0,-0,0,-1,0.013053718381323,-6.5064,-1,0.0130531768329105,-6.5068,-1,0.0130508709269751,-6.5045,-1,0.0130258986924489,-6.458,-1,0.0130252414614863,-6.458,0,-0,0,1,-44.7655910508924,44.78,1,-44.911586410503,44.93,1,-45.4186204645266,45.42,1,-46.4512096291586,46.44,0,-0,0
2010-10-21,0,-0,0,-1,0.0139428048714943,-6.5224,-1,0.0139424068914612,-6.5235,-1,0.0139395031513035,-6.519,-1,0.013912629619317,-6.505,-1,0.0139082401468006,-6.505,-1,44.6697057133093,-44.77,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-22,-1,6.52259283970426,-6.5642,-1,0.014935223494984,-6.5647,-1,0.0149348367507382,-6.5648,-1,0.0149314602397691,-6.5615,-1,0.0148966375608411,-6.505,-1,0.0148917374542542,-6.505,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-10-25,-1,6.47194617321349,-6.5812,-1,0.0159108469704228,-6.5815,-1,0.0159101453577786,-6.5793,-1,0.0159065750964241,-6.578,-1,0.0158705257907195,-6.57,-1,0.0158635858071533,-6.57,-1,44.5767865203872,-44.7,0,-0,0,0,-0,0,1,-45.375800698665,45.38,0,-0,0,0,-0,0
2010-10-26,-1,6.53034850367075,-6.6008,-1,0.0169318149841115,-6.6,-1,0.0169308895708454,-6.5985,-1,0.0169269395226086,-6.596,-1,0.0168850950098165,-6.5575,-1,0.0168728944506262,-6.5575,1,-44.692937643635,44.76,0,-0,0,0,-0,0,-1,45.6107418949028,-45.63,0,-0,0,0,-0,0
2010-10-27,-1,6.57715114277054,-6.628,-1,0.0180161064551055,-6.628,-1,0.018014916477777,-6.6263,-1,0.0180091398465869,-6.6145,-1,0.0179618348360582,-6.58,-1,0.0179232871933984,-6.58,0,-0,0,0,-0,0,0,-0,0,0,-0,0,1,-46.6075157604522,46.6,1,-46.5835593153906,46.6
2010-10-28,-1,6.57416690657426,-6.628,-1,0.0190593352036614,-6.628,-1,0.0190578770970316,-6.6263,-1,0.0190502389327111,-6.6145,-1,0.0189974962143695,-6.58,-1,0.0189547416713978,-6.58,0,-0,0,0,-0,0,0,-0,0,0,-0,0,-1,46.6205841293789,-46.63,-1,46.5916144998923,-46.63
2010-10-29,0,-0,0,-1,0.019963155982905,-6.5765,-1,0.019961389583215,-6.5745,-1,0.0199530114556255,-6.5695,-1,0.0198956425874121,-6.538,-1,0.019864563727366,-6.538,1,-44.5408521953344,44.61,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-11-01,0,-0,0,-1,0.0210429777100468,-6.5755,-1,0.0210403906135349,-6.5705,-1,0.0210297964976627,-6.557,-1,0.0209655325141906,-6.515,-1,0.0208855260486183,-6.515,-1,44.5350006312772,-44.63,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-11-02,-1,6.55866100936185,-6.6065,-1,0.0222472245550987,-6.6005,-1,0.0222442026546501,-6.598,-1,0.0222318683503671,-6.588,-1,0.0221606418559624,-6.5485,-1,0.0220865187213524,-6.5485,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-11-03,0,-0,0,-1,0.0233185165551873,-6.5833,-1,0.0233147594397077,-6.579,-1,0.0233002988259241,-6.5665,-1,0.0232224526152669,-6.527,-1,0.0231335722721178,-6.527,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-11-04,-1,6.52345790996603,-6.5678,-1,0.0244032135010423,-6.564,-1,0.0243986743615801,-6.5595,-1,0.024382054095914,-6.547,-1,0.0242978371538002,-6.5095,-1,0.0242017898373977,-6.5095,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2010-11-05,-1,6.53559454299108,-6.5779,-1,0.0256280505289073,-6.576,-1,0.0256229252804031,-6.5728,-1,0.0256036001739061,-6.558,-1,0.0255120197169464,-6.518,-1,0.0254121849156944,-6.518,0,-0,0,0,-0,0,0,-0,0,0,-0,0,-1,46.1328458281911,-46.14,0,-0,0
2010-11-08,-1,6.56758555755738,-6.6255,-1,0.0270551627896141,-6.623,-1,0.0270496249924251,-6.621,-1,0.0270285638590573,-6.6125,-1,0.0269255153882507,-6.555,-1,0.0268474587380764,-6.555,-1,44.4987532712322,-44.61,0,-0,0,0,-0,0,1,-45.3964271024582,45.4,1,-46.4368014937141,46.43,0,-0,0
2010-11-09,-1,6.55292212196602,-6.6008,-1,0.0282101158032493,-6.5975,-1,0.028203643999609,-6.5925,-1,0.0281793204298307,-6.575,-1,0.0280696037968328,-6.538,-1,0.0279299980211234,-6.538,-1,44.5625920879121,-44.67,0,-0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0
