date,signal,usdtwd,usdkrw
2011-05-16,1,-1090.53965201709,1091.85
2011-05-17,1,-1087.23509230981,1088.5
2011-05-18,1,-1087.1825856709,1088.5
2011-05-19,1,-1085.18401351002,1086.5
2011-05-20,1,-1081.52374230483,1082.8
2011-05-23,-1,1096.49315923413,-1097.95
2011-05-24,1,-1092.13338542405,1093.4
2011-05-25,-1,1100.0888935613,-1101.5
2011-05-26,1,-1088.29797041322,1089.5
2011-05-27,1,-1081.17276698964,1082.4
2011-05-30,1,-1078.84822095675,1080.15
2011-05-31,-1,1077.12367868113,-1078.5
2011-06-01,-1,1077.00244183038,-1078.35
2011-06-02,1,-1079.94723591252,1081.25
2011-06-03,1,-1076.21724571429,1077.5
2011-06-06,-1,1078.63750254442,-1080
2011-06-07,1,-1076.13026335485,1077.4
2011-06-08,-1,1082.62193727393,-1084
2011-06-09,1,-1079.67080739245,1080.95
2011-06-10,-1,1083.16725189924,-1084.5
2011-06-13,-1,1085.62800852707,-1086.95
2011-06-14,1,-1080.00803484361,1081.25
2011-06-15,-1,1086.26306011014,-1087.65
2011-06-16,-1,1090.50912049196,-1091.85
2011-06-17,1,-1084.73725321559,1085.95
2011-06-20,1,-1082.10154099814,1083.4
2011-06-21,1,-1074.15098134107,1075.4
2011-06-22,1,-1073.00762929262,1074.3
2011-06-23,-1,1079.12693199428,-1080.5
2011-06-24,1,-1077.57133227015,1078.85
2011-06-27,-1,1082.25569257812,-1083.6
2011-06-28,1,-1079.46555282762,1080.75
2011-06-29,1,-1071.78254082354,1073
2011-06-30,1,-1065.70712752444,1067
2011-07-01,1,-1063.98543297046,1065.25
2011-07-04,0,-0,0
2011-07-05,0,-0,0
2011-07-06,1,-1064.69093848757,1065.95
2011-07-07,1,-1062.72016828126,1064
2011-07-08,1,-1055.72902605957,1056.95
2011-07-11,1,-1056.73690849038,1058
2011-07-12,-1,1063.66902441892,-1065
2011-07-13,1,-1055.58543140641,1056.8
2011-07-14,-1,1056.69988227203,-1058
2011-07-15,1,-1057.29898707749,1058.55
2011-07-18,-1,1059.26476134882,-1060.55
2011-07-19,1,-1055.60434069752,1056.85
2011-07-20,1,-1053.14610384779,1054.4
2011-07-21,1,-1049.91583819091,1051.15
2011-07-22,-1,1049.5995730048,-1050.88
2011-07-25,-1,1053.57589808962,-1054.9
2011-07-26,1,-1048.18708104723,1049.4
2011-07-27,-1,1052.62584717854,-1053.95
2011-07-28,1,-1052.25014795997,1053.5
2011-07-29,1,-1053.03692951454,1054.3
2011-08-01,1,-1048.74281932989,1050
2011-08-02,-1,1051.82173208684,-1053.1
2011-08-03,-1,1056.72522622214,-1058.05
2011-08-04,-1,1060.41467642352,-1061.7
2011-08-05,-1,1066.08522401497,-1067.4
2011-08-08,-1,1084.3234349141,-1085.85
2011-08-09,0,-0,0
2011-08-10,0,-0,0
2011-08-11,1,-1077.25926431199,1078.45
2011-08-12,-1,1077.71324134921,-1079.05
2011-08-15,1,-1067.34622523657,1068.55
2011-08-16,-1,1069.92394958897,-1071.25
2011-08-17,1,-1067.5422834175,1068.8
2011-08-18,-1,1081.85770891104,-1083.3
2011-08-19,-1,1086.01395119669,-1087.35
2011-08-22,1,-1082.29774904359,1083.55
2011-08-23,1,-1076.75552461849,1078
2011-08-24,-1,1082.14058597559,-1083.5
2011-08-25,-1,1088.1666926726,-1089.5
2011-08-26,1,-1078.81222579495,1080
2011-08-29,1,-1072.98223559254,1074.2
2011-08-30,1,-1069.62484916567,1070.85
2011-08-31,1,-1064.16138495691,1065.4
2011-09-01,1,-1063.1336557475,1064.4
2011-09-02,-1,1064.31514028764,-1065.6
2011-09-05,-1,1068.30460064266,-1069.6
2011-09-06,-1,1073.34038891395,-1074.65
2011-09-07,1,-1068.43424026026,1069.65
2011-09-08,-1,1074.63982359463,-1076
2011-09-09,1,-1076.25901543418,1077.5
2011-09-12,1,-1076.00748569402,1077.25
2011-09-13,1,-1076.05208809331,1077.25
2011-09-14,-1,1105.61585968265,-1107.15
2011-09-15,-1,1112.59454681023,-1114
2011-09-16,1,-1111.21508057624,1112.5
2011-09-19,-1,1138.43773190659,-1139.95
2011-09-20,-1,1143.20755022991,-1144.5
2011-09-21,-1,1148.54217207524,-1149.85
2011-09-22,-1,1178.46871818397,-1179.85
2011-09-23,1,-1164.38004982099,1165.5
2011-09-26,-1,1180.64448433419,-1182
2011-09-27,1,-1168.6355879076,1169.8
2011-09-28,-1,1173.75799432083,-1175.1
2011-09-29,1,-1173.36302173474,1174.55
2011-09-30,-1,1179.77347935217,-1181.1
2011-10-03,1,-1179.29743842655,1180.5
2011-10-04,-1,1197.46517480186,-1198.9
2011-10-05,1,-1185.87597764951,1187
2011-10-06,0,-0,0
2011-10-07,1,-1169.85973194301,1171
2011-10-10,1,-1166.74857934735,1167.95
2011-10-11,-1,1170.17998155603,-1171.5
2011-10-12,1,-1163.79027164426,1165
2011-10-13,1,-1157.58836493798,1158.75
2011-10-14,1,-1154.882054752,1156.1
2011-10-17,-1,1147.25940799024,-1148.5
2011-10-18,1,-1148.55789084088,1149.75
2011-10-19,1,-1132.90230194129,1134
2011-10-20,-1,1146.21386875856,-1147.5
2011-10-21,1,-1146.16168607242,1147.35
2011-10-24,1,-1131.46738089212,1132.55
2011-10-25,0,-0,0
2011-10-26,-1,1132.28922135406,-1133.5
2011-10-27,1,-1105.69567951753,1106.6
2011-10-28,-1,1101.83513256337,-1103
2011-10-31,-1,1111.12615582428,-1112.35
2011-11-01,-1,1121.11725215886,-1122.3
2011-11-02,-1,1120.98807438969,-1122.15
2011-11-03,-1,1126.45989879974,-1127.65
2011-11-04,1,-1109.74945025524,1110.75
2011-11-07,-1,1115.10900046204,-1116.25
2011-11-08,-1,1113.41217458286,-1114.55
2011-11-09,-1,1117.90691848328,-1119.1
2011-11-10,-1,1131.14629812396,-1132.35
2011-11-11,1,-1125.50795906402,1126.6
2011-11-14,1,-1126.18476266954,1127.3
2011-11-15,-1,1127.86098219696,-1129
2011-11-16,-1,1135.41549116338,-1136.65
2011-11-17,1,-1132.53523846386,1133.65
2011-11-18,-1,1138.07008582799,-1139.25
2011-11-21,-1,1142.59485897106,-1143.75
2011-11-22,-1,1143.48700547565,-1144.65
2011-11-23,-1,1159.41564543515,-1160.7
2011-11-24,1,-1154.57300493344,1155.65
2011-11-25,-1,1161.28225096135,-1162.5
2011-11-28,1,-1151.93704144626,1153
2011-11-29,1,-1139.01557799719,1140
2011-11-30,-1,1139.39265243239,-1140.55
2011-12-01,1,-1125.99612900583,1127.05
2011-12-02,0,-0,0
2011-12-05,1,-1123.92488980099,1125
2011-12-06,-1,1127.87869731904,-1129
2011-12-07,-1,1128.47214577503,-1129.62
2011-12-08,-1,1132.88457849475,-1134.05
2011-12-09,-1,1145.55647594287,-1146.8
2011-12-12,-1,1148.53305438563,-1149.7
2011-12-13,-1,1156.79159110045,-1158
2011-12-14,1,-1157.88953403088,1159
2011-12-15,1,-1156.14929890761,1157.25
2011-12-16,-1,1157.49924473343,-1158.65
2011-12-19,-1,1174.93558579156,-1176.25
2011-12-20,1,-1157.046228636,1158
2011-12-21,1,-1150.23831159465,1151.3
2011-12-22,-1,1153.34808588803,-1154.5
2011-12-23,1,-1148.44596363095,1149.5
2011-12-26,-1,1153.83103033475,-1155
2011-12-27,0,-0,0
2011-12-28,1,-1156.39024697655,1157.5
2011-12-29,-1,1155.83748012959,-1157
2011-12-30,-1,1158.1091363064,-1159.25
2012-01-02,1,-1154.0585626895,1155.15
2012-01-03,1,-1144.7043640932,1145.7
2012-01-04,-1,1147.20504036589,-1148.35
2012-01-05,-1,1154.82460585071,-1156.05
2012-01-06,-1,1159.30779067465,-1160.5
2012-01-09,-1,1156.90853763858,-1158.05
2012-01-10,-1,1153.39664964561,-1154.55
2012-01-11,-1,1158.32153849497,-1159.55
2012-01-12,1,-1151.37925058795,1152.45
2012-01-13,1,-1150.22771127048,1151.35
2012-01-16,1,-1150.88178671997,1152
2012-01-17,1,-1142.68861012472,1143.75
2012-01-18,1,-1138.00915742925,1139.1
2012-01-19,1,-1133.32076990216,1134.4
2012-01-20,1,-1132.40998662272,1133.5
2012-01-23,1,-1127.08754850621,1128.15
2012-01-24,-1,1128.87097429554,-1130.05
2012-01-25,1,-1126.49080833116,1127.55
2012-01-26,1,-1121.43965116032,1122.5
2012-01-27,-1,1119.50968338429,-1120.75
2012-01-30,-1,1127.06601958669,-1128.25
2012-01-31,-1,1124.98707501744,-1126.2
2012-02-01,0,-0,0
2012-02-02,1,-1116.04490828742,1117.15
2012-02-03,-1,1115.82914513882,-1117
2012-02-06,1,-1119.34906482239,1120.5
2012-02-07,1,-1116.36058994064,1117.5
2012-02-08,-1,1116.46622901985,-1117.65
2012-02-09,-1,1117.87285502347,-1119.05
2012-02-10,-1,1122.33476136971,-1123.5
2012-02-13,1,-1119.05097038221,1120.2
2012-02-14,-1,1125.10301757918,-1126.3
2012-02-15,0,-0,0
2012-02-16,-1,1124.77664038703,-1125.95
2012-02-17,-1,1125.71121184351,-1126.88
2012-02-20,1,-1120.77796067827,1121.9
2012-02-21,-1,1124.38915226205,-1125.55
2012-02-22,-1,1127.50574694459,-1128.7
2012-02-23,1,-1126.49702829262,1127.65
2012-02-24,1,-1123.3662818517,1124.5
2012-02-27,0,-0,0
2012-02-28,0,-0,0
2012-02-29,-1,1118.1381730565,-1119.3
2012-03-01,1,-1113.79379443995,1114.9
2012-03-02,1,-1114.36426437762,1115.5
2012-03-05,-1,1117.38622870412,-1118.55
2012-03-06,-1,1123.31210999087,-1124.5
2012-03-07,-1,1121.79199692508,-1122.95
2012-03-08,1,-1114.37717718923,1115.45
2012-03-09,-1,1115.80661406294,-1117
2012-03-12,-1,1122.65238614412,-1123.85
2012-03-13,1,-1122.05984467273,1123.2
2012-03-14,-1,1131.72794834075,-1132.95
2012-03-15,1,-1123.31809299959,1124.4
2012-03-16,-1,1124.74068180005,-1125.9
2012-03-19,1,-1118.97851054442,1120.05
2012-03-20,-1,1126.64599651362,-1127.85
2012-03-21,-1,1129.2188560361,-1130.4
2012-03-22,0,-0,0
2012-03-23,-1,1134.30097396514,-1135.5
2012-03-26,1,-1132.12613230327,1133.25
2012-03-27,-1,1135.36379026691,-1136.55
2012-03-28,-1,1136.13469647544,-1137.3
2012-03-29,-1,1137.97792374514,-1139.15
2012-03-30,1,-1130.81402990898,1131.9
2012-04-02,1,-1124.8685706942,1125.95
2012-04-03,0,-0,0
2012-04-04,-1,1129.96488625492,-1131.15
2012-04-05,0,-0,0
2012-04-06,-1,1131.59639163341,-1132.75
2012-04-09,-1,1136.30269230608,-1137.5
2012-04-10,-1,1138.47375574111,-1139.65
2012-04-11,-1,1142.49223874372,-1143.7
2012-04-12,1,-1133.97040538589,1135.05
2012-04-13,1,-1133.39342329704,1134.5
2012-04-16,-1,1134.91836994239,-1136.1
2012-04-17,1,-1133.43430675548,1134.55
2012-04-18,-1,1139.42943492527,-1140.65
2012-04-19,-1,1139.49182920668,-1140.65
2012-04-20,1,-1138.21061508564,1139.35
2012-04-23,-1,1140.61811878663,-1141.8
2012-04-24,1,-1138.31505335171,1139.45
2012-04-25,1,-1136.91518726273,1138.05
2012-04-26,-1,1131.79181246364,-1133
2012-04-27,0,-0,0
2012-04-30,-1,1128.9733462275,-1130.15
2012-05-01,1,-1126.48729816638,1127.65
2012-05-02,1,-1129.04805022664,1130.2
2012-05-03,1,-1130.0935464183,1131.25
2012-05-04,-1,1134.61727932381,-1135.85
2012-05-07,0,-0,0
2012-05-08,1,-1137.09562097135,1138.25
2012-05-09,-1,1143.26083960425,-1144.5
2012-05-10,1,-1141.73232367737,1142.9
2012-05-11,-1,1147.96994798132,-1149.2
2012-05-14,1,-1152.6489365163,1153.8
2012-05-15,-1,1154.69227477063,-1155.9
2012-05-16,-1,1165.03943661731,-1166.32
2012-05-17,-1,1164.73367017071,-1165.94
2012-05-18,-1,1167.49398939082,-1168.74
2012-05-21,-1,1166.06030354801,-1167.28
2012-05-22,1,-1165.6701915605,1166.83
2012-05-23,-1,1179.74517097803,-1181.11
2012-05-24,1,-1176.07487124994,1177.22
2012-05-25,-1,1184.18529180179,-1185.5
2012-05-28,1,-1175.46005102143,1176.57
2012-05-29,1,-1174.94316429782,1176.15
2012-05-30,1,-1179.72170317402,1180.91
2012-05-31,1,-1179.28780172999,1180.47
2012-06-01,1,-1181.30659538273,1182.5
2012-06-04,1,-1178.43469619532,1179.59
2012-06-05,-1,1177.18949742239,-1178.43
2012-06-06,-1,1173.26587144913,-1174.5
2012-06-07,1,-1163.74791063558,1164.85
2012-06-08,-1,1172.84468633149,-1174.09
2012-06-11,1,-1170.31818788438,1171.5
2012-06-12,1,-1168.06613173216,1169.25
2012-06-13,1,-1165.37346856848,1166.54
2012-06-14,1,-1163.19280717384,1164.37
2012-06-15,-1,1163.63295006181,-1164.86
2012-06-18,1,-1156.39881162067,1157.5
2012-06-19,1,-1152.17304397566,1153.35
2012-06-20,1,-1151.52855063078,1152.71
2012-06-21,-1,1153.24387811771,-1154.45
2012-06-22,-1,1157.72840443709,-1158.94
2012-06-25,-1,1160.83356221876,-1162.05
2012-06-26,1,-1157.3434404841,1158.5
2012-06-27,0,-0,0
2012-06-28,-1,1156.82159847785,-1158.02
2012-06-29,1,-1140.28651869834,1141.32
2012-07-02,1,-1142.75062749262,1143.89
2012-07-03,1,-1132.42211464454,1133.48
2012-07-04,-1,1136.29761793995,-1137.49
2012-07-05,1,-1132.71853955204,1133.8
2012-07-06,-1,1139.35928425898,-1140.55
2012-07-09,-1,1142.01045095164,-1143.17
2012-07-10,1,-1139.02856436867,1140.15
2012-07-11,0,-0,0
2012-07-12,-1,1153.37054572044,-1154.63
2012-07-13,1,-1146.95721521503,1148.06
2012-07-16,1,-1145.0819177861,1146.18
2012-07-17,0,-0,0
2012-07-18,1,-1141.40743438326,1142.5
2012-07-19,1,-1137.22358480953,1138.3
2012-07-20,-1,1141.5672620926,-1142.75
2012-07-23,-1,1149.22738906716,-1150.38
2012-07-24,1,-1148.07303663691,1149.18
2012-07-25,0,-0,0
2012-07-26,1,-1145.46810531806,1146.57
2012-07-27,1,-1137.54888167183,1138.61
2012-07-30,1,-1136.51104587933,1137.62
2012-07-31,1,-1129.61622204942,1130.67
2012-08-01,1,-1126.21256711275,1127.26
2012-08-02,-1,1130.89606320418,-1132.07
2012-08-03,-1,1133.85626994631,-1135
2012-08-06,1,-1127.28533423864,1128.33
2012-08-07,-1,1127.78121046522,-1128.9
2012-08-08,0,-0,0
2012-08-09,1,-1126.20956522001,1127.29
2012-08-10,-1,1130.01087450042,-1131.15
2012-08-13,1,-1128.05957337017,1129.13
2012-08-14,-1,1129.46220617068,-1130.59
2012-08-15,1,-1129.71070095971,1130.81
2012-08-16,-1,1132.45213870748,-1133.59
2012-08-17,-1,1134.29207740011,-1135.42
2012-08-20,-1,1134.62817094292,-1135.75
2012-08-21,1,-1130.11726668774,1131.19
2012-08-22,-1,1134.79424027032,-1135.96
2012-08-23,1,-1131.02649508608,1132.08
2012-08-24,-1,1133.59943545236,-1134.75
2012-08-27,0,-0,0
2012-08-28,-1,1133.92297739594,-1135.05
2012-08-29,0,-0,0
2012-08-30,1,-1133.77215963562,1134.88
2012-08-31,-1,1132.66072105765,-1133.79
2012-09-03,1,-1130.87920074183,1131.98
2012-09-04,-1,1132.47494956591,-1133.63
2012-09-05,-1,1135.5110306344,-1136.66
2012-09-06,-1,1133.01753890041,-1134.15
2012-09-07,1,-1129.18864583209,1130.3
2012-09-10,-1,1127.87250679804,-1129
2012-09-11,-1,1127.19693992074,-1128.34
2012-09-12,1,-1125.94798957084,1127.06
2012-09-13,-1,1127.66085100592,-1128.82
2012-09-14,1,-1115.98246317462,1117.05
2012-09-17,-1,1115.36815468744,-1116.5
2012-09-18,0,-0,0
2012-09-19,1,-1115.04848327966,1116.14
2012-09-20,-1,1117.50782012234,-1118.65
2012-09-21,-1,1118.35114037671,-1119.5
2012-09-24,1,-1119.62139637985,1120.72
2012-09-25,1,-1117.61104106245,1118.72
2012-09-26,1,-1118.30940495838,1119.41
2012-09-27,0,-0,0
2012-09-28,1,-1112.58241389019,1113.67
2012-10-01,1,-1111.49226316465,1112.59
2012-10-02,-1,1112.34515516689,-1113.48
2012-10-03,1,-1112.35158114135,1113.46
2012-10-04,0,-0,0
2012-10-05,0,-0,0
2012-10-08,-1,1110.61930482438,-1111.74
2012-10-09,1,-1110.52025572298,1111.62
2012-10-10,-1,1113.27385500744,-1114.42
2012-10-11,0,-0,0
2012-10-12,1,-1109.88881233335,1111
2012-10-15,0,-0,0
2012-10-16,1,-1105.49807358172,1106.59
2012-10-17,1,-1103.79671945654,1104.89
2012-10-18,1,-1103.97087020464,1105.05
2012-10-19,0,-0,0
2012-10-22,1,-1103.51916279575,1104.6
2012-10-23,1,-1102.37454612578,1103.45
2012-10-24,-1,1102.86619447767,-1104
2012-10-25,1,-1097.14218828386,1098.2
2012-10-26,1,-1096.479390358,1097.58
2012-10-29,1,-1096.90959700871,1098.01
2012-10-30,1,-1090.31665728269,1091.35
2012-10-31,1,-1089.2309835339,1090.32
2012-11-01,0,-0,0
2012-11-02,-1,1090.54179600561,-1091.65
2012-11-05,1,-1089.92415457887,1091
2012-11-06,1,-1089.1354074904,1090.22
2012-11-07,-1,1085.89630247237,-1087
2012-11-08,-1,1088.23052326941,-1089.37
2012-11-09,-1,1086.87034288545,-1088
2012-11-12,-1,1088.85261022668,-1090
2012-11-13,0,-0,0
2012-11-14,1,-1085.43226077665,1086.5
2012-11-15,0,-0,0
2012-11-16,0,-0,0
2012-11-19,1,-1085.47065763247,1086.5
2012-11-20,1,-1081.99979598567,1083.08
2012-11-21,0,-0,0
2012-11-22,-1,1084.49382693133,-1085.61
2012-11-23,-1,1084.44370179549,-1085.55
2012-11-26,-1,1084.88199467,-1086.02
2012-11-27,1,-1085.46756196975,1086.57
2012-11-28,1,-1084.42199271544,1085.5
2012-11-29,-1,1082.1893091078,-1083.3
2012-11-30,1,-1081.40380910191,1082.5
2012-12-03,0,-0,0
2012-12-04,-1,1082.8909074993,-1084.01
2012-12-05,1,-1081.60423297943,1082.69
2012-12-06,-1,1082.38530965499,-1083.5
2012-12-07,1,-1080.96013886204,1082.06
2012-12-10,1,-1076.6477564376,1077.68
2012-12-11,1,-1074.15233258758,1075.25
2012-12-12,1,-1072.51129293412,1073.6
2012-12-13,1,-1073.26152601509,1074.35
2012-12-14,-1,1074.06031977344,-1075.19
2012-12-17,1,-1071.41879164344,1072.5
2012-12-18,-1,1071.88479440862,-1073
2012-12-19,1,-1071.41231874838,1072.5
2012-12-20,-1,1073.48069089623,-1074.6
2012-12-21,-1,1074.77952479183,-1075.9
2012-12-24,1,-1072.42207794701,1073.5
2012-12-25,-1,1072.39060757752,-1073.5
2012-12-26,0,-0,0
2012-12-27,1,-1071.4162409959,1072.51
2012-12-28,1,-1066.60066682149,1067.64
2012-12-31,1,-1062.6005933769,1063.64
2013-01-01,0,-0,0
2013-01-02,-1,1062.38135443624,-1063.5
2013-01-03,-1,1062.09705002146,-1063.2
2013-01-04,1,-1061.31824175481,1062.39
2013-01-07,-1,1062.09964144864,-1063.21
2013-01-08,1,-1063.06208666879,1064.15
2013-01-09,1,-1059.56892022265,1060.65
2013-01-10,0,-0,0
2013-01-11,1,-1055.42677138194,1056.49
2013-01-14,-1,1055.38955687891,-1056.5
2013-01-15,1,-1056.47828107119,1057.57
2013-01-16,0,-0,0
2013-01-17,0,-0,0
2013-01-18,0,-0,0
2013-01-21,-1,1063.17506768549,-1064.35
2013-01-22,1,-1062.57576889088,1063.66
2013-01-23,-1,1066.0464287702,-1067.19
2013-01-24,1,-1068.06667719762,1069.15
2013-01-25,1,-1074.47887416235,1075.58
2013-01-28,-1,1090.72392197523,-1091.92
2013-01-29,1,-1083.10883523421,1084.12
2013-01-30,1,-1085.24282008237,1086.3
2013-01-31,-1,1087.16864714344,-1088.26
2013-02-01,-1,1094.06933367678,-1095.19
2013-02-04,1,-1088.78237974603,1089.8
2013-02-05,0,-0,0
2013-02-06,1,-1088.43993547802,1089.5
2013-02-07,-1,1089.32868134019,-1090.4
2013-02-08,-1,1094.9158241106,-1096
2013-02-11,1,-1094.9401604319,1096
2013-02-12,1,-1092.33587225107,1093.38
2013-02-13,1,-1085.67922834035,1086.67
2013-02-14,-1,1084.4695579566,-1085.54
2013-02-15,1,-1078.02409908585,1079
2013-02-18,-1,1082.63676099162,-1083.71
2013-02-19,-1,1079.3954708956,-1080.5
2013-02-20,1,-1079.64767205053,1080.68
2013-02-21,-1,1086.15848579683,-1087.25
2013-02-22,-1,1084.64419353687,-1085.73
2013-02-25,1,-1085.440281228,1086.5
2013-02-26,-1,1089.15782907974,-1090.27
2013-02-27,1,-1083.86772782189,1084.88
2013-02-28,1,-1083.29370854647,1084.35
2013-03-01,-1,1083.5793559038,-1084.65
2013-03-04,-1,1089.88523964527,-1091.01
2013-03-05,1,-1085.61040768543,1086.63
2013-03-06,1,-1083.7131359233,1084.76
2013-03-07,-1,1086.62553498862,-1087.74
2013-03-08,1,-1088.53558926975,1089.6
2013-03-11,-1,1093.33201302487,-1094.45
2013-03-12,-1,1094.41652985125,-1095.53
2013-03-13,-1,1097.57978400177,-1098.67
2013-03-14,-1,1106.61115638087,-1107.78
2013-03-15,-1,1109.51194632423,-1110.64
2013-03-18,-1,1113.44865500386,-1114.56
2013-03-19,1,-1112.26056310504,1113.33
2013-03-20,-1,1114.90673250524,-1116.03
2013-03-21,1,-1115.12578873008,1116.2
2013-03-22,-1,1118.25029864651,-1119.35
2013-03-25,1,-1110.50434817028,1111.5
2013-03-26,1,-1106.77423291047,1107.82
2013-03-27,-1,1110.79327004053,-1111.9
2013-03-28,-1,1112.34359269656,-1113.44
2013-03-29,1,-1110.2758890135,1111.35
2013-04-01,-1,1113.61903971205,-1114.72
2013-04-02,-1,1117.05908284497,-1118.17
2013-04-03,0,-0,0
2013-04-04,-1,1123.80555786927,-1124.93
2013-04-05,-1,1136.44666075576,-1137.68
2013-04-08,-1,1141.66214794419,-1142.76
2013-04-09,0,-0,0
2013-04-10,1,-1134.50075236851,1135.55
2013-04-11,1,-1128.8368425442,1129.87
2013-04-12,1,-1128.42773176809,1129.5
2013-04-15,1,-1118.97432823642,1119.94
2013-04-16,1,-1112.92049939119,1113.95
2013-04-17,-1,1119.90385883663,-1121.03
2013-04-18,1,-1118.74171053888,1119.78
2013-04-19,-1,1118.37090574985,-1119.48
2013-04-22,1,-1118.79918972066,1119.86
2013-04-23,0,-0,0
2013-04-24,1,-1116.08428034829,1117.14
2013-04-25,1,-1110.74037162961,1111.8
2013-04-26,-1,1110.1235780658,-1111.23
2013-04-29,1,-1103.21661723359,1104.24
2013-04-30,1,-1100.58824946143,1101.61
2013-05-01,1,-1100.2005365033,1101.25
2013-05-02,1,-1101.47798901738,1102.53
2013-05-03,1,-1096.48826957796,1097.5
2013-05-06,1,-1093.97571644947,1094.98
2013-05-07,1,-1089.28080933556,1090.3
2013-05-08,-1,1085.40143002534,-1086.5
2013-05-09,0,-0,0
2013-05-10,-1,1105.05973415679,-1106.15
2013-05-13,-1,1112.19984150752,-1113.27
2013-05-14,1,-1109.07882807356,1110.07
2013-05-15,-1,1113.75766756672,-1114.82
2013-05-16,-1,1116.68032119396,-1117.74
2013-05-17,1,-1117.2369617995,1118.27
2013-05-20,-1,1116.81906751283,-1117.91
2013-05-21,1,-1110.50990401314,1111.5
2013-05-22,1,-1113.02168101239,1114.05
2013-05-23,-1,1127.55772411326,-1128.8
2013-05-24,1,-1127.15840670395,1128.22
2013-05-27,1,-1121.59751117511,1122.6
2013-05-28,-1,1127.19289339588,-1128.27
2013-05-29,-1,1131.3144890093,-1132.45
2013-05-30,1,-1127.99491846779,1129.03
2013-05-31,-1,1130.15587184349,-1131.26
2013-06-03,1,-1119.14506906863,1120.09
2013-06-04,-1,1122.26421460244,-1123.36
2013-06-05,1,-1117.95812249183,1119
2013-06-06,-1,1117.96915175451,-1119.1
2013-06-07,1,-1116.58150821631,1117.62
2013-06-10,-1,1127.04014757015,-1128.14
2013-06-11,-1,1131.81871709339,-1133.01
2013-06-12,1,-1127.23447757979,1128.26
2013-06-13,-1,1129.10958925398,-1130.25
2013-06-14,1,-1126.6303543162,1127.7
2013-06-17,1,-1126.88561187245,1127.97
2013-06-18,-1,1133.5001592517,-1134.69
2013-06-19,1,-1129.87934134344,1130.95
2013-06-20,-1,1144.98150413144,-1146.1
2013-06-21,-1,1155.34478621942,-1156.62
2013-06-24,-1,1160.85608196797,-1162.01
2013-06-25,1,-1152.55006031033,1153.63
2013-06-26,1,-1154.90154243883,1156
2013-06-27,1,-1147.07923431365,1148.14
2013-06-28,1,-1141.34201410479,1142.4
2013-07-01,1,-1134.61214955296,1135.62
2013-07-02,1,-1133.95688415406,1135
2013-07-03,-1,1140.2290956507,-1141.4
2013-07-04,1,-1138.74602835816,1139.84
2013-07-05,1,-1141.26961244735,1142.35
2013-07-08,-1,1147.17457445255,-1148.39
2013-07-09,1,-1141.05859375394,1142.11
2013-07-10,1,-1134.28991478805,1135.38
2013-07-11,1,-1123.51286799789,1124.53
2013-07-12,1,-1123.34886132155,1124.4
2013-07-15,0,-0,0
2013-07-16,1,-1113.8907120663,1114.91
2013-07-17,-1,1116.2128007353,-1117.31
2013-07-18,-1,1123.7709573958,-1124.85
2013-07-19,1,-1119.83101155987,1120.88
2013-07-22,1,-1117.84989786496,1118.91
2013-07-23,1,-1116.3384571157,1117.38
2013-07-24,1,-1114.95559695601,1116
2013-07-25,1,-1115.440937318,1116.5
2013-07-26,1,-1112.168664634,1113.21
2013-07-29,1,-1111.61409039722,1112.66
2013-07-30,-1,1115.42153736351,-1116.51
2013-07-31,-1,1122.5734856474,-1123.7
2013-08-01,1,-1122.45814176739,1123.5
2013-08-02,-1,1123.20717817832,-1124.3
2013-08-05,1,-1113.16137286005,1114.12
2013-08-06,1,-1113.12064984616,1114.16
2013-08-07,-1,1114.30358663866,-1115.37
2013-08-08,0,-0,0
2013-08-09,1,-1110.47882011294,1111.5
2013-08-12,-1,1113.16039803399,-1114.22
2013-08-13,-1,1117.73080662653,-1118.82
2013-08-14,0,-0,0
2013-08-15,-1,1117.44284106864,-1118.5
2013-08-16,1,-1112.47850583638,1113.49
2013-08-19,-1,1117.55834007184,-1118.63
2013-08-20,-1,1119.69770826816,-1120.8
2013-08-21,1,-1117.88779383359,1118.91
2013-08-22,-1,1120.30939499415,-1121.37
2013-08-23,1,-1112.93942134388,1113.93
2013-08-26,1,-1111.99216075706,1113
2013-08-27,-1,1116.46024349259,-1117.53
2013-08-28,1,-1113.81948315059,1114.85
2013-08-29,1,-1111.77694851194,1112.79
2013-08-30,1,-1109.00627800423,1110.02
2013-09-02,1,-1097.81253952607,1098.77
2013-09-03,1,-1097.71794986357,1098.7
2013-09-04,1,-1093.37400731508,1094.37
2013-09-05,1,-1096.69727579615,1097.69
2013-09-06,1,-1091.52143100022,1092.5
2013-09-09,1,-1086.03161609963,1087
2013-09-10,1,-1085.40284004269,1086.37
2013-09-11,0,-0,0
2013-09-12,1,-1082.26020313075,1083.22
2013-09-13,-1,1085.32566505256,-1086.33
2013-09-16,1,-1080.81673534404,1081.79
2013-09-17,-1,1081.60751276169,-1082.6
2013-09-18,1,-1080.87347103204,1081.85
2013-09-19,1,-1070.59053078169,1071.48
2013-09-20,-1,1075.47055028388,-1076.47
2013-09-23,1,-1073.41733472827,1074.35
2013-09-24,0,-0,0
2013-09-25,-1,1075.8849545358,-1076.87
2013-09-26,1,-1074.70685918466,1075.65
2013-09-27,0,-0,0
2013-09-30,1,-1073.58382653197,1074.53
2013-10-01,0,-0,0
