date,A00700,A00939,A02318,A00941,A09988,A01398,A03690,A01810,A03988,A03968,A00883,A02628,A01109,A02313,A02319,A01177,A00175,A02020,A02382,A01093,A00960,A01918,A00291,A00386,A02007,A01288,A02688,A00914,A00586,A02601,A00788,A00857,A01088,A00384,A00813,A02202,A00267,A01044,A02328,A00270,A03328,A01658,A01193,A00762,A00728,A00151,A00998,A01988,A00656,A00966
2010-01-18,0,0.0251811246785423,0,0.0252246758836891,NaN,0,NaN,NaN,0.0507587802058177,0.060530841990241,0.0595430255384166,0.0214461354546434,0,0.154155347360772,0,0,0.103239909465223,0.0295895243306692,0.105751600789981,0,0,NaN,0.0161608842617008,0.01970616323653,0,NaN,0,0,NaN,0,NaN,0,0.0560465514158336,0,0.0525375411633149,NaN,0.0805226039538772,0,0.0702683686397183,0,0.0330125628343197,NaN,0,0.0313829143594955,0.00494144443721533,0,0,0,0,0
2010-01-19,0.140980604550155,0.0203660434454931,0.0628862126182065,0.0229124608862377,NaN,0.0197076348294485,NaN,NaN,0,0.0332489053661004,0,0.119883519044738,0,0.0792839969009345,0.0626886305698596,0,0,0,0,0,0,NaN,0.0332489053661004,0.0575198238546949,0.0332489053661004,NaN,0,0,NaN,0.0332489053661004,NaN,0.0332489053661004,0.0332489053661004,0.0332489053661004,0,NaN,0,0,0,0,0.0601027087614219,NaN,0.0332489053661004,0.0163187119581884,0.0332489053661004,0.0048605989196181,0.0332489053661004,0,0,0
2010-01-20,0.12488638196683,0.0587207252026828,0.0327876132451643,0.030470221514928,NaN,0.0636516805289381,NaN,NaN,0.0865729352704511,0,0.0265035446530036,0,0.00642520090089804,0.062927200635666,0,0,0,0,0.0203484823367032,0,0,NaN,0,0.0114024895977015,0,NaN,0,0.0240228771342206,NaN,0,NaN,0.0863838139435603,0,0,0.0338600577761428,NaN,0,0.0131390062884927,0.00568517921750336,0,0.109994293871018,NaN,0,0,0.10449840421661,0.0179208750018981,0.0665767656012011,0.0132222510963856,0,0
2010-01-21,0.0429641675010519,0.00327676284015562,0,0.119618430601096,NaN,0.0831660391703835,NaN,NaN,0,0.0192714902754734,0,0.0312801074993969,0,0.0228714489094016,0,0.0768748246721081,0.0168372547812802,0,0,0,0.0954059751900988,NaN,0,0.0139016338751907,0.0310999639439305,NaN,0.0547968676857797,0.0184264447930341,NaN,0,NaN,0.0358845001202866,0,0,0,NaN,0.0513505973671498,0,0,0,0,NaN,0.0308320424590603,0,0.00109681705489986,0.156122785472294,0.0609170940444472,0.0340047517434807,0,0
2010-01-22,0.0505025442239659,0,0.00422321285471678,0,NaN,0,NaN,NaN,0,0,0.0296363219756759,0,0.0837563940031559,0,0.174070905273115,0,0.139323779910195,0,0.225528169331012,0,0,NaN,0.0146596743165576,0,0,NaN,0,0.0100068598186817,NaN,0.0102808604693839,NaN,0,0.0230158836406454,0,0.0952885822202966,NaN,0,0,0,0,0,NaN,0.0358380893048138,0.0626306585195818,0.00883506980184772,0,0.0324029943363551,0,0,0
2010-01-25,0.0575502185542872,0,0,0,NaN,0,NaN,NaN,0,0.0894565261642538,0.0408341257237733,0.0235493916122209,0,0,0,0,0.0780551032232957,0.0487184985761913,0,0,0,NaN,0.0651520294559685,0,0.0213737434596779,NaN,0.043141157890396,0,NaN,0.0309927666421432,NaN,0.0259409437799019,0.00716511139049683,0,0.0196506301228646,NaN,0.0449289892057147,0.0182521613277687,0.0429725693218798,0.197345285209473,0.037490135912663,NaN,0,0,0.0421531374914501,0,0,0,0.0387010945893856,0.0265763803461938
2010-01-26,0,0.0233151018773618,0.0397891989547946,0,NaN,0.0621283439857807,NaN,NaN,0,0,0.063289143339129,0.0390190760608367,0,0.165182382359913,0.0467899318684489,0,0.0456571322464415,0,0,0,0.0362987549942253,NaN,0.101948729498186,0,0,NaN,0,0,NaN,0,NaN,0,0.0908481200266852,0,0.0474913673959837,NaN,0,0,0,0.0590848106610875,0.00581985209020143,NaN,0,0.0659199057614834,0,0,0,0,0,0.107418148879441
2010-01-27,0.0167358560154093,0.00746903846057813,0.0143542276449441,0.0282648815148858,NaN,0,NaN,NaN,0,0.0282648815148858,0.0282648815148858,0.0221725493547123,0.0732186566913179,0.100401353563692,0,0,0.0282648815148858,0,0,0.0282648815148858,0.0170569769702185,NaN,0.0282648815148858,0.0146974181187096,0,NaN,0.0282648815148858,0,NaN,0,NaN,0.0282648815148858,0,0.31006362435224,0,NaN,0,0,0,0.0386019964834014,0,NaN,0.0640679099214624,0,0,0,0.0121849248971948,0.0282648815148858,0,0.0545915338921471
2010-01-28,0.023386696278694,0,0,0.0209209955663424,NaN,0,NaN,NaN,0,0.000958956255450742,0,0.0213002537810952,0.0610138097149608,0.0992296471468104,0,0,0,0.0835250329628505,0.205423823047691,0,0.106555762213287,NaN,0.0324268343322907,0.0272390278356242,0,NaN,0.0704707486411748,0,NaN,0.00135983164406616,NaN,0.0629564314808422,0,0.0199060524078477,0,NaN,0,0.0123532267823063,0,0,0,NaN,0.020879054011344,0.016531171062027,0,0.057692082606521,0,0,0,0.0558705622287737
2010-01-29,0,0.0246538943535913,0.0116000883549268,0.00307253501710369,NaN,0.0291397383393866,NaN,NaN,0.0427460114394592,0,0.0381473755833371,0.00910909853282892,0,0,0.00235364243920643,0.0900162992109953,0.0248983476494461,0,0,0,0,NaN,0.0651657060735841,0.0232547725959638,0,NaN,0.0701149102693384,0.0905030935024091,NaN,0,NaN,0.0373654657380589,0.0812203870144704,0.0141508320558146,0.0668254365638882,NaN,0.0569958423861418,0,0,0,0.0539882898562078,NaN,0,0.0451304527828682,0,0,0.0736681850765458,0,0.0458795951644275,0
2010-02-01,0.00729008540449343,0,0.00838818872638359,0.0400713262366138,NaN,0.0374002799775675,NaN,NaN,0.0302228348814762,0,0.0714049525145766,0.040541172100362,0,0,0.0476398415956322,0.0413010653558772,0.0343474914206287,0,0,0,0.0699833107846304,NaN,0,0.0555698956677006,0,NaN,0,0,NaN,0,NaN,0.0585886369188441,0.0693306608886464,0.0363663368652448,0,NaN,0.025754456964061,0,0.0771364274946695,0,0.0729671367729593,NaN,0,0.0333796752531653,0,0.0363663368652445,0.0423079602432046,0,0.0636419270680184,0
2010-02-02,0,0.012808288032489,0.00225640112747926,0.0765318964430644,NaN,0,NaN,NaN,0,0,0,0.0412937546554435,0.0253632765386929,0.121283579426724,0,0,0,0.0811734079275804,0,0.031490403135087,0,NaN,0,0.047213898942172,0,NaN,0.0657189320492918,0,NaN,0,NaN,0.00196039800347427,0,0.0119558551160918,0,NaN,0.11329868417458,0,0,0.0811734079275804,0,NaN,0.0450324721497065,0.0324212322646873,0.0811734079275804,0,0,6.75156884045649e-05,0.00463966157443691,0.123143526895434
2010-02-03,0.0134090146515461,0.0349387756686948,0.0503452165348062,0.0254516696552313,NaN,0.0219924535721892,NaN,NaN,0.00542116128866165,0,0,0.00668333333212197,0.0133868557152306,0.0663709394267712,0.0722325357724999,0.0841347996354167,0,0,0.0428514228801254,0,0.0137616792591786,NaN,0,0.0173744440101401,0,NaN,0.0649259399520983,0.134377547516324,NaN,0,NaN,0,0,0.0263986345888969,0,NaN,0.0841347996354167,0,0.00191303256011473,0,0.0313574559163277,NaN,0,0.0500103899475177,0.0132216119356371,0,0.0294725507835035,0.0841347996354167,0,0.0116989361261325
2010-02-04,0,0.0229929111575549,0,0.0203565322601341,NaN,0.0514019184406114,NaN,NaN,0.0783793371417142,0,0,0.0691597162448224,0.000812410322267488,0,0,0,0.00273251990477628,0,0,0,0,NaN,0.0832248291698848,0.04565392078145,0,NaN,0.107441778482046,0.127744795719063,NaN,0,NaN,0.0517100942187237,0,0,0.0220071683146777,NaN,0.0298145210816115,0,0.00256530708756371,0.0996349863268431,0.0360674903571088,NaN,0,0.0704211608631075,0.0488291448527897,0,0.0290494572732504,0,0,0
2010-02-05,0.0390233300692386,0,0.0492838234356539,0,NaN,0,NaN,NaN,0,0.0841844635748461,0,0,0.0399429063192158,0,0.00994519142484581,0.00791100027833239,0.105476737885012,0.0729357695413256,0.107850547125888,0,0,NaN,0,0.013139196436729,0,NaN,0.0680368141118667,0,NaN,0,NaN,0.00388905691893896,0.0959646653949734,0,0.0841176264148136,NaN,0,0,0.0410570595728115,0.0567222733165538,0.0636546261327716,NaN,0,0,0.0328098311232461,0,0.0240550809229373,0,0,0
2010-02-08,0.0819793091861145,0,0.00217243473165884,0.0147102942839119,NaN,0,NaN,NaN,0,0.100130153707539,0.0952699563367297,0.0221404255840114,0,0,0.0487625524157168,0,0,0,0,0,0,NaN,0,0.0362722847654589,0,NaN,0.0937187610961421,0,NaN,0,NaN,0.048545087934306,0.0330301937605477,0.0322284383199452,0,NaN,0,0.0272363761426065,0,0.183622747850582,0.00293306968436868,NaN,0,0.0560166022649412,0.0230450137445341,0,0,0,0,0.098186298190885
2010-02-09,0.0573836591855513,0,0,0.0255357302978285,NaN,0,NaN,NaN,0,0.0362821919462926,0,0.0085997558049483,0,0,0.0780596494855335,0,0.0187058841267616,0.0995789608563404,0.119654877030204,0.0112278570142643,0.0230271252022952,NaN,0.00422158719977996,0.0672658307130728,0,NaN,0,0,NaN,0.0509600505486637,NaN,0.00247176708617605,0,0.118115204061518,0.0891961291714065,NaN,0.00295414482566798,0,0,0.0121284136589149,0,NaN,0,0.0471783046520121,0.0386536444432155,0,0,0.0122551987825693,0.0765440339069834,0
2010-02-10,0,0.0545212020448808,0.0295066771558077,0,NaN,0.0537179933137369,NaN,NaN,0.00673392076959267,0,0,0.0331829965724146,0,0.0590622093837025,0.0332347560162565,0,0,0.0526655747307454,0,0.048411252337677,0.0256472263716116,NaN,0,0.0544342878141352,0.00623838773347466,NaN,0.0171712242254152,0.0424298987676304,NaN,0,NaN,0.0407890621583153,0.0436201120635461,0,0.0291857037825511,NaN,0,0,0.0241442696131299,0.0286606157356638,0.0475430628273174,NaN,0,0,0.067188951176045,0.067188951176045,0.067188951176045,0.0285103101357663,0.0390224029184942,0
2010-02-11,0,0,0.0287539344529324,0,NaN,0.00381073104560773,NaN,NaN,0,0,0,0,0.0158939550131621,0.130316565731309,0.121674924224788,0,0.0498128527494987,0,0.170951773236414,0.0498128527494987,0.0498128527494987,NaN,0.0173856082596929,0,0,NaN,0,0.0860509913566948,NaN,0,NaN,0.00995515858224004,0,0,0.0498128527494987,NaN,0.00819457331841205,0.0415721098592328,0.00142640804716437,0,0,NaN,0,0,0.0757447317528145,0.0498128527494987,0,0.00524137083578468,0.0339629005362563,0
2010-02-12,0,0.00462277477254966,0.0904512821525873,0.104063231736082,NaN,0.0475007658712575,NaN,NaN,0.0182812929837421,0.121408844351445,0.0316715587914427,0,0,0.0611161223476405,0,0.0182812929837421,0,0.0182812929837421,0,0,0,NaN,0.0182812929837421,0.14141351986759,0,NaN,0,0.00955906227105007,NaN,0,NaN,0.103112020721692,0.0182812929837421,0,0.0182812929837421,NaN,0.00873467407066828,0,0,0,0.008041677954325,NaN,0.0182812929837421,0.0549283362469193,0.0671257849748137,0,0,0,0.0182812929837421,0
2010-02-17,0,0,0,0.00871257308497115,NaN,0,NaN,NaN,0,0,0.00417654654100939,0.0143977801902855,0,0.118262991044066,0,0.096302139300926,0,0.0357032345403973,0.0273777093368116,0.0841293282810111,0.0768349338912147,NaN,0,0,0,NaN,0,0.0799021141647703,NaN,0.0487828118101396,NaN,0,0,0.0704117442890251,0,NaN,0.00356745171284486,0.00138759617698377,0.0400217771785043,0.0703458654213104,0,NaN,0.0305510256335018,0,0.0346657910550714,0,0.049595108006563,0.0829502863759402,0,0.0219211919646523
2010-02-18,0,0,0,0,NaN,0.0395703845370185,NaN,NaN,0,0.0917556075634277,0,0,0.0353967941100806,0,0,0,0,0,0.0942958329250164,0.136840166778206,0,NaN,0.0279266721140397,0.0765973900420897,0,NaN,0.0772780993837399,0,NaN,0,NaN,0.0834610800211738,0,0,0,NaN,0.0562482122626876,0,0,0.00389452251412619,0,NaN,0.0707220872817741,0.0811302782220598,0.0547903800613395,0,0.0700924921832204,0,0,0
2010-02-19,0,0.0300687872455736,0.0514365442733554,0.0371519512239168,NaN,0.0718371396171227,NaN,NaN,0.0702433066226336,0,0.0630700815340822,0.00938594842881139,0.0600589035298777,0.00897356053829205,0.0328004829383528,0.0839626161447559,0,0,0,0,0,NaN,0.0244070045527165,0.0785322013027231,0.0400536059846988,NaN,0,0.0797935035702162,NaN,0,NaN,0.00704695919408043,0.0539466616108947,0.0105039397162043,0,NaN,0.0251292386810994,0,0,0,0.0384040489464455,NaN,0,0,0.0432502382526734,0,0.0775662730413144,0,0,0.00237700305015892
2010-02-22,0,0.00343758916298336,0,0,NaN,0.0288729856156078,NaN,NaN,0.00346594413883944,0,0,0,0.0533358265400618,0.14457595800543,0.0986114915541968,0,0,0,0.150713333755079,0,0.0708466940655682,NaN,0,0,0.10195940109321,NaN,0,0.0235607122427833,NaN,0.0242578209133541,NaN,0,0,0,0.0174223877867749,NaN,0,0.0743258797248408,0,0,0.0244222624124991,NaN,0,0.00127938657517422,0.0379604306640056,0.030040080943891,0,0.0695654110758977,0.0413464037298031,0
2010-02-23,0.0570198113969369,0,0.160677894473892,0.0306443737142404,NaN,0.0244397853280351,NaN,NaN,0.0388486541542369,0,0,0.0735031361016009,0.0221245951193723,0,0,0,0.0452804323734989,0,0,0,0,NaN,0,0.0623101859797965,0,NaN,0.0837245529716791,0,NaN,0.0651344651663793,NaN,0.0142540067825837,0.0325433013140618,0,0,NaN,0,0.0286469684529176,0,0,0,NaN,0.0508512659457354,0.0780821855441585,0.0694269994067375,0,0.0624873857741369,0,0,0
2010-02-24,0.00113011791242682,0,0,0.029778011981002,NaN,0.00280297247059134,NaN,NaN,0,0.0579198858413972,0,0.0192356301413246,0.0267315608440808,0,0.0686939684397481,0.0152758974779681,0.0916601144047371,0.0825831650209844,0,0.0850067538331749,0.0939604557190652,NaN,0,0.0489154499954921,0,NaN,0,0.0462348542672012,NaN,0,NaN,0.0505201005825602,0,0,0.00527121963390801,NaN,0.0512627789967429,0,0.0261424680827978,0,0,NaN,0,0.0961850569473036,0.0795698602366901,0,0.0211196771708035,0,0,0
2010-02-25,0,0.0509494447844614,0.0566324764645473,0.0268933142676847,NaN,0.0012568540089299,NaN,NaN,0.0822034726212203,0.116853486445686,0.0268933142676847,0.0978467497313108,0,0.0411996077725702,0,0.0546577020577986,0,0,0.0268933142676847,0.0435783264075868,0.0268933142676847,NaN,0.0268933142676847,0.0627320393232919,0,NaN,0,0.011522657569876,NaN,0,NaN,0.0350233954145583,0,0.0268933142676847,0,NaN,0,0.0134107996594331,0,0.00901954808219153,0.0354596436712198,NaN,0,0,0.0057355127288319,0.0268933142676847,0.0936650833826936,0,0,0
2010-02-26,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0,0,0.0828507131015433,0.074864127276424,0.074864127276424,0,0,0.074864127276424,0.0560127349588991,0.151180391827565,NaN,0.0159183557761025,0,0,NaN,0.0409275713965403,0.0222643489342938,NaN,0.0254197868630088,NaN,0,0,0,0.0625030421730693,NaN,0,0,0,0.074864127276424,0,NaN,0.0166782460164379,0,0.00305746017603147,0,0.044308098723065,0.104558613671323,0,0.074864127276424
2010-03-01,0,0,0,0,NaN,0,NaN,NaN,0,0,0.0479734570064838,0,0,0.0867978482264451,0.103904059476708,0,0.127414134425789,0,0.0329191012273155,0.0104588042855097,0.0301577351713423,NaN,0,0,0,NaN,0.0867978482264451,0.0179267542362537,NaN,0.036906976989456,NaN,0,0,0.0284181739595763,0,NaN,0.0136322518396363,0,0.00782173617216514,0.0867978482264451,0.00332995328516912,NaN,0.0726798877828232,0,0,0,0.0104955764646723,0.0770077668804972,0.113921737982856,0.00463834813441146
2010-03-02,0,0,0,0,NaN,0,NaN,NaN,0,0,0.036859312494729,0,0.0261725619708404,0.0261725619708404,0,0.0520058880403991,0.00908489316441353,0,0.118590376360527,0.0417955734510014,0.0779557116345082,NaN,0.119910630851808,0.0475113093583783,0,NaN,0.0823752585161746,0,NaN,0,NaN,0.0335868725037981,0,0.0261725619708404,0,NaN,0.0626262554245507,0.0384603238091697,0.044475671654711,0.0261725619708404,0.0261725619708404,NaN,0.0261725619708404,0.0128222774913539,0.0261725619708404,0,0,0.0261725619708404,0,0.0125591494777545
2010-03-03,0,0,0.0930507853245708,0.0364447097037196,NaN,0,NaN,NaN,0,0.0662946881216594,0.0256626000616535,0,0.0256626000616535,0.0409940384932165,0.0431378413247492,0,0,0.0113177063639475,0.084161280034569,0.00597688675334581,0.0350356840118607,NaN,0,0,0,NaN,0.0433628444311404,0.0508868015178645,NaN,0,NaN,0,0,0,0,NaN,0,0,0.0143635399572961,0.0462319613488876,0.111781886471897,NaN,0,0.167443526143634,0.0725280198126824,0,0,0.0256626000616535,0,0
2010-03-04,0.046091216965141,0,0,0.247088904898806,NaN,0,NaN,NaN,0,0,0,0,0.046091216965141,0,0,0.0789201796699838,0,0,0.109241374390427,0,0.0774846208865715,NaN,0,0.00180409357597879,0.046091216965141,NaN,0,0.0187007872385098,NaN,0.0602778357939097,NaN,0,0,0,0,NaN,0,0,0.0336171117947143,0.046091216965141,0.046091216965141,NaN,0,0.046091216965141,0.0204030173345166,0.046091216965141,0.0298235556605953,0,0,0
2010-03-05,0.0423349008488898,0,0,0.0108308258253895,NaN,0,NaN,NaN,0,0.00373356220343067,0,0.0498301159759659,0,0.118498904662564,0,0,0,0.130902579005198,0.0867914987270888,0,0.0464911981653128,NaN,0,0,0,NaN,0.0220153362752136,0.0431775720176882,NaN,0.0191171068854752,NaN,0,0,0,0,NaN,0,0.00079717050814997,0,0,0,NaN,0.057024231266686,0.0429529894908642,0,0.135719306162001,0,0.137953989674656,0,0.0518287123054263
2010-03-08,0.000194835328124886,0,0,0,NaN,0,NaN,NaN,0,0.40453589127808,0,0,0,0.0778302853036372,0.0477084918450003,0.000923578600734916,0,0.0278874153204057,0,0.111850193209861,0.0101883631509096,NaN,0,0.00741570319253941,0,NaN,0,0,NaN,0.00854053677258827,NaN,0,0,0.0282017011154943,0,NaN,0,0.0449102924526684,0,0.00660634017976762,0,NaN,0.0778302853036372,0.0778302853036372,0,0.0506527272958455,0.00159938445928528,0,0.0152936898877831,0
2010-03-09,0.0719938135384801,0.0131952921663455,0,0,NaN,0.0138858296502572,NaN,NaN,0.0436420347007426,0.0532807851142006,0.0273108055058225,0,0.0536123614195039,0.0496881900614343,0,0,0,0,0,0,0.0407139662113608,NaN,0,0.100287694764387,0.127850054201811,NaN,0,0.0701519755451062,NaN,0,NaN,0.0975017949815613,0,0,0,NaN,0,0,0.0452041992436956,0,0.0827595707739539,NaN,0,0.0552733482391984,0.0238683966953366,0,0.0297798871868024,0,0,0
2010-03-10,0,0,0,0,NaN,0.0346804488525771,NaN,NaN,0,0.0411107630466406,0,0,0,0.0690119313454674,0,0.0512449382164848,0,0.0346804488525771,0.0512449382164848,0,0.0512449382164848,NaN,0.0343371433735318,0,0,NaN,0.0715342920280277,0,NaN,0.0512449382164848,NaN,0,0,0.0288942231158696,0,NaN,0,0.0763679832483155,0,0.0752390882509687,0,NaN,0.0164683371007836,0.00993855334699347,0.10624276526182,0.100770806078556,0,0.0269229178088588,0,0.0688205454230733
2010-03-11,0.00771264438875474,0,0,0.0281636675122681,NaN,0,NaN,NaN,0.0126603847662976,0.0163503574583909,0,0,0.00436528700356604,0.049378880322304,0.0680607623540427,0.0640510975630646,0,0.0339486887591438,0.319921572396385,0.0339486887591438,0.0339486887591438,NaN,0.0339486887591438,0,0,NaN,0.0701096434867199,0.0339486887591438,NaN,0.0071387309181521,NaN,0,0,0,0,NaN,0,0,0,0.0542785146101321,0,NaN,0,0,0,0.0925096888213776,0.00389899870969573,0.0124738789741199,0.0191824469190099,0
2010-03-12,0,0.0878010428475424,0,0.0149821756211802,NaN,0.0304452558315118,NaN,NaN,0.0149821756211802,0.0149821756211802,0,0.00261595372457805,0.00460821041678057,0.0149821756211802,0.0326585986851482,0.111571201649289,0,0,0.0149821756211802,0.036600822533946,0.0149821756211802,NaN,0.0149821756211802,0,0.04706393990098,NaN,0,0.0415750244784765,NaN,0,NaN,0,0,0.0149821756211802,0.00253055163965632,NaN,0,0,0.0615110827831081,0.0582194694467117,0.0564780364387789,NaN,0.0947607221930708,0.0717396305799839,0,0,0.0788050128786919,0.0149821756211802,0.0461758633811239,0
2010-03-15,0.0764973022911334,0.0568808539127729,0,0.0644131011959201,NaN,0.0496079527812043,NaN,NaN,0.0541390208467574,0,0,0.052491030463204,0,0,0.0337880611130856,0,0,0,0.0642035335463219,0,0.0470433546105899,NaN,0,0.0323583918841444,0,NaN,0,0.0781963469642072,NaN,0.0183648048395493,NaN,0.106482504135005,0.111897386158559,0,0.0229293325407409,NaN,0,0.00478919972468519,0.0386826057757376,0,0,NaN,0,0.0150705756976475,0,0,0.0267990882163629,0.0453655533023708,0,0
2010-03-16,0.164993509550162,0,0,0,NaN,0,NaN,NaN,0,0.107808241451288,0.00871997517651687,0,0.00871997517651687,0.0466559418541762,0.0299579605782077,0.00871997517651687,0.00871997517651687,0,0.15723524897842,0.00871997517651687,0.00871997517651687,NaN,0,0,0.00871997517651687,NaN,0.0313096770169354,0.00871997517651687,NaN,0.00871997517651687,NaN,0,0.00871997517651687,0.109638787735883,0.0235715025567069,NaN,0.0425315794920195,0.0276879585153472,0,0.033708821961803,0,NaN,0.00871997517651687,0,0,0,0,0.0624139587818205,0,0.066567084585545
2010-03-17,0,0.0234157642469202,0.0479619919352049,0.078031648761655,NaN,0.00469323090414295,NaN,NaN,0,0.0743798106654572,0,0,0,0.032868842223963,0,0.0541952667510176,0,0,0.214284250161635,0,0.0730027332963279,NaN,0.0520008556906869,0,0,NaN,0.016337646349255,0.0272255864532004,NaN,0.0107594175118168,NaN,0,0,0,0.0313271385195516,NaN,0.00532102510958854,0.0758788897104613,0,0.0177322589883695,0,NaN,0,0,0.00432669570950232,0.0516608765123257,0.0672988828266829,0.0372971876722352,0,0
