date,signal_I1,I50_I1,I300_I1,signal_I2,I300_I2,I500_I2,signal_I3,I50_I3,I500_I3
2008-04-24,-1,3774.49819426026,-3774.5,0,-0,0,-1,3723.06562728096,-3723.07
2008-04-25,1,-3803.06777824737,3803.07,0,-0,0,1,-3756.32512088532,3756.33
2008-04-28,1,-3729.14789054066,3729.15,1,-3729.56170098376,3729.56,1,-3729.55465018457,3729.56
2008-04-29,0,-0,0,-1,3759.5421467864,-3759.54,-1,3759.53556126006,-3759.54
2008-04-30,-1,3959.11812716943,-3959.12,-1,3903.18217166975,-3903.18,-1,3903.17566425791,-3903.18
2008-05-05,1,-4055.77748521735,4055.78,1,-4040.16172495118,4040.16,1,-4040.15425625372,4040.16
2008-05-06,0,-0,0,1,-4024.99177649608,4024.99,1,-4024.98466767334,4024.99
2008-05-07,0,-0,0,1,-3850.23181274345,3850.23,1,-3850.22477178471,3850.23
2008-05-08,1,-3925.03762034448,3925.04,1,-3985.20176231752,3985.2,1,-3985.19440286455,3985.2
2008-05-09,1,-3878.91752465213,3878.92,1,-3986.24160854843,3986.24,1,-3986.23401977158,3986.24
2008-05-12,0,-0,0,1,-4069.15157448058,4069.15,1,-4069.14419737237,4069.15
2008-05-13,1,-3851.68738691566,3851.69,1,-4078.88145058781,4078.88,1,-4078.87353698467,4078.88
2008-05-14,-1,3975.7778526557,-3975.78,-1,4168.492088042,-4168.49,-1,4168.48512734865,-4168.49
2008-05-15,0,-0,0,0,-0,0,0,-0,0
2008-05-16,-1,3936.11791759837,-3936.12,-1,4071.91213974511,-4071.91,-1,4071.90526186051,-4071.91
2008-05-19,1,-3914.06750824349,3914.07,1,-4070.05169323324,4070.05,1,-4070.04406638722,4070.05
2008-05-20,-1,3710.81800353947,-3710.82,-1,3813.94229583759,-3813.94,-1,3813.93557268583,-3813.94
2008-05-21,0,-0,0,1,-3908.77184832489,3908.77,1,-3908.76462084229,3908.77
2008-05-22,0,-0,0,1,-3871.55168132886,3871.55,1,-3871.54439770287,3871.55
2008-05-23,-1,3675.1482278209,-3675.15,0,-0,0,-1,3829.64526609025,-3829.65
2008-05-26,0,-0,0,1,-3728.75175167967,3728.75,1,-3728.74438210775,3728.75
2008-05-27,0,-0,0,0,-0,0,0,-0,0
2008-05-28,0,-0,0,0,-0,0,0,-0,0
2008-05-29,0,-0,0,0,-0,0,0,-0,0
2008-05-30,-1,3611.32796147252,-3611.33,-1,3755.63208710183,-3755.63,-1,3755.62516417356,-3755.63
2008-06-02,0,-0,0,1,-3788.15176212313,3788.15,1,-3788.1444674407,3788.15
2008-06-03,0,-0,0,0,-0,0,0,-0,0
2008-06-04,1,-3546.91744312518,3546.92,0,-0,0,1,-3704.07427342607,3704.08
2008-06-05,-1,3512.13793462896,-3512.14,0,-0,0,-1,3657.48497078171,-3657.49
2008-06-06,0,-0,0,0,-0,0,0,-0,0
2008-06-10,0,-0,0,-1,3312.79227484936,-3312.79,-1,3312.78515868399,-3312.79
2008-06-11,-1,3140.29810778403,-3140.3,-1,3226.92226171454,-3226.92,-1,3226.91559095786,-3226.92
2008-06-12,1,-3084.62728777004,3084.63,1,-3197.54174668847,3197.54,1,-3197.53388585557,3197.54
2008-06-13,-1,2979.11816081606,-2979.12,-1,3045.10266730933,-3045.1,-1,3045.09623517204,-3045.1
2008-06-16,-1,2952.23828310648,-2952.24,-1,2977.82267764829,-2977.82,-1,2977.81629885485,-2977.82
2008-06-17,-1,2842.67856170132,-2842.68,-1,2791.29346224979,-2791.29,-1,2791.28762334096,-2791.29
2008-06-18,1,-2991.26781234971,2991.27,1,-2951.84242765264,2951.84,1,-2951.83519493073,2951.84
2008-06-19,0,-0,0,-1,2702.80330168505,-2702.8,-1,2702.79705249869,-2702.8
2008-06-20,-1,2849.66837061004,-2849.67,-1,2764.28298943421,-2764.28,-1,2764.27660659065,-2764.28
2008-06-23,1,-2789.93789658294,2789.94,1,-2717.97265012037,2717.97,1,-2717.96561423317,2717.97
2008-06-24,1,-2851.9177748799,2851.92,1,-2806.77251176204,2806.77,1,-2806.76523054454,2806.77
2008-06-25,1,-2969.53788547965,2969.54,1,-2966.90252726919,2966.9,1,-2966.89528093967,2966.9
2008-06-26,1,-2980.90782453776,2980.91,1,-3003.30275490679,3003.3,1,-3003.29555259254,3003.3
2008-06-27,-1,2816.01854722028,-2816.02,-1,2792.71386408495,-2792.71,-1,2792.70803371882,-2792.71
2008-06-30,1,-2791.81796532685,2791.82,1,-2813.72267837743,2813.72,1,-2813.71547863385,2813.72
2008-07-01,1,-2698.34732808711,2698.35,1,-2765.06244733806,2765.06,1,-2765.05440278692,2765.06
2008-07-02,1,-2699.59732931673,2699.6,1,-2811.23245314247,2811.23,1,-2811.22431444352,2811.23
2008-07-03,1,-2760.60737223639,2760.61,1,-2941.52235184399,2941.52,1,-2941.51400284778,2941.52
2008-07-04,0,-0,0,1,-2941.08295017299,2941.08,1,-2941.07578084811,2941.08
2008-07-07,-1,2882.75806709412,-2882.76,0,-0,0,0,-0,0
2008-07-08,1,-2901.83757773285,2901.84,1,-3142.32291782291,3142.32,1,-3142.31519382455,3142.32
2008-07-09,-1,3015.12803960002,-3015.13,-1,3226.15352819203,-3226.15,-1,3226.14675524392,-3226.15
2008-07-10,0,-0,0,-1,3152.49347502968,-3152.49,-1,3152.48639553747,-3152.49
2008-07-11,0,-0,0,0,-0,0,0,-0,0
2008-07-14,0,-0,0,1,-3198.35269447724,3198.35,1,-3198.34491991837,3198.35
2008-07-15,1,-2852.97744001872,2852.98,1,-3106.33249691107,3106.33,1,-3106.32429615114,3106.33
2008-07-16,-1,2745.59816390807,-2745.6,-1,2948.5337113133,-2948.53,-1,2948.52711334774,-2948.53
2008-07-17,-1,2718.06798093577,-2718.07,0,-0,0,-1,2918.36598603652,-2918.37
2008-07-18,-1,2815.45798660124,-2815.46,0,-0,0,-1,3015.79611233501,-3015.8
2008-07-21,0,-0,0,1,-3139.51296222354,3139.51,1,-3139.50523693853,3139.51
2008-07-22,1,-2904.7375436638,2904.74,1,-3150.01300281313,3150.01,1,-3150.00522183156,3150.01
2008-07-23,-1,2883.31801996092,-2883.32,0,-0,0,-1,3122.68617337493,-3122.69
2008-07-24,-1,2977.35791086764,-2977.36,-1,3200.74340726428,-3200.74,-1,3200.73631051247,-3200.74
2008-07-25,0,-0,0,1,-3172.17297731403,3172.17,1,-3172.16506865954,3172.17
2008-07-28,0,-0,0,1,-3215.85290215626,3215.85,1,-3215.84494698755,3215.85
2008-07-29,0,-0,0,0,-0,0,0,-0,0
2008-07-30,0,-0,0,0,-0,0,0,-0,0
2008-07-31,-1,2805.20773934357,-2805.21,-1,3017.2236093653,-3017.22,-1,3017.21643970137,-3017.22
2008-08-01,-1,2840.78788024263,-2840.79,0,-0,0,-1,3063.80583310906,-3063.81
2008-08-04,0,-0,0,0,-0,0,0,-0,0
2008-08-05,-1,2703.07817388115,-2703.08,-1,2897.73353011655,-2897.73,-1,2897.72672970574,-2897.73
2008-08-06,-1,2721.68797888787,-2721.69,-1,2904.19347203705,-2904.19,-1,2904.1864160492,-2904.19
2008-08-07,0,-0,0,1,-2923.75300367064,2923.75,1,-2923.74505490554,2923.75
2008-08-08,-1,2591.45820936043,-2591.46,-1,2711.96483680524,-2711.96,-1,2711.95866907655,-2711.96
2008-08-11,-1,2456.80896046594,-2456.81,-1,2508.59526177854,-2508.59,-1,2508.58979978841,-2508.59
2008-08-12,0,-0,0,-1,2473.4246200214,-2473.42,-1,2473.41781385259,-2473.42
2008-08-13,1,-2444.66769203963,2444.67,0,-0,0,1,-2472.29698384106,2472.3
2008-08-14,1,-2443.50784173036,2443.51,1,-2483.70403418539,2483.7,1,-2483.69674574328,2483.7
2008-08-15,-1,2447.61847142145,-2447.62,-1,2473.7244799388,-2473.72,-1,2473.71807303613,-2473.72
2008-08-18,-1,2313.3986050444,-2313.4,-1,2289.30560267451,-2289.3,-1,2289.29983246222,-2289.3
2008-08-19,0,-0,0,0,-0,0,0,-0,0
2008-08-20,-1,2532.93825856269,-2532.94,1,-2520.74464386977,2520.74,0,-0,0
2008-08-21,0,-0,0,0,-0,0,-1,2431.09837036289,-2431.1
2008-08-22,0,-0,0,-1,2382.52501394854,-2382.52,-1,2382.51862195095,-2382.52
2008-08-25,-1,2400.54849742854,-2400.55,0,-0,0,-1,2374.05867369894,-2374.06
2008-08-26,-1,2331.52902414174,-2331.53,-1,2244.99626161406,-2244.99,-1,2244.99098188418,-2244.99
2008-08-27,-1,2325.28854459165,-2325.29,0,-0,0,-1,2237.86888275554,-2237.87
2008-08-28,-1,2335.86855169467,-2335.87,-1,2236.82534329344,-2236.82,-1,2236.81914326396,-2236.82
2008-08-29,1,-2391.6380539095,2391.64,1,-2307.16490113073,2307.16,1,-2307.15798804594,2307.16
2008-09-01,0,-0,0,1,-2238.05493931076,2238.05,1,-2238.04826448398,2238.05
2008-09-02,0,-0,0,1,-2253.7743181179,2253.77,1,-2253.76721979076,2253.77
2008-09-03,0,-0,0,1,-2237.28454291283,2237.28,1,-2237.27766411997,2237.28
2008-09-04,1,-2251.14802721226,2251.15,1,-2254.69474827218,2254.69,1,-2254.68769301637,2254.69
2008-09-05,-1,2183.42862557325,-2183.43,-1,2148.74601199043,-2148.74,-1,2148.74010525941,-2148.74
2008-09-08,-1,2126.51929993858,-2126.52,-1,2039.89666456593,-2039.89,-1,2039.89148183397,-2039.89
2008-09-09,0,-0,0,0,-0,0,1,-2057.55885041374,2057.56
2008-09-10,0,-0,0,1,-2072.81525535448,2072.81,1,-2072.80858691116,2072.81
2008-09-11,1,-2072.12773420775,2072.13,1,-2034.25458499974,2034.25,1,-2034.24690901522,2034.25
2008-09-12,0,-0,0,0,-0,0,0,-0,0
2008-09-16,1,-2000.64574784549,2000.65,1,-1993.46426163397,1993.46,1,-1993.45441497124,1993.46
2008-09-17,1,-1929.13518250155,1929.14,1,-1956.04381441531,1956.04,1,-1956.03304488458,1956.04
2008-09-18,0,-0,0,-1,1899.32547206724,-1899.32,-1,1899.31708458478,-1899.32
2008-09-19,0,-0,0,1,-2086.83478985615,2086.83,1,-2086.82591106908,2086.83
2008-09-22,-1,2207.6065579603,-2207.61,-1,2182.79536798844,-2182.79,-1,2182.78687662671,-2182.79
2008-09-23,-1,2123.47642550985,-2123.48,-1,2042.20628279864,-2042.2,-1,2042.19792019045,-2042.2
2008-09-24,0,-0,0,1,-2088.55435800298,2088.55,1,-2088.54433705998,2088.55
2008-09-25,0,-0,0,-1,2138.06548531427,-2138.06,-1,2138.05621418633,-2138.06
2008-09-26,1,-2243.65527972876,2243.66,-1,2136.00520906576,-2136,0,-0,0
2008-10-06,1,-2128.69539627445,2128.7,1,-2054.04388924427,2054.04,1,-2054.03329363436,2054.04
2008-10-07,1,-2102.44491243771,2102.45,1,-2046.19405207131,2046.19,1,-2046.18304805629,2046.19
2008-10-08,1,-2022.87442408318,2022.88,1,-1995.61355873204,1995.61,1,-1995.60176416069,1995.61
2008-10-09,-1,1995.29558550344,-1995.3,0,-0,0,-1,1969.8038799474,-1969.81
2008-10-10,-1,1906.95604596033,-1906.96,-1,1837.40596691112,-1837.4,-1,1837.39694532079,-1837.4
2008-10-13,-1,1985.48582938795,-1985.49,-1,1872.95536967904,-1872.95,-1,1872.94569791191,-1872.95
2008-10-14,1,-1934.61420747479,1934.62,-1,1816.32463938158,-1816.32,0,-0,0
2008-10-15,0,-0,0,1,-1806.7941220976,1806.79,1,-1806.7826745867,1806.79
2008-10-16,0,-0,0,-1,1704.56499701938,-1704.56,-1,1704.55402728493,-1704.56
2008-10-17,0,-0,0,1,-1726.40428457659,1726.4,1,-1726.3927525832,1726.4
2008-10-20,0,-0,0,0,-0,0,0,-0,0
2008-10-21,1,-1881.40429086008,1881.41,1,-1782.66427094527,1782.66,1,-1782.65257865679,1782.66
2008-10-22,1,-1833.3142237804,1833.32,1,-1748.84413337354,1748.84,1,-1748.83229916045,1748.84
2008-10-23,1,-1834.77365064145,1834.78,1,-1766.59399565662,1766.59,1,-1766.58147540258,1766.59
2008-10-24,1,-1781.59361643799,1781.6,1,-1741.18344390247,1741.18,1,-1741.17051644872,1741.18
2008-10-27,0,-0,0,-1,1604.76500944306,-1604.76,-1,1604.75331524304,-1604.76
2008-10-28,-1,1705.81434550614,-1705.82,-1,1642.06486423438,-1642.06,-1,1642.0535363151,-1642.06
2008-10-29,0,-0,0,-1,1576.9353315409,-1576.93,-1,1576.9238503156,-1576.93
2008-10-30,-1,1697.65430406958,-1697.66,-1,1590.23529285877,-1590.23,-1,1590.22409197,-1590.23
2008-10-31,1,-1663.65322235712,1663.66,0,-0,0,1,-1562.01152013708,1562.02
2008-11-03,-1,1653.53382221994,-1653.54,-1,1539.80492329834,-1539.8,-1,1539.7930391485,-1539.8
2008-11-04,-1,1627.75430015913,-1627.76,0,-0,0,-1,1513.48288831895,-1513.49
2008-11-05,-1,1691.41380088786,-1691.42,-1,1563.3746820931,-1563.37,-1,1563.3626293685,-1563.37
2008-11-06,1,-1649.77298010582,1649.78,1,-1536.60382332839,1536.6,1,-1536.59055507857,1536.6
2008-11-07,-1,1677.82367722741,-1677.83,0,-0,0,-1,1561.21195436681,-1561.22
2008-11-10,-1,1801.66316849979,-1801.67,0,-0,0,-1,1676.27145723625,-1676.28
2008-11-11,1,-1781.3521463668,1781.36,0,-0,0,1,-1662.84021269331,1662.85
2008-11-12,0,-0,0,1,-1704.2336029096,1704.23,1,-1704.21993388857,1704.23
2008-11-13,1,-1874.0725498483,1874.08,1,-1784.50407357829,1784.5,1,-1784.49055149182,1784.5
2008-11-14,1,-1943.64232054978,1943.65,1,-1867.48411958337,1867.48,1,-1867.47027641434,1867.48
2008-11-17,1,-1987.22259574464,1987.23,1,-1959.07355555419,1959.07,1,-1959.05945194681,1959.07
2008-11-18,0,-0,0,0,-0,0,0,-0,0
2008-11-19,1,-1953.15327850372,1953.16,1,-1944.33457875854,1944.33,1,-1944.32165311974,1944.33
2008-11-20,1,-1932.42247244267,1932.43,1,-1948.68425955359,1948.68,1,-1948.67025233902,1948.68
2008-11-21,0,-0,0,-1,1921.04538700909,-1921.04,-1,1921.03286516679,-1921.04
2008-11-24,0,-0,0,0,-0,0,1,-1842.33190258724,1842.34
2008-11-25,0,-0,0,-1,1827.64524904345,-1827.64,-1,1827.63285227562,-1827.64
2008-11-26,0,-0,0,0,-0,0,0,-0,0
2008-11-27,1,-1870.46299649213,1870.47,0,-0,0,1,-1861.51183360327,1861.52
2008-11-28,1,-1829.91220398219,1829.92,1,-1841.45417335131,1841.45,1,-1841.43977893859,1841.45
2008-12-01,1,-1864.20231472937,1864.21,1,-1919.47373673084,1919.47,1,-1919.45891262343,1919.47
2008-12-02,1,-1868.62252932225,1868.63,1,-1957.32404705031,1957.32,1,-1957.30953484617,1957.32
2008-12-03,0,-0,0,0,-0,0,-1,2039.92203447265,-2039.93
2008-12-04,-1,1982.92346356696,-1982.93,-1,2037.72568353717,-2037.72,-1,2037.71326285887,-2037.72
2008-12-05,1,-2013.17249645725,2013.18,1,-2098.66418635258,2098.66,1,-2098.6496466766,2098.66
2008-12-08,0,-0,0,0,-0,0,0,-0,0
2008-12-09,1,-2040.84229950984,2040.85,0,-0,0,1,-2134.57079363978,2134.58
2008-12-10,-1,2096.3829929203,-2096.39,0,-0,0,-1,2195.73151377417,-2195.74
2008-12-11,0,-0,0,-1,2127.18546916667,-2127.18,-1,2127.17174155746,-2127.18
2008-12-12,0,-0,0,0,-0,0,0,-0,0
2008-12-15,0,-0,0,1,-2073.03452427691,2073.03,1,-2073.02008216855,2073.03
2008-12-16,1,-1994.44171895295,1994.45,1,-2110.24479967049,2110.24,1,-2110.22991554923,2110.24
2008-12-17,1,-2001.41196011782,2001.42,1,-2136.31476693628,2136.31,1,-2136.30006559312,2136.31
2008-12-18,-1,2045.09271435504,-2045.1,-1,2175.36537858299,-2175.36,-1,2175.35195671093,-2175.36
2008-12-19,1,-2052.10197982781,2052.11,1,-2194.99491508986,2194.99,1,-2194.98035416111,2194.99
2008-12-22,1,-2017.54180271942,2017.55,1,-2193.48418331471,2193.48,1,-2193.46883924788,2193.48
2008-12-23,-1,1918.95248259977,-1918.96,-1,2054.5363312852,-2054.53,-1,2054.523269424,-2054.53
2008-12-24,0,-0,0,-1,2010.10580719295,-2010.1,-1,2010.09219591876,-2010.1
2008-12-25,0,-0,0,1,-2003.49518177731,2003.49,1,-2003.48095922541,2003.49
2008-12-26,-1,1862.09275795847,-1862.1,-1,1983.76580698828,-1983.76,-1,1983.75260315135,-1983.76
2008-12-29,1,-1854.75199932259,1854.76,1,-1984.76523710605,1984.76,1,-1984.75079852293,1984.76
2008-12-30,0,-0,0,1,-1971.47517576982,1971.47,1,-1971.46085663817,1971.47
2008-12-31,-1,1817.71269543655,-1817.72,-1,1939.43595980419,-1939.43,-1,1939.42275133555,-1939.43
2009-01-05,0,-0,0,1,-2020.24529265149,2020.24,1,-2020.2312360939,2020.24
2009-01-06,0,-0,0,1,-2091.89547016052,2091.89,1,-2091.88137360685,2091.89
2009-01-07,1,-1931.17185685009,1931.18,1,-2104.92493597616,2104.92,1,-2104.9100697328,2104.92
2009-01-08,1,-1887.98168599185,1887.99,0,-0,0,0,-0,0
2009-01-09,1,-1918.36171640642,1918.37,1,-2107.77513580079,2107.77,1,-2107.7602243952,2107.77
2009-01-12,1,-1920.68161026126,1920.69,1,-2137.84500103099,2137.84,1,-2137.82979419353,2137.84
2009-01-13,-1,1876.1825435216,-1876.19,-1,2081.67598010371,-2081.67,-1,2081.66252783217,-2081.67
2009-01-14,0,-0,0,-1,2160.06593737727,-2160.06,-1,2160.05213488716,-2160.06
2009-01-15,1,-1954.86158646154,1954.87,1,-2181.06512684851,2181.06,1,-2181.04993166076,2181.06
2009-01-16,-1,1990.20230119087,-1990.21,-1,2195.6362097907,-2195.63,-1,2195.62261017205,-2195.63
2009-01-19,-1,2012.46241274549,-2012.47,-1,2192.81619086241,-2192.81,-1,2192.80262819172,-2192.81
2009-01-20,0,-0,0,1,-2214.84532608582,2214.84,1,-2214.83046508922,2214.84
2009-01-21,0,-0,0,1,-2217.63535955392,2217.63,1,-2217.62051785069,2217.63
2009-01-22,1,-2044.54147051285,2044.55,1,-2256.37522660784,2256.37,1,-2256.35988727047,2256.37
2009-01-23,0,-0,0,0,-0,0,0,-0,0
2009-02-02,1,-2057.05100596752,2057.06,1,-2306.77468050496,2306.77,1,-2306.75821660868,2306.77
2009-02-03,0,-0,0,0,-0,0,1,-2369.64074146671,2369.65
2009-02-04,-1,2166.40210152127,-2166.41,-1,2423.89585845289,-2423.89,-1,2423.88153862677,-2423.89
2009-02-05,-1,2150.96216307092,-2150.97,-1,2384.76614785776,-2384.76,-1,2384.75205690399,-2384.76
2009-02-06,1,-2237.27154342474,2237.28,1,-2493.74551273793,2493.74,1,-2493.73021330264,2493.74
2009-02-09,1,-2296.66118405805,2296.67,1,-2579.23550492557,2579.23,1,-2579.21968683982,2579.23
2009-02-10,1,-2326.74129569267,2326.75,1,-2653.21521709889,2653.21,1,-2653.1991409425,2653.21
2009-02-11,0,-0,0,0,-0,0,0,-0,0
2009-02-12,1,-2318.33084233974,2318.34,1,-2707.92468283401,2707.92,1,-2707.90737658703,2707.92
2009-02-13,0,-0,0,0,-0,0,1,-2805.0005126389,2805.01
2009-02-16,-1,2462.24219674405,-2462.25,-1,2854.44620003212,-2854.44,-1,2854.43173417294,-2854.44
2009-02-17,0,-0,0,-1,2738.58641559485,-2738.58,-1,2738.5716111627,-2738.58
2009-02-18,1,-2275.83106483902,2275.84,1,-2632.91538099954,2632.91,1,-2632.89890119658,2632.91
2009-02-19,1,-2298.40059196267,2298.41,1,-2687.49527599459,2687.49,1,-2687.47803853028,2687.49
2009-02-20,1,-2344.3108223818,2344.32,1,-2776.96528714152,2776.96,1,-2776.94817661835,2776.96
2009-02-23,1,-2410.4711642902,2410.48,1,-2871.79573213467,2871.79,1,-2871.77935780731,2871.79
2009-02-24,1,-2301.8403340919,2301.85,1,-2754.24568811963,2754.24,1,-2754.22834967319,2754.24
2009-02-25,-1,2304.24195282192,-2304.25,1,-2771.10564879959,2771.1,-1,2771.09031833267,-2771.1
2009-02-26,-1,2190.1829155252,-2190.19,-1,2571.28787967413,-2571.28,-1,2571.27513612323,-2571.28
2009-02-27,-1,2140.48290837978,-2140.49,-1,2416.95916672275,-2416.95,-1,2416.94677534648,-2416.95
2009-03-02,1,-2164.66075318657,2164.67,1,-2478.81641084158,2478.81,1,-2478.79912830641,2478.81
2009-03-03,1,-2142.14084646277,2142.15,1,-2499.83601127759,2499.83,1,-2499.81833729871,2499.83
2009-03-04,0,-0,0,-1,2651.41713023593,-2651.41,-1,2651.40125056243,-2651.41
2009-03-05,-1,2304.91172755332,-2304.92,0,-0,0,-1,2671.56101917079,-2671.57
2009-03-06,1,-2286.5710756427,2286.58,0,-0,0,1,-2653.46004722887,2653.47
2009-03-09,-1,2202.52165776352,-2202.53,-1,2536.01739507971,-2536.01,-1,2536.00183572106,-2536.01
2009-03-10,0,-0,0,1,-2601.42662930986,2601.42,1,-2601.41011431586,2601.42
2009-03-11,0,-0,0,1,-2587.37683950265,2587.37,1,-2587.36057258002,2587.37
2009-03-12,0,-0,0,1,-2597.23671320489,2597.23,1,-2597.22013093263,2597.23
2009-03-13,-1,2205.41167660899,-2205.42,-1,2569.63736303367,-2569.63,-1,2569.62177145104,-2569.63
2009-03-16,0,-0,0,-1,2603.06719000498,-2603.06,-1,2603.05129398899,-2603.06
2009-03-17,1,-2322.39106270714,2322.4,0,-0,0,1,-2699.58031318467,2699.59
2009-03-18,1,-2332.64102322388,2332.65,1,-2734.55662531682,2734.55,1,-2734.53954428959,2734.55
2009-03-19,1,-2382.55135345771,2382.56,0,-0,0,1,-2797.15059771034,2797.16
2009-03-20,1,-2379.83130225963,2379.84,-1,2784.11724162726,-2784.11,0,-0,0
2009-03-23,0,-0,0,-1,2843.88719326116,-2843.88,-1,2843.87114881483,-2843.88
2009-03-24,0,-0,0,0,-0,0,1,-2865.32074552295,2865.33
2009-03-25,-1,2401.32202163374,-2401.33,-1,2785.66746989953,-2785.66,-1,2785.65224686793,-2785.66
2009-03-26,-1,2479.78183412374,-2479.79,-1,2853.41736644739,-2853.41,-1,2853.40182851149,-2853.41
2009-03-27,0,-0,0,0,-0,0,0,-0,0
2009-03-30,0,-0,0,1,-2883.21661041687,2883.21,1,-2883.20018359699,2883.21
2009-03-31,0,-0,0,0,-0,0,1,-2914.12044336515,2914.13
2009-04-01,1,-2548.2112805414,2548.22,0,-0,0,1,-2962.83039194516,2962.84
2009-04-02,-1,2576.39178148008,-2576.4,-1,2965.74737888042,-2965.74,-1,2965.73176474997,-2965.74
2009-04-03,-1,2570.49220268736,-2570.5,-1,2934.25731530659,-2934.25,-1,2934.24205798076,-2934.25
2009-04-07,0,-0,0,1,-2968.52654277264,2968.52,1,-2968.50965025473,2968.52
2009-04-08,1,-2479.34110671701,2479.35,1,-2867.17669549719,2867.17,1,-2867.15965182918,2867.17
2009-04-09,0,-0,0,0,-0,0,0,-0,0
2009-04-10,1,-2595.52109821433,2595.53,0,-0,0,1,-3009.3698865205,3009.38
2009-04-13,0,-0,0,-1,3050.37722650129,-3050.37,-1,3050.36100740752,-3050.37
2009-04-14,1,-2676.86126181283,2676.87,1,-3099.43647161771,3099.43,1,-3099.41935958483,3099.43
2009-04-15,1,-2686.98095990229,2686.99,1,-3143.82639083313,3143.82,1,-3143.80878851723,3143.82
2009-04-16,0,-0,0,1,-3159.26662944528,3159.26,1,-3159.24978323606,3159.26
2009-04-17,0,-0,0,0,-0,0,0,-0,0
2009-04-20,1,-2707.66132179891,2707.67,1,-3205.88662674789,3205.88,1,-3205.86962986237,3205.88
2009-04-21,0,-0,0,1,-3205.08629965304,3205.08,1,-3205.0690412339,3205.08
2009-04-22,-1,2576.2723322517,-2576.28,-1,3042.64773948912,-3042.64,-1,3042.63277402929,-3042.64
2009-04-23,1,-2593.55128700715,2593.56,0,-0,0,1,-3059.70038106141,3059.71
2009-04-24,0,-0,0,0,-0,0,0,-0,0
2009-04-27,-1,2513.28221358162,-2513.29,-1,2916.11807377685,-2916.11,-1,2916.10315843603,-2916.11
2009-04-28,1,-2518.52159081898,2518.53,1,-2959.95668917465,2959.95,1,-2959.93976984945,2959.95
2009-04-29,-1,2605.36202241972,-2605.37,-1,3040.04749460165,-3040.04,-1,3040.0318126392,-3040.04
2009-04-30,1,-2622.92084036215,2622.93,1,-3086.22682017102,3086.22,1,-3086.20908414143,3086.22
2009-05-04,0,-0,0,0,-0,0,0,-0,0
2009-05-05,1,-2727.00137175186,2727.01,1,-3220.61697755681,3220.61,1,-3220.59997506656,3220.61
2009-05-06,1,-2764.97133944321,2764.98,0,-0,0,1,-3264.57034877787,3264.58
2009-05-07,-1,2767.07193891701,-2767.08,-1,3242.63750305481,-3242.63,-1,3242.62162612901,-3242.63
2009-05-08,-1,2789.21203787977,-2789.22,-1,3257.59731473444,-3257.59,-1,3257.5813735261,-3257.59
2009-05-11,-1,2725.312458925,-2725.32,-1,3134.57798868959,-3134.57,-1,3134.56292913689,-3134.57
2009-05-12,1,-2788.55133788506,2788.56,0,-0,0,1,-3212.13030198058,3212.14
2009-05-13,0,-0,0,0,-0,0,0,-0,0
2009-05-14,1,-2792.59103322817,2792.6,1,-3246.56682630605,3246.56,1,-3246.54901336624,3246.56
2009-05-15,0,-0,0,1,-3270.74704486766,3270.74,1,-3270.72999359176,3270.74
2009-05-18,0,-0,0,0,-0,0,1,-3295.64022491233,3295.65
2009-05-19,0,-0,0,0,-0,0,0,-0,0
2009-05-20,1,-2812.86114520732,2812.87,1,-3306.47712057318,3306.47,1,-3306.45967649385,3306.47
2009-05-21,0,-0,0,1,-3247.48703664028,3247.48,1,-3247.46985081532,3247.48
2009-05-22,0,-0,0,1,-3254.53698206198,3254.53,1,-3254.51990952949,3254.53
2009-05-25,1,-2752.71131278451,2752.72,0,-0,0,1,-3271.49000302166,3271.5
2009-05-26,0,-0,0,1,-3274.85657008977,3274.85,1,-3274.83891476668,3274.85
2009-05-27,-1,2759.70191733779,-2759.71,-1,3276.7576627205,-3276.75,-1,3276.74156015508,-3276.75
2009-06-01,-1,2858.33151784491,-2858.34,-1,3332.34752971575,-3332.34,-1,3332.33075499047,-3332.34
2009-06-02,1,-2865.09082442031,2865.1,1,-3353.92661243591,3353.92,1,-3353.90818626475,3353.92
2009-06-03,-1,2939.38138675307,-2939.39,-1,3380.19729426515,-3380.19,-1,3380.1800468388,-3380.19
2009-06-04,-1,2953.74110542858,-2953.75,-1,3375.87682051081,-3375.87,-1,3375.85880134313,-3375.87
2009-06-05,0,-0,0,0,-0,0,0,-0,0
2009-06-08,-1,2948.47116247035,-2948.48,-1,3350.24676414317,-3350.24,-1,3350.22874307228,-3350.24
2009-06-09,0,-0,0,0,-0,0,0,-0,0
2009-06-10,1,-2989.59044542242,2989.6,0,-0,0,1,-3403.19752749484,3403.21
2009-06-11,-1,2961.62078631547,-2961.63,1,-3383.00643739254,3383,0,-0,0
2009-06-12,0,-0,0,-1,3309.59671614156,-3309.59,-1,3309.57809040966,-3309.59
2009-06-15,-1,2966.18093260487,-2966.19,-1,3356.71678439288,-3356.71,-1,3356.69850778963,-3356.71
2009-06-16,1,-2961.21030584474,2961.22,0,-0,0,1,-3349.33740602195,3349.35
2009-06-17,1,-3010.58028373719,3010.59,0,-0,0,1,-3403.9473590055,3403.96
2009-06-18,-1,3057.42074606466,-3057.43,-1,3431.28677389725,-3431.28,-1,3431.26826029519,-3431.28
2009-06-19,-1,3079.99061019375,-3080,-1,3434.05672084217,-3434.05,-1,3434.03799606896,-3434.05
