date,signal_I1,I50_I1,I300_I1,signal_I2,I300_I2,I500_I2,signal_I3,I50_I3,I500_I3
2011-07-21,0,-0,0,-1,4784.39595534362,-4784.39,-1,4784.3513311998,-4784.39
2011-07-22,0,-0,0,0,-0,0,1,-4800.90086979821,4800.94
2011-07-25,-1,2968.27757497,-2968.29,-1,4613.73634949665,-4613.73,-1,4613.69318119644,-4613.73
2011-07-26,0,-0,0,0,-0,0,1,-4633.33149112706,4633.37
2011-07-27,1,-3000.03680434816,3000.05,1,-4710.38557864078,4710.38,1,-4710.34000556754,4710.38
2011-07-28,1,-2980.98688499596,2981,0,-0,0,1,-4680.86127271417,4680.9
2011-07-29,-1,2972.06771102039,-2972.08,-1,4628.32651042097,-4628.32,-1,4628.28358996012,-4628.32
2011-08-01,0,-0,0,0,-0,0,1,-4644.42128038189,4644.46
2011-08-02,0,-0,0,0,-0,0,0,-0,0
2011-08-03,0,-0,0,1,-4625.17588073796,4625.17,1,-4625.1310885145,4625.17
2011-08-04,0,-0,0,1,-4649.42589645549,4649.42,1,-4649.38107536654,4649.42
2011-08-05,1,-2897.40677679619,2897.42,0,-0,0,1,-4558.98074341124,4559.02
2011-08-08,-1,2793.88779701688,-2793.9,-1,4330.77736575822,-4330.77,-1,4330.73556309166,-4330.77
2011-08-09,-1,2798.17749921397,-2798.19,-1,4317.11678403162,-4317.11,-1,4317.07365387648,-4317.11
2011-08-10,1,-2824.10711760877,2824.12,1,-4378.70629151445,4378.7,1,-4378.66184603426,4378.7
2011-08-11,0,-0,0,1,-4454.39647507663,4454.39,1,-4454.35246038673,4454.39
2011-08-12,1,-2875.35696149353,2875.37,1,-4505.89614181365,4505.89,1,-4505.85114538153,4505.89
2011-08-15,-1,2917.8675192769,-2917.88,0,-0,0,-1,4571.68318859247,-4571.72
2011-08-16,0,-0,0,0,-0,0,-1,4533.28315124535,-4533.32
2011-08-17,0,-0,0,0,-0,0,-1,4513.44297666549,-4513.48
2011-08-18,0,-0,0,0,-0,0,0,-0,0
2011-08-19,0,-0,0,0,-0,0,0,-0,0
2011-08-22,0,-0,0,1,-4363.96636022634,4363.96,1,-4363.92237362062,4363.96
2011-08-23,0,-0,0,0,-0,0,0,-0,0
2011-08-24,1,-2810.00679078618,2810.02,1,-4427.98643273754,4427.98,1,-4427.94161138997,4427.98
2011-08-25,-1,2903.82727454846,-2903.84,-1,4520.17687437723,-4520.17,-1,4520.13334755636,-4520.17
2011-08-26,0,-0,0,1,-4530.42604003989,4530.42,1,-4530.38053089951,4530.42
2011-08-29,1,-2852.79625047542,2852.81,1,-4490.16565469098,4490.16,1,-4490.1187692124,4490.16
2011-08-30,-1,2841.72687570525,-2841.74,-1,4451.73636788244,-4451.73,-1,4451.69143481484,-4451.73
2011-08-31,0,-0,0,-1,4430.54645994777,-4430.54,-1,4430.50146156405,-4430.54
2011-09-01,-1,2834.5269370035,-2834.54,-1,4395.07632169981,-4395.07,-1,4395.03135761147,-4395.07
2011-09-02,0,-0,0,0,-0,0,0,-0,0
2011-09-05,-1,2743.80694380261,-2743.82,-1,4238.07637350032,-4238.07,-1,4238.03145036725,-4238.07
2011-09-06,-1,2723.28705115232,-2723.3,0,-0,0,-1,4204.87122509194,-4204.91
2011-09-07,0,-0,0,1,-4306.36605739864,4306.36,1,-4306.32026780542,4306.36
2011-09-08,0,-0,0,-1,4260.15641527289,-4260.15,-1,4260.11133321386,-4260.15
2011-09-09,-1,2751.08698929646,-2751.1,-1,4233.75653195359,-4233.75,-1,4233.71183615546,-4233.75
2011-09-13,0,-0,0,-1,4164.29664037053,-4164.29,-1,4164.25195891311,-4164.29
2011-09-14,1,-2733.09659586448,2733.11,1,-4212.13599037156,4212.13,1,-4212.08990763386,4212.13
2011-09-15,1,-2729.03655904143,2729.05,1,-4215.50623418028,4215.5,1,-4215.46040756349,4215.5
2011-09-16,0,-0,0,0,-0,0,-1,4214.78146281108,-4214.82
2011-09-19,0,-0,0,0,-0,0,0,-0,0
2011-09-20,0,-0,0,0,-0,0,0,-0,0
2011-09-21,0,-0,0,0,-0,0,0,-0,0
2011-09-22,0,-0,0,0,-0,0,1,-4151.76043662053,4151.8
2011-09-23,0,-0,0,-1,4117.73642549286,-4117.73,-1,4117.69122211772,-4117.73
2011-09-26,1,-2610.90576727887,2610.92,1,-4051.43581660693,4051.43,1,-4051.38815421685,4051.43
2011-09-27,-1,2637.86657095962,-2637.88,-1,4068.23647168312,-4068.23,-1,4068.19093485146,-4068.23
2011-09-28,0,-0,0,-1,3999.78656810906,-3999.78,-1,3999.74108647144,-3999.78
2011-09-29,-1,2588.17688508881,-2588.19,-1,3871.06780261954,-3871.06,-1,3871.02423000611,-3871.06
2011-09-30,0,-0,0,0,-0,0,0,-0,0
2011-10-10,0,-0,0,1,-3832.58618278288,3832.58,1,-3832.53981362535,3832.58
2011-10-11,-1,2551.97692743023,-2551.99,0,-0,0,-1,3817.89115581565,-3817.93
2011-10-12,0,-0,0,0,-0,0,-1,3950.62024993252,-3950.66
2011-10-13,0,-0,0,1,-4001.85600899574,4001.85,1,-4001.80908526427,4001.85
2011-10-14,-1,2653.76659787824,-2653.78,0,-0,0,-1,3985.15047650285,-3985.19
2011-10-17,0,-0,0,0,-0,0,-1,3997.08049989184,-3997.12
2011-10-18,0,-0,0,0,-0,0,-1,3876.98057891049,-3877.02
2011-10-19,-1,2583.06671556556,-2583.08,-1,3854.17655421447,-3854.17,-1,3854.13095520698,-3854.17
2011-10-20,-1,2520.51690683022,-2520.53,-1,3740.4768681874,-3740.47,-1,3740.43187777709,-3740.47
2011-10-21,-1,2507.86711195242,-2507.88,-1,3671.70741621423,-3671.7,-1,3671.66321612125,-3671.7
2011-10-24,-1,2576.6566942617,-2576.67,-1,3736.76692064309,-3736.76,-1,3736.72143604492,-3736.76
2011-10-25,1,-2625.41597359558,2625.43,1,-3842.98602432821,3842.98,1,-3842.93825260529,3842.98
2011-10-26,0,-0,0,0,-0,0,1,-3884.34981433485,3884.39
2011-10-27,-1,2657.46670462108,-2657.48,0,-0,0,-1,3888.95060057707,-3888.99
2011-10-28,0,-0,0,1,-3978.80640953436,3978.8,1,-3978.75972656341,3978.8
2011-10-31,1,-2695.29617554387,2695.31,1,-3999.36599285746,3999.36,1,-3999.31837693711,3999.36
2011-11-01,0,-0,0,0,-0,0,-1,3999.79025821539,-3999.83
2011-11-02,0,-0,0,0,-0,0,1,-4072.73991012442,4072.78
2011-11-03,1,-2744.28606878942,2744.3,1,-4097.62628390017,4097.62,1,-4097.57882611526,4097.62
2011-11-04,0,-0,0,0,-0,0,0,-0,0
2011-11-07,0,-0,0,1,-4114.77619395157,4114.77,1,-4114.72880018391,4114.77
2011-11-08,-1,2727.69658821538,-2727.71,-1,4057.55715775147,-4057.55,-1,4057.51151397221,-4057.55
2011-11-09,0,-0,0,1,-4126.00618657522,4126,1,-4125.95880417083,4126
2011-11-10,1,-2699.57603271127,2699.59,1,-4064.37632159175,4064.37,1,-4064.32873928203,4064.37
2011-11-11,0,-0,0,0,-0,0,0,-0,0
2011-11-14,0,-0,0,1,-4159.57641876216,4159.57,1,-4159.52935388749,4159.57
2011-11-15,1,-2744.66607371758,2744.68,1,-4192.67603277308,4192.67,1,-4192.62808525315,4192.67
2011-11-16,0,-0,0,1,-4088.32638711396,4088.32,1,-4088.27877621602,4088.32
2011-11-17,0,-0,0,0,-0,0,1,-4079.49909748258,4079.54
2011-11-18,-1,2606.48675348286,-2606.5,-1,3963.26714147212,-3963.26,-1,3963.22156490412,-3963.26
2011-11-21,0,-0,0,0,-0,0,0,-0,0
2011-11-22,0,-0,0,-1,3957.93680670858,-3957.93,-1,3957.89017921213,-3957.93
2011-11-23,1,-2583.99601776533,2584.01,1,-3942.70627233145,3942.7,1,-3942.65841653858,3942.7
2011-11-24,0,-0,0,-1,3935.27684055729,-3935.27,-1,3935.23010255445,-3935.27
2011-11-25,0,-0,0,0,-0,0,1,-3911.31931309273,3911.36
2011-11-28,0,-0,0,0,-0,0,0,-0,0
2011-11-29,0,-0,0,1,-3980.62647388035,3980.62,1,-3980.57916655268,3980.62
2011-11-30,-1,2521.50659778394,-2521.52,-1,3819.94733295933,-3819.94,-1,3819.90167111513,-3819.94
2011-12-01,-1,2583.59658925204,-2583.61,-1,3897.02704689979,-3897.02,-1,3896.98099335165,-3897.02
2011-12-02,-1,2557.29661395894,-2557.31,-1,3817.04752034126,-3817.04,-1,3817.00195841927,-3817.04
2011-12-05,-1,2521.37697453022,-2521.39,-1,3692.23829928192,-3692.23,-1,3692.19383403819,-3692.23
2011-12-06,0,-0,0,0,-0,0,1,-3691.75983414548,3691.8
2011-12-07,-1,2528.21647653976,-2528.23,0,-0,0,-1,3702.06081486709,-3702.1
2011-12-08,0,-0,0,0,-0,0,0,-0,0
2011-12-09,-1,2503.44648122903,-2503.46,0,-0,0,-1,3663.80074877296,-3663.84
2011-12-12,-1,2477.67647506402,-2477.69,-1,3616.09737045814,-3616.09,-1,3616.05097667702,-3616.09
2011-12-13,-1,2421.91663175399,-2421.93,-1,3490.40825653368,-3490.4,-1,3490.36302232028,-3490.4
2011-12-14,-1,2397.4668430596,-2397.48,-1,3423.47815195246,-3423.47,-1,3423.43297934095,-3423.47
2011-12-15,0,-0,0,-1,3329.57793360087,-3329.57,-1,3329.53196952588,-3329.57
2011-12-16,1,-2390.11629982297,2390.13,1,-3427.21738293616,3427.21,1,-3427.17048573816,3427.21
2011-12-19,0,-0,0,1,-3434.84757104946,3434.84,1,-3434.80119647537,3434.84
2011-12-20,-1,2377.05674234626,-2377.07,0,-0,0,-1,3424.41211730355,-3424.45
2011-12-21,-1,2339.09691868307,-2339.11,-1,3342.40848953511,-3342.4,-1,3342.36366148097,-3342.4
2011-12-22,0,-0,0,-1,3298.72883909404,-3298.72,-1,3298.68407283437,-3298.72
2011-12-23,0,-0,0,0,-0,0,1,-3327.3517585417,3327.39
2011-12-26,0,-0,0,1,-3308.0776943762,3308.07,1,-3308.0314227417,3308.07
2011-12-27,-1,2305.01728796325,-2305.03,-1,3224.1588859004,-3224.15,-1,3224.11474757612,-3224.15
2011-12-28,0,-0,0,-1,3207.40851020826,-3207.4,-1,3207.36322232786,-3207.4
2011-12-29,0,-0,0,0,-0,0,0,-0,0
2011-12-30,0,-0,0,1,-3266.77795461079,3266.77,1,-3266.73173471491,3266.77
2012-01-04,-1,2298.7374370538,-2298.75,-1,3192.23840314458,-3192.23,-1,3192.19382464914,-3192.23
2012-01-05,-1,2276.37782469954,-2276.39,-1,3074.38020000921,-3074.37,-1,3074.33739201028,-3074.37
2012-01-06,0,-0,0,0,-0,0,-1,3087.51297781394,-3087.55
2012-01-09,1,-2368.55676793873,2368.57,1,-3212.9083585005,3212.9,1,-3212.86212887691,3212.9
2012-01-10,1,-2447.33675694128,2447.35,1,-3345.39852983238,3345.39,1,-3345.35232878412,3345.39
2012-01-11,0,-0,0,1,-3346.74863748942,3346.74,1,-3346.70299190494,3346.74
2012-01-12,-1,2435.20755178218,-2435.22,0,-0,0,-1,3345.77424542439,-3345.81
2012-01-13,-1,2394.31796075758,-2394.33,-1,3233.71019578467,-3233.7,-1,3233.66706772961,-3233.7
2012-01-16,-1,2345.63798989466,-2345.65,-1,3130.57014263954,-3130.56,-1,3130.52679467494,-3130.56
2012-01-17,1,-2460.58741469598,2460.6,1,-3304.88940344859,3304.88,1,-3304.844449997,3304.88
2012-01-18,-1,2422.17804886165,-2422.19,-1,3237.8600847221,-3237.85,-1,3237.81662545968,-3237.85
2012-01-19,0,-0,0,-1,3270.77014478529,-3270.76,-1,3270.72650347054,-3270.76
2012-01-20,0,-0,0,0,-0,0,0,-0,0
2012-01-30,0,-0,0,1,-3292.41892389798,3292.41,1,-3292.3737492307,3292.41
2012-01-31,0,-0,0,0,-0,0,0,-0,0
2012-02-01,1,-2428.97732856502,2428.99,1,-3266.23908662252,3266.23,1,-3266.19361153155,3266.23
2012-02-02,-1,2486.22778460637,-2486.24,-1,3328.15955438886,-3328.15,-1,3328.1151543847,-3328.15
2012-02-03,0,-0,0,1,-3383.05891700483,3383.05,1,-3383.01315640964,3383.05
2012-02-06,1,-2504.30713998979,2504.32,1,-3412.41885060375,3412.41,1,-3412.37278001544,3412.41
2012-02-07,0,-0,0,0,-0,0,1,-3356.80382637156,3356.84
2012-02-08,0,-0,0,0,-0,0,-1,3445.48422221508,-3445.52
2012-02-09,1,-2529.2171827198,2529.23,1,-3469.85889991288,3469.85,1,-3469.81290042412,3469.85
2012-02-10,0,-0,0,1,-3488.23907046522,3488.23,1,-3488.19333996091,3488.23
2012-02-13,1,-2531.96695128385,2531.98,1,-3519.888722891,3519.88,1,-3519.84211218977,3519.88
2012-02-14,0,-0,0,1,-3524.62893915933,3524.62,1,-3524.58288992508,3524.62
2012-02-15,1,-2549.59713629082,2549.61,1,-3578.15903846907,3578.15,1,-3578.1129629865,3578.15
2012-02-16,0,-0,0,1,-3577.20896153582,3577.2,1,-3577.16297355896,3577.2
2012-02-17,0,-0,0,-1,3565.31944989589,-3565.31,-1,3565.27428679888,-3565.31
2012-02-20,0,-0,0,0,-0,0,0,-0,0
2012-02-21,1,-2562.43715919199,2562.45,1,-3618.30906975112,3618.3,1,-3618.26301516161,3618.3
2012-02-22,1,-2597.46702989696,2597.48,1,-3689.0090281507,3689,1,-3688.96267061068,3689
2012-02-23,0,-0,0,0,-0,0,0,-0,0
2012-02-24,0,-0,0,0,-0,0,0,-0,0
2012-02-27,1,-2656.55727626404,2656.57,0,-0,0,0,-0,0
2012-02-28,-1,2662.44771227226,-2662.46,-1,3745.58969797269,-3745.58,-1,3745.5449964857,-3745.58
2012-02-29,0,-0,0,-1,3696.1494809957,-3696.14,-1,3696.10436349193,-3696.14
2012-03-01,0,-0,0,1,-3715.67904052354,3715.67,1,-3715.6329622939,3715.67
2012-03-02,1,-2679.91723975762,2679.93,1,-3794.42921067912,3794.42,1,-3794.38323151325,3794.42
2012-03-05,1,-2662.68731227904,2662.7,1,-3798.38894342687,3798.38,1,-3798.34273689718,3798.38
2012-03-06,1,-2621.03717215925,2621.05,1,-3760.58894000751,3760.58,1,-3760.54250523424,3760.58
2012-03-07,1,-2602.98709236726,2603,0,-0,0,1,-3732.67314309424,3732.71
2012-03-08,0,-0,0,1,-3791.83912071077,3791.83,1,-3791.79311758995,3791.83
2012-03-09,1,-2664.28712236278,2664.3,1,-3848.11911817462,3848.11,1,-3848.07278094761,3848.11
2012-03-12,1,-2654.38697653114,2654.4,1,-3871.12876413825,3871.12,1,-3871.08171534821,3871.12
2012-03-13,0,-0,0,0,-0,0,0,-0,0
2012-03-14,-1,2605.09831193031,-2605.11,-1,3734.33073364173,-3734.32,-1,3734.28756948679,-3734.32
2012-03-15,0,-0,0,-1,3689.02007131509,-3689.01,-1,3688.97495977844,-3689.01
2012-03-16,1,-2623.50737710421,2623.52,1,-3786.62933749695,3786.62,1,-3786.58312321154,3786.62
2012-03-19,1,-2629.99740493353,2630.01,1,-3829.70949734865,3829.7,1,-3829.66344241827,3829.7
2012-03-20,-1,2584.43812165355,-2584.45,-1,3746.29032040102,-3746.28,-1,3746.24621738834,-3746.28
2012-03-21,0,-0,0,1,-3760.05993310693,3760.05,1,-3760.01489522608,3760.05
2012-03-22,-1,2583.73796811563,-2583.75,-1,3742.40024961693,-3742.39,-1,3742.35582333051,-3742.39
2012-03-23,-1,2552.92823087177,-2552.94,-1,3670.14058980863,-3670.13,-1,3670.0968374596,-3670.13
2012-03-26,0,-0,0,0,-0,0,-1,3666.2455942544,-3666.28
2012-03-27,-1,2547.12806061506,-2547.14,0,-0,0,-1,3652.84573005052,-3652.88
2012-03-28,-1,2474.88850254473,-2474.9,-1,3490.02162543556,-3490.01,-1,3489.97914898062,-3490.01
2012-03-29,0,-0,0,-1,3425.71106135656,-3425.7,-1,3425.66739729938,-3425.7
2012-03-30,-1,2454.88843068934,-2454.9,-1,3416.87112406403,-3416.86,-1,3416.82789210393,-3416.86
2012-04-05,1,-2512.81762762975,2512.83,1,-3531.56038229039,3531.55,1,-3531.51507147117,3531.55
2012-04-06,0,-0,0,1,-3554.04073032811,3554.03,1,-3553.99632070818,3554.03
2012-04-09,0,-0,0,0,-0,0,-1,3512.87724068207,-3512.91
2012-04-10,0,-0,0,0,-0,0,1,-3554.00665241666,3554.04
2012-04-11,0,-0,0,1,-3566.49077263785,3566.48,1,-3566.44647447992,3566.48
2012-04-12,0,-0,0,0,-0,0,0,-0,0
2012-04-13,0,-0,0,1,-3675.04068747245,3675.03,1,-3674.99632837773,3675.03
2012-04-16,0,-0,0,1,-3685.49068306983,3685.48,1,-3685.44621604397,3685.48
2012-04-17,0,-0,0,0,-0,0,-1,3631.52735525398,-3631.56
2012-04-18,0,-0,0,0,-0,0,0,-0,0
2012-04-19,-1,2596.04832387283,-2596.06,0,-0,0,-1,3704.6774279852,-3704.71
2012-04-20,0,-0,0,-1,3736.37114846279,-3736.36,-1,3736.3274676805,-3736.36
2012-04-23,0,-0,0,-1,3691.58122806463,-3691.57,-1,3691.53732022204,-3691.57
2012-04-24,-1,2604.8584662628,-2604.87,-1,3666.41135692563,-3666.4,-1,3666.36817833599,-3666.4
2012-04-25,1,-2625.97786689988,2625.99,1,-3718.92072420248,3718.91,1,-3718.87598322185,3718.91
2012-04-26,0,-0,0,-1,3700.04142923277,-3700.03,-1,3699.99767343367,-3700.03
2012-04-27,-1,2626.1482309709,-2626.16,-1,3664.65146716972,-3664.64,-1,3664.60801376037,-3664.64
2012-05-02,0,-0,0,-1,3718.27129075379,-3718.26,-1,3718.2274137979,-3718.26
2012-05-03,0,-0,0,0,-0,0,1,-3733.78627094883,3733.82
2012-05-04,1,-2715.86788738639,2715.88,-1,3758.01103773517,-3758,0,-0,0
2012-05-07,1,-2717.76754518619,2717.78,1,-3784.57058421966,3784.56,1,-3784.52514841528,3784.56
2012-05-08,0,-0,0,1,-3783.48074877174,3783.47,1,-3783.43626154276,3783.47
2012-05-09,0,-0,0,0,-0,0,0,-0,0
2012-05-10,0,-0,0,1,-3731.1406663945,3731.13,1,-3731.09603481721,3731.13
2012-05-11,0,-0,0,1,-3715.40065564586,3715.39,1,-3715.3560379661,3715.39
2012-05-14,0,-0,0,1,-3710.11041963247,3710.1,1,-3710.06549366501,3710.1
2012-05-15,0,-0,0,0,-0,0,0,-0,0
2012-05-16,0,-0,0,1,-3660.32048977478,3660.31,1,-3660.27590286085,3660.31
2012-05-17,0,-0,0,0,-0,0,0,-0,0
2012-05-18,0,-0,0,0,-0,0,-1,3655.82642270387,-3655.86
2012-05-21,0,-0,0,-1,3653.56100356686,-3653.55,-1,3653.51686391161,-3653.55
2012-05-22,0,-0,0,0,-0,0,0,-0,0
2012-05-23,0,-0,0,1,-3708.93048587885,3708.92,1,-3708.88567796156,3708.92
2012-05-24,0,-0,0,0,-0,0,-1,3678.05639010063,-3678.09
2012-05-25,0,-0,0,-1,3635.53087119657,-3635.52,-1,3635.48677062464,-3635.52
2012-05-28,1,-2614.67805330199,2614.69,0,-0,0,0,-0,0
2012-05-29,0,-0,0,0,-0,0,1,-3745.64604988509,3745.68
2012-05-30,0,-0,0,1,-3752.23041338142,3752.22,1,-3752.18573961389,3752.22
2012-05-31,1,-2632.02790348373,2632.04,1,-3753.60043341595,3753.59,1,-3753.55526189134,3753.59
2012-06-01,0,-0,0,-1,3744.45081493006,-3744.44,-1,3744.40669307613,-3744.44
2012-06-04,0,-0,0,-1,3621.82106658601,-3621.81,-1,3621.77731627085,-3621.81
2012-06-05,0,-0,0,0,-0,0,-1,3617.57684961513,-3617.61
2012-06-06,-1,2557.38853957023,-2557.4,-1,3600.1710414438,-3600.16,-1,3600.12737513835,-3600.16
2012-06-07,0,-0,0,0,-0,0,0,-0,0
2012-06-08,1,-2524.31786252939,2524.33,1,-3564.17065578577,3564.16,1,-3564.12560448228,3564.16
2012-06-11,1,-2558.24796500613,2558.26,1,-3630.3205699381,3630.31,1,-3630.27551808947,3630.31
2012-06-12,0,-0,0,0,-0,0,0,-0,0
2012-06-13,0,-0,0,1,-3674.89074291154,3674.88,1,-3674.84620151119,3674.88
2012-06-14,0,-0,0,0,-0,0,1,-3652.67626239271,3652.71
2012-06-15,-1,2568.03858712066,-2568.05,-1,3649.001074713,-3648.99,-1,3648.9574303314,-3648.99
2012-06-18,0,-0,0,1,-3684.7406186502,3684.73,1,-3684.69578474299,3684.73
2012-06-19,-1,2558.60844679085,-2558.62,0,-0,0,0,-0,0
2012-06-20,0,-0,0,-1,3636.10107478534,-3636.09,-1,3636.05712313119,-3636.09
2012-06-21,0,-0,0,1,-3590.85061775036,3590.84,1,-3590.80593875816,3590.84
2012-06-25,-1,2456.5087751466,-2456.52,-1,3493.13123751131,-3493.12,-1,3493.08793286475,-3493.12
2012-06-26,0,-0,0,0,-0,0,0,-0,0
2012-06-27,0,-0,0,0,-0,0,0,-0,0
2012-06-28,0,-0,0,-1,3427.83129928645,-3427.82,-1,3427.7875988744,-3427.82
2012-06-29,0,-0,0,0,-0,0,-1,3470.9371851803,-3470.97
2012-07-02,1,-2465.22808323047,2465.24,1,-3509.51041928905,3509.5,1,-3509.46517490503,3509.5
2012-07-03,0,-0,0,0,-0,0,0,-0,0
2012-07-04,-1,2464.9085860292,-2464.92,-1,3497.76118493214,-3497.75,-1,3497.71746140235,-3497.75
2012-07-05,-1,2430.35872534283,-2430.37,-1,3418.21163097778,-3418.2,-1,3418.16848723205,-3418.2
2012-07-06,1,-2472.59787682513,2472.61,1,-3486.5610128289,3486.55,1,-3486.51595165952,3486.55
2012-07-09,1,-2416.02817403623,2416.04,-1,3398.81135416088,-3398.8,0,-0,0
2012-07-10,0,-0,0,-1,3365.68159055148,-3365.67,-1,3365.63812859844,-3365.67
2012-07-11,1,-2425.55816464627,2425.57,1,-3404.111067542,3404.1,1,-3404.06645083892,3404.1
2012-07-12,1,-2449.16803622384,2449.18,1,-3450.31109113858,3450.3,1,-3450.26626528339,3450.3
2012-07-13,-1,2450.61866546732,-2450.63,-1,3435.0915961332,-3435.08,-1,3435.04819550762,-3435.08
2012-07-16,-1,2399.71900291301,-2399.73,-1,3311.1025788125,-3311.09,-1,3311.06054089531,-3311.09
2012-07-17,0,-0,0,0,-0,0,0,-0,0
2012-07-18,1,-2414.32836792709,2414.34,1,-3352.86135237691,3352.85,1,-3352.81706212179,3352.85
2012-07-19,0,-0,0,1,-3392.67125491371,3392.66,1,-3392.62725882756,3392.66
2012-07-20,0,-0,0,1,-3369.92141485426,3369.91,1,-3369.87766112949,3369.91
2012-07-23,1,-2365.41810669976,2365.43,1,-3337.87132455982,3337.86,1,-3337.82663595576,3337.86
2012-07-24,0,-0,0,1,-3361.1014442334,3361.09,1,-3361.05711425507,3361.09
2012-07-25,-1,2360.06881320648,-2360.08,0,-0,0,-1,3332.04844019142,-3332.08
2012-07-26,-1,2347.47878725742,-2347.49,-1,3302.3518478028,-3302.34,-1,3302.30863098851,-3302.34
2012-07-27,-1,2349.09874287296,-2349.11,-1,3283.60201073779,-3283.59,-1,3283.55886362399,-3283.59
2012-07-30,-1,2335.77875251932,-2335.79,-1,3217.46260007452,-3217.45,-1,3217.41999191957,-3217.45
2012-07-31,-1,2332.90891693698,-2332.92,-1,3159.20275941001,-3159.19,-1,3159.16033642354,-3159.19
2012-08-01,1,-2358.63828389935,2358.65,1,-3216.19144031273,3216.18,1,-3216.14672409313,3216.18
2012-08-02,-1,2334.8688493718,-2334.88,1,-3195.87157322141,3195.86,0,-0,0
2012-08-03,1,-2353.7282535145,2353.74,1,-3259.87120139206,3259.86,1,-3259.82610630833,3259.86
2012-08-06,1,-2385.59835286397,2385.61,1,-3337.28144597816,3337.27,1,-3337.2366515101,3337.27
2012-08-07,0,-0,0,1,-3368.26157465764,3368.25,1,-3368.21707702233,3368.25
2012-08-08,-1,2389.78884351369,-2389.8,-1,3356.50226710353,-3356.49,-1,3356.45898564845,-3356.49
2012-08-09,1,-2411.68834526288,2411.7,1,-3405.07178074581,3405.06,1,-3405.02722751169,3405.06
2012-08-10,0,-0,0,1,-3395.86194040658,3395.85,0,-0,0
2012-08-13,0,-0,0,-1,3318.11232456831,-3318.1,-1,3318.06880975669,-3318.1
2012-08-14,0,-0,0,1,-3349.59171810008,3349.58,1,-3349.54734100467,3349.58
2012-08-15,1,-2331.60829329655,2331.62,0,-0,0,1,-3310.80804924634,3310.84
2012-08-16,0,-0,0,0,-0,0,-1,3286.7989114795,-3286.83
2012-08-17,-1,2313.46887273916,-2313.48,1,-3286.79200674116,3286.78,0,-0,0
2012-08-20,0,-0,0,1,-3289.45176834779,3289.44,1,-3289.4073870087,3289.44
2012-08-21,1,-2313.68825031617,2313.7,1,-3335.76163186525,3335.75,1,-3335.71668068354,3335.75
2012-08-22,-1,2295.57892309004,-2295.59,0,-0,0,-1,3306.07894013447,-3306.11
2012-08-23,0,-0,0,1,-3328.00196630393,3327.99,1,-3327.95795143506,3327.99
2012-08-24,-1,2275.66925218994,-2275.68,-1,3265.7627643293,-3265.75,-1,3265.72034266426,-3265.75
2012-08-27,0,-0,0,-1,3184.34267664573,-3184.33,-1,3184.29958103777,-3184.33
2012-08-28,-1,2238.39903452966,-2238.41,0,-0,0,-1,3200.95920886639,-3200.99
2012-08-29,0,-0,0,1,-3179.5521098633,3179.54,1,-3179.50822581929,3179.54
2012-08-30,-1,2211.35913761224,-2211.37,-1,3129.51331868094,-3129.5,-1,3129.47108699233,-3129.5
2012-08-31,1,-2204.8583512416,2204.87,1,-3139.51197601253,3139.5,1,-3139.4672249485,3139.5
2012-09-03,1,-2228.35821892723,2228.37,1,-3200.32192394241,3200.31,1,-3200.27680802338,3200.31
2012-09-04,-1,2204.39899666545,-2204.41,0,-0,0,-1,3164.79908694477,-3164.83
2012-09-05,1,-2199.86820555602,2199.88,1,-3181.81197084983,3181.8,1,-3181.76678846076,3181.8
2012-09-06,0,-0,0,1,-3217.95227809754,3217.94,1,-3217.90812180981,3217.94
2012-09-07,0,-0,0,-1,3334.67257427569,-3334.66,-1,3334.62864727289,-3334.66
2012-09-10,1,-2326.65838331248,2326.67,1,-3363.6117996018,3363.6,1,-3363.56666034122,3363.6
2012-09-11,1,-2311.87838657418,2311.89,1,-3350.10191598005,3350.09,1,-3350.05689302172,3350.09
2012-09-12,0,-0,0,1,-3376.13181440113,3376.12,1,-3376.08682177405,3376.12
2012-09-13,-1,2298.44892148663,-2298.46,-1,3329.31242233779,-3329.3,-1,3329.26866497962,-3329.3
2012-09-14,-1,2315.52893041096,-2315.54,-1,3338.05239125994,-3338.04,-1,3338.00857954184,-3338.04
2012-09-17,-1,2258.69919531039,-2258.71,-1,3237.71262321538,-3237.7,-1,3237.66933831716,-3237.7
2012-09-18,0,-0,0,1,-3224.27177522113,3224.26,1,-3224.22695492493,3224.26
2012-09-19,1,-2246.22858382611,2246.24,1,-3255.88189319526,3255.87,1,-3255.83693076805,3255.87
2012-09-20,-1,2195.93938122582,-2195.95,-1,3161.77283419375,-3161.76,-1,3161.72990020279,-3161.76
2012-09-21,0,-0,0,-1,3143.722852386,-3143.71,-1,3143.67951771551,-3143.71
2012-09-24,1,-2215.50875939997,2215.52,0,-0,0,1,-3167.12806265293,3167.16
2012-09-25,-1,2210.13917847304,-2210.15,-1,3144.42271202923,-3144.41,-1,3144.37929087778,-3144.41
2012-09-26,-1,2184.87933976036,-2184.89,-1,3072.00333940522,-3071.99,-1,3071.96067042788,-3071.99
2012-09-27,0,-0,0,-1,3141.09278861195,-3141.08,-1,3141.04911352731,-3141.08
2012-09-28,1,-2293.09889083961,2293.11,0,-0,0,1,-3199.717907102,3199.75
2012-10-08,0,-0,0,1,-3183.37193658117,3183.36,1,-3183.32743461678,3183.36
