date,signal_I1,HSI_I1,HSCEI_I1,signal_I2,NKY_I2,TPX_I2,signal_I3,TAMSCI_I3,TWSE_I3
2008-09-15,0,-0,0,-1,1177.18823245728,-1177.2,0,-0,0
2008-09-16,-1,9236.58095103233,-9236.58,1,-1117.65531538321,1117.57,1,-5756.00681490321,5756.59
2008-09-17,-1,8665.15099592177,-8665.15,1,-1122.04595795476,1121.43,1,-5800.27879698326,5800.87
2008-09-18,0,-0,0,-1,1097.64623257831,-1097.68,1,-5641.36492974038,5641.95
2008-09-19,1,-9974.6709090059,9974.67,-1,1148.48825716065,-1149.12,1,-5969.78345982142,5970.38
2008-09-22,1,-10227.3810244915,10227.38,-1,1168.45785964714,-1168.69,-1,6110.00424835821,-6110.6
2008-09-23,-1,9704.50109878073,-9704.5,-1,1168.67596777501,-1168.69,-1,6181.61649327825,-6182.21
2008-09-24,0,-0,0,1,-1168.15459587372,1167.97,-1,6131.99706444056,-6132.6
2008-09-25,0,-0,0,1,-1154.17906389157,1153.95,1,-6060.23335812396,6060.83
2008-09-26,0,-0,0,-1,1147.60309923624,-1147.89,1,-5929.03812541249,5929.63
2008-09-29,-1,8955.26116365372,-8955.26,1,-1128.20761478946,1127.87,0,-0,0
2008-09-30,0,-0,0,-1,1087.01957999363,-1087.41,-1,5718.67702330861,-5719.28
2008-10-01,0,-0,0,-1,1100.8848739685,-1101.13,-1,5763.40560513482,-5764.01
2008-10-02,1,-9331.05105067221,9331.05,1,-1077.19590432328,1076.97,-1,5703.10520623629,-5703.72
2008-10-03,0,-0,0,1,-1048.56941239646,1047.97,-1,5741.61972130824,-5742.23
2008-10-06,-1,8416.90118278205,-8416.9,1,-999.435197733911,999.05,-1,5505.05821390688,-5505.7
2008-10-07,0,-0,0,-1,976.91679876889,-977.61,1,-5524.02595165825,5524.66
2008-10-08,-1,7452.74134068545,-7452.74,-1,897.667648108458,-899.01,-1,5205.74048546385,-5206.4
2008-10-09,0,-0,0,-1,903.95108086272,-905.11,1,-5130.05999913358,5130.71
2008-10-10,-1,7135.80126970646,-7135.8,-1,838.079118401392,-840.86,0,-0,0
2008-10-13,1,-8083.43124619174,8083.43,-1,840.541534884419,-840.86,1,-5019.79169789459,5020.44
2008-10-14,1,-8435.46130461528,8435.46,1,-956.587027459382,956.3,1,-5290.89368969985,5291.56
2008-10-15,-1,7894.06140989038,-7894.06,1,-956.52330975181,955.51,0,-0,0
2008-10-16,-1,7363.39145884287,-7363.39,-1,862.591573281365,-864.52,-1,5075.291900051,-5075.97
2008-10-17,0,-0,0,-1,893.479502950178,-894.29,-1,4959.71532283717,-4960.4
2008-10-20,1,-7441.13138631935,7441.13,-1,927.186280535662,-927.37,-1,4931.1513132422,-4931.84
2008-10-21,0,-0,0,1,-956.781254519285,956.64,-1,4942.02339516322,-4942.72
2008-10-22,-1,6700.87155986882,-6700.87,1,-889.511303043892,889.23,-1,4861.88854889031,-4862.59
2008-10-23,-1,6403.15150867656,-6403.15,-1,871.244473012407,-871.7,-1,4729.79774003018,-4730.51
2008-10-24,-1,5802.71155641606,-5802.71,-1,803.672588755026,-806.11,-1,4578.90319102167,-4579.62
2008-10-27,-1,4990.08165473615,-4990.08,1,-747.349465914622,746.46,-1,4366.11780348104,-4366.87
2008-10-28,0,-0,0,1,-785.471509625519,784.03,-1,4399.22370018809,-4399.97
2008-10-29,1,-5786.7115397731,5786.71,1,-832.141859149164,830.32,1,-4405.77634180532,4406.52
2008-10-30,1,-6764.04160501975,6764.04,1,-900.900350489844,899.37,1,-4682.88464976861,4683.64
2008-10-31,0,-0,0,-1,865.87744962802,-867.12,1,-4869.87800949911,4870.66
2008-11-03,0,-0,0,-1,866.985505217017,-867.12,-1,4994.27421830798,-4995.06
2008-11-04,0,-0,0,1,-911.730393327386,910.7,1,-4991.84771192707,4992.63
2008-11-05,1,-7225.69167357254,7225.69,-1,965.597431394023,-966.91,1,-4977.47816037873,4978.26
2008-11-06,-1,6599.50184431013,-6599.5,-1,908.600579036097,-909.3,-1,4693.29644785662,-4694.12
2008-11-07,0,-0,0,-1,878.70890076906,-879,-1,4741.50895326596,-4742.33
2008-11-10,1,-7412.85166585549,7412.85,1,-917.927260777844,916.65,-1,4739.45150229079,-4740.27
2008-11-11,1,-7136.92178144179,7136.92,1,-889.470280394643,889.36,0,-0,0
2008-11-12,1,-7134.54179342517,7134.54,1,-875.521459413788,875.23,1,-4614.75722787172,4615.57
2008-11-13,0,-0,0,-1,836.597473158901,-837.53,-1,4436.97181720027,-4437.83
2008-11-14,1,-7021.6417848383,7021.64,1,-848.274388796726,846.91,0,-0,0
2008-11-17,-1,6968.09184408969,-6968.09,1,-850.906372185281,850.49,-1,4438.94459835395,-4439.8
2008-11-18,-1,6598.3518657961,-6598.35,-1,834.993761076408,-835.44,-1,4304.30727988318,-4305.18
2008-11-19,-1,6489.12187210136,-6489.12,1,-827.662734438988,827.43,-1,4283.21553425565,-4284.09
2008-11-20,0,-0,0,-1,780.765953769285,-782.28,-1,4089.00905045329,-4089.93
2008-11-21,1,-6424.97182338936,6424.97,-1,802.583816125535,-802.69,1,-4170.17472239944,4171.1
2008-11-24,1,-6376.96181531995,6376.96,-1,802.676796025845,-802.69,-1,4159.60051525846,-4160.54
2008-11-25,1,-6658.00182375097,6658,1,-833.042386249108,831.58,1,-4265.53517489794,4266.49
2008-11-26,0,-0,0,1,-817.770689584141,817.22,-1,4270.8294381352,-4271.8
2008-11-27,1,-7120.83182443652,7120.83,1,-829.554857208517,829.03,1,-4452.76918444989,4453.75
2008-11-28,-1,7207.48190988595,-7207.48,1,-835.746737961053,834.82,1,-4459.50707460023,4460.49
2008-12-01,1,-7391.69183351556,7391.69,-1,827.131314731555,-827.47,1,-4517.44357869301,4518.43
2008-12-02,0,-0,0,-1,785.544709513846,-787.12,-1,4355.9498268767,-4356.98
2008-12-03,1,-7232.54181109804,7232.54,1,-799.23566249851,799.19,-1,4306.21288452983,-4307.26
2008-12-04,0,-0,0,1,-789.172325203241,788.88,0,-0,0
2008-12-05,0,-0,0,1,-786.324590301308,786.02,0,-0,0
2008-12-08,1,-8137.45188170717,8137.45,1,-813.776763945026,812.08,1,-4417.25727212818,4418.33
2008-12-09,0,-0,0,1,-818.20406680398,817.94,1,-4471.57226713681,4472.66
2008-12-10,1,-8507.49189809814,8507.49,1,-835.54692237837,834.55,1,-4657.73590263481,4658.87
2008-12-11,0,-0,0,-1,848.420884007453,-849.25,1,-4654.42741550175,4655.57
2008-12-12,-1,7911.76200120755,-7911.76,-1,811.959322314623,-813.37,-1,4480.0751313206,-4481.27
2008-12-15,-1,8005.2119727241,-8005.21,1,-847.69971217699,846.93,1,-4612.5173902352,4613.72
2008-12-16,0,-0,0,1,-829.664207855914,828.62,1,-4615.68273842696,4616.89
2008-12-17,1,-8372.2619024552,8372.26,-1,837.978310634151,-838.46,1,-4646.81044495182,4648.02
2008-12-18,1,-8555.06189118042,8555.06,1,-839.179546538406,838.69,-1,4693.59676372274,-4694.81
2008-12-19,1,-8435.31191239298,8435.31,-1,834.119524287211,-834.43,-1,4693.30185424764,-4694.52
2008-12-22,0,-0,0,-1,848.566198426263,-848.72,1,-4534.33898275548,4535.54
2008-12-23,-1,7720.02207661057,-7720.02,-1,848.703625790235,-848.72,-1,4404.64642667956,-4405.86
2008-12-24,0,-0,0,1,-827.166211199433,826.99,-1,4421.87817311682,-4423.09
2008-12-25,0,-0,0,-1,835.928301658944,-836.02,-1,4412.23373249129,-4413.45
2008-12-26,0,-0,0,1,-846.889351581009,846.58,1,-4423.86846083241,4425.08
2008-12-29,0,-0,0,-1,854.022095331256,-854.77,0,-0,0
2008-12-30,0,-0,0,1,-859.829017116115,859.24,1,-4587.80622987465,4589.04
2008-12-31,0,-0,0,1,-859.300236760028,859.24,-1,4589.97849654779,-4591.22
2009-01-01,0,-0,0,0,-0,0,0,-0,0
2009-01-02,1,-8314.11196685877,8314.11,0,-0,0,0,-0,0
2009-01-05,1,-8676.75197454434,8676.75,1,-876.021830777126,875.91,1,-4697.0557282696,4698.31
2009-01-06,0,-0,0,1,-876.542087498065,876.2,-1,4725.99669813513,-4727.26
2009-01-07,-1,8244.68207152664,-8244.68,1,-888.591925294968,888.25,-1,4788.57912271501,-4789.84
2009-01-08,-1,7760.02213848316,-7760.02,-1,860.149358672143,-860.89,-1,4534.48713135535,-4535.79
2009-01-09,0,-0,0,1,-855.152826576967,855.02,-1,4501.42597276558,-4502.74
2009-01-12,-1,7311.23218683301,-7311.23,1,-855.033486827376,855.02,-1,4452.58699504872,-4453.9
2009-01-13,-1,7080.53213512324,-7080.53,0,-0,0,1,-4531.03943751745,4532.36
2009-01-14,1,-7219.04203398488,7219.04,-1,819.068477999204,-819.39,-1,4520.1388351348,-4521.47
2009-01-15,1,-7042.36204592679,7042.36,-1,793.900674030876,-795.99,-1,4319.41627652714,-4320.77
2009-01-16,1,-7147.34202789473,7147.34,-1,817.484802399062,-817.89,1,-4352.35067269266,4353.7
2009-01-19,1,-7246.15205562397,7246.15,1,-818.006180550175,817.73,0,-0,0
2009-01-20,0,-0,0,-1,804.316995553565,-805.03,-1,4241.24067345765,-4242.61
2009-01-21,-1,6730.82215140393,-6730.82,1,-787.248459450254,787.15,1,-4246.60651967943,4247.97
2009-01-22,0,-0,0,1,-796.659591210095,795.91,0,-0,0
2009-01-23,-1,6661.93214417874,-6661.93,-1,772.626405114512,-773.55,0,-0,0
2009-01-26,0,-0,0,-1,768.02859682311,-768.28,0,-0,0
2009-01-27,0,-0,0,1,-805.539740736712,805.49,0,-0,0
2009-01-28,0,-0,0,1,-805.006693422204,804.33,0,-0,0
2009-01-29,0,-0,0,1,-818.576548247403,818.47,0,-0,0
2009-01-30,1,-7131.98208563259,7131.98,-1,793.912004133939,-794.03,0,-0,0
2009-02-02,0,-0,0,1,-778.363630655561,777.85,1,-4258.61663254874,4259.98
2009-02-03,1,-6960.11205887462,6960.11,-1,773.762533577245,-773.79,0,-0,0
2009-02-04,1,-7241.72205962643,7241.72,1,-793.028527958225,792.78,1,-4388.60229871602,4389.97
2009-02-05,1,-7455.81205372687,7455.81,-1,786.142121427073,-786.41,-1,4361.87419308282,-4363.25
2009-02-06,0,-0,0,1,-791.772046104465,790.84,1,-4469.8611404254,4471.25
2009-02-09,0,-0,0,1,-779.182994261216,778.9,1,-4493.19455604454,4494.59
2009-02-10,0,-0,0,-1,777.956307458108,-778.1,-1,4524.698891544,-4526.1
2009-02-11,0,-0,0,-1,778.082247018689,-778.1,1,-4574.54996002922,4575.95
2009-02-12,-1,7367.56217916337,-7367.56,-1,759.547039170221,-760.29,-1,4464.9911703015,-4466.42
2009-02-13,0,-0,0,1,-764.873851574486,764.59,1,-4591.06709567926,4592.5
2009-02-16,1,-7560.55212075613,7560.55,-1,769.071079374183,-770.1,-1,4589.81690368454,-4591.26
2009-02-17,-1,7193.33221470157,-7193.33,1,-756.809889996951,756.53,-1,4490.31503452435,-4491.78
2009-02-18,0,-0,0,-1,748.80182776143,-749.26,1,-4496.91404147561,4498.37
2009-02-19,1,-7266.24213678471,7266.24,-1,751.526304131381,-751.59,1,-4527.41123915699,4528.87
2009-02-20,0,-0,0,-1,739.250154747118,-739.53,-1,4435.46013997005,-4436.94
2009-02-23,0,-0,0,0,-0,0,1,-4476.30444148619,4477.78
2009-02-24,0,-0,0,-1,729.474945216144,-730.28,-1,4428.69476324247,-4430.18
2009-02-25,0,-0,0,1,-746.046719657793,745.62,1,-4492.25448355831,4493.74
2009-02-26,-1,6995.41225425112,-6995.41,1,-742.958968733332,742.53,0,-0,0
2009-02-27,-1,6902.84220874046,-6902.84,-1,756.349644630488,-756.71,-1,4555.65983775398,-4557.15
2009-03-02,-1,6582.23223107314,-6582.23,-1,733.597566896119,-734.59,-1,4424.32241391289,-4425.83
2009-03-03,1,-6617.57203268502,6617.57,1,-727.042339683643,726.8,1,-4433.83725550136,4435.34
2009-03-04,1,-6948.37208008391,6948.37,1,-732.201253969785,732.04,-1,4539.91761882318,-4541.42
2009-03-05,0,-0,0,1,-742.218862275754,741.55,1,-4635.69394867719,4637.2
2009-03-06,1,-6785.4721453607,6785.47,-1,720.645926416688,-721.39,1,-4652.12202884454,4653.63
2009-03-09,1,-6725.58185889891,6725.58,1,-710.729359780201,710.53,-1,4626.71370377824,-4628.24
2009-03-10,-1,6880.67209320981,-6880.67,1,-704.102811503952,703.5,-1,4669.49699501718,-4671.02
2009-03-11,0,-0,0,1,-724.161244437639,722.28,1,-4758.44298227081,4759.96
2009-03-12,-1,6962.48211033701,-6962.48,1,-701.753311705378,700.93,-1,4753.1290248381,-4754.65
2009-03-13,0,-0,0,1,-726.074454748671,724.3,1,-4895.86423955033,4897.39
2009-03-16,1,-7599.35203473004,7599.35,-1,741.347988866401,-741.69,-1,4969.79196560697,-4971.32
2009-03-17,0,-0,0,1,-761.158905063064,760.64,-1,5039.86807299872,-5041.39
2009-03-18,0,-0,0,-1,764.511384812252,-764.67,1,-5046.02083748129,5047.54
2009-03-19,1,-7731.43201475236,7731.43,-1,764.431152286685,-764.77,-1,5034.4090017254,-5035.93
2009-03-20,-1,7495.96211359466,-7495.96,-1,764.728396611377,-764.77,-1,4960.08962704329,-4961.62
2009-03-23,1,-7959.91204870313,7959.91,-1,791.457564444763,-791.56,1,-5122.64625729697,5124.18
2009-03-24,-1,8063.29216267465,-8063.29,1,-813.267895567602,812.72,1,-5240.6426840771,5242.18
2009-03-25,1,-7966.99202727505,7966.99,-1,817.826948666892,-818.49,-1,5344.84319891367,-5346.38
2009-03-26,1,-8489.2919918489,8489.29,1,-827.459396935881,826.81,-1,5385.02293093603,-5386.56
2009-03-27,0,-0,0,1,-824.74751953777,824.53,-1,5389.1599615471,-5390.7
2009-03-30,-1,7900.09226544082,-7900.09,-1,789.288277755956,-789.54,1,-5204.53343404787,5206.05
2009-03-31,1,-8070.13211514099,8070.13,1,-774.074857504252,773.66,-1,5209.31855618773,-5210.84
2009-04-01,0,-0,0,1,-794.200282857609,793.82,-1,5312.93275813742,-5314.45
2009-04-02,-1,8572.20217741734,-8572.2,1,-826.950095916295,826.69,0,-0,0
2009-04-03,0,-0,0,-1,831.196623173957,-831.36,0,-0,0
2009-04-06,0,-0,0,1,-832.044594499368,830.97,-1,5554.70702450114,-5556.22
2009-04-07,0,-0,0,-1,832.299451348922,-832.6,-1,5575.33224151736,-5576.85
2009-04-08,0,-0,0,-1,814.67818694419,-815.26,-1,5442.01847121071,-5443.56
2009-04-09,0,-0,0,1,-842.142660762634,841.81,1,-5666.26003465461,5667.8
2009-04-10,0,-0,0,1,-846.041254110331,845.97,-1,5780.42168389678,-5781.96
2009-04-13,0,-0,0,-1,848.292620282542,-848.97,-1,5856.10584628374,-5857.64
2009-04-14,0,-0,0,-1,843.121033394157,-843.42,1,-5891.14711397941,5892.68
2009-04-15,0,-0,0,-1,835.077812047633,-835.25,-1,5873.65255100124,-5875.19
2009-04-16,-1,9141.23216676429,-9141.23,1,-832.480263673702,832.04,1,-5995.63137959578,5997.17
2009-04-17,-1,9052.18216118281,-9052.18,1,-845.711042015661,845.57,1,-5753.86714124283,5755.38
2009-04-20,1,-9230.04208706552,9230.04,-1,848.202576141315,-848.3,1,-5780.14106098166,5781.66
2009-04-21,1,-9039.09207697819,9039.09,-1,830.423213568356,-830.72,-1,5879.88522035889,-5881.41
2009-04-22,-1,8721.25215733972,-8721.25,1,-830.168447613547,829.96,-1,5884.58425814075,-5886.11
2009-04-23,0,-0,0,1,-839.710654390173,839.5,-1,5873.71749174424,-5875.24
2009-04-24,0,-0,0,-1,829.675829277543,-830.05,-1,5879.2425195686,-5880.77
2009-04-27,-1,8641.43217969729,-8641.43,-1,832.923581104095,-833.1,1,-5703.5382460504,5705.05
2009-04-28,0,-0,0,-1,811.850147389591,-811.99,1,-5595.23639102418,5596.73
2009-04-29,1,-8796.08211313546,8796.08,-1,811.974384606149,-811.99,1,-5612.55939174626,5614.06
2009-04-30,0,-0,0,1,-838.421227893807,837.79,0,-0,0
2009-05-01,0,-0,0,1,-847.423686528515,846.85,0,-0,0
2009-05-04,1,-9641.91213230904,9641.91,1,-846.907343599696,846.85,1,-6328.85992909858,6330.4
2009-05-05,-1,9602.08217711597,-9602.08,0,-0,0,1,-6378.39109952061,6379.94
2009-05-06,-1,9750.21217446183,-9750.21,0,-0,0,-1,6565.14688431867,-6566.7
2009-05-07,-1,9896.93216242857,-9896.93,-1,885.877733074486,-885.93,-1,6571.3027040588,-6572.87
2009-05-08,1,-10051.9021203886,10051.9,-1,894.885181436206,-895.35,-1,6582.30828667969,-6583.87
2009-05-11,-1,9764.27218568808,-9764.27,-1,900.104141148946,-900.45,-1,6645.9402123006,-6647.5
2009-05-12,-1,9722.2221730902,-9722.22,0,-0,0,-1,6430.96740686591,-6432.55
2009-05-13,1,-9738.62212036907,9738.62,1,-888.813117062554,888.75,-1,6483.56104767469,-6485.14
2009-05-14,0,-0,0,1,-862.923571920506,862.66,-1,6362.56913199172,-6364.17
2009-05-15,0,-0,0,-1,881.414716758909,-881.65,1,-6487.49404531019,6489.09
2009-05-18,0,-0,0,1,-859.72700078074,859.71,1,-6576.21147856533,6577.81
2009-05-19,0,-0,0,1,-880.128123036919,879.76,1,-6653.98662002085,6655.59
2009-05-20,0,-0,0,-1,886.203671896919,-886.3,0,-0,0
2009-05-21,0,-0,0,-1,881.165735569454,-881.44,-1,6717.1989347657,-6718.81
2009-05-22,-1,9790.79216379488,-9790.79,1,-876.037205482,875.88,-1,6735.6753812651,-6737.29
2009-05-25,0,-0,0,1,-883.425901652696,883,-1,6732.83529000265,-6734.46
2009-05-26,0,-0,0,-1,883.413526141238,-883.77,1,-6681.49898987285,6683.11
2009-05-27,0,-0,0,1,-893.09923510775,892.85,1,-6888.81423436449,6890.44
2009-05-28,0,-0,0,-1,895.470153263446,-895.59,0,-0,0
2009-05-29,1,-10428.1921310498,10428.19,1,-898.300795465581,897.91,0,-0,0
2009-06-01,1,-10937.8521348503,10937.85,1,-912.557439951486,912.52,1,-6952.47031109905,6954.1
2009-06-02,0,-0,0,1,-913.692249503672,913.56,1,-6947.45200044621,6949.08
2009-06-03,1,-10825.2021428138,10825.2,1,-914.737254925985,914.5,0,-0,0
2009-06-04,-1,10706.6821890497,-10706.68,-1,910.715885595913,-910.99,-1,6784.40529704945,-6786.06
2009-06-05,0,-0,0,1,-916.863569946205,916.56,-1,6765.45001274011,-6767.1
2009-06-08,0,-0,0,-1,926.815710370989,-926.89,-1,6626.36875950379,-6628.02
2009-06-09,0,-0,0,1,-918.341843640023,918.24,1,-6412.74675125757,6414.39
2009-06-10,1,-11033.5521497263,11033.55,1,-937.054726554822,937.01,1,-6460.62326042692,6462.27
2009-06-11,0,-0,0,-1,940.266799388282,-940.65,-1,6565.71864285753,-6567.37
2009-06-12,0,-0,0,1,-950.890052245079,950.54,-1,6446.55794550062,-6448.23
2009-06-15,0,-0,0,-1,946.406534905976,-946.82,0,-0,0
2009-06-16,0,-0,0,1,-915.165104162622,914.76,1,-6219.14524375784,6220.81
2009-06-17,0,-0,0,1,-923.063301400169,923.03,-1,6194.24157693685,-6195.91
2009-06-18,-1,10422.3122113555,-10422.31,-1,911.120448371716,-911.21,1,-6142.86536356937,6144.53
2009-06-19,0,-0,0,0,-0,0,-1,6229.48502401168,-6231.15
2009-06-22,0,-0,0,1,-922.500307412108,922.48,1,-6339.54399966393,6341.21
2009-06-23,0,-0,0,-1,901.219635531441,-901.69,-1,6195.79072840622,-6197.47
2009-06-24,0,-0,0,1,-902.693809096504,902.46,1,-6378.39782163846,6380.08
2009-06-25,0,-0,0,1,-919.96816655245,919.77,1,-6455.9252501988,6457.61
2009-06-26,1,-11037.1421727601,11037.14,1,-926.868551560271,926.8,0,-0,0
2009-06-29,0,-0,0,1,-915.558237756611,915.32,-1,6389.46045575611,-6391.15
2009-06-30,1,-10962.6121756409,10962.61,1,-929.942851615454,929.76,1,-6430.47222018948,6432.16
2009-07-01,0,-0,0,0,-0,0,-1,6577.28026214602,-6578.97
2009-07-02,1,-10971.8921501327,10971.89,-1,923.875277505398,-924.02,0,-0,0
2009-07-03,0,-0,0,-1,920.414771855701,-920.62,-1,6663.70979505109,-6665.4
2009-07-06,0,-0,0,-1,912.003898378201,-912.42,-1,6648.21571843276,-6649.91
2009-07-07,-1,10674.6722182226,-10674.67,-1,909.108109330376,-909.13,1,-6713.52829640434,6715.22
2009-07-08,0,-0,0,-1,888.462869052928,-888.54,0,-0,0
2009-07-09,0,-0,0,1,-874.13056463446,873.91,1,-6746.48598388248,6748.18
2009-07-10,0,-0,0,1,-872.620816373208,872.5,1,-6768.16608880616,6769.86
2009-07-13,0,-0,0,-1,852.214497518218,-852.42,1,-6529.13545101055,6530.82
2009-07-14,0,-0,0,1,-868.907934890113,868.57,1,-6637.72200589693,6639.41
2009-07-15,0,-0,0,1,-866.677966681234,866.37,-1,6736.9119586247,-6738.6
2009-07-16,0,-0,0,1,-872.384190595243,872.25,1,-6778.61518592023,6780.3
2009-07-17,0,-0,0,-1,878.184602842696,-878.29,-1,6849.30162780988,-6850.99
2009-07-20,0,-0,0,-1,878.279913888143,-878.29,-1,6937.17422986197,-6938.86
2009-07-21,0,-0,0,1,-901.614165161082,901.55,-1,6951.65475628874,-6953.34
2009-07-22,0,-0,0,1,-906.727329764529,906.58,-1,6983.63472151081,-6985.32
2009-07-23,0,-0,0,1,-909.084385385894,908.69,1,-6979.19621913703,6980.88
2009-07-24,0,-0,0,1,-920.706118945263,920.48,0,-0,0
2009-07-27,0,-0,0,1,-928.737306210581,928.26,1,-7026.74565534229,7028.43
2009-07-28,0,-0,0,-1,930.003900185606,-930.13,1,-7140.94364373286,7142.63
2009-07-29,-1,11991.372242852,-11991.37,1,-930.52756177453,930.36,-1,7081.93449319233,-7083.63
2009-07-30,0,-0,0,-1,936.806726324546,-936.94,0,-0,0
2009-07-31,-1,12123.5922211953,-12123.59,1,-950.591440542343,950.26,1,-7076.01745511353,7077.71
2009-08-03,1,-12368.2021833182,12368.2,-1,956.976651407765,-957.56,-1,7055.00646182368,-7056.71
2009-08-04,-1,12218.6722415984,-12218.67,0,-0,0,0,-0,0
2009-08-05,-1,11968.4822290657,-11968.48,-1,949.428357075269,-949.58,1,-6846.5424512035,6848.24
2009-08-06,-1,12052.6022386458,-12052.6,1,-957.860863639178,957.51,1,-6866.95307474361,6868.65
2009-08-07,-1,11612.1822474694,-11612.18,1,-957.019290672832,956.76,0,-0,0
2009-08-10,0,-0,0,-1,969.092948076975,-969.24,0,-0,0
2009-08-11,0,-0,0,1,-973.602451824428,973.51,-1,6907.31991662562,-6909.02
2009-08-12,0,-0,0,0,-0,0,-1,6897.19964119073,-6898.9
2009-08-13,0,-0,0,-1,968.333683675992,-968.41,1,-7033.25940737558,7034.96
2009-08-14,0,-0,0,1,-973.732419952845,973.57,-1,7067.80724478001,-7069.51
2009-08-17,-1,11395.0122360765,-11395.01,-1,949.101334604297,-949.59,-1,6930.09428209747,-6931.8
2009-08-18,0,-0,0,1,-949.735923501301,949.66,1,-6788.07552634823,6789.77
2009-08-19,0,-0,0,-1,943.169344209523,-943.25,0,-0,0
2009-08-20,0,-0,0,1,-958.681018184247,958.59,1,-6731.53803957132,6733.23
2009-08-21,0,-0,0,-1,947.17281790659,-947.34,-1,6653.10122204337,-6654.8
2009-08-24,0,-0,0,1,-970.923940972081,970.27,1,-6836.54688001803,6838.25
2009-08-25,0,-0,0,-1,964.965431927826,-965.11,0,-0,0
2009-08-26,0,-0,0,1,-975.775192919212,975.59,1,-6717.5097674837,6719.21
2009-08-27,0,-0,0,-1,963.945652539618,-964.23,-1,6689.04673016581,-6690.75
2009-08-28,0,-0,0,1,-969.323015861971,969.31,1,-6808.15204157059,6809.86
2009-08-31,0,-0,0,-1,965.711474530404,-965.73,-1,6824.23491472882,-6825.95
2009-09-01,0,-0,0,1,-968.800114093564,968.77,1,-7018.03174828684,7019.75
2009-09-02,0,-0,0,-1,949.490497540728,-949.81,-1,7038.04816702442,-7039.77
2009-09-03,1,-11429.2121916281,11429.21,1,-942.821693182063,942.77,-1,7102.9294189753,-7104.65
2009-09-04,0,-0,0,1,-936.109126262267,935.74,1,-7151.41014844634,7153.13
2009-09-07,0,-0,0,1,-944.901976697965,944.6,1,-7222.86699295541,7224.59
2009-09-08,0,-0,0,1,-946.801766291291,946.4,0,-0,0
2009-09-09,0,-0,0,-1,939.805801499585,-939.84,-1,7248.99089239611,-7250.72
2009-09-10,0,-0,0,-1,958.465307691868,-958.49,1,-7330.35077401565,7332.08
2009-09-11,0,-0,0,1,-950.544983463125,950.41,-1,7335.40202750947,-7337.14
2009-09-14,0,-0,0,-1,933.597716551043,-934.05,-1,7255.21162386716,-7256.95
2009-09-15,0,-0,0,1,-932.722092035777,932.52,0,-0,0
2009-09-16,0,-0,0,1,-931.922115603448,931.43,-1,7438.50367979075,-7440.24
2009-09-17,-1,12668.2522373817,-12668.25,1,-940.149813824267,939.52,1,-7475.5652053551,7477.3
2009-09-18,0,-0,0,-1,938.975014713484,-939.44,-1,7524.81433672084,-7526.55
2009-09-21,-1,12418.3422474549,-12418.34,-1,939.403033104894,-939.44,-1,7500.72028924457,-7502.46
2009-09-22,0,-0,0,0,-0,0,0,-0,0
2009-09-23,0,-0,0,0,-0,0,1,-7375.03077708521,7376.76
2009-09-24,-1,12047.2522443796,-12047.25,1,-950.580170696353,950.2,-1,7322.47907199271,-7324.22
2009-09-25,0,-0,0,1,-922.897382165001,922.67,0,-0,0
2009-09-28,0,-0,0,-1,902.587636978068,-902.84,-1,7282.86899757363,-7284.61
2009-09-29,0,-0,0,1,-904.557200635985,904,1,-7428.23205720711,7429.98
2009-09-30,-1,11858.1522543337,-11858.15,-1,909.649039969411,-909.84,0,-0,0
2009-10-01,0,-0,0,-1,896.090314769086,-896.12,1,-7543.53771531213,7545.29
2009-10-02,0,-0,0,-1,874.604486091661,-874.67,-1,7410.11891495021,-7411.88
2009-10-05,1,-11645.0522118149,11645.05,1,-867.472222746311,867.28,-1,7436.21786418726,-7437.98
2009-10-06,1,-11986.1122108971,11986.11,-1,871.399282429458,-871.63,1,-7534.29027516893,7536.05
2009-10-07,1,-12319.4222250031,12319.42,-1,885.29108345722,-885.69,-1,7606.8990853619,-7608.66
2009-10-08,0,-0,0,1,-887.647586797265,887.59,-1,7501.53844901763,-7503.31
2009-10-09,0,-0,0,1,-898.365677368632,897.83,1,-7570.19208139532,7571.96
2009-10-12,0,-0,0,1,-897.874544561016,897.83,-1,7598.10996028403,-7599.88
2009-10-13,0,-0,0,1,-901.55435515754,901.4,0,-0,0
2009-10-14,0,-0,0,1,-894.817612914571,894.34,1,-7693.98143128884,7695.75
2009-10-15,0,-0,0,1,-904.638895759481,904.11,1,-7708.63213424072,7710.4
2009-10-16,0,-0,0,1,-901.38039352706,900.95,-1,7713.32694553217,-7715.1
2009-10-19,0,-0,0,-1,905.293894130714,-905.8,-1,7749.54772777463,-7751.32
2009-10-20,0,-0,0,1,-913.506504729463,913.45,1,-7751.75028627706,7753.52
2009-10-21,0,-0,0,-1,913.660152385404,-913.7,-1,7699.72594066595,-7701.5
2009-10-22,0,-0,0,-1,908.535867170711,-908.6,-1,7606.15547511261,-7607.93
2009-10-23,1,-13316.0222260496,13316.02,1,-902.662351425168,902.03,0,-0,0
2009-10-26,0,-0,0,-1,910.635471540311,-910.72,1,-7666.62692905901,7668.4
2009-10-27,1,-13145.5922329337,13145.59,1,-895.638741991243,895.48,1,-7655.56800236479,7657.34
2009-10-28,-1,12831.1822676397,-12831.18,-1,888.366985100975,-888.8,-1,7532.17304438561,-7533.95
