dataDate,dataTime,connectMarket,tradeDirection,buyTurnover,sellTurnover,totalTurnover,netTurnover
20190926,"09:30:01","SH","NB",41644456,43806101,85450557,-2161645
20190926,"09:30:01","SZ","NB",30931404,22885711,53817115,8045693
20190926,"09:31:01","SH","NB",163464130,219180909,382645039,-55716779
20190926,"09:31:01","SZ","NB",169019262,204414864,373434126,-35395602
20190926,"09:32:01","SH","NB",274812346,312707744,587520090,-37895398
20190926,"09:32:01","SZ","NB",304381580,388946218,693327798,-84564638
20190926,"09:33:01","SZ","NB",400368570,525964030,926332600,-125595460
20190926,"09:33:01","SH","NB",369398406,400924624,770323030,-31526218
20190926,"09:34:01","SH","NB",510604934,478825382,989430316,31779552
20190926,"09:34:01","SZ","NB",575014207,626359060,1201373267,-51344853
20190926,"09:35:01","SH","NB",577839057,592480222,1170319279,-14641165
20190926,"09:35:01","SZ","NB",659676791,851498062,1511174853,-191821271
20190926,"09:36:01","SH","NB",639236475,673202407,1312438882,-33965932
20190926,"09:36:01","SZ","NB",760325280,983094845,1743420125,-222769565
20190926,"09:37:01","SH","NB",708038390,764084828,1472123218,-56046438
20190926,"09:37:01","SZ","NB",869352345,1148155668,2017508013,-278803323
20190926,"09:38:01","SH","NB",839757879,834603251,1674361130,5154628
20190926,"09:38:01","SZ","NB",1040003174,1231595638,2271598812,-191592464
20190926,"09:39:01","SH","NB",899281755,897735070,1797016825,1546685
20190926,"09:39:01","SZ","NB",1132695193,1346591155,2479286348,-213895962
20190926,"09:40:01","SZ","NB",1236184468,1427583180,2663767648,-191398712
20190926,"09:40:01","SH","NB",949300129,945976787,1895276916,3323342
20190926,"09:41:01","SH","NB",1019065394,1001038688,2020104082,18026706
20190926,"09:41:01","SZ","NB",1317752687,1586516683,2904269370,-268763996
20190926,"09:42:01","SH","NB",1134086409,1063025009,2197111418,71061400
20190926,"09:42:01","SZ","NB",1424046470,1680663048,3104709518,-256616578
