dataDate,dataTime,connectMarket,tradeDirection,buyTurnover,sellTurnover,totalTurnover,netTurnover
20200526,"09:30:01","SH","NB",98328210,39772173,138100383,58556037
20200526,"09:30:01","SZ","NB",102523866,63565185,166089051,38958681
20200526,"09:31:01","SH","NB",231554644,207996002,439550646,23558642
20200526,"09:31:01","SZ","NB",384824233,344202378,729026611,40621855
20200526,"09:32:01","SH","NB",427177457,336803365,763980822,90374092
20200526,"09:32:01","SZ","NB",701830245,544138128,1245968373,157692117
20200526,"09:33:01","SH","NB",587554532,450374440,1037928972,137180092
20200526,"09:33:01","SZ","NB",969951204,713821608,1683772812,256129596
20200526,"09:34:01","SH","NB",707182255,553910038,1261092293,153272217
20200526,"09:34:01","SZ","NB",1194097357,901836119,2095933476,292261238
20200526,"09:35:01","SH","NB",830461665,632916848,1463378513,197544817
20200526,"09:35:01","SZ","NB",1408978391,1042886440,2451864831,366091951
20200526,"09:36:01","SH","NB",949547909,731522343,1681070252,218025566
20200526,"09:36:01","SZ","NB",1620069997,1181496457,2801566454,438573540
20200526,"09:37:01","SZ","NB",1819935171,1321396291,3141331462,498538880
20200526,"09:37:01","SH","NB",1060927632,836830602,1897758234,224097030
20200526,"09:38:01","SH","NB",1168336762,906180172,2074516934,262156590
20200526,"09:38:01","SZ","NB",2026134464,1429089561,3455224025,597044903
20200526,"09:39:01","SH","NB",1238888911,997729242,2236618153,241159669
20200526,"09:39:01","SZ","NB",2154665212,1565666244,3720331456,588998968
20200526,"09:40:01","SH","NB",1325359739,1055883228,2381242967,269476511
20200526,"09:40:01","SZ","NB",2267308367,1626764478,3894072845,640543889
20200526,"09:41:01","SH","NB",1451180587,1127504946,2578685533,323675641
20200526,"09:41:01","SZ","NB",2464185062,1729616079,4193801141,734568983
20200526,"09:42:01","SZ","NB",2561555603,1853330930,4414886533,708224673
20200526,"09:42:01","SH","NB",1539696051,1200683437,2740379488,339012614
20200526,"09:43:01","SH","NB",1625443764,1267489779,2892933543,357953985
20200526,"09:43:01","SZ","NB",2671305289,1938328556,4609633845,732976733
20200526,"09:44:01","SH","NB",1699818621,1312119316,3011937937,387699305
20200526,"09:44:01","SZ","NB",2791131967,2007908059,4799040026,783223908
20200526,"09:45:01","SH","NB",1769529767,1368089758,3137619525,401440009
20200526,"09:45:01","SZ","NB",2962298880,2101982007,5064280887,860316873
20200526,"09:46:01","SH","NB",1869713257,1447848622,3317561879,421864635
20200526,"09:46:01","SZ","NB",3125087872,2273063332,5398151204,852024540
20200526,"09:47:01","SZ","NB",3272925926,2383745693,5656671619,889180233
20200526,"09:47:01","SH","NB",1971510106,1510424032,3481934138,461086074
20200526,"09:48:01","SH","NB",2015522825,1563867766,3579390591,451655059
20200526,"09:48:01","SZ","NB",3389328826,2492526588,5881855414,896802238
20200526,"09:49:01","SH","NB",2066878002,1595891808,3662769810,470986194
20200526,"09:49:01","SZ","NB",3517450057,2565252001,6082702058,952198056
