dataDate,dataTime,connectMarket,tradeDirection,buyTurnover,sellTurnover,totalTurnover,netTurnover
20191202,"09:30:01","SH","NB",79474373,70064051,149538424,9410322
20191202,"09:30:01","SZ","NB",66624845,24914968,91539813,41709877
20191202,"09:31:01","SH","NB",243592604,298680366,542272970,-55087762
20191202,"09:31:01","SZ","NB",241183177,135820356,377003533,105362821
20191202,"09:32:01","SH","NB",353062608,450954392,804017000,-97891784
20191202,"09:32:01","SZ","NB",385838884,266085373,651924257,119753511
20191202,"09:33:01","SH","NB",466300716,560442367,1026743083,-94141651
20191202,"09:33:01","SZ","NB",564926475,348306705,913233180,216619770
20191202,"09:34:01","SZ","NB",692710597,492388510,1185099107,200322087
20191202,"09:34:01","SH","NB",566960780,691769963,1258730743,-124809183
20191202,"09:35:01","SH","NB",672585013,780501225,1453086238,-107916212
20191202,"09:35:01","SZ","NB",834613401,590641898,1425255299,243971503
20191202,"09:36:01","SH","NB",764906274,854424814,1619331088,-89518540
20191202,"09:36:01","SZ","NB",931973735,687431142,1619404877,244542593
20191202,"09:37:01","SH","NB",856155904,925487007,1781642911,-69331103
20191202,"09:37:01","SZ","NB",1013211534,801309415,1814520949,211902119
20191202,"09:38:01","SH","NB",934454853,982431548,1916886401,-47976695
20191202,"09:38:01","SZ","NB",1101091867,877065960,1978157827,224025907
20191202,"09:39:01","SH","NB",986262380,1043438670,2029701050,-57176290
20191202,"09:39:01","SZ","NB",1171373504,932956218,2104329722,238417286
20191202,"09:40:01","SH","NB",1061247523,1090719783,2151967306,-29472260
20191202,"09:40:01","SZ","NB",1305424945,997034754,2302459699,308390191
20191202,"09:41:01","SH","NB",1133648374,1140877186,2274525560,-7228812
20191202,"09:41:01","SZ","NB",1438818416,1055224792,2494043208,383593624
20191202,"09:42:01","SZ","NB",1535820514,1122629389,2658449903,413191125
20191202,"09:42:01","SH","NB",1223643710,1220713738,2444357448,2929972
20191202,"09:43:01","SH","NB",1301169140,1261247431,2562416571,39921709
20191202,"09:43:01","SZ","NB",1653264680,1174545051,2827809731,478719629
20191202,"09:44:01","SH","NB",1342361533,1310082837,2652444370,32278696
20191202,"09:44:01","SZ","NB",1706392885,1237371494,2943764379,469021391
20191202,"09:45:01","SH","NB",1385369805,1350201584,2735571389,35168221
20191202,"09:45:01","SZ","NB",1772912155,1301689137,3074601292,471223018
20191202,"09:46:01","SH","NB",1459551972,1389497312,2849049284,70054660
20191202,"09:46:01","SZ","NB",1872411836,1357454546,3229866382,514957290
20191202,"09:47:01","SH","NB",1540698143,1425716136,2966414279,114982007
20191202,"09:47:01","SZ","NB",1952552782,1406697929,3359250711,545854853
20191202,"09:48:01","SZ","NB",2001954692,1486157200,3488111892,515797492
20191202,"09:48:01","SH","NB",1596354225,1474666414,3071020639,121687811
20191202,"09:49:01","SH","NB",1651668184,1505961838,3157630022,145706346
20191202,"09:49:01","SZ","NB",2069489502,1548542521,3618032023,520946981
20191202,"09:50:01","SH","NB",1722676899,1538938269,3261615168,183738630
20191202,"09:50:01","SZ","NB",2123702563,1605431374,3729133937,518271189
20191202,"09:51:01","SH","NB",1789005800,1589916994,3378922794,199088806
20191202,"09:51:01","SZ","NB",2206622924,1714851069,3921473993,491771855
20191202,"09:52:01","SH","NB",1859988834,1629362796,3489351630,230626038
20191202,"09:52:01","SZ","NB",2292270422,1782878660,4075149082,509391762
20191202,"09:53:01","SH","NB",1915181275,1668950713,3584131988,246230562
20191202,"09:53:01","SZ","NB",2350288543,1829127226,4179415769,521161317
20191202,"09:54:01","SH","NB",1969416746,1700444596,3669861342,268972150
20191202,"09:54:01","SZ","NB",2390329782,1876534005,4266863787,513795777
20191202,"09:55:01","SZ","NB",2463312840,1919849188,4383162028,543463652
20191202,"09:55:01","SH","NB",2070382993,1739031932,3809414925,331351061
20191202,"09:56:01","SH","NB",2138828313,1789953011,3928781324,348875302
20191202,"09:56:01","SZ","NB",2532399208,1990672276,4523071484,541726932
20191202,"09:57:01","SH","NB",2188251365,1836473848,4024725213,351777517
20191202,"09:57:01","SZ","NB",2571742350,2064119903,4635862253,507622447
20191202,"09:58:01","SH","NB",2236766907,1874697552,4111464459,362069355
20191202,"09:58:01","SZ","NB",2624539882,2128017033,4752556915,496522849
20191202,"09:59:01","SH","NB",2288643147,1907347663,4195990810,381295484
20191202,"09:59:01","SZ","NB",2679138692,2169263663,4848402355,509875029
20191202,"10:00:01","SH","NB",2333602467,1944651680,4278254147,388950787
20191202,"10:00:01","SZ","NB",2733596287,2211456134,4945052421,522140153
20191202,"10:01:01","SH","NB",2399613362,1981597375,4381210737,418015987
20191202,"10:01:01","SZ","NB",2802209736,2251834801,5054044537,550374935
20191202,"10:02:01","SH","NB",2438609567,2044063102,4482672669,394546465
20191202,"10:02:01","SZ","NB",2849308185,2338079519,5187387704,511228666
20191202,"10:03:01","SZ","NB",2883051323,2387526135,5270577458,495525188
20191202,"10:03:01","SH","NB",2481575187,2085465698,4567040885,396109489
20191202,"10:04:01","SH","NB",2513474764,2152110649,4665585413,361364115
20191202,"10:04:01","SZ","NB",2927912946,2434593376,5362506322,493319570
20191202,"10:05:01","SH","NB",2543445346,2195931526,4739376872,347513820
20191202,"10:05:01","SZ","NB",2964013455,2478341433,5442354888,485672022
20191202,"10:06:01","SH","NB",2575263831,2226951945,4802215776,348311886
20191202,"10:06:01","SZ","NB",2999112884,2515469828,5514582712,483643056
20191202,"10:07:01","SH","NB",2614967795,2248137844,4863105639,366829951
20191202,"10:07:01","SZ","NB",3044204443,2545225968,5589430411,498978475
20191202,"10:08:01","SH","NB",2659698807,2278755846,4938454653,380942961
20191202,"10:08:01","SZ","NB",3088381983,2580386897,5668768880,507995086
20191202,"10:09:01","SZ","NB",3129619074,2610580453,5740199527,519038621
20191202,"10:09:01","SH","NB",2697766239,2301948933,4999715172,395817306
20191202,"10:10:01","SH","NB",2743333574,2323830210,5067163784,419503364
20191202,"10:10:01","SZ","NB",3188340346,2644016877,5832357223,544323469
20191202,"10:11:01","SH","NB",2784693514,2351304728,5135998242,433388786
20191202,"10:11:01","SZ","NB",3238939547,2675354045,5914293592,563585502
20191202,"10:12:01","SH","NB",2817406964,2374673010,5192079974,442733954
20191202,"10:12:01","SZ","NB",3271724295,2704568470,5976292765,567155825
20191202,"10:13:01","SH","NB",2854043993,2404747316,5258791309,449296677
20191202,"10:13:01","SZ","NB",3309110070,2739993739,6049103809,569116331
20191202,"10:14:01","SH","NB",2890147242,2427643175,5317790417,462504067
20191202,"10:14:01","SZ","NB",3359519211,2773204962,6132724173,586314249
20191202,"10:15:01","SH","NB",2919157589,2469765697,5388923286,449391892
20191202,"10:15:01","SZ","NB",3396906997,2815874480,6212781477,581032517
20191202,"10:16:01","SH","NB",2950110431,2499947651,5450058082,450162780
20191202,"10:16:01","SZ","NB",3432566419,2851801853,6284368272,580764566
20191202,"10:17:01","SZ","NB",3473592778,2880196744,6353789522,593396034
20191202,"10:17:01","SH","NB",2982820456,2520859671,5503680127,461960785
20191202,"10:18:01","SH","NB",3012367054,2541538161,5553905215,470828893
20191202,"10:18:01","SZ","NB",3507708892,2903120543,6410829435,604588349
20191202,"10:19:01","SH","NB",3062505387,2558351301,5620856688,504154086
20191202,"10:19:01","SZ","NB",3548110945,2931330603,6479441548,616780342
20191202,"10:20:01","SH","NB",3105793511,2578798799,5684592310,526994712
20191202,"10:20:01","SZ","NB",3597932534,2960612497,6558545031,637320037
20191202,"10:21:01","SH","NB",3139111709,2606995085,5746106794,532116624
20191202,"10:21:01","SZ","NB",3640015015,3005721477,6645736492,634293538
20191202,"10:22:01","SH","NB",3179602229,2629765522,5809367751,549836707
20191202,"10:22:01","SZ","NB",3676742862,3044268721,6721011583,632474141
20191202,"10:23:01","SH","NB",3221096667,2650342576,5871439243,570754091
20191202,"10:23:01","SZ","NB",3728294392,3084654779,6812949171,643639613
20191202,"10:24:01","SH","NB",3255515334,2668295560,5923810894,587219774
20191202,"10:24:01","SZ","NB",3791182244,3117849232,6909031476,673333012
20191202,"10:25:01","SZ","NB",3845221976,3154246337,6999468313,690975639
20191202,"10:25:01","SH","NB",3286104588,2692938661,5979043249,593165927
20191202,"10:26:01","SH","NB",3309518984,2720225204,6029744188,589293780
20191202,"10:26:01","SZ","NB",3871361445,3190324525,7061685970,681036920
20191202,"10:27:01","SH","NB",3328586915,2736760474,6065347389,591826441
20191202,"10:27:01","SZ","NB",3904461677,3219543155,7124004832,684918522
20191202,"10:28:01","SH","NB",3347705979,2760174366,6107880345,587531613
20191202,"10:28:01","SZ","NB",3934474534,3247720332,7182194866,686754202
20191202,"10:29:01","SH","NB",3372471701,2783297633,6155769334,589174068
20191202,"10:29:01","SZ","NB",3960284292,3269075613,7229359905,691208679
20191202,"10:30:01","SH","NB",3406029382,2800436846,6206466228,605592536
20191202,"10:30:01","SZ","NB",4011879384,3292400187,7304279571,719479197
20191202,"10:31:01","SZ","NB",4135194395,3322871377,7458065772,812323018
20191202,"10:31:01","SH","NB",3467617580,2827172104,6294789684,640445476
20191202,"10:32:01","SH","NB",3506260219,2859540474,6365800693,646719745
20191202,"10:32:01","SZ","NB",4177885363,3387488753,7565374116,790396610
20191202,"10:33:01","SH","NB",3531051196,2882339684,6413390880,648711512
20191202,"10:33:01","SZ","NB",4204364871,3418100443,7622465314,786264428
20191202,"10:34:01","SZ","NB",4240445977,3451667134,7692113111,788778843
20191202,"10:34:01","SH","NB",3556777797,2902595627,6459373424,654182170
20191202,"10:35:01","SH","NB",3581420433,2932077668,6513498101,649342765
20191202,"10:35:01","SZ","NB",4272596156,3481476414,7754072570,791119742
20191202,"10:36:01","SH","NB",3609899780,2974471136,6584370916,635428644
20191202,"10:36:01","SZ","NB",4302645189,3528262647,7830907836,774382542
20191202,"10:37:01","SH","NB",3635170729,3003828637,6638999366,631342092
20191202,"10:37:01","SZ","NB",4329868478,3555931966,7885800444,773936512
20191202,"10:38:01","SH","NB",3657644411,3021641842,6679286253,636002569
20191202,"10:38:01","SZ","NB",4356136819,3578036688,7934173507,778100131
20191202,"10:39:01","SH","NB",3676172934,3047052537,6723225471,629120397
20191202,"10:39:01","SZ","NB",4385914769,3597492779,7983407548,788421990
20191202,"10:40:01","SH","NB",3698847193,3067276195,6766123388,631570998
20191202,"10:40:01","SZ","NB",4411009544,3619458854,8030468398,791550690
20191202,"10:41:01","SH","NB",3722410264,3089666157,6812076421,632744107
20191202,"10:41:01","SZ","NB",4449297282,3647285639,8096582921,802011643
20191202,"10:42:01","SZ","NB",4477801296,3669605927,8147407223,808195369
20191202,"10:42:01","SH","NB",3753777205,3107811078,6861588283,645966127
20191202,"10:43:01","SH","NB",3789173117,3125361228,6914534345,663811889
20191202,"10:43:01","SZ","NB",4518717257,3691808928,8210526185,826908329
20191202,"10:44:01","SH","NB",3822157261,3139857907,6962015168,682299354
20191202,"10:44:01","SZ","NB",4556822806,3716209467,8273032273,840613339
20191202,"10:45:01","SH","NB",3858393940,3163284186,7021678126,695109754
20191202,"10:45:01","SZ","NB",4594172644,3737966797,8332139441,856205847
20191202,"10:46:01","SZ","NB",4620396182,3761502712,8381898894,858893470
20191202,"10:46:01","SH","NB",3879783999,3182501370,7062285369,697282629
20191202,"10:47:01","SH","NB",3903426752,3207020948,7110447700,696405804
20191202,"10:47:01","SZ","NB",4652047818,3811634524,8463682342,840413294
20191202,"10:48:01","SH","NB",3921727951,3243417891,7165145842,678310060
20191202,"10:48:01","SZ","NB",4673902408,3848518957,8522421365,825383451
20191202,"10:49:01","SH","NB",3947032658,3267760975,7214793633,679271683
20191202,"10:49:01","SZ","NB",4699095731,3865977206,8565072937,833118525
20191202,"10:50:01","SH","NB",3980888847,3288157214,7269046061,692731633
20191202,"10:50:01","SZ","NB",4727508587,3880415785,8607924372,847092802
20191202,"10:51:01","SH","NB",4007269406,3312753916,7320023322,694515490
20191202,"10:51:01","SZ","NB",4756174631,3909667222,8665841853,846507409
20191202,"10:52:01","SH","NB",4035042206,3329051199,7364093405,705991007
20191202,"10:52:01","SZ","NB",4780256421,3935501444,8715757865,844754977
20191202,"10:53:01","SH","NB",4062261424,3352822161,7415083585,709439263
20191202,"10:53:01","SZ","NB",4800477690,3957879599,8758357289,842598091
20191202,"10:54:01","SZ","NB",4820756985,3988928858,8809685843,831828127
20191202,"10:54:01","SH","NB",4084282833,3381915199,7466198032,702367634
20191202,"10:55:01","SH","NB",4106548552,3405748279,7512296831,700800273
20191202,"10:55:01","SZ","NB",4842362570,4011758577,8854121147,830603993
20191202,"10:56:01","SH","NB",4140982109,3425111082,7566093191,715871027
20191202,"10:56:01","SZ","NB",4862560122,4036236062,8898796184,826324060
20191202,"10:57:01","SH","NB",4164705290,3458941287,7623646577,705764003
20191202,"10:57:01","SZ","NB",4890343148,4064955544,8955298692,825387604
20191202,"10:58:01","SH","NB",4206887108,3494435604,7701322712,712451504
20191202,"10:58:01","SZ","NB",4916425426,4098114227,9014539653,818311199
20191202,"10:59:01","SH","NB",4238701499,3516653173,7755354672,722048326
20191202,"10:59:01","SZ","NB",4946521405,4117053765,9063575170,829467640
20191202,"11:00:01","SZ","NB",4973317208,4145016870,9118334078,828300338
20191202,"11:00:01","SH","NB",4266758209,3541890051,7808648260,724868158
20191202,"11:01:01","SH","NB",4293231502,3568463697,7861695199,724767805
20191202,"11:01:01","SZ","NB",5000956945,4173247801,9174204746,827709144
20191202,"11:02:01","SH","NB",4325705731,3591005095,7916710826,734700636
20191202,"11:02:01","SZ","NB",5034228916,4192657728,9226886644,841571188
20191202,"11:03:01","SH","NB",4353916399,3606565263,7960481662,747351136
20191202,"11:03:01","SZ","NB",5067703483,4212719654,9280423137,854983829
20191202,"11:04:01","SZ","NB",5090514437,4247278545,9337792982,843235892
20191202,"11:04:01","SH","NB",4381571518,3639997595,8021569113,741573923
20191202,"11:05:01","SH","NB",4405956048,3666836725,8072792773,739119323
20191202,"11:05:01","SZ","NB",5117664034,4269225784,9386889818,848438250
20191202,"11:06:01","SH","NB",4429768089,3681839624,8111607713,747928465
20191202,"11:06:01","SZ","NB",5142837581,4285591916,9428429497,857245665
20191202,"11:07:01","SZ","NB",5163555587,4300785004,9464340591,862770583
20191202,"11:07:01","SH","NB",4453079461,3696033015,8149112476,757046446
20191202,"11:08:01","SH","NB",4472168923,3713422285,8185591208,758746638
20191202,"11:08:01","SZ","NB",5183524228,4323329350,9506853578,860194878
20191202,"11:09:01","SH","NB",4493410011,3732412218,8225822229,760997793
20191202,"11:09:01","SZ","NB",5207105850,4341442500,9548548350,865663350
20191202,"11:10:01","SZ","NB",5227305791,4360203787,9587509578,867102004
20191202,"11:10:01","SH","NB",4513180934,3744352466,8257533400,768828468
20191202,"11:11:01","SH","NB",4536750803,3769849519,8306600322,766901284
20191202,"11:11:01","SZ","NB",5247512390,4401053951,9648566341,846458439
20191202,"11:12:01","SH","NB",4558207766,3784575640,8342783406,773632126
20191202,"11:12:01","SZ","NB",5271061134,4419571964,9690633098,851489170
20191202,"11:13:01","SH","NB",4577370429,3798624380,8375994809,778746049
20191202,"11:13:01","SZ","NB",5296366677,4439474740,9735841417,856891937
20191202,"11:14:01","SH","NB",4592500640,3812339842,8404840482,780160798
20191202,"11:14:01","SZ","NB",5319147308,4456125086,9775272394,863022222
20191202,"11:15:01","SH","NB",4613184864,3824799860,8437984724,788385004
20191202,"11:15:01","SZ","NB",5342038133,4469993875,9812032008,872044258
20191202,"11:16:01","SH","NB",4649901808,3839841170,8489742978,810060638
20191202,"11:16:01","SZ","NB",5373406031,4482813751,9856219782,890592280
20191202,"11:17:01","SH","NB",4678287904,3857321805,8535609709,820966099
20191202,"11:17:01","SZ","NB",5400916968,4509056158,9909973126,891860810
20191202,"11:18:01","SH","NB",4699365394,3868984277,8568349671,830381117
20191202,"11:18:01","SZ","NB",5424384377,4523482263,9947866640,900902114
20191202,"11:19:01","SH","NB",4714084118,3881022858,8595106976,833061260
20191202,"11:19:01","SZ","NB",5441440507,4539444115,9980884622,901996392
20191202,"11:20:01","SZ","NB",5464160476,4558320721,10022481197,905839755
20191202,"11:20:01","SH","NB",4734562045,3893909197,8628471242,840652848
20191202,"11:21:01","SH","NB",4764976471,3909013813,8673990284,855962658
20191202,"11:21:01","SZ","NB",5494989006,4576872087,10071861093,918116919
20191202,"11:22:01","SH","NB",4791466329,3924580500,8716046829,866885829
20191202,"11:22:01","SZ","NB",5513658548,4597294587,10110953135,916363961
20191202,"11:23:01","SH","NB",4814377600,3942530216,8756907816,871847384
20191202,"11:23:01","SZ","NB",5540108725,4615713032,10155821757,924395693
20191202,"11:24:01","SH","NB",4837564585,3955620244,8793184829,881944341
20191202,"11:24:01","SZ","NB",5562309163,4637196519,10199505682,925112644
20191202,"11:25:01","SH","NB",4856023657,3968209181,8824232838,887814476
20191202,"11:25:01","SZ","NB",5581038672,4654733140,10235771812,926305532
20191202,"11:26:01","SH","NB",4883098566,3986830434,8869929000,896268132
20191202,"11:26:01","SZ","NB",5598779131,4675248689,10274027820,923530442
20191202,"11:27:01","SH","NB",4906765458,4000362943,8907128401,906402515
20191202,"11:27:01","SZ","NB",5616014253,4688780578,10304794831,927233675
20191202,"11:28:01","SZ","NB",5631655839,4704703169,10336359008,926952670
20191202,"11:28:01","SH","NB",4929044801,4011416821,8940461622,917627980
20191202,"11:29:01","SH","NB",4945309068,4020460812,8965769880,924848256
20191202,"11:29:01","SZ","NB",5647455206,4718935022,10366390228,928520184
20191202,"11:30:01","SH","NB",4967369923,4030859449,8998229372,936510474
20191202,"11:30:01","SZ","NB",5662944629,4733885596,10396830225,929059033
20191202,"11:31:01","SH","NB",4968064394,4031325903,8999390297,936738491
20191202,"13:01:01","SZ","NB",5718006613,4812878101,10530884714,905128512
20191202,"13:01:01","SH","NB",5035049552,4121717050,9156766602,913332502
20191202,"13:02:01","SH","NB",5082648393,4173352077,9256000470,909296316
20191202,"13:02:01","SZ","NB",5750985174,4851019347,10602004521,899965827
20191202,"13:03:01","SH","NB",5121444044,4196642670,9318086714,924801374
20191202,"13:03:01","SZ","NB",5776287008,4867531208,10643818216,908755800
20191202,"13:04:01","SZ","NB",5798125089,4890626750,10688751839,907498339
20191202,"13:04:01","SH","NB",5164479826,4217708750,9382188576,946771076
20191202,"13:05:01","SH","NB",5210331146,4243635412,9453966558,966695734
20191202,"13:05:01","SZ","NB",5815952502,4913641835,10729594337,902310667
20191202,"13:06:01","SH","NB",5243981034,4263048228,9507029262,980932806
20191202,"13:06:01","SZ","NB",5839698889,4934475326,10774174215,905223563
20191202,"13:07:01","SH","NB",5287739387,4325110487,9612849874,962628900
20191202,"13:07:01","SZ","NB",5867701995,4993063818,10860765813,874638177
20191202,"13:08:01","SH","NB",5309090338,4351851083,9660941421,957239255
20191202,"13:08:01","SZ","NB",5899199183,5022808207,10922007390,876390976
20191202,"13:09:01","SH","NB",5333216829,4378255623,9711472452,954961206
20191202,"13:09:01","SZ","NB",5917068837,5055136812,10972205649,861932025
20191202,"13:10:01","SH","NB",5357715623,4404139499,9761855122,953576124
20191202,"13:10:01","SZ","NB",5934578344,5077811968,11012390312,856766376
20191202,"13:11:01","SH","NB",5401081470,4429085548,9830167018,971995922
20191202,"13:11:01","SZ","NB",5954176918,5101273883,11055450801,852903035
20191202,"13:12:01","SH","NB",5423924902,4454840096,9878764998,969084806
20191202,"13:12:01","SZ","NB",5974972969,5128513959,11103486928,846459010
20191202,"13:13:01","SZ","NB",5998399879,5149117137,11147517016,849282742
20191202,"13:13:01","SH","NB",5451118784,4473908973,9925027757,977209811
20191202,"13:14:01","SH","NB",5475576933,4493097854,9968674787,982479079
20191202,"13:14:01","SZ","NB",6016465861,5172360077,11188825938,844105784
20191202,"13:15:01","SH","NB",5509257075,4514298770,10023555845,994958305
20191202,"13:15:01","SZ","NB",6037112965,5199292646,11236405611,837820319
20191202,"13:16:01","SZ","NB",6052587647,5217504952,11270092599,835082695
20191202,"13:16:01","SH","NB",5536297893,4534683474,10070981367,1001614419
20191202,"13:17:01","SH","NB",5559159104,4548279476,10107438580,1010879628
20191202,"13:17:01","SZ","NB",6069102738,5236612679,11305715417,832490059
20191202,"13:18:01","SH","NB",5580644816,4560559839,10141204655,1020084977
20191202,"13:18:01","SZ","NB",6099213832,5260836333,11360050165,838377499
20191202,"13:19:01","SH","NB",5607520152,4580869788,10188389940,1026650364
20191202,"13:19:01","SZ","NB",6121792525,5294548449,11416340974,827244076
20191202,"13:20:01","SH","NB",5637650954,4607583576,10245234530,1030067378
20191202,"13:20:01","SZ","NB",6144693653,5316114905,11460808558,828578748
