dataDate,dataTime,connectMarket,tradeDirection,buyTurnover,sellTurnover,totalTurnover,netTurnover
20200617,"09:30:01","SH","NB",146331581,131582063,277913644,14749518
20200617,"09:30:01","SZ","NB",125968970,134596840,260565810,-8627870
20200617,"09:31:01","SH","NB",315852574,469780430,785633004,-153927856
20200617,"09:31:01","SZ","NB",543180212,603172971,1146353183,-59992759
20200617,"09:32:01","SH","NB",559371915,796767509,1356139424,-237395594
20200617,"09:32:01","SZ","NB",976822329,1017496851,1994319180,-40674522
20200617,"09:33:01","SH","NB",759183174,1007812213,1766995387,-248629039
20200617,"09:33:01","SZ","NB",1250998047,1349530851,2600528898,-98532804
20200617,"09:34:01","SZ","NB",1593533839,1742453952,3335987791,-148920113
20200617,"09:34:01","SH","NB",959718715,1197909279,2157627994,-238190564
20200617,"09:35:01","SH","NB",1106705747,1359911264,2466617011,-253205517
20200617,"09:35:01","SZ","NB",1828776437,2025869835,3854646272,-197093398
20200617,"09:36:01","SH","NB",1299057059,1502639197,2801696256,-203582138
20200617,"09:36:01","SZ","NB",2147355003,2372234576,4519589579,-224879573
20200617,"09:37:01","SH","NB",1477423910,1676355205,3153779115,-198931295
20200617,"09:37:01","SZ","NB",2431700681,2753795519,5185496200,-322094838
20200617,"09:38:01","SH","NB",1617042520,1788656700,3405699220,-171614180
20200617,"09:38:01","SZ","NB",2736439595,3026952296,5763391891,-290512701
20200617,"09:39:01","SH","NB",1729985579,1949130960,3679116539,-219145381
20200617,"09:39:01","SZ","NB",2919206530,3419907316,6339113846,-500700786
20200617,"09:40:01","SZ","NB",3169547073,3609484721,6779031794,-439937648
20200617,"09:40:01","SH","NB",1865793273,2037317520,3903110793,-171524247
20200617,"09:41:01","SH","NB",2009838535,2151518829,4161357364,-141680294
20200617,"09:41:01","SZ","NB",3435989074,3819939302,7255928376,-383950228
20200617,"09:42:01","SH","NB",2140182605,2263580834,4403763439,-123398229
20200617,"09:42:01","SZ","NB",3666075996,4083838474,7749914470,-417762478
20200617,"09:43:01","SH","NB",2254551363,2349719857,4604271220,-95168494
20200617,"09:43:01","SZ","NB",3867530091,4233277259,8100807350,-365747168
20200617,"09:44:01","SZ","NB",4034599590,4372736815,8407336405,-338137225
20200617,"09:44:01","SH","NB",2365424819,2443603581,4809028400,-78178762
20200617,"09:45:01","SH","NB",2464539225,2621647676,5086186901,-157108451
20200617,"09:45:01","SZ","NB",4183540093,4633186652,8816726745,-449646559
20200617,"09:46:01","SH","NB",2580014867,2720766442,5300781309,-140751575
20200617,"09:46:01","SZ","NB",4444241106,4808992164,9253233270,-364751058
20200617,"09:47:01","SH","NB",2667087211,2812797300,5479884511,-145710089
20200617,"09:47:01","SZ","NB",4583099230,5031274583,9614373813,-448175353
20200617,"09:48:01","SH","NB",2737354101,2905242749,5642596850,-167888648
20200617,"09:48:01","SZ","NB",4693302698,5251718091,9945020789,-558415393
20200617,"09:49:01","SH","NB",2837342851,2995156166,5832499017,-157813315
20200617,"09:49:01","SZ","NB",4855297195,5389318548,10244615743,-534021353
20200617,"09:50:01","SH","NB",2935566310,3077012924,6012579234,-141446614
20200617,"09:50:01","SZ","NB",4989163428,5544001324,10533164752,-554837896
20200617,"09:51:01","SH","NB",3015483061,3215149070,6230632131,-199666009
20200617,"09:51:01","SZ","NB",5125260947,5858957944,10984218891,-733696997
20200617,"09:52:01","SZ","NB",5342353381,6027741967,11370095348,-685388586
20200617,"09:52:01","SH","NB",3108418375,3311614108,6420032483,-203195733
20200617,"09:53:01","SH","NB",3172118238,3399961377,6572079615,-227843139
20200617,"09:53:01","SZ","NB",5452306721,6195333742,11647640463,-743027021
20200617,"09:54:01","SH","NB",3242866113,3466927677,6709793790,-224061564
20200617,"09:54:01","SZ","NB",5572220516,6314109346,11886329862,-741888830
20200617,"09:55:01","SH","NB",3351663921,3531537109,6883201030,-179873188
20200617,"09:55:01","SZ","NB",5758155848,6407313288,12165469136,-649157440
20200617,"09:56:01","SH","NB",3429863440,3671504424,7101367864,-241640984
20200617,"09:56:01","SZ","NB",5917056440,6634969088,12552025528,-717912648
20200617,"09:57:01","SZ","NB",6068921356,6765079519,12834000875,-696158163
20200617,"09:57:01","SH","NB",3497294875,3772570212,7269865087,-275275337
20200617,"09:58:01","SH","NB",3588397468,3850106419,7438503887,-261708951
20200617,"09:58:01","SZ","NB",6269087314,6887819828,13156907142,-618732514
20200617,"09:59:01","SH","NB",3642934508,3928267814,7571202322,-285333306
20200617,"09:59:01","SZ","NB",6384818883,7007344814,13392163697,-622525931
20200617,"10:00:01","SH","NB",3698230523,4013678031,7711908554,-315447508
20200617,"10:00:01","SZ","NB",6456217991,7156786620,13613004611,-700568629
20200617,"10:01:01","SH","NB",3756693179,4116217724,7872910903,-359524545
