dataDate,dataTime,connectMarket,tradeDirection,buyTurnover,sellTurnover,totalTurnover,netTurnover
20191129,"09:30:01","SH","NB",36263923,73026583,109290506,-36762660
20191129,"09:30:01","SZ","NB",28773095,41000562,69773657,-12227467
20191129,"09:31:01","SH","NB",108186714,160241461,268428175,-52054747
20191129,"09:31:01","SZ","NB",103989382,141112016,245101398,-37122634
20191129,"09:32:01","SZ","NB",195256365,217013611,412269976,-21757246
20191129,"09:32:01","SH","NB",189249746,226809824,416059570,-37560078
20191129,"09:33:01","SH","NB",246757455,285223367,531980822,-38465912
20191129,"09:33:01","SZ","NB",272648582,291429605,564078187,-18781023
20191129,"09:34:01","SH","NB",308154171,347573371,655727542,-39419200
20191129,"09:34:01","SZ","NB",350964833,372886303,723851136,-21921470
20191129,"09:35:01","SH","NB",358978899,408545472,767524371,-49566573
20191129,"09:35:01","SZ","NB",421087878,440674935,861762813,-19587057
20191129,"09:36:01","SH","NB",410587279,474013210,884600489,-63425931
20191129,"09:36:01","SZ","NB",486003446,508519979,994523425,-22516533
20191129,"09:37:01","SH","NB",457164071,556427527,1013591598,-99263456
20191129,"09:37:01","SZ","NB",555441400,613387698,1168829098,-57946298
20191129,"09:38:01","SH","NB",530577189,611456541,1142033730,-80879352
20191129,"09:38:01","SZ","NB",677160215,680749542,1357909757,-3589327
20191129,"09:39:01","SH","NB",572500379,664415971,1236916350,-91915592
20191129,"09:39:01","SZ","NB",739732896,735953224,1475686120,3779672
20191129,"09:40:01","SZ","NB",792096374,788463764,1580560138,3632610
20191129,"09:40:01","SH","NB",623567825,705542139,1329109964,-81974314
20191129,"09:41:01","SH","NB",677261417,773336400,1450597817,-96074983
20191129,"09:41:01","SZ","NB",885707273,860020297,1745727570,25686976
20191129,"09:42:01","SH","NB",707085976,850079511,1557165487,-142993535
20191129,"09:42:01","SZ","NB",940556553,939947219,1880503772,609334
20191129,"09:43:01","SH","NB",755711887,951053339,1706765226,-195341452
20191129,"09:43:01","SZ","NB",998064435,1032828403,2030892838,-34763968
20191129,"09:44:01","SH","NB",807083960,1022904142,1829988102,-215820182
20191129,"09:44:01","SZ","NB",1073369180,1103387987,2176757167,-30018807
20191129,"09:45:01","SH","NB",852438334,1085186440,1937624774,-232748106
20191129,"09:45:01","SZ","NB",1139229886,1179295542,2318525428,-40065656
