,indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
39,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-15,1376.33,,,,1338.7,,,-37.63,-0.027341
40,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-18,1338.7,,,,1341.91,,,3.21,0.002398
41,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-19,1341.91,,,,1368.38,,,26.47,0.019726
42,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-20,1368.38,,,,1382.42,,,14.04,0.01026
43,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-21,1382.42,,,,1385.79,,,3.37,0.002438
44,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-22,1385.79,,,,1369.9,,,-15.89,-0.011466
45,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-25,1369.9,,,,1373.01,,,3.11,0.00227
46,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-26,1373.01,,,,1350.01,,,-23.0,-0.016752
47,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-27,1350.01,,,,1354.1,,,4.09,0.00303
48,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-28,1354.1,,,,1352.53,,,-1.57,-0.001159
49,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-03-29,1352.53,,,,1313.47,,,-39.06,-0.028879
50,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-01,1313.47,,,,1317.58,,,4.11,0.003129
51,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-02,1317.58,,,,1296.57,,,-21.01,-0.015946
52,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-03,1296.57,,,,1302.25,,,5.68,0.004381
53,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-04,1302.25,,,,1337.73,,,35.48,0.027245
54,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-05,1337.73,,,,1332.2,,,-5.53,-0.004134
55,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-08,1332.2,,,,1333.71,,,1.51,0.001133
56,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-09,1333.71,,,,1357.74,,,24.03,0.018017
57,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-10,1357.74,,,,1366.72,,,8.98,0.006614
58,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-11,1366.72,,,,1344.73,,,-21.99,-0.01609
59,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-12,1344.73,,,,1350.69,,,5.96,0.004432
60,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-15,1350.69,,,,1344.58,,,-6.11,-0.004524
61,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-16,1344.58,,,,1341.5,,,-3.08,-0.002291
62,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-17,1341.5,,,,1341.77,,,0.27,0.000201
63,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-18,1341.77,,,,1326.55,,,-15.22,-0.011343
64,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-19,1326.55,,,,1330.64,,,4.09,0.003083
65,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-22,1330.64,,,,1324.87,,,-5.77,-0.004336
66,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-23,1324.87,,,,1318.66,,,-6.21,-0.004687
67,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-24,1318.66,,,,1309.73,,,-8.93,-0.006772
68,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-25,1309.73,,,,1312.48,,,2.75,0.0021
69,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-26,1312.48,,,,1331.71,,,19.23,0.014652
70,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-29,1331.71,,,,1349.79,,,18.08,0.013577
71,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-04-30,1349.79,,,,1353.61,,,3.82,0.00283
72,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-08,1353.61,,,,1342.29,,,-11.32,-0.008363
73,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-09,1342.29,,,,1344.78,,,2.49,0.001855
74,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-10,1344.78,,,,1335.45,,,-9.33,-0.006938
75,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-13,1335.45,,,,1319.81,,,-15.64,-0.011711
76,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-14,1319.81,,,,1311.68,,,-8.13,-0.00616
77,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-15,1311.68,,,,1300.12,,,-11.56,-0.008813
78,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-16,1300.12,,,,1261.52,,,-38.6,-0.02969
79,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-17,1261.52,,,,1277.24,,,15.72,0.012461
80,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-20,1277.24,,,,1258.83,,,-18.41,-0.014414
81,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-21,1258.83,,,,1298.88,,,40.05,0.031815
82,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-22,1298.88,,,,1280.16,,,-18.72,-0.014412
83,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-23,1280.16,,,,1284.84,,,4.68,0.003656
84,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-24,1284.84,,,,1265.97,,,-18.87,-0.014687
85,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-27,1265.97,,,,1270.34,,,4.37,0.003452
86,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-28,1270.34,,,,1270.38,,,0.04,3.1e-05
87,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-29,1270.38,,,,1246.02,,,-24.36,-0.019175
88,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-30,1246.02,,,,1245.89,,,-0.13,-0.000104
89,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-05-31,1245.89,,,,1238.58,,,-7.31,-0.005867
90,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-03,1238.58,,,,1213.39,,,-25.19,-0.020338
91,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-04,1213.39,,,,1219.52,,,6.13,0.005052
92,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-05,1219.52,,,,1196.62,,,-22.9,-0.018778
93,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-06,1196.62,,,,1245.61,,,48.99,0.04094
94,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-07,1245.61,,,,1252.51,,,6.9,0.005539
95,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-10,1252.51,,,,1243.74,,,-8.77,-0.007002
96,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-11,1243.74,,,,1252.85,,,9.11,0.007325
97,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-12,1252.85,,,,1246.84,,,-6.01,-0.004797
98,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-13,1246.84,,,,1235.57,,,-11.27,-0.009039
99,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-14,1235.57,,,,1222.12,,,-13.45,-0.010886
100,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-17,1222.12,,,,1224.65,,,2.53,0.00207
101,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-18,1224.65,,,,1248.84,,,24.19,0.019753
102,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-19,1248.84,,,,1236.05,,,-12.79,-0.010242
103,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-20,1236.05,,,,1245.08,,,9.03,0.007306
104,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-21,1245.08,,,,1288.52,,,43.44,0.034889
105,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-24,1288.52,,,,1409.51,,,120.99,0.093898
106,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-25,1409.51,,,,1409.23,,,-0.28,-0.000199
107,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-26,1409.23,,,,1417.31,,,8.08,0.005734
108,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-27,1417.31,,,,1422.51,,,5.2,0.003669
109,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-06-28,1422.51,,,,1431.18,,,8.67,0.006095
110,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-01,1431.18,,,,1415.33,,,-15.85,-0.011075
111,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-02,1415.33,,,,1425.81,,,10.48,0.007405
112,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-03,1425.81,,,,1427.39,,,1.58,0.001108
113,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-04,1427.39,,,,1412.62,,,-14.77,-0.010348
114,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-05,1412.62,,,,1415.4,,,2.78,0.001968
115,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-08,1415.4,,,,1423.7,,,8.3,0.005864
116,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-09,1423.7,,,,1419.47,,,-4.23,-0.002971
117,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-10,1419.47,,,,1392.9,,,-26.57,-0.018718
118,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-11,1392.9,,,,1390.93,,,-1.97,-0.001414
119,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-12,1390.93,,,,1389.45,,,-1.48,-0.001064
120,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-15,1389.45,,,,1379.38,,,-10.07,-0.007247
121,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-16,1379.38,,,,1382.41,,,3.03,0.002197
122,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-17,1382.41,,,,1393.02,,,10.61,0.007675
123,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-18,1393.02,,,,1397.41,,,4.39,0.003151
124,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-19,1397.41,,,,1403.25,,,5.84,0.004179
125,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-22,1403.25,,,,1380.28,,,-22.97,-0.016369
126,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-23,1380.28,,,,1375.61,,,-4.67,-0.003383
127,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-24,1375.61,,,,1372.89,,,-2.72,-0.001977
128,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-25,1372.89,,,,1365.0,,,-7.89,-0.005747
129,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-26,1365.0,,,,1361.41,,,-3.59,-0.00263
130,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-29,1361.41,,,,1368.8,,,7.39,0.005428
131,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-30,1368.8,,,,1371.91,,,3.11,0.002272
132,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-07-31,1371.91,,,,1358.16,,,-13.75,-0.010023
133,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-01,1358.16,,,,1355.3,,,-2.86,-0.002106
134,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-02,1355.3,,,,1359.99,,,4.69,0.00346
135,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-05,1359.99,,,,1353.48,,,-6.51,-0.004787
136,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-06,1353.48,,,,1368.99,,,15.51,0.011459
137,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-07,1368.99,,,,1366.8,,,-2.19,-0.0016
138,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-08,1366.8,,,,1359.68,,,-7.12,-0.005209
139,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-09,1359.68,,,,1350.31,,,-9.37,-0.006891
140,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-12,1350.31,,,,1340.22,,,-10.09,-0.007472
141,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-13,1340.22,,,,1342.36,,,2.14,0.001597
142,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-14,1342.36,,,,1351.51,,,9.15,0.006816
143,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-15,1351.51,,,,1340.97,,,-10.54,-0.007799
144,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-16,1340.97,,,,1349.62,,,8.65,0.006451
145,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-19,1349.62,,,,1347.16,,,-2.46,-0.001823
146,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-20,1347.16,,,,1370.05,,,22.89,0.016991
147,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-21,1370.05,,,,1370.96,,,0.91,0.000664
148,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-22,1370.96,,,,1381.55,,,10.59,0.007725
149,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-23,1381.55,,,,1379.42,,,-2.13,-0.001542
150,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-26,1379.42,,,,1366.18,,,-13.24,-0.009598
151,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-27,1366.18,,,,1369.76,,,3.58,0.00262
152,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-28,1369.76,,,,1368.4,,,-1.36,-0.000993
153,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-29,1368.4,,,,1362.67,,,-5.73,-0.004187
154,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-08-30,1362.67,,,,1361.3,,,-1.37,-0.001005
155,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-02,1361.3,,,,1362.15,,,0.85,0.000624
156,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-03,1362.15,,,,1366.71,,,4.56,0.003348
157,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-04,1366.71,,,,1358.78,,,-7.93,-0.005802
158,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-05,1358.78,,,,1341.47,,,-17.31,-0.012739
159,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-06,1341.47,,,,1334.34,,,-7.13,-0.005315
160,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-09,1334.34,,,,1323.13,,,-11.21,-0.008401
161,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-10,1323.13,,,,1324.21,,,1.08,0.000816
162,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-11,1324.21,,,,1319.03,,,-5.18,-0.003912
163,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-12,1319.03,,,,1322.23,,,3.2,0.002426
164,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-13,1322.23,,,,1321.81,,,-0.42,-0.000318
165,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-16,1321.81,,,,1302.62,,,-19.19,-0.014518
166,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-17,1302.62,,,,1304.38,,,1.76,0.001351
167,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-18,1304.38,,,,1295.56,,,-8.82,-0.006762
168,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-19,1295.56,,,,1319.82,,,24.26,0.018725
169,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-20,1319.82,,,,1305.75,,,-14.07,-0.010661
170,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-23,1305.75,,,,1304.92,,,-0.83,-0.000636
171,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-24,1304.92,,,,1299.19,,,-5.73,-0.004391
172,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-25,1299.19,,,,1299.52,,,0.33,0.000254
173,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-26,1299.52,,,,1291.38,,,-8.14,-0.006264
174,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-09-27,1291.38,,,,1285.65,,,-5.73,-0.004437
175,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-08,1285.65,,,,1272.94,,,-12.71,-0.009886
176,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-09,1272.94,,,,1247.53,,,-25.41,-0.019962
177,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-10,1247.53,,,,1241.55,,,-5.98,-0.004793
178,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-11,1241.55,,,,1237.14,,,-4.41,-0.003552
179,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-14,1237.14,,,,1243.74,,,6.6,0.005335
180,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-15,1243.74,,,,1238.97,,,-4.77,-0.003835
181,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-16,1238.97,,,,1247.72,,,8.75,0.007062
182,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-17,1247.72,,,,1228.26,,,-19.46,-0.015596
183,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-18,1228.26,,,,1233.67,,,5.41,0.004405
184,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-21,1233.67,,,,1237.36,,,3.69,0.002991
185,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-22,1237.36,,,,1254.74,,,17.38,0.014046
186,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-23,1254.74,,,,1255.64,,,0.9,0.000717
187,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-24,1255.64,,,,1244.56,,,-11.08,-0.008824
188,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-25,1244.56,,,,1233.58,,,-10.98,-0.008822
189,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-28,1233.58,,,,1219.43,,,-14.15,-0.011471
190,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-29,1219.43,,,,1226.78,,,7.35,0.006027
191,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-30,1226.78,,,,1225.94,,,-0.84,-0.000685
192,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-10-31,1225.94,,,,1225.34,,,-0.6,-0.000489
193,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-01,1225.34,,,,1227.85,,,2.51,0.002048
194,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-04,1227.85,,,,1246.8,,,18.95,0.015433
195,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-05,1246.8,,,,1265.73,,,18.93,0.015183
196,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-06,1265.73,,,,1260.05,,,-5.68,-0.004488
197,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-07,1260.05,,,,1259.87,,,-0.18,-0.000143
198,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-08,1259.87,,,,1232.94,,,-26.93,-0.021375
199,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-11,1232.94,,,,1218.36,,,-14.58,-0.011825
200,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-12,1218.36,,,,1200.92,,,-17.44,-0.014314
201,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-13,1200.92,,,,1206.42,,,5.5,0.00458
202,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-14,1206.42,,,,1183.64,,,-22.78,-0.018882
203,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-15,1183.64,,,,1186.92,,,3.28,0.002771
204,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-18,1186.92,,,,1174.82,,,-12.1,-0.010194
205,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-19,1174.82,,,,1182.64,,,7.82,0.006656
206,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-20,1182.64,,,,1154.9,,,-27.74,-0.023456
207,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-21,1154.9,,,,1125.38,,,-29.52,-0.025561
208,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-22,1125.38,,,,1128.07,,,2.69,0.00239
209,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-25,1128.07,,,,1133.17,,,5.1,0.004521
210,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-26,1133.17,,,,1111.05,,,-22.12,-0.01952
211,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-27,1111.05,,,,1118.96,,,7.91,0.007119
212,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-28,1118.96,,,,1150.59,,,31.63,0.028267
213,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-11-29,1150.59,,,,1164.62,,,14.03,0.012194
214,000300.ZICN,000300,中证指数有限公司,沪深300,XSHG,2002-12-02,1164.62,,,,1132.93,,,-31.69,-0.027211
