tradeDate,rocp,orocp,lrocp,hrocp,ma,macp,dif,dea,macd,difrocp,dearocp,macdrocp,rsi,rsirocp,vrocp,up,mid,low,vmarocp,vmacp,rocpvrocp,sigma,code,chgPct,nextPct,preClosePrice,closePrice,nextPrice
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,EG,-0.054333300000000015,-0.0256726,6000.0,5674.0,5541.0
2018-12-11,-0.02344025378921396,0.0032142857142857142,-0.00954954954954955,-0.017471025774087528,,,,,,,,,,,-0.27824132115620753,,,,,,0.006522047182547692,,EG,-0.0256726,-0.00448914,5674.0,5541.0,5544.0
2018-12-12,0.0005414185165132648,-0.006763972944108224,0.0029106785519374206,-0.014436619718309859,,,,,,,,,,,-0.3573788045119437,,,,,,-0.0001934915021721406,,EG,-0.00448914,0.00720591,5541.0,5544.0,5591.0
2018-12-13,0.008477633477633478,-0.01093189964157706,-0.006892798839107564,0.00857449088960343,,,,,,,,,,,0.17995432380993295,,,,,,0.0015255867999759828,,EG,0.00720591,0.00827338,5544.0,5591.0,5606.0
2018-12-14,0.0026828832051511357,0.023192607356405145,0.019726027397260273,0.003542330853701736,5591.2,-0.002640028540849123,,,,,,,,,-0.44235302606417476,,,,,1.1328237448366902,-0.001186781504375357,,EG,0.00827338,-0.00035587,5591.0,5606.0,5618.0
2018-12-17,0.0021405636817695326,-0.009739684788383213,-0.003044957907934802,-0.005118249205788916,5580.0,-0.006763972944108224,,,,,,,,,-0.3287699171255742,5695.351503360453,5595.666666666667,5495.981829972881,-0.27498297896979335,1.34702279961866,-0.0007037529442573832,,EG,-0.00035587,0.00213713,5606.0,5618.0,5627.0
2018-12-18,0.001601993592025632,-0.000715307582260372,0.0007186489399928135,-0.0015965939329430547,5597.2,-0.005295894792962535,,,,,,,,,-0.008256796864030672,5662.12375442964,5587.833333333333,5513.542912237026,-0.24729879890010484,0.7813151720542232,-1.322733566683447e-05,,EG,0.00213713,0.00321314,5618.0,5627.0,5620.0
2018-12-19,-0.0012440021325750845,-0.0016105941302791697,-0.0034111310592459605,0.0012437810945273632,5612.4,-0.001352313167259851,,,,,,,,,0.20119644199032746,5662.318838867023,5601.0,5539.681161132977,-0.14103905606878261,0.270877202479227,-0.0002502888029024866,,EG,0.00321314,-0.00250447,5627.0,5620.0,5576.0
2018-12-20,-0.007829181494661922,0.00878293601003764,0.00234192037470726,0.0,5609.4,0.005989956958393048,,,,,,,,,-0.3176607805505074,5645.375191212623,5606.333333333333,5567.291475454043,-0.2744409020532381,0.3737932981168594,0.0024870239046658944,,EG,-0.00250447,-0.0323272,5620.0,5576.0,5418.0
2018-12-21,-0.028335724533715925,-0.011904761904761904,-0.04385334291876348,-0.010470275066548358,5571.8,0.028386858619416793,,,,,,,,,1.3547090888127187,5737.878302771915,5577.5,5417.121697228085,0.5330699439661626,-0.6208948182128314,-0.0383866635639185,,EG,-0.0323272,-0.014417700000000004,5576.0,5418.0,5332.0
2018-12-24,-0.015873015873015872,-0.032548102859197986,-0.002631578947368421,-0.03425394548063128,5514.6,0.034246061515378914,,,,,,,,,-0.495917779961836,5783.38346087587,5531.833333333333,5280.283205790796,0.12365186857286187,-0.07190638095991145,0.007871710793045016,,EG,-0.014417700000000004,-0.031811400000000004,5418.0,5332.0,5174.0
2018-12-25,-0.029632408102025505,-0.03345724907063197,-0.03354692800603091,-0.02859795728876509,5424.0,0.048318515655199075,-63.94774402854637,,,,,,,,0.24665610514437217,5823.194342017438,5457.833333333333,5092.472324649228,0.16517345965103594,-0.13612021754372672,-0.007309014368494148,,EG,-0.031811400000000004,-0.00425203,5332.0,5174.0,5152.0
2018-12-26,-0.004252029377657518,0.0,0.0,-0.0003823360734085261,5330.4,0.03462732919254651,-122.20212995245402,,,0.910968585504796,,,12.252563857307749,,-0.13871913106578768,5772.796932780127,5378.666666666667,4984.536400553207,0.09112964433466858,0.09556273401365543,0.0005898378205348529,,EG,-0.00425203,-0.00657767,5174.0,5152.0,5135.0
2018-12-27,-0.003299689440993789,0.01942307692307692,0.0013650546021840874,0.028303690954293362,5242.2,0.02087633885102236,-223.6241732194767,,,0.8299531547157453,,,14.582582595877938,0.1901658106585182,0.15703276016036646,5651.217920810866,5297.833333333333,4944.4487458558,0.14498621559427063,0.0829360426424637,-0.0005181593405912714,,EG,-0.00657767,-0.0155321,5152.0,5135.0,5134.0
2018-12-28,-0.00019474196689386563,-0.030182984342576873,-0.009152872444011684,-0.03924121257206621,5185.4,0.010011686793922796,-288.00843823498053,,,0.2879128141138556,,,14.11759004033685,-0.03188684531589946,0.04919432231219411,5465.8355861963955,5224.166666666667,4982.497747136938,-0.12875506840592194,-0.10077018333383672,-9.580199087087461e-06,,EG,-0.0155321,-0.0138618,5135.0,5134.0,5051.0
2019-01-02,-0.016166731593299573,-0.007002528690916164,-0.008254716981132075,-0.006194347657762292,5129.2,0.015482082755889887,-333.850535422579,,,0.1591692849992013,,,5.673529588650425,-0.5981233643674319,-0.2532094844478401,5348.41197372338,5163.0,4977.58802627662,-0.005054311682553718,0.20701665743064843,0.004093569771945993,,EG,-0.0138618,0.00845791,5134.0,5051.0,5127.0
2019-01-03,0.01504652544050683,-0.0023506366307541626,0.004359889021006738,0.003506038176860148,5119.8,-0.0014043300175540898,-314.33496139744966,-169.88802870607054,-144.44693269137912,-0.0584560213462802,,,14.957483034092988,1.63636292018545,0.08449534455142282,5212.273531479464,5128.833333333333,5045.3931351872025,-0.034044828661824296,0.07488448621723362,0.0012713613513973738,,EG,0.00845791,0.00802191,5051.0,5127.0,5152.0
