tradeDate,rocp,orocp,lrocp,hrocp,ma,macp,dif,dea,macd,difrocp,dearocp,macdrocp,rsi,rsirocp,vrocp,up,mid,low,vmarocp,vmacp,rocpvrocp,sigma,code,chgPct,nextPct,preClosePrice,closePrice,nextPrice
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,ZC,0.0276923,0.032489599999999993,,534.4,546.6
2013-09-27,0.022829341317365356,0.019794442329653553,0.017945780832378945,0.02877428998505227,,,,,,,,,,,0.3754373930916468,,,,,,0.00857098839019107,,ZC,0.032489599999999993,0.0183,534.4,546.6,555.0
2013-09-30,0.015367727771679432,0.017170586039567087,0.016879219804951235,0.009444242644387816,,,,,,,,,,,-0.4162768283164224,,,,,,-0.006397228975224915,,ZC,0.0183,-0.00255102,546.6,555.0,547.4
2013-10-08,-0.013693693693693734,0.01834862385321101,-0.007008483954260546,-0.0014393666786613074,,,,,,,,,,,-0.23284341288840285,,,,,,0.0031884863746880483,,ZC,-0.00255102,0.0047759,555.0,547.4,547.0
2013-10-09,-0.0007307270734380293,-0.015495495495495537,0.00594353640416056,-0.00972972972972969,546.08,-0.0016819012797074206,,,,,,,,,0.03826055594759409,,,,,0.42240477968633316,-2.7958024075697415e-05,,ZC,0.0047759,0.0003655,547.4,547.0,547.4
2013-10-10,0.000731261425959739,-0.0014641288433381305,0.007385524372230428,0.004366812227074194,548.6800000000001,0.002338326635001985,,,,,,,,,-0.1048117801293634,559.5755414202209,546.3000000000001,533.0244585797792,-0.10242955158230711,0.4268044388018996,-7.664481179477693e-05,,ZC,0.0003655,-0.0018,547.0,547.4,547.2
2013-10-11,-0.00036536353671891086,0.006598240469208252,0.0021994134897359453,-0.0021739130434783433,548.8000000000001,0.002923976608187176,,,,,,,,,-0.4449502152762045,554.8951184324111,548.4333333333333,541.9715482342555,-0.2811838313200203,0.9604215351429086,0.00016256858431715483,,ZC,-0.0018,0.0207802,547.4,547.2,560.0
2013-10-14,0.02339181286549699,-0.0021849963583394855,0.0007315288953915343,0.018881626724764147,549.8000000000001,-0.018214285714285593,,,,,,,,,1.1468090052081072,561.7190268972538,550.6666666666666,539.6143064360795,0.052896044086531736,-0.3580735554111374,0.02682594164229481,,ZC,0.0207802,0.0122,547.2,560.0,563.4
2013-10-15,0.006071428571428531,0.023722627737226276,0.021929824561403508,0.010334996436208043,553.0000000000001,-0.018459353922612467,,,,,,,,,-0.10811399361334344,567.14760386124,552.0666666666667,536.9857294720935,0.07839401882832428,-0.2234677160169631,-0.000656406389795295,,ZC,0.0122,0.0014,560.0,563.4,563.8
2013-10-16,0.0007099751508696792,0.003921568627451062,0.0014306151645206624,-0.0021164021164021968,556.36,-0.013196168854203515,,,,,,,,,-0.27891659464027624,571.6608422090948,554.8,537.9391577909051,-0.008140274370854851,0.07930401924492246,-0.00019802385135978727,,ZC,0.0014,-0.00177683,563.4,563.8,561.8
2013-10-17,-0.0035473572188719407,0.0031960227272726464,-0.002142857142857224,0.0035348179568752214,559.24,-0.004556781772872812,,,,,,,,,0.48545621679321327,572.9386374000063,557.2666666666665,541.5946959333268,0.10991017397304602,-0.21579117678783302,-0.0017220866150876668,,ZC,-0.00177683,-0.0028,563.8,561.8,562.4
2013-10-18,0.0010679957280171285,-0.005309734513274336,-0.0025053686471008902,-0.008101444170482405,562.2800000000001,-0.0002133712660026509,13.02105736390024,,,,,,,,-0.45142715593394,572.368677088288,559.7666666666665,547.1646562450451,0.04977259389671362,0.597956563005974,-0.0004821222740483701,,ZC,-0.0028,-0.0032,561.8,562.4,559.0
2013-10-21,-0.0060455192034139,0.0017793594306049821,0.001076426264800902,0.0017755681818181818,562.0800000000002,0.005509838998211368,10.568043528358317,,,-0.1883882212471234,,,74.21248811885211,,-0.09292848984596501,565.5252545702072,561.7333333333332,557.9414120964593,-0.13650117046923585,0.5216463743131129,0.0005618009699080351,,ZC,-0.0032,-0.0010699,562.4,559.0,560.2
2013-10-22,0.0021466905187836234,-0.008525754884546988,-0.0043010752688171635,-0.006026231832683606,561.44,0.0022134951802927688,8.610716253643545,,,-0.18521188614169443,,,66.99227243747845,-0.09729111453331689,0.009019719372982248,565.4883150469753,561.7666666666665,558.0450182863577,-0.12547037735390995,0.3188290390981343,1.936254606006996e-05,,ZC,-0.0010699,0.0032,559.0,560.2,559.8
2013-10-23,-0.0007140307033204051,0.005016123253314142,0.004679625629949645,0.0064194008559201555,560.64,0.001500535905680657,7.63767858129529,,,-0.11300310493177883,,,57.61829135622929,-0.13992630403749276,0.15237993277653789,564.7836635793908,561.1666666666666,557.5496697539425,-0.03566553927442818,0.10248346998148641,-0.00010880395057234739,,ZC,0.0032,-0.0146,560.2,559.8,553.2
