,Time,Trade_Profit,Cost,N_Trade,PnL
112,2018-05-29 18:05:00,0.0,0.0,0,0.0
113,2018-05-29 18:06:00,0.0,0.0,0,0.0
114,2018-05-29 18:07:00,0.0,0.0,0,0.0
115,2018-05-29 18:08:00,0.0,0.0,0,0.0
116,2018-05-29 18:09:00,0.0,0.0,0,0.0
117,2018-05-29 18:10:00,0.0,0.0,0,0.0
118,2018-05-29 18:11:00,0.0,0.0,0,0.0
119,2018-05-29 18:12:00,0.0,0.0,0,0.0
120,2018-05-29 18:13:00,0.0,0.0,0,0.0
121,2018-05-29 18:14:00,0.0,0.0,0,0.0
122,2018-05-29 18:15:00,0.0,0.0,0,0.0
123,2018-05-29 18:16:00,0.0,0.0,0,0.0
124,2018-05-29 18:17:00,0.0,0.0,0,0.0
125,2018-05-29 18:18:00,0.0,0.0,0,0.0
126,2018-05-29 18:19:00,0.0,0.0,0,0.0
127,2018-05-29 18:20:00,0.0,0.0,0,0.0
128,2018-05-29 18:21:00,0.0,0.0,0,0.0
129,2018-05-29 18:22:00,0.0,0.0,0,0.0
130,2018-05-29 18:23:00,0.0,0.0,0,0.0
131,2018-05-29 18:24:00,0.0,0.0,0,0.0
132,2018-05-29 18:25:00,0.0,0.0,0,0.0
133,2018-05-29 18:26:00,0.0,0.0,0,0.0
134,2018-05-29 18:27:00,0.0,0.0,0,0.0
135,2018-05-29 18:28:00,0.0,0.0,0,0.0
136,2018-05-29 18:29:00,0.0,0.0,0,0.0
137,2018-05-29 18:30:00,0.0,0.0,0,0.0
138,2018-05-29 18:31:00,0.0,0.0,0,0.0
139,2018-05-29 18:32:00,0.0,0.0,0,0.0
140,2018-05-29 18:33:00,0.0,0.0,0,0.0
141,2018-05-29 18:34:00,0.0,0.0,0,0.0
142,2018-05-29 18:35:00,0.0,0.0,0,0.0
143,2018-05-29 18:36:00,0.0,0.0,0,0.0
144,2018-05-29 18:37:00,0.0,0.0,0,0.0
145,2018-05-29 18:38:00,0.0,0.0,0,0.0
146,2018-05-29 18:39:00,0.0,0.0,0,0.0
147,2018-05-29 18:40:00,0.0,0.0,0,0.0
148,2018-05-29 18:41:00,0.0,0.0,0,0.0
149,2018-05-29 18:42:00,0.0,0.0,0,0.0
150,2018-05-29 18:43:00,0.0,0.0,0,0.0
151,2018-05-29 18:44:00,0.0,0.0,0,0.0
152,2018-05-29 18:45:00,0.0,0.0,0,0.0
153,2018-05-29 18:46:00,0.0,0.0,0,0.0
154,2018-05-29 18:47:00,0.0,0.0,0,0.0
155,2018-05-29 18:48:00,0.0,0.0,0,0.0
156,2018-05-29 18:49:00,0.0,0.0,0,0.0
157,2018-05-29 18:50:00,0.0,0.0,0,0.0
158,2018-05-29 18:51:00,0.0,0.0,0,0.0
159,2018-05-29 18:52:00,0.0,0.0,0,0.0
160,2018-05-29 18:53:00,0.0,0.0,0,0.0
161,2018-05-29 18:54:00,0.0,0.0,0,0.0
162,2018-05-29 18:55:00,0.0,0.0,0,0.0
163,2018-05-29 18:56:00,0.0,0.0,0,0.0
164,2018-05-29 18:57:00,0.0,0.0,0,0.0
165,2018-05-29 18:58:00,0.0,0.0,0,0.0
166,2018-05-29 18:59:00,0.0,0.0,0,0.0
167,2018-05-29 19:00:00,0.0,0.0,0,0.0
168,2018-05-29 19:01:00,0.0,0.0,0,0.0
169,2018-05-29 19:02:00,0.0,0.0,0,0.0
170,2018-05-29 19:03:00,0.0,0.0,0,0.0
171,2018-05-29 19:04:00,0.0,0.0,0,0.0
172,2018-05-29 19:05:00,0.0,0.0,0,0.0
173,2018-05-29 19:06:00,0.0,0.0,0,0.0
174,2018-05-29 19:07:00,0.0,0.0,0,0.0
175,2018-05-29 19:08:00,0.0,0.0,0,0.0
176,2018-05-29 19:09:00,0.0,0.0,0,0.0
177,2018-05-29 19:10:00,0.0,0.0,0,0.0
178,2018-05-29 19:11:00,0.0,0.0,0,0.0
179,2018-05-29 19:12:00,0.0,0.0,0,0.0
180,2018-05-29 19:13:00,0.0,0.0,0,0.0
181,2018-05-29 19:14:00,0.0,0.0,0,0.0
182,2018-05-29 19:15:00,0.0,0.0,0,0.0
183,2018-05-29 19:16:00,0.0,0.0,0,0.0
184,2018-05-29 19:17:00,0.0,0.0,0,0.0
185,2018-05-29 19:18:00,0.0,0.0,0,0.0
186,2018-05-29 19:19:00,0.0,0.0,0,0.0
187,2018-05-29 19:20:00,0.0,0.0,0,0.0
188,2018-05-29 19:21:00,0.0,0.0,0,0.0
189,2018-05-29 19:22:00,0.0,0.0,0,0.0
190,2018-05-29 19:23:00,0.0,0.0,0,0.0
191,2018-05-29 19:24:00,0.0,0.0,0,0.0
192,2018-05-29 19:25:00,0.0,0.0,0,0.0
193,2018-05-29 19:26:00,0.0,0.0,0,0.0
194,2018-05-29 19:27:00,0.0,0.0,0,0.0
195,2018-05-29 19:28:00,0.0,0.0,0,0.0
196,2018-05-29 19:29:00,0.0,0.0,0,0.0
197,2018-05-29 19:30:00,0.0,0.0,0,0.0
198,2018-05-29 19:31:00,0.0,0.0,0,0.0
199,2018-05-29 19:32:00,0.0,0.0,0,0.0
200,2018-05-29 19:33:00,0.0,0.0,0,0.0
201,2018-05-29 19:34:00,0.0,0.0,0,0.0
202,2018-05-29 19:35:00,0.0,0.0,0,0.0
203,2018-05-29 19:36:00,0.0,0.0,0,0.0
204,2018-05-29 19:37:00,0.0,0.0,0,0.0
205,2018-05-29 19:38:00,0.0,0.0,0,0.0
206,2018-05-29 19:39:00,0.0,0.0,0,0.0
207,2018-05-29 19:40:00,0.0,0.0,0,0.0
208,2018-05-29 19:41:00,0.0,0.0,0,0.0
209,2018-05-29 19:42:00,0.0,0.0,0,0.0
210,2018-05-29 19:43:00,0.0,0.0,0,0.0
211,2018-05-29 19:44:00,0.0,0.0,0,0.0
212,2018-05-29 19:45:00,0.0,0.0,0,0.0
213,2018-05-29 19:46:00,0.0,0.0,0,0.0
214,2018-05-29 19:47:00,0.0,0.0,0,0.0
215,2018-05-29 19:48:00,0.0,0.0,0,0.0
216,2018-05-29 19:49:00,0.0,0.0,0,0.0
217,2018-05-29 19:50:00,0.0,0.0,0,0.0
218,2018-05-29 19:51:00,0.0,0.0,0,0.0
219,2018-05-29 19:52:00,0.0,0.0,0,0.0
220,2018-05-29 19:53:00,0.0,0.0,0,0.0
221,2018-05-29 19:54:00,0.0,0.0,0,0.0
222,2018-05-29 19:55:00,0.0,0.0,0,0.0
223,2018-05-29 19:56:00,0.0,0.0,0,0.0
224,2018-05-29 19:57:00,0.0,0.0,0,0.0
225,2018-05-29 19:58:00,0.0,0.0,0,0.0
226,2018-05-29 19:59:00,0.0,0.0,0,0.0
227,2018-05-30 13:30:00,0.0,0.0,0,0.0
228,2018-05-30 13:31:00,0.0,0.0,0,0.0
229,2018-05-30 13:32:00,0.0,0.0,0,0.0
230,2018-05-30 13:33:00,0.0,0.0,0,0.0
231,2018-05-30 13:34:00,0.0,0.0,0,0.0
232,2018-05-30 13:35:00,0.0,0.0,0,0.0
233,2018-05-30 13:36:00,0.0,0.0,0,0.0
234,2018-05-30 13:37:00,0.0,0.0,0,0.0
235,2018-05-30 13:38:00,0.0,0.0,0,0.0
236,2018-05-30 13:39:00,0.0,0.0,0,0.0
237,2018-05-30 13:40:00,0.0,0.0,0,0.0
238,2018-05-30 13:41:00,0.0,0.0,0,0.0
239,2018-05-30 13:42:00,0.0,0.0,0,0.0
240,2018-05-30 13:43:00,0.0,0.0,0,0.0
241,2018-05-30 13:44:00,0.0,0.0,0,0.0
242,2018-05-30 13:45:00,0.0,0.0,0,0.0
243,2018-05-30 13:46:00,0.0,0.0,0,0.0
244,2018-05-30 13:47:00,0.0,0.0,0,0.0
245,2018-05-30 13:48:00,0.0,0.0,0,0.0
246,2018-05-30 13:49:00,0.0,0.0,0,0.0
247,2018-05-30 13:50:00,0.0,0.0,0,0.0
248,2018-05-30 13:51:00,0.0,0.0,0,0.0
249,2018-05-30 13:52:00,0.0,0.0,0,0.0
250,2018-05-30 13:53:00,0.0,0.0,0,0.0
251,2018-05-30 13:54:00,0.0,0.0,0,0.0
252,2018-05-30 13:55:00,0.0,0.0,0,0.0
253,2018-05-30 13:56:00,0.0,0.0,0,0.0
254,2018-05-30 13:57:00,0.0,0.0,0,0.0
255,2018-05-30 13:58:00,0.0,0.0,0,0.0
256,2018-05-30 13:59:00,0.0,0.0,0,0.0
257,2018-05-30 14:00:00,0.0,0.0,0,0.0
258,2018-05-30 14:01:00,0.0,0.0,0,0.0
259,2018-05-30 14:02:00,0.0,0.0,0,0.0
260,2018-05-30 14:03:00,0.0,0.0,0,0.0
261,2018-05-30 14:04:00,0.0,0.0,0,0.0
262,2018-05-30 14:05:00,0.0,0.0,0,0.0
263,2018-05-30 14:06:00,0.0,0.0,0,0.0
264,2018-05-30 14:07:00,0.0,0.0,0,0.0
265,2018-05-30 14:08:00,0.0,0.0,0,0.0
266,2018-05-30 14:09:00,0.0,0.0,0,0.0
267,2018-05-30 14:10:00,0.0,0.0,0,0.0
268,2018-05-30 14:11:00,0.0,0.0,0,0.0
269,2018-05-30 14:12:00,0.0,0.0,0,0.0
270,2018-05-30 14:13:00,0.0,0.0,0,0.0
271,2018-05-30 14:14:00,0.0,0.0,0,0.0
272,2018-05-30 14:15:00,0.0,0.0,0,0.0
273,2018-05-30 14:16:00,0.0,0.0,0,0.0
274,2018-05-30 14:17:00,0.0,0.0,0,0.0
275,2018-05-30 14:18:00,0.0,0.0,0,0.0
276,2018-05-30 14:19:00,0.0,0.0,0,0.0
277,2018-05-30 14:20:00,0.0,0.0,0,0.0
278,2018-05-30 14:21:00,0.0,0.0,0,0.0
279,2018-05-30 14:22:00,0.0,0.0,0,0.0
280,2018-05-30 14:23:00,0.0,0.0,0,0.0
281,2018-05-30 14:24:00,0.0,0.0,0,0.0
282,2018-05-30 14:25:00,0.0,0.0,0,0.0
283,2018-05-30 14:26:00,0.0,0.0,0,0.0
284,2018-05-30 14:27:00,0.0,0.0,0,0.0
285,2018-05-30 14:28:00,0.0,0.0,0,0.0
286,2018-05-30 14:29:00,0.0,0.0,0,0.0
287,2018-05-30 14:30:00,0.0,0.0,0,0.0
288,2018-05-30 14:31:00,0.0,0.0,0,0.0
289,2018-05-30 14:32:00,0.0,0.0,0,0.0
290,2018-05-30 14:33:00,0.0,0.0,0,0.0
291,2018-05-30 14:34:00,0.0,0.0,0,0.0
292,2018-05-30 14:35:00,0.0,0.0,0,0.0
293,2018-05-30 14:36:00,0.0,0.0,0,0.0
294,2018-05-30 14:37:00,0.0,0.0,0,0.0
295,2018-05-30 14:38:00,0.0,0.0,0,0.0
296,2018-05-30 14:39:00,0.0,0.0,0,0.0
297,2018-05-30 14:40:00,0.0,0.0,0,0.0
298,2018-05-30 14:41:00,0.0,0.0,0,0.0
299,2018-05-30 14:42:00,0.0,0.0,0,0.0
300,2018-05-30 14:43:00,0.0,0.0,0,0.0
301,2018-05-30 14:44:00,0.0,0.0,0,0.0
302,2018-05-30 14:45:00,0.0,0.0,0,0.0
303,2018-05-30 14:46:00,0.0,0.0,0,0.0
304,2018-05-30 14:47:00,0.0,0.0,0,0.0
305,2018-05-30 14:48:00,0.0,0.0,0,0.0
306,2018-05-30 14:49:00,0.0,0.0,0,0.0
307,2018-05-30 14:50:00,0.0,0.0,0,0.0
308,2018-05-30 14:51:00,0.0,0.0,0,0.0
309,2018-05-30 14:52:00,0.0,0.0,0,0.0
310,2018-05-30 14:53:00,0.0,0.0,0,0.0
311,2018-05-30 14:54:00,0.0,0.0,0,0.0
312,2018-05-30 14:55:00,0.0,0.0,0,0.0
313,2018-05-30 14:56:00,0.0,0.0,0,0.0
314,2018-05-30 14:57:00,0.0,0.0,0,0.0
315,2018-05-30 14:58:00,0.0,0.0,0,0.0
316,2018-05-30 14:59:00,0.0,0.0,0,0.0
317,2018-05-30 15:00:00,0.0,0.0,0,0.0
318,2018-05-30 15:01:00,0.0,0.0,0,0.0
319,2018-05-30 15:02:00,0.0,0.0,0,0.0
320,2018-05-30 15:03:00,0.0,0.0,0,0.0
321,2018-05-30 15:04:00,0.0,0.0,0,0.0
322,2018-05-30 15:05:00,0.0,0.0,0,0.0
323,2018-05-30 15:06:00,0.0,0.0,0,0.0
324,2018-05-30 15:07:00,0.0,0.0,0,0.0
325,2018-05-30 15:08:00,0.0,0.0,0,0.0
326,2018-05-30 15:09:00,0.0,0.0,0,0.0
327,2018-05-30 15:10:00,0.0,0.0,0,0.0
328,2018-05-30 15:11:00,0.0,0.0,0,0.0
329,2018-05-30 15:12:00,0.0,0.0,0,0.0
330,2018-05-30 15:13:00,0.0,0.0,0,0.0
331,2018-05-30 15:14:00,0.0,0.0,0,0.0
332,2018-05-30 15:15:00,0.0,0.0,0,0.0
333,2018-05-30 15:16:00,0.0,0.0,0,0.0
334,2018-05-30 15:17:00,0.0,0.0,0,0.0
335,2018-05-30 15:18:00,0.0,0.0,0,0.0
336,2018-05-30 15:19:00,0.0,0.0,0,0.0
337,2018-05-30 15:20:00,0.0,0.0,0,0.0
338,2018-05-30 15:21:00,0.0,0.0,0,0.0
339,2018-05-30 15:22:00,0.0,0.0,0,0.0
340,2018-05-30 15:23:00,0.0,0.0,0,0.0
341,2018-05-30 15:24:00,0.0,0.0,0,0.0
342,2018-05-30 15:25:00,0.0,0.0,0,0.0
343,2018-05-30 15:26:00,0.0,0.0,0,0.0
344,2018-05-30 15:27:00,0.0,0.0,0,0.0
345,2018-05-30 15:28:00,0.0,0.0,0,0.0
346,2018-05-30 15:29:00,0.0,0.0,0,0.0
347,2018-05-30 15:30:00,0.0,0.0,0,0.0
348,2018-05-30 15:31:00,0.0,0.0,0,0.0
349,2018-05-30 15:32:00,0.0,0.0,0,0.0
350,2018-05-30 15:33:00,0.0,0.0,0,0.0
351,2018-05-30 15:34:00,0.0,0.0,0,0.0
352,2018-05-30 15:35:00,0.0,0.0,0,0.0
353,2018-05-30 15:36:00,0.0,0.0,0,0.0
354,2018-05-30 15:37:00,0.0,0.0,0,0.0
355,2018-05-30 15:38:00,0.0,0.0,0,0.0
356,2018-05-30 15:39:00,0.0,0.0,0,0.0
357,2018-05-30 15:40:00,0.0,0.0,0,0.0
358,2018-05-30 15:41:00,0.0,0.0,0,0.0
359,2018-05-30 15:42:00,0.0,0.0,0,0.0
360,2018-05-30 15:43:00,0.0,0.0,0,0.0
361,2018-05-30 15:44:00,0.0,0.0,0,0.0
362,2018-05-30 15:45:00,0.0,0.0,0,0.0
363,2018-05-30 15:46:00,0.0,0.0,0,0.0
364,2018-05-30 15:47:00,0.0,0.0,0,0.0
365,2018-05-30 15:48:00,0.0,0.0,0,0.0
366,2018-05-30 15:49:00,0.0,0.0,0,0.0
367,2018-05-30 15:50:00,0.0,0.0,0,0.0
368,2018-05-30 15:51:00,0.0,0.0,0,0.0
369,2018-05-30 15:52:00,0.0,0.0,0,0.0
370,2018-05-30 15:53:00,0.0,0.0,0,0.0
371,2018-05-30 15:54:00,0.0,0.0,0,0.0
372,2018-05-30 15:55:00,0.0,0.0,0,0.0
373,2018-05-30 15:56:00,0.0,0.0,0,0.0
374,2018-05-30 15:57:00,0.0,0.0,0,0.0
375,2018-05-30 15:58:00,0.0,0.0,0,0.0
376,2018-05-30 15:59:00,0.0,0.0,0,0.0
377,2018-05-30 16:00:00,0.0,0.0,0,0.0
378,2018-05-30 16:01:00,0.0,0.0,0,0.0
379,2018-05-30 16:02:00,0.0,0.0,0,0.0
380,2018-05-30 16:03:00,0.0,0.0,0,0.0
381,2018-05-30 16:04:00,0.0,0.0,0,0.0
382,2018-05-30 16:05:00,0.0,0.0,0,0.0
383,2018-05-30 16:06:00,0.0,0.0,0,0.0
384,2018-05-30 16:07:00,0.0,0.0,0,0.0
385,2018-05-30 16:08:00,0.0,0.0,0,0.0
386,2018-05-30 16:09:00,0.0,0.0,0,0.0
387,2018-05-30 16:10:00,0.0,0.0,0,0.0
388,2018-05-30 16:11:00,0.0,0.0,0,0.0
389,2018-05-30 16:12:00,0.0,0.0,0,0.0
390,2018-05-30 16:13:00,0.0,0.0,0,0.0
391,2018-05-30 16:14:00,0.0,0.0,0,0.0
392,2018-05-30 16:15:00,0.0,0.0,0,0.0
393,2018-05-30 16:16:00,0.0,0.0,0,0.0
394,2018-05-30 16:17:00,0.0,0.0,0,0.0
395,2018-05-30 16:18:00,0.0,0.0,0,0.0
396,2018-05-30 16:19:00,0.0,0.0,0,0.0
397,2018-05-30 16:20:00,0.0,0.0,0,0.0
398,2018-05-30 16:21:00,0.0,0.0,0,0.0
399,2018-05-30 16:22:00,0.0,0.0,0,0.0
400,2018-05-30 16:23:00,0.0,0.0,0,0.0
401,2018-05-30 16:24:00,0.0,0.0,0,0.0
402,2018-05-30 16:25:00,0.0,0.0,0,0.0
403,2018-05-30 16:26:00,0.0,0.0,0,0.0
404,2018-05-30 16:27:00,0.0,0.0,0,0.0
405,2018-05-30 16:28:00,0.0,0.0,0,0.0
406,2018-05-30 16:29:00,0.0,0.0,0,0.0
407,2018-05-30 16:30:00,0.0,0.0,0,0.0
408,2018-05-30 16:31:00,0.0,0.0,0,0.0
409,2018-05-30 16:32:00,0.0,0.0,0,0.0
410,2018-05-30 16:33:00,0.0,0.0,0,0.0
411,2018-05-30 16:34:00,0.0,0.0,0,0.0
412,2018-05-30 16:35:00,0.0,0.0,0,0.0
413,2018-05-30 16:36:00,0.0,0.0,0,0.0
414,2018-05-30 16:37:00,0.0,0.0,0,0.0
415,2018-05-30 16:38:00,0.0,0.0,0,0.0
416,2018-05-30 16:39:00,0.0,0.0,0,0.0
417,2018-05-30 16:40:00,0.0,0.0,0,0.0
418,2018-05-30 16:41:00,0.0,0.0,0,0.0
419,2018-05-30 16:42:00,0.0,0.0,0,0.0
420,2018-05-30 16:43:00,0.0,0.0,0,0.0
421,2018-05-30 16:44:00,0.0,0.0,0,0.0
422,2018-05-30 16:45:00,0.0,0.0,0,0.0
423,2018-05-30 16:46:00,0.0,0.0,0,0.0
424,2018-05-30 16:47:00,0.0,0.0,0,0.0
425,2018-05-30 16:48:00,0.0,0.0,0,0.0
426,2018-05-30 16:49:00,0.0,0.0,0,0.0
427,2018-05-30 16:50:00,0.0,0.0,0,0.0
428,2018-05-30 16:51:00,0.0,0.0,0,0.0
429,2018-05-30 16:52:00,0.0,0.0,0,0.0
430,2018-05-30 16:53:00,0.0,0.0,0,0.0
431,2018-05-30 16:54:00,0.0,0.0,0,0.0
432,2018-05-30 16:55:00,0.0,0.0,0,0.0
433,2018-05-30 16:56:00,0.0,0.0,0,0.0
434,2018-05-30 16:57:00,0.0,0.0,0,0.0
435,2018-05-30 16:58:00,0.0,0.0,0,0.0
436,2018-05-30 16:59:00,0.0,0.0,0,0.0
437,2018-05-30 17:00:00,0.0,0.0,0,0.0
438,2018-05-30 17:01:00,0.0,0.0,0,0.0
439,2018-05-30 17:02:00,0.0,0.0,0,0.0
440,2018-05-30 17:03:00,0.0,0.0,0,0.0
441,2018-05-30 17:04:00,0.0,0.0,0,0.0
442,2018-05-30 17:05:00,0.0,0.0,0,0.0
443,2018-05-30 17:06:00,0.0,0.0,0,0.0
444,2018-05-30 17:07:00,0.0,0.0,0,0.0
445,2018-05-30 17:08:00,0.0,0.0,0,0.0
446,2018-05-30 17:09:00,0.0,0.0,0,0.0
447,2018-05-30 17:10:00,0.0,0.0,0,0.0
448,2018-05-30 17:11:00,0.0,0.0,0,0.0
449,2018-05-30 17:12:00,0.0,0.0,0,0.0
450,2018-05-30 17:13:00,0.0,0.0,0,0.0
451,2018-05-30 17:14:00,0.0,0.0,0,0.0
452,2018-05-30 17:15:00,0.0,0.0,0,0.0
453,2018-05-30 17:16:00,0.0,0.0,0,0.0
454,2018-05-30 17:17:00,0.0,0.0,0,0.0
455,2018-05-30 17:18:00,0.0,0.0,0,0.0
456,2018-05-30 17:19:00,0.0,0.0,0,0.0
457,2018-05-30 17:20:00,0.0,0.0,0,0.0
458,2018-05-30 17:21:00,0.0,0.0,0,0.0
459,2018-05-30 17:22:00,0.0,0.0,0,0.0
460,2018-05-30 17:23:00,0.0,0.0,0,0.0
461,2018-05-30 17:24:00,0.0,0.0,0,0.0
462,2018-05-30 17:25:00,0.0,0.0,0,0.0
463,2018-05-30 17:26:00,0.0,0.0,0,0.0
464,2018-05-30 17:27:00,0.0,0.0,0,0.0
465,2018-05-30 17:28:00,0.0,0.0,0,0.0
466,2018-05-30 17:29:00,0.0,0.0,0,0.0
467,2018-05-30 17:30:00,0.0,0.0,0,0.0
468,2018-05-30 17:31:00,0.0,0.0,0,0.0
469,2018-05-30 17:32:00,0.0,0.0,0,0.0
470,2018-05-30 17:33:00,0.0,0.0,0,0.0
471,2018-05-30 17:34:00,0.0,0.0,0,0.0
472,2018-05-30 17:35:00,0.0,0.0,0,0.0
473,2018-05-30 17:36:00,0.0,0.0,0,0.0
474,2018-05-30 17:37:00,0.0,0.0,0,0.0
475,2018-05-30 17:38:00,0.0,0.0,0,0.0
476,2018-05-30 17:39:00,0.0,0.0,0,0.0
477,2018-05-30 17:40:00,0.0,0.0,0,0.0
478,2018-05-30 17:41:00,0.0,0.0,0,0.0
479,2018-05-30 17:42:00,0.0,0.0,0,0.0
