tradeDate,rocp,orocp,lrocp,hrocp,ma,macp,dif,dea,macd,difrocp,dearocp,macdrocp,rsi,rsirocp,vrocp,up,mid,low,vmarocp,vmacp,rocpvrocp,sigma,code,chgPct,nextPct,preClosePrice,closePrice,nextPrice
2020-05-07,0.005328071040947213,0.021624898949070333,0.02985685071574642,0.011017115876450915,100736.0,-0.011325939738934145,285.52200809952046,1448.2774169597064,-1162.755408860186,-0.8021873486416147,-0.3088963456382546,0.7828072652213768,68.4205386977379,0.1065864064029862,0.7015076760325942,102523.4909381865,100866.66666666667,99209.84239514684,0.5025547491110731,-0.5639137774117725,0.0037376827336714443,0.019151245315786627,NI,0.0217609,-0.00127639,101350.0,101890.0,101720.0
2020-05-07,-0.01904761904761905,-0.0391304347826087,-0.012415349887133182,-0.023243243243243242,1748.8,-0.0012564249000571362,11.652805164840402,-52.7992251019367,64.4520302667771,-1.6957858524641036,-0.08623816740570428,0.5706763019255123,53.07815924198957,0.034204464026875686,0.45219733869029644,1830.3773894887865,1734.8333333333333,1639.28927717788,0.045425678765422604,-0.07292372528063912,-0.008613282641719932,0.01953345757680778,MA,-0.0239688,-0.0112233,1785.0,1751.0,1762.0
2020-05-07,0.020475020475020474,-0.004878048780487805,0.0024691358024691358,0.008090614886731391,606.7,-0.026163723916532832,-7.379946659867414,-1.7595307280832269,-5.620415931784187,-0.003167486750771497,-2.0583733571503693,-0.38004757651237514,59.31305311809818,0.12210153891010642,0.3173732230735246,627.5260781965529,605.9166666666666,584.3072551367803,0.010780466423929979,-0.017993890809041242,0.006498223240653657,0.023419835996146998,I,0.0196399,0.0259319,610.5,623.0,633.0
2020-05-07,-0.007190795781399808,-0.0019138755980861245,-0.007201152184349496,-0.0019102196752626551,2084.2,0.006373732496378473,15.564634361076514,15.822645711675598,-0.25801135059908376,-0.2735159639348565,0.1077128582265124,-1.0361333196289797,53.37463764982264,-0.105668974981634,0.32762298277756785,2109.7465051134377,2086.5,2063.2534948865623,-0.06382712236035103,-0.058687498902444166,-0.002355869962446557,0.005534303447340729,C,-0.00814176,-0.00913462,2086.0,2071.0,2061.0
2020-05-07,-0.008673653776653415,-0.021923620933521924,-0.009035056017347307,-0.021923620933521924,2768.4,0.009259934378417824,45.413740039315144,-2.453251116023883,47.86699115533903,0.3031069787389655,-0.8612343768433348,-0.08875900026043061,54.55361560530153,-0.07118010334987225,-0.3217505543966422,2801.3530921626766,2763.6666666666665,2725.9802411706564,-0.03333333333333336,4.8,0.0027907529112827655,0.007013750387748192,LR,-0.0207069,0.00764192,2767.0,2743.0,2769.0
2020-05-07,-0.004948453608247422,-0.00041254125412541255,-0.0020678246484698098,0.0004116920543433512,2426.6,0.005636137588064612,12.860638626064429,18.594166897763014,-5.733528271698585,-0.4834875793836581,-0.17891735235630238,-3.544753394969181,50.93018634468238,-0.06619459585431255,0.1042242647628966,2470.4580231918067,2431.8333333333335,2393.2086434748603,-0.05890769528586951,0.26909937006980295,-0.0005157489390328904,0.005321643513152474,CS,-0.00453795,-0.00041288,2425.0,2413.0,2421.0
2020-05-07,-0.0018934271030565323,-0.030687830687830688,-0.001364256480218281,-0.011627906976744186,3630.6,-0.01609756097560978,39.815766876627094,-88.06739675985102,127.88316363647812,-3.70004478164915,0.21387410939639606,1.212345053630739,56.587195101961065,-0.0030507115710900804,0.05308994770673016,3807.162459503848,3601.1666666666665,3395.170873829485,-0.040920222743582126,0.0971549870044346,-0.00010052194588777687,0.019077082974384967,EG,-0.00431732,-0.010262,3697.0,3690.0,3665.0
2020-05-07,0.1080827067669173,0.050044682752457555,0.10879848628192999,0.06970509383378017,2114.4,-0.10330788804071243,16.855823662553348,-115.5468176536309,132.40264131618426,-1.6862968728370336,-0.06787184852915182,0.3320227493172446,61.79596775160996,0.29327565686670515,-0.6048555080349591,2369.0962791301604,2099.0,1828.9037208698394,-0.2529342350992774,3.5764541479882674,-0.06537442051129727,0.026465146725656058,BU,-0.0256198,0.00422297,2390.0,2358.0,2378.0
2020-05-07,-0.005163930433088139,-0.004467320578809301,-0.004922267167015893,-0.005042913252194114,102.88199999999975,0.007609813427351698,0.48366496299075834,0.4481343762336508,0.03553058675710752,-0.08437540963755513,0.4473905056496679,-0.8374775919486497,43.31968180417201,-0.1868618174202796,0.4661046298220566,103.89821552482364,102.91916666666641,101.94011780850919,0.083540822433493,-0.25062639220208854,-0.0024069318829413994,0.0023604471235823443,T,-0.0054062,-0.00058708,102.635,102.105,102.14
2020-05-07,-0.002640845070422535,0.01068566340160285,0.0144014401440144,0.007017543859649123,5543.0,-0.02153574580759047,95.61458116738686,-44.062459026062825,139.67704019344967,0.5600586231780884,-0.25887708929555053,0.156815219412502,70.20324357493453,0.0313163284393362,0.0026068522383433245,5761.782843950645,5520.833333333333,5279.883822716021,0.015170713833649856,0.0005200160206956635,-6.88429288294892e-06,0.010985826805983244,V,0.00800712,0.017574700000000002,5680.0,5665.0,5790.0
2020-05-07,0.0,0.01171717171717174,0.007676767676767699,-0.0027722772277227275,496.3600000000004,-0.008865814696484824,-1.5499682110665844,-0.7613859280237482,-0.7885822830428363,-0.5719951047033733,-2.7866379888177573,-0.8051697584419706,59.99910408427771,0.025102721675979333,-0.15909557855833087,507.462126837337,494.9333333333332,482.40453982932945,-0.014903345120268998,0.11918009786811751,-0.0,0.00820437511230107,ZC,0.0,0.00997208,500.8,500.8,506.4
