x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
因子01-全市场,12.99,-7.67,1.60,30.72,14.23,13,9,4.07,3.02,73,0.26,13.81,25.45,3.19,58.86
因子01-中证500,11.48,-16.83,-11.96,36.11,13.50,15,13,6.17,1.79,123,0.40,16.22,28.98,1.86,54.72
因子01-沪深300,6.86,-10.64,-5.07,20.69,7.53,10,12,6.63,1.03,235,0.42,7.36,14.70,1.03,52.88
因子02-全市场,8.00,-7.81,-4.92,24.64,8.97,13,9,3.88,2.01,89,0.25,9.39,18.69,2.06,55.23
因子02-中证500,2.52,-16.89,-11.84,15.52,3.42,9,9,6.07,0.44,348,0.39,4.66,12.71,0.41,50.92
因子02-沪深300,2.74,-21.22,-12.29,27.30,3.92,9,8,6.63,0.44,484,0.42,2.96,18.65,0.41,51.98
因子03-全市场,13.86,-6.22,-3.87,36.97,15.33,13,16,4.12,3.17,297,0.26,15.67,27.97,3.36,58.52
因子03-中证500,8.25,-16.16,-10.75,29.61,9.35,11,9,6.13,1.33,102,0.39,10.26,22.34,1.35,53.38
因子03-沪深300,5.76,-8.68,-6.24,27.93,7.32,12,9,6.52,0.89,344,0.42,5.67,18.99,0.88,53.66
因子04-全市场,13.75,-6.20,-4.21,37.26,15.22,13,16,4.13,3.14,298,0.26,15.60,28.42,3.33,58.64
因子04-中证500,8.59,-16.26,-10.73,29.91,9.80,11,9,6.10,1.38,100,0.39,10.72,22.59,1.41,53.88
因子04-沪深300,5.98,-8.57,-5.50,26.99,7.60,15,9,6.57,0.92,336,0.42,6.09,19.27,0.91,54.22
因子05-全市场,14.67,-11.85,-0.73,35.99,16.36,15,9,4.78,2.89,147,0.31,17.45,27.18,3.07,60.31
因子05-中证500,11.12,-14.68,-12.53,40.79,13.16,16,10,6.79,1.59,125,0.43,15.97,27.88,1.64,55.45
因子05-沪深300,6.00,-10.28,-3.83,20.32,7.07,8,11,6.66,0.91,184,0.43,6.92,13.86,0.90,52.32
文献1综合因子-全市场,12.55,-10.48,0.28,35.93,14.50,13,13,4.16,2.87,130,0.27,13.02,28.44,3.02,56.96
文献1综合因子-中证500,11.90,-11.59,-4.89,46.45,14.50,12,8,6.41,1.79,306,0.41,14.53,34.06,1.86,54.61
文献1综合因子-沪深300,8.78,-10.18,-5.43,34.19,8.86,13,11,6.55,1.32,353,0.42,8.43,19.88,1.34,52.88
因子07-全市场,13.07,-11.84,-2.86,40.43,14.71,13,9,4.57,2.71,121,0.29,14.76,27.91,2.86,58.58
因子07-中证500,10.28,-13.86,-7.53,38.17,11.72,9,9,6.57,1.52,269,0.42,10.97,26.03,1.56,53.88
因子07-沪深300,7.37,-8.59,-3.82,36.84,8.55,10,10,6.55,1.12,175,0.42,5.55,27.15,1.12,51.93
因子08-全市场,9.79,-7.52,-6.70,29.30,10.39,11,11,5.40,1.76,466,0.35,10.86,20.01,1.81,52.66
因子08-中证500,5.13,-12.66,-12.54,27.16,5.65,8,10,6.97,0.75,428,0.45,4.55,17.03,0.74,50.14
因子08-沪深300,6.66,-12.78,-9.41,35.08,8.06,9,11,7.09,0.94,203,0.45,6.51,22.63,0.94,51.87
因子09-全市场,17.23,-8.18,-1.62,43.22,18.44,13,12,5.32,3.02,207,0.34,17.51,34.62,3.24,55.62
因子09-中证500,7.12,-19.13,-14.34,43.98,8.24,14,10,7.12,1.00,248,0.46,6.88,27.93,1.00,50.59
因子09-沪深300,9.54,-12.44,-10.15,40.44,11.16,18,11,7.14,1.31,152,0.46,10.98,23.04,1.34,51.43
因子10-全市场,19.47,-9.64,1.95,41.96,20.96,15,7,5.54,3.24,96,0.35,21.73,32.43,3.51,57.69
因子10-中证500,10.99,-8.00,-4.96,46.95,13.08,9,9,7.32,1.46,162,0.47,11.17,28.22,1.50,50.92
因子10-沪深300,10.23,-8.30,-2.69,35.37,11.58,10,8,7.56,1.33,325,0.48,11.31,19.64,1.35,51.48
因子11-全市场,18.09,-4.41,5.06,43.09,19.89,11,8,4.45,3.76,53,0.28,18.27,34.69,4.07,58.86
因子11-中证500,6.37,-12.51,-12.00,28.64,7.75,11,9,6.14,1.04,198,0.39,8.05,17.80,1.04,51.59
因子11-沪深300,8.75,-9.57,-7.76,37.33,9.93,11,11,6.80,1.27,358,0.44,9.88,18.50,1.29,51.48
因子12-全市场,20.77,-4.17,4.35,51.50,23.34,14,7,5.22,3.64,54,0.33,21.11,39.08,3.98,58.52
因子12-中证500,11.22,-8.48,-6.23,36.83,14.25,15,9,6.83,1.59,253,0.44,14.82,24.62,1.64,53.55
因子12-沪深300,12.12,-7.77,-3.17,34.92,13.97,11,10,7.51,1.56,303,0.48,11.93,26.62,1.61,54.00
文献2综合因子-全市场,22.96,-8.21,5.91,59.46,25.77,13,8,5.16,4.04,73,0.33,23.82,47.53,4.45,61.88
文献2综合因子-中证500,14.60,-10.65,-3.84,49.68,17.64,15,11,6.87,2.02,115,0.44,17.62,33.06,2.13,54.44
文献2综合因子-沪深300,14.27,-8.08,-0.51,42.77,16.34,10,11,7.20,1.89,126,0.46,14.30,34.75,1.98,53.61
