x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
理想反转-全市场,17.01,-6.27,7.38,27.38,17.99,11,12,6.01,2.64,57,0.38,18.50,22.39,2.83,55.43
理想反转-中证500,6.60,-10.59,-7.64,29.37,7.93,9,11,7.18,0.93,267,0.46,6.18,20.27,0.92,51.68
理想反转-沪深300,5.90,-15.76,-9.99,20.43,6.21,9,10,7.25,0.83,217,0.46,6.98,13.97,0.81,53.41
聪明钱-全市场,10.86,-6.62,-4.76,50.43,12.19,12,13,5.17,2.02,144,0.33,7.22,38.68,2.10,55.12
聪明钱-中证500,9.37,-18.08,-12.58,44.89,10.34,10,8,6.81,1.35,132,0.44,9.18,32.18,1.37,55.12
聪明钱-沪深300,7.88,-16.65,-9.68,56.90,9.36,14,9,7.39,1.06,498,0.47,2.48,39.51,1.07,53.26
APM-全市场,11.83,-7.31,0.37,27.85,12.52,13,8,4.83,2.34,172,0.31,12.44,20.45,2.45,57.86
APM-中证500,9.65,-13.42,-10.39,33.69,10.23,13,9,6.23,1.51,443,0.40,12.22,19.58,1.55,54.55
APM-沪深300,10.25,-8.88,-5.68,27.40,8.70,15,8,7.15,1.40,343,0.46,8.18,19.44,1.43,54.81
S32综合因子-全市场,21.54,-6.53,2.19,48.15,23.53,24,8,5.19,3.79,67,0.33,24.15,39.50,4.15,59.41
S32综合因子-中证500,12.92,-10.81,-8.73,61.68,15.00,11,10,6.63,1.87,104,0.42,13.08,43.46,1.95,53.67
S32综合因子-沪深300,12.44,-17.02,-9.85,37.33,13.54,19,15,6.84,1.75,89,0.44,14.45,27.41,1.82,55.84
