x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S57lasso-上证综指股票池-long-short,61.48,-26.36,-3.46,221.92,64.80,11,9,23.42,2.17,151,1.50,55.97,119.40,2.63,55.65
S57lasso-500股票池-long-short,28.08,-20.16,-15.30,139.00,31.25,10,12,18.82,1.41,354,1.20,24.38,78.58,1.49,53.18
S57lasso-300股票池-long-short,0.75,-47.46,-26.89,66.84,3.18,8,10,17.65,0.13,377,1.13,-3.10,35.51,0.04,49.05
S57adaboost-上证综指股票池-long-short,62.84,-37.79,-28.39,214.79,72.94,16,11,22.60,2.27,281,1.45,75.63,123.71,2.78,56.56
S57adaboost-500股票池-long-short,15.08,-52.41,-47.53,88.00,18.16,12,10,19.65,0.81,673,1.26,18.98,56.53,0.77,51.74
S57adaboost-300股票池-long-short,11.35,-40.43,-29.38,119.34,13.14,14,10,19.55,0.65,491,1.25,11.07,38.67,0.58,50.58
S57adaboost-week-上证综指股票池-long-short,46.78,-40.08,-32.61,179.16,58.17,11,11,24.02,1.72,148,1.54,54.13,119.64,1.95,56.14
S57adaboost-week-500股票池-long-short,8.85,-64.19,-59.76,100.16,17.07,12,12,21.16,0.51,788,1.35,23.85,56.29,0.42,51.93
S57adaboost-week-300股票池-long-short,4.77,-44.86,-25.38,120.02,10.43,10,14,18.93,0.34,531,1.21,4.34,37.97,0.25,50.12
