x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
down-mean-全市场-long-short,10.02,-13.41,-4.24,25.33,10.43,15,9,4.48,2.15,245,0.29,10.05,17.27,2.23,56.46
down-mean-800股票池-long-short,5.51,-17.26,-10.59,21.58,5.42,10,15,5.74,0.96,244,0.37,4.95,17.34,0.96,52.50
down-mean-300股票池-long-short,5.60,-18.22,-11.23,35.15,5.79,12,11,7.63,0.75,217,0.49,4.96,19.02,0.73,51.96
down-mean-500股票池-long-short,5.58,-17.86,-14.74,26.17,5.55,14,10,6.21,0.91,420,0.40,5.69,15.11,0.90,52.56
publ-全市场-long-short,13.53,-5.15,0.71,40.06,13.98,12,13,4.36,2.93,133,0.28,12.65,23.97,3.10,57.66
publ-800股票池-long-short,7.88,-11.42,-10.85,40.94,8.27,11,13,5.49,1.41,479,0.35,8.37,18.25,1.44,52.48
publ-300股票池-long-short,4.83,-18.66,-14.75,41.68,5.76,10,10,7.61,0.66,433,0.49,6.09,14.38,0.63,52.62
publ-500股票池-long-short,9.55,-10.67,-9.33,41.06,9.68,15,12,6.28,1.48,266,0.40,8.84,19.97,1.52,53.66
ubl-全市场-long-short,15.76,-6.40,1.58,45.42,16.25,19,8,5.16,2.86,118,0.33,14.29,25.15,3.05,57.52
ubl-800股票池-long-short,10.05,-9.61,-7.20,40.21,10.10,10,9,5.94,1.64,275,0.38,9.75,19.43,1.69,54.46
ubl-300股票池-long-short,8.92,-19.06,-18.23,51.70,9.70,10,9,7.75,1.14,160,0.50,9.09,20.02,1.15,54.36
ubl-500股票池-long-short,11.10,-11.26,-6.21,39.48,10.85,16,11,6.91,1.56,248,0.44,10.19,21.19,1.61,54.29
up-std-全市场-long-short,9.73,-3.37,2.21,23.98,10.27,16,9,3.85,2.43,158,0.25,9.67,16.47,2.52,57.22
up-std-800股票池-long-short,8.30,-3.92,-1.46,21.90,8.26,12,9,4.73,1.71,280,0.30,8.01,12.98,1.75,55.49
up-std-300股票池-long-short,6.82,-12.64,-12.33,38.41,7.87,10,14,7.01,0.98,413,0.45,6.48,18.94,0.97,52.11
up-std-500股票池-long-short,10.18,-7.31,-5.99,23.63,9.79,11,9,5.75,1.72,295,0.37,9.62,17.82,1.77,54.91
wlm-down-mean-全市场-long-short,14.21,-6.11,-2.27,48.54,14.69,15,9,5.75,2.34,108,0.37,12.74,25.58,2.47,57.12
wlm-down-mean-800股票池-long-short,6.51,-14.78,-10.72,31.82,6.70,13,14,6.72,0.97,185,0.43,8.54,14.87,0.97,51.86
wlm-down-mean-300股票池-long-short,4.72,-16.73,-14.29,27.79,5.12,12,10,8.54,0.58,486,0.55,6.56,13.46,0.55,51.07
wlm-down-mean-500股票池-long-short,7.84,-17.73,-15.27,36.51,8.26,18,16,7.43,1.05,234,0.48,8.88,19.33,1.05,52.66
wlm-up-std-全市场-long-short,7.74,-5.36,-1.31,21.79,8.00,14,11,4.03,1.87,299,0.26,6.93,16.66,1.92,54.43
wlm-up-std-800股票池-long-short,3.71,-11.42,-7.91,21.27,4.14,13,11,5.21,0.73,833,0.33,3.16,13.04,0.71,51.78
wlm-up-std-300股票池-long-short,3.83,-18.30,-16.32,26.60,5.09,11,10,7.48,0.54,876,0.48,3.49,18.12,0.51,51.96
wlm-up-std-500股票池-long-short,3.99,-10.69,-9.73,21.24,4.33,11,11,5.99,0.68,764,0.38,3.66,13.46,0.67,51.63
S73P2-beta,41.52,-40.75,-38.42,294.81,55.80,8,8,29.01,1.35,73,4.10,37.38,206.11,1.43,59.94
S73P2-csad,23.31,-30.89,-24.88,191.02,25.47,15,4,22.66,1.04,138,3.20,12.88,67.24,1.03,59.70
S73P2-cssd,31.89,-47.92,-47.92,272.54,43.27,9,3,26.57,1.18,75,3.76,25.58,160.32,1.20,58.59
S73P2-mix1,33.98,-44.71,-43.39,273.54,41.45,9,8,27.95,1.19,122,3.95,36.87,114.65,1.22,58.56
S73P2-mix2,32.50,-47.01,-45.53,265.53,39.72,8,8,28.06,1.15,139,3.97,35.69,116.21,1.16,58.29
S73P2-beta_cssd,43.13,-42.31,-41.35,273.93,56.00,9,8,28.38,1.41,72,4.01,41.72,191.11,1.52,59.83
