x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S21~LR_沪深300~成交量择时,12.02,-16.26,-11.17,109.22,14.78,7,4,11.34,1.06,324,0.73,5.13,43.75,1.06,59.58
S22~S22f01~成交量择时,9.13,-30.64,-18.74,88.53,11.26,7,4,14.65,0.67,1015,0.94,8.67,37.20,0.62,55.33
S32~S32f04~成交量择时,9.44,-19.01,-13.33,100.60,11.70,7,4,11.68,0.83,473,0.75,1.37,40.64,0.81,55.26
S33~S33f08~成交量择时,3.54,-17.82,-14.01,41.04,3.74,6,5,8.01,0.47,729,0.51,0.00,22.91,0.44,53.24
S36~S36f06~成交量择时,8.17,-21.09,-15.31,79.86,9.75,7,5,12.20,0.70,791,0.78,0.00,33.69,0.67,53.86
S39~1~成交量择时,14.54,-15.31,-10.55,96.49,16.29,8,4,12.49,1.15,343,0.80,14.26,37.29,1.16,57.09
S46~s46_f1~成交量择时,9.05,-18.21,-13.50,87.33,10.85,8,4,11.94,0.79,729,0.76,0.26,35.62,0.76,56.43
S57~adaboost~牛熊增强,9.45,-17.55,-11.10,88.85,11.96,7,5,11.32,0.85,730,0.72,2.56,34.75,0.84,55.04
S66~v_sp~成交量择时,11.84,-24.66,-14.63,82.29,13.86,7,5,13.54,0.89,920,0.87,13.62,35.76,0.87,54.50
S73P1~ubl~成交量择时,11.44,-19.78,-16.23,88.35,14.37,6,4,13.22,0.89,983,0.85,11.02,36.91,0.87,55.58
S75P1~mom_residual~成交量择时,11.46,-32.51,-24.65,102.83,13.91,6,7,14.71,0.81,1122,0.94,10.03,36.09,0.78,55.08
S75P2~1d_20d~成交量择时,14.86,-22.29,-18.08,112.59,18.12,7,4,15.82,0.96,723,1.01,12.75,53.35,0.94,54.72
000300综合,10.57,-16.96,-13.56,83.24,12.44,9,4,11.25,0.95,789,0.72,7.37,34.01,0.94,55.96
