x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S21分组结果-LR-全市场,13.21,-16.71,-13.21,50.33,13.62,14,12,8.29,1.54,350,0.53,8.66,40.92,1.59,54.26
S21分组结果-LR-中证500,9.82,-18.14,-15.26,56.28,7.83,11,9,9.63,1.02,111,0.62,4.65,24.14,1.02,50.89
S21分组结果-LR-沪深300,-1.33,-37.56,-25.39,25.14,-0.69,12,9,11.22,-0.06,228,0.72,-1.25,13.18,-0.12,49.05
S21分组结果-LR-中证500-M2,10.26,-25.99,-21.34,52.53,9.19,11,11,10.43,0.99,254,0.67,4.73,33.72,0.98,51.65
S21分组结果-LR-沪深300-M2,0.33,-54.42,-31.83,45.72,-0.56,12,11,12.95,0.09,70,0.83,-4.47,31.79,0.03,49.70
S21分组结果-RF-全市场,6.51,-6.09,-3.00,21.61,7.21,21,13,3.81,1.68,198,0.24,5.70,15.25,1.71,53.31
S21分组结果-RF-中证500,3.61,-12.19,-9.67,21.28,4.67,9,8,5.96,0.62,839,0.38,6.46,12.82,0.61,50.30
S21分组结果-RF-沪深300,-0.46,-23.71,-18.01,21.68,1.09,8,9,7.55,-0.02,247,0.48,1.46,12.56,-0.06,49.82
S21分组结果-RF-中证500-M2,7.28,-9.73,-6.92,32.87,6.38,12,10,6.47,1.12,81,0.41,1.81,23.95,1.12,51.89
S21分组结果-RF-沪深300-M2,-0.87,-23.38,-20.50,16.41,-1.34,9,14,7.86,-0.07,18,0.50,-1.30,9.09,-0.11,50.53
S21分组结果-LogiR-全市场,12.53,-14.26,-11.08,44.09,13.12,13,11,7.60,1.59,312,0.49,9.62,34.74,1.65,54.02
S21分组结果-LogiR-中证500,9.55,-14.22,-9.60,38.16,7.98,11,9,9.56,1.00,702,0.61,6.49,23.91,1.00,52.48
S21分组结果-LogiR-沪深300,2.87,-29.76,-19.97,51.07,4.43,13,14,11.54,0.30,989,0.74,3.68,23.72,0.25,50.53
S21分组结果-LogiR-中证500-M2,9.99,-16.24,-13.21,43.27,9.07,11,7,9.62,1.04,97,0.62,3.89,30.50,1.04,52.19
S21分组结果-LogiR-沪深300-M2,2.97,-42.76,-27.33,45.65,2.16,10,9,11.79,0.31,61,0.75,-0.48,28.65,0.25,50.35
S21分组结果-NB-全市场,14.53,-10.87,-6.39,44.66,15.67,13,10,7.36,1.88,243,0.47,12.75,35.42,1.97,55.56
S21分组结果-NB-中证500,9.43,-15.10,-6.50,35.91,8.04,13,8,9.73,0.98,285,0.62,5.72,20.33,0.97,53.01
S21分组结果-NB-沪深300,1.88,-37.48,-20.14,35.61,3.12,10,8,11.07,0.22,128,0.71,-0.17,25.49,0.17,49.29
S21分组结果-NB-中证500-M2,12.93,-17.94,-12.44,51.08,13.35,11,13,9.37,1.35,117,0.60,7.53,35.48,1.38,52.72
S21分组结果-NB-沪深300-M2,4.73,-45.87,-27.54,57.88,4.88,10,10,11.44,0.46,155,0.73,-2.09,37.36,0.41,51.57
S21分组结果-XGB-全市场,12.04,-9.14,-6.34,39.34,12.90,12,11,6.67,1.74,245,0.43,10.26,32.63,1.80,54.02
S21分组结果-XGB-中证500,4.31,-18.46,-10.12,26.82,2.61,15,8,7.50,0.60,984,0.48,0.09,14.48,0.58,51.30
S21分组结果-XGB-沪深300,0.27,-24.35,-14.22,27.96,1.35,9,10,9.19,0.08,927,0.59,1.47,12.16,0.03,51.39
S21分组结果-XGB-中证500-M2,7.98,-22.73,-16.36,36.20,6.95,11,7,8.65,0.93,137,0.55,2.83,27.29,0.92,51.95
S21分组结果-XGB-沪深300-M2,-1.01,-43.64,-22.63,50.12,-0.16,8,9,9.81,-0.05,203,0.63,-5.78,26.53,-0.10,49.70
S21分组结果-SGD-全市场,9.33,-15.70,-14.03,41.71,10.05,12,10,7.06,1.30,829,0.45,6.36,27.88,1.32,52.90
S21分组结果-SGD-中证500,0.42,-20.18,-16.07,24.76,0.95,10,8,9.02,0.09,907,0.58,-1.82,17.58,0.05,49.94
S21分组结果-SGD-沪深300,4.20,-15.00,-12.70,28.87,5.84,13,9,10.29,0.45,475,0.66,6.16,19.10,0.41,50.41
S21分组结果-SGD-中证500-M2,4.24,-21.33,-12.62,34.01,3.12,9,8,9.44,0.49,186,0.60,-0.64,23.23,0.45,50.53
S21分组结果-SGD-沪深300-M2,0.24,-31.87,-28.83,40.32,0.85,10,9,10.27,0.07,166,0.66,-1.66,19.42,0.02,49.82
S21分组结果-XGB_R-全市场,12.39,-9.51,-6.20,43.18,13.08,14,15,7.34,1.63,198,0.47,9.15,29.94,1.69,52.60
S21分组结果-XGB_R-中证500,6.83,-24.07,-14.02,53.43,5.79,11,11,9.53,0.74,80,0.61,-0.02,29.68,0.72,50.62
S21分组结果-XGB_R-沪深300,-5.14,-47.31,-25.21,30.37,-5.86,8,11,10.43,-0.45,110,0.67,-8.66,7.39,-0.49,47.25
S21分组结果-XGB_R-中证500-M2,6.12,-16.68,-14.11,45.16,6.15,10,9,9.84,0.65,280,0.63,3.84,22.22,0.62,52.01
S21分组结果-XGB_R-沪深300-M2,-2.11,-39.95,-26.33,17.60,-4.63,10,9,10.99,-0.14,237,0.70,-3.72,8.24,-0.19,49.59
