x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
apb-1d-全市场,17.37,-7.62,1.45,32.21,18.11,14,9,4.84,3.33,82,0.31,18.80,26.38,3.59,60.07
apb-1d-中证500,17.45,-11.37,-9.45,37.42,18.17,13,11,6.48,2.52,339,0.42,19.81,29.06,2.69,57.67
apb-1d-沪深300,7.93,-17.04,-14.94,30.07,9.26,9,9,7.39,1.07,591,0.47,9.40,18.94,1.07,54.70
apb-5d-全市场,21.45,-6.81,3.36,46.98,21.41,12,11,6.69,2.94,84,0.43,20.76,29.71,3.21,56.27
apb-5d-中证500,14.35,-13.97,-13.66,48.24,13.80,11,10,7.93,1.73,361,0.51,14.06,26.35,1.81,53.54
apb-5d-沪深300,10.25,-14.51,-12.56,33.87,10.97,13,9,8.38,1.21,219,0.54,13.16,19.22,1.22,52.37
apb-1m-全市场,15.55,-7.78,-1.35,32.65,16.09,12,9,6.00,2.44,103,0.38,16.08,25.45,2.59,56.22
apb-1m-中证500,7.59,-19.57,-12.75,39.75,7.86,17,10,7.39,1.03,912,0.47,5.61,22.61,1.03,52.48
apb-1m-沪深300,9.44,-10.25,-8.53,40.98,9.84,11,11,7.89,1.18,251,0.50,9.34,17.53,1.20,52.48
