x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S57lasso-上证综指股票池-long-short,61.30,-26.36,-3.46,221.92,64.86,11,9,23.43,2.16,151,1.50,56.12,119.42,2.62,55.65
S57lasso-500股票池-long-short,27.98,-20.16,-15.30,139.00,31.28,10,12,18.83,1.41,354,1.21,24.39,79.36,1.49,53.19
S57lasso-300股票池-long-short,0.58,-47.46,-26.89,66.84,3.19,8,10,17.66,0.12,377,1.13,-3.08,35.55,0.03,49.00
S57adaboost-上证综指股票池-long-short,62.82,-37.79,-28.39,214.79,73.01,16,11,22.61,2.27,281,1.45,75.65,123.71,2.78,56.52
S57adaboost-500股票池-long-short,15.05,-52.41,-47.53,88.00,18.17,12,10,19.65,0.81,673,1.26,19.10,56.63,0.77,51.74
S57adaboost-300股票池-long-short,11.52,-40.43,-29.38,119.34,13.08,14,10,19.56,0.66,491,1.25,11.06,38.44,0.59,50.63
S57adaboost-week-上证综指股票池-long-short,46.31,-40.08,-32.61,179.16,58.25,11,11,24.03,1.71,148,1.54,54.15,119.65,1.93,56.10
S57adaboost-week-500股票池-long-short,8.64,-64.19,-59.76,100.16,17.11,12,12,21.16,0.50,788,1.35,23.87,56.30,0.41,51.93
S57adaboost-week-300股票池-long-short,4.70,-44.86,-25.38,120.02,10.46,10,14,18.94,0.34,531,1.21,4.36,37.98,0.25,50.12
