x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S21分组结果-LR-全市场,13.16,-16.71,-13.21,50.33,13.63,14,12,8.29,1.53,350,0.53,8.67,40.93,1.59,54.23
S21分组结果-LR-中证500,9.81,-18.14,-15.26,56.28,7.83,11,9,9.63,1.02,111,0.62,4.65,24.15,1.02,50.86
S21分组结果-LR-沪深300,-1.35,-37.56,-25.39,25.14,-0.68,12,9,11.22,-0.07,228,0.72,-1.23,13.18,-0.12,49.02
S21分组结果-LR-中证500-M2,10.18,-25.99,-21.34,52.53,9.20,11,11,10.43,0.98,254,0.67,4.73,33.72,0.98,51.63
S21分组结果-LR-沪深300-M2,0.30,-54.42,-31.83,45.72,-0.56,12,11,12.95,0.09,70,0.83,-4.50,31.80,0.02,49.67
S21分组结果-RF-全市场,6.46,-6.09,-3.00,21.61,7.22,21,13,3.81,1.66,198,0.24,5.70,15.25,1.69,53.28
S21分组结果-RF-中证500,3.58,-12.19,-9.67,21.28,4.68,9,8,5.96,0.62,839,0.38,6.46,12.82,0.60,50.27
S21分组结果-RF-沪深300,-0.49,-23.71,-18.01,21.68,1.09,8,9,7.55,-0.03,247,0.48,1.45,12.56,-0.06,49.79
S21分组结果-RF-中证500-M2,7.27,-9.73,-6.92,32.87,6.38,12,10,6.48,1.12,81,0.41,1.81,23.95,1.12,51.86
S21分组结果-RF-沪深300-M2,-0.91,-23.38,-20.50,16.41,-1.35,9,14,7.86,-0.08,18,0.50,-1.33,9.02,-0.12,50.50
S21分组结果-LogiR-全市场,12.51,-14.26,-11.08,44.09,13.13,13,11,7.60,1.59,312,0.49,9.63,34.74,1.65,53.99
S21分组结果-LogiR-中证500,9.55,-14.22,-9.60,38.16,7.98,11,9,9.56,1.00,702,0.61,6.47,23.96,1.00,52.45
S21分组结果-LogiR-沪深300,2.83,-29.76,-19.97,51.07,4.43,13,14,11.55,0.30,989,0.74,3.68,23.72,0.25,50.50
S21分组结果-LogiR-中证500-M2,9.99,-16.24,-13.21,43.27,9.07,11,7,9.63,1.04,97,0.62,3.91,30.51,1.04,52.16
S21分组结果-LogiR-沪深300-M2,2.91,-42.76,-27.33,45.65,2.16,10,9,11.79,0.30,61,0.76,-0.49,28.65,0.25,50.33
S21分组结果-NB-全市场,14.51,-10.87,-6.39,44.66,15.67,13,10,7.37,1.88,243,0.47,12.78,35.42,1.97,55.53
S21分组结果-NB-中证500,9.39,-15.10,-6.50,35.91,8.03,13,8,9.73,0.97,285,0.62,5.71,20.34,0.96,52.99
S21分组结果-NB-沪深300,1.89,-37.48,-20.14,35.61,3.12,10,8,11.07,0.22,128,0.71,-0.17,25.49,0.17,49.32
S21分组结果-NB-中证500-M2,12.89,-17.94,-12.44,51.08,13.36,11,13,9.38,1.34,117,0.60,7.53,35.48,1.37,52.69
S21分组结果-NB-沪深300-M2,4.60,-45.87,-27.54,57.88,4.87,10,10,11.44,0.45,155,0.73,-2.10,37.36,0.40,51.54
S21分组结果-XGB-全市场,12.00,-9.14,-6.34,39.34,12.90,12,11,6.68,1.73,245,0.43,10.27,32.63,1.80,53.99
S21分组结果-XGB-中证500,4.32,-18.46,-10.12,26.82,2.61,15,8,7.50,0.60,984,0.48,0.08,14.49,0.58,51.33
S21分组结果-XGB-沪深300,0.26,-24.35,-14.22,27.96,1.35,9,10,9.20,0.07,927,0.59,1.47,12.17,0.03,51.36
S21分组结果-XGB-中证500-M2,7.96,-22.73,-16.36,36.20,6.95,11,7,8.66,0.93,137,0.55,2.83,27.29,0.92,51.92
S21分组结果-XGB-沪深300-M2,-1.06,-43.64,-22.63,50.12,-0.17,8,9,9.81,-0.06,203,0.63,-5.79,26.53,-0.11,49.67
S21分组结果-SGD-全市场,9.28,-15.70,-14.03,41.71,10.06,12,10,7.06,1.29,829,0.45,6.36,27.88,1.31,52.87
S21分组结果-SGD-中证500,0.34,-20.18,-16.07,24.76,0.95,10,8,9.02,0.08,907,0.58,-1.82,17.59,0.04,49.91
S21分组结果-SGD-沪深300,4.26,-15.00,-12.70,28.87,5.86,13,9,10.30,0.46,475,0.66,6.18,19.11,0.41,50.44
S21分组结果-SGD-中证500-M2,4.21,-21.33,-12.62,34.01,3.13,9,8,9.44,0.48,186,0.60,-0.64,23.23,0.45,50.50
S21分组结果-SGD-沪深300-M2,0.16,-31.87,-28.83,40.32,0.85,10,9,10.27,0.07,166,0.66,-1.66,19.42,0.02,49.79
S21分组结果-XGB_R-全市场,12.35,-9.51,-6.20,43.18,13.09,14,15,7.34,1.62,198,0.47,9.15,29.94,1.68,52.57
S21分组结果-XGB_R-中证500,6.80,-24.07,-14.02,53.43,5.80,11,11,9.53,0.74,80,0.61,-0.02,29.69,0.71,50.59
S21分组结果-XGB_R-沪深300,-5.15,-47.31,-25.21,30.37,-5.86,8,11,10.43,-0.46,110,0.67,-8.67,7.40,-0.49,47.22
S21分组结果-XGB_R-中证500-M2,6.05,-16.68,-14.11,45.16,6.15,10,9,9.84,0.65,280,0.63,3.84,22.23,0.61,51.98
S21分组结果-XGB_R-沪深300-M2,-2.16,-39.95,-26.33,17.60,-4.64,10,9,10.99,-0.14,237,0.70,-3.73,8.19,-0.20,49.56
