,indexID,ticker,secShortName,endDate,tradeDays,preClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,chg,chgPct,avgPrice,mAvgReyurn,yReturn
147,000906.ZICN,000906,中证800,2009-03-31,22,2174.131,2154.46,2564.673,2139.017,2563.165,319842271700,2.9306275148e+12,389.034,0.1789,2378.266,0.007725,0.136189
148,000906.ZICN,000906,中证800,2009-02-27,20,2053.567,2073.271,2519.739,2053.807,2174.131,370882227100,3.15586595174e+12,120.564,0.0587,2321.462,0.003277,0.061526
149,000906.ZICN,000906,中证800,2009-01-23,15,1824.4,1854.641,2076.021,1845.044,2053.567,150652685100,1.15374703508e+12,229.167,0.1256,1978.463,0.008092,0.216664
150,000906.ZICN,000906,中证800,2008-12-31,23,1814.196,1808.329,2105.277,1786.496,1824.4,243004329100,1.74628320841e+12,10.204,0.0056,1961.516,0.000525,0.008361
151,000906.ZICN,000906,中证800,2008-11-28,20,1626.665,1613.12,1970.357,1566.982,1814.196,195108772100,1.32144719218e+12,187.531,0.1153,1788.074,0.00606,0.11658
152,000906.ZICN,000906,中证800,2008-10-31,20,2199.72,2161.663,2161.663,1582.759,1626.665,111206099100,8.33969536103e+11,-573.055,-0.2605,1827.855,-0.014541,-0.234573
153,000906.ZICN,000906,中证800,2008-09-26,19,2350.938,2332.579,2332.579,1785.473,2199.72,109830289800,8.99593711675e+11,-151.218,-0.0643,2111.183,-0.002905,-0.05436
154,000906.ZICN,000906,中证800,2008-08-29,21,2820.423,2802.105,2883.62,2244.318,2350.938,93637340900,8.78293153009e+11,-469.485,-0.1665,2479.445,-0.00817,-0.132879
155,000906.ZICN,000906,中证800,2008-07-31,23,2768.773,2775.762,3068.384,2616.978,2820.423,161440734700,1.78711195585e+12,51.65,0.0187,2879.357,0.001115,0.017846
156,000906.ZICN,000906,中证800,2008-06-30,20,3606.496,3596.168,3647.253,2645.025,2768.773,107342861900,1.24824717695e+12,-837.723,-0.2323,3068.444,-0.01252,-0.205405
157,000906.ZICN,000906,中证800,2008-05-30,20,3907.596,3959.66,4039.934,3531.846,3606.496,149038687400,2.19153306457e+12,-301.1,-0.0771,3795.677,-0.003724,-0.065815
158,000906.ZICN,000906,中证800,2008-04-30,21,3807.592,3792.304,3917.971,3085.213,3907.596,141567479700,2.06235967876e+12,100.004,0.0263,3591.639,0.002004,0.035414
159,000906.ZICN,000906,中证800,2008-03-31,21,4710.784,4688.071,4883.676,3686.672,3807.592,128888665000,2.10634850489e+12,-903.192,-0.1917,4229.661,-0.009652,-0.155138
160,000906.ZICN,000906,中证800,2008-02-29,16,4583.532,4583.881,5035.083,4347.473,4710.784,89011119300,1.57700832864e+12,127.252,0.0278,4758.906,0.002093,0.048841
161,000906.ZICN,000906,中证800,2008-01-31,22,5205.737,5217.934,5644.365,4578.426,4583.532,189813955800,3.57407004223e+12,-622.205,-0.1195,5189.89,-0.005336,-0.084946
162,000906.ZICN,000906,中证800,2007-12-28,20,4562.396,4542.843,5252.939,4521.022,5205.737,119945398900,2.06973014889e+12,643.341,0.141,4895.374,0.006736,0.130331
163,000906.ZICN,000906,中证800,2007-11-30,22,5391.909,5403.55,5403.55,4457.134,4562.396,104965396800,1.85671984312e+12,-829.513,-0.1538,4818.675,-0.007346,-0.115146
164,000906.ZICN,000906,中证800,2007-10-31,18,5430.639,5543.812,5637.829,4973.919,5391.909,144963550400,2.687938486e+12,-38.73,-0.0071,5391.516,-0.000223,-0.004508
165,000906.ZICN,000906,中证800,2007-09-28,20,5171.065,5210.483,5440.133,4919.129,5430.639,213767870800,3.61367675430e+12,259.574,0.0502,5269.605,0.002626,0.049035
166,000906.ZICN,000906,中证800,2007-08-31,23,4420.187,4438.978,5183.058,4220.806,5171.065,276348536100,4.34006836029e+12,750.878,0.1699,4763.719,0.007045,0.117856
167,000906.ZICN,000906,中证800,2007-07-31,22,3699.335,3682.508,4425.132,3415.291,4420.187,189069771200,2.55973851056e+12,720.852,0.1949,3886.556,0.008441,0.149647
168,000906.ZICN,000906,中证800,2007-06-29,21,3986.658,4003.924,4338.337,3244.977,3699.335,300713679200,4.23231449631e+12,-287.323,-0.0721,3950.843,-0.003007,-0.050999
169,000906.ZICN,000906,中证800,2007-05-31,18,3620.351,3705.386,4308.898,3622.774,3986.658,317531403800,4.50085267837e+12,366.307,0.1012,3932.728,0.005678,0.12167
170,000906.ZICN,000906,中证800,2007-04-30,21,2798.94,2810.284,3629.001,2810.284,3620.351,326697648000,3.82224691682e+12,821.411,0.2935,3246.683,0.012508,0.241159
171,000906.ZICN,000906,中证800,2007-03-30,22,2519.744,2527.12,2849.378,2396.077,2798.94,268456489200,2.4610701548e+12,279.196,0.1108,2656.269,0.004879,0.084094
172,000906.ZICN,000906,中证800,2007-02-28,15,2309.138,2277.569,2687.337,2171.466,2519.744,166414719900,1.39644149015e+12,210.606,0.0912,2426.099,0.006356,0.166693
173,000906.ZICN,000906,中证800,2007-01-31,20,1948.901,0.0,2502.029,0.0,2309.138,174683377050,1.41285523572e+12,360.237,0.1848,2254.645,0.008907,0.175653
174,000906.ZICN,000906,中证800,2006-12-29,21,1682.05,0.0,0.0,0.0,1948.901,150,0.0,266.851,0.1586,1807.24,0.007181,0.132439
175,000906.ZICN,000906,中证800,2006-11-30,22,1476.95,0.0,0.0,0.0,1682.05,0,0.0,205.1,0.1389,1543.565,0.005997,0.104282
176,000906.ZICN,000906,中证800,2006-10-31,17,1434.58,0.0,0.0,0.0,1476.95,0,0.0,42.37,0.0295,1463.193,0.001782,0.038961
177,000906.ZICN,000906,中证800,2006-09-29,21,1368.69,0.0,0.0,0.0,1434.58,0,0.0,65.89,0.0481,1387.449,0.002281,0.040403
178,000906.ZICN,000906,中证800,2006-08-31,23,1321.92,0.0,0.0,0.0,1368.69,300,0.0,46.77,0.0354,1305.219,0.001601,0.025717
179,000906.ZICN,000906,中证800,2006-07-31,21,1410.44,0.0,0.0,0.0,1321.92,0,0.0,-88.52,-0.0628,1402.42,-0.002918,-0.049517
180,000906.ZICN,000906,中证800,2006-06-30,22,1366.7,0.0,0.0,0.0,1410.44,0,0.0,43.74,0.032,1355.842,0.001595,0.026786
181,000906.ZICN,000906,中证800,2006-05-31,18,1156.0,0.0,0.0,0.0,1366.7,0,0.0,210.7,0.1823,1310.303,0.009574,0.213156
182,000906.ZICN,000906,中证800,2006-04-28,20,1036.09,0.0,0.0,0.0,1156.0,0,0.0,119.91,0.1157,1105.994,0.005541,0.106104
183,000906.ZICN,000906,中证800,2006-03-31,23,1020.5,0.0,0.0,0.0,1036.09,0,0.0,15.59,0.0153,1006.91,0.000698,0.011139
184,000906.ZICN,000906,中证800,2006-02-28,17,987.36,0.0,0.0,0.0,1020.5,0,0.0,33.14,0.0336,1008.502,0.001996,0.043753
185,000906.ZICN,000906,中证800,2006-01-25,16,898.78,0.0,0.0,0.0,987.36,0,0.0,88.58,0.0986,956.089,0.005934,0.144495
186,000906.ZICN,000906,中证800,2005-12-30,22,850.89,0.0,0.0,0.0,898.78,0,0.0,47.89,0.0563,868.639,0.00252,0.042633
187,000906.ZICN,000906,中证800,2005-11-30,22,853.93,0.0,0.0,0.0,850.89,0,0.0,-3.04,-0.0036,852.773,-0.000118,-0.001951
188,000906.ZICN,000906,中证800,2005-10-31,16,897.28,0.0,0.0,0.0,853.93,0,0.0,-43.35,-0.0483,883.841,-0.003036,-0.067018
189,000906.ZICN,000906,中证800,2005-09-30,22,897.64,0.0,0.0,0.0,897.28,0,0.0,-0.36,-0.0004,920.222,6e-05,0.000996
190,000906.ZICN,000906,中证800,2005-08-31,23,833.87,0.0,0.0,0.0,897.64,0,0.0,63.77,0.0765,885.577,0.003293,0.053558
191,000906.ZICN,000906,中证800,2005-07-29,21,843.18,0.0,0.0,0.0,833.87,0,0.0,-9.31,-0.011,806.28,-0.000422,-0.007316
192,000906.ZICN,000906,中证800,2005-06-30,22,834.26,0.0,0.0,0.0,843.18,0,0.0,8.92,0.0107,851.747,0.000741,0.012371
193,000906.ZICN,000906,中证800,2005-05-31,17,906.46,0.0,0.0,0.0,834.26,0,0.0,-72.2,-0.0797,855.206,-0.004811,-0.098356
194,000906.ZICN,000906,中证800,2005-04-29,21,928.65,0.0,0.0,0.0,906.46,0,0.0,-22.19,-0.0239,943.802,-0.001022,-0.017622
195,000906.ZICN,000906,中证800,2005-03-31,23,1034.23,0.0,0.0,0.0,928.65,0,0.0,-105.58,-0.1021,989.004,-0.004613,-0.070743
196,000906.ZICN,000906,中证800,2005-02-28,13,945.24,0.0,0.0,0.0,1034.23,0,0.0,88.99,0.0941,1009.667,0.007102,0.219797
197,000906.ZICN,000906,中证800,2005-01-31,20,0.0,0.0,0.0,0.0,945.24,150,0.0,945.24,0.0,983.981,-0.001932,-0.034669
