,Bloomberg Code,symbol,level
0,2317 TT Equity,<,118.5
1,3545 TT Equity,<,135.5
2,6531 TT Equity,<,770
3,4968 TT Equity,<,574
4,4961 TT Equity,<,210.5
5,2609 TT Equity,<,29.8
6,3661 TT Equity,<,921
7,2603 TT Equity,<,39.2
8,2454 TT Equity,<,892
9,2303 TT Equity,<,47.85
10,3034 TT Equity,<,496.5
11,6488 TT Equity,<,733
12,2328 TT Equity,<,42.15
13,2610 TT Equity,<,14.35
14,5471 TT Equity,<,89
15,5243 TT Equity,<,67.2
16,8358 TT Equity,<,59.5
17,2327 TT Equity,<,564
18,2354 TT Equity,<,71.9
19,8046 TT Equity,<,293
20,8150 TT Equity,<,37.7
21,6237 TT Equity,<,96.2
22,6411 TT Equity,<,106.5
23,3228 TT Equity,<,472
24,2308 TT Equity,<,278.5
25,3529 TT Equity,<,818
26,3092 TT Equity,<,75.1
27,2379 TT Equity,<,443
28,6284 TT Equity,<,81.2
29,2436 TT Equity,<,46.8
30,8299 TT Equity,<,468.5
31,2357 TT Equity,<,316.5
32,6706 TT Equity,<,165
33,2492 TT Equity,<,250.5
34,3576 TT Equity,<,14.45
35,2338 TT Equity,<,54.3
36,5483 TT Equity,<,163
37,8016 TT Equity,<,202
38,3169 TT Equity,<,137
39,3006 TT Equity,<,86.5
40,4966 TT Equity,<,1180
41,2371 TT Equity,<,27.75
42,2337 TT Equity,<,43.45
43,2457 TT Equity,<,17.5
44,6443 TT Equity,<,42
45,3152 TT Equity,<,545
46,4938 TT Equity,<,70.8
47,6182 TT Equity,<,41.1
48,6589 TT Equity,<,74.5
49,4976 TT Equity,<,114
50,2377 TT Equity,<,158
51,3105 TT Equity,<,387.5
52,2344 TT Equity,<,27.8
53,3406 TT Equity,<,479
54,2489 TT Equity,<,12.8
55,6533 TT Equity,<,472.5
56,2376 TT Equity,<,92.1
57,2618 TT Equity,<,15.3
58,2886 TT Equity,<,31
59,4912 TT Equity,<,151
60,2375 TT Equity,<,127.5
61,2401 TT Equity,<,25.45
62,6547 TT Equity,<,185
63,1590 TT Equity,<,941
64,2201 TT Equity,<,42.25
65,2426 TT Equity,<,26.6
66,8069 TT Equity,<,49.5
67,3042 TT Equity,<,96.6
68,6462 TT Equity,<,161
69,6770 TT Equity,<,69.1
70,2382 TT Equity,<,87.8
71,005930 KS Equity,<,81800
72,068290 KS Equity,<,42850
73,000660 KS Equity,<,138500
74,063160 KS Equity,<,60900
75,096770 KS Equity,<,211000
76,066570 KS Equity,<,155000
77,000270 KS Equity,<,82500
78,019170 KS Equity,<,93500
79,053030 KS Equity,<,15850
80,096040 KS Equity,<,713
81,035420 KS Equity,<,377500
82,035720 KS Equity,<,477000
83,041190 KS Equity,<,5000
84,027360 KS Equity,<,5360
85,285130 KS Equity,<,291000
86,005380 KS Equity,<,229500
87,048410 KS Equity,<,51800
88,015760 KS Equity,<,23050
89,011200 KS Equity,<,21350
90,036630 KS Equity,<,803
91,006280 KS Equity,<,332000
92,323990 KS Equity,<,102100
93,011780 KS Equity,<,215000
94,068270 KS Equity,<,291000
95,214390 KS Equity,<,11700
96,094480 KS Equity,<,5800
97,003670 KS Equity,<,144000
98,352820 KS Equity,<,214000
99,001630 KS Equity,<,106000
100,064260 KS Equity,<,7770
101,194480 KS Equity,<,59200
102,000990 KS Equity,<,51800
103,009150 KS Equity,<,189500
104,008770 KS Equity,<,86300
105,091990 KS Equity,<,124300
106,200130 KS Equity,<,48650
107,096530 KS Equity,<,130100
108,139670 KS Equity,<,56200
109,003490 KS Equity,<,27350
110,139480 KS Equity,<,177000
111,036570 KS Equity,<,932000
112,298020 KS Equity,<,503000
113,334970 KS Equity,<,12800
114,051160 KS Equity,<,19700
115,353810 KS Equity,<,7040
116,204320 KS Equity,<,65200
117,078130 KS Equity,<,5470
118,090430 KS Equity,<,225500
119,105560 KS Equity,<,50200
120,298050 KS Equity,<,340000
121,055550 KS Equity,<,34850
122,144510 KS Equity,<,96500
123,003090 KS Equity,<,32500
124,086790 KS Equity,<,40750
125,290510 KS Equity,<,8840
126,017670 KS Equity,<,254500
127,009830 KS Equity,<,43850
128,112610 KS Equity,<,67000
129,028300 KS Equity,<,39600
130,011170 KS Equity,<,298000
131,019550 KS Equity,<,1710
132,026890 KS Equity,<,12200
133,004170 KS Equity,<,282500
134,036540 KS Equity,<,8090
135,298000 KS Equity,<,265000
136,299900 KS Equity,<,9100
137,375500 KS Equity,<,118500
138,011070 KS Equity,<,213500
139,326030 KS Equity,<,105000
140,010060 KS Equity,<,123000
141,004020 KS Equity,<,43600
142,032500 KS Equity,<,62800
143,031430 KS Equity,<,202000
144,122450 KS Equity,<,12700
145,007460 KS Equity,<,2070
146,336260 KS Equity,<,47900
147,011930 KS Equity,<,3205
148,009520 KS Equity,<,8860
149,043610 KS Equity,<,5420
150,006360 KS Equity,<,39850
151,033270 KS Equity,<,55300
152,4755 JT Equity,<,1413
153,7974 JT Equity,<,62520
154,7203 JT Equity,<,8133
155,9983 JT Equity,<,94310
156,6861 JT Equity,<,48950
157,6758 JT Equity,<,11435
158,4502 JT Equity,<,4087
159,8306 JT Equity,<,610.7
160,8035 JT Equity,<,41500
161,8316 JT Equity,<,4044
162,6981 JT Equity,<,8851
163,6594 JT Equity,<,13000
164,6920 JT Equity,<,12150
165,2413 JT Equity,<,7622
166,6367 JT Equity,<,22765
167,6857 JT Equity,<,8550
168,4063 JT Equity,<,18105
169,4689 JT Equity,<,601.7
170,9432 JT Equity,<,2848.5
171,6954 JT Equity,<,26850
172,3436 JT Equity,<,2468
173,9433 JT Equity,<,3484
174,9434 JT Equity,<,1459.5
175,9201 JT Equity,<,2580
176,9202 JT Equity,<,2659.5
177,4543 JT Equity,<,4016
178,7741 JT Equity,<,12305
179,7267 JT Equity,<,3182
180,6701 JT Equity,<,6400
181,6098 JT Equity,<,5096
182,8698 JT Equity,<,862
183,9603 JT Equity,<,2231
184,6902 JT Equity,<,7294
185,6702 JT Equity,<,16005
186,9101 JT Equity,<,3620
187,4452 JT Equity,<,7160
188,4751 JT Equity,<,6700
189,9020 JT Equity,<,8185
190,9022 JT Equity,<,17240
191,5020 JT Equity,<,500.5
192,6273 JT Equity,<,62400
193,8001 JT Equity,<,3464
194,8031 JT Equity,<,2365.5
195,6762 JT Equity,<,15350
196,8411 JT Equity,<,1594
197,8002 JT Equity,<,906.7
198,6146 JT Equity,<,33650
199,6753 JT Equity,<,1831
200,4503 JT Equity,<,1807.5
201,6501 JT Equity,<,5361
202,7201 JT Equity,<,592.2
203,4661 JT Equity,<,16855
204,2502 JT Equity,<,4808
205,8725 JT Equity,<,3194
206,8058 JT Equity,<,3178
207,3382 JT Equity,<,4376
208,7752 JT Equity,<,1161
209,8802 JT Equity,<,1880
210,8801 JT Equity,<,2542.5
211,6178 JT Equity,<,978.1
212,8604 JT Equity,<,662.3
213,2931 JT Equity,<,941
214,2914 JT Equity,<,2027
215,4507 JT Equity,<,5855
216,8766 JT Equity,<,5494
217,6301 JT Equity,<,3392
218,4911 JT Equity,<,8046
219,1605 JT Equity,<,803
220,4432 JT Equity,<,1903
221,4568 JT Equity,<,3182
222,8113 JT Equity,<,4393
223,2678 JT Equity,<,3425
224,6723 JT Equity,<,1222
225,4519 JT Equity,<,4499
226,6976 JT Equity,<,5480
227,7309 JT Equity,<,24185
228,8750 JT Equity,<,1911
229,7211 JT Equity,<,316
230,5108 JT Equity,<,4308
231,5713 JT Equity,<,4777
232,7733 JT Equity,<,2310
233,9843 JT Equity,<,19885
234,2929 JT Equity,<,3085
235,7751 JT Equity,<,2347
236,8308 JT Equity,<,460
237,2503 JT Equity,<,2124
238,6503 JT Equity,<,1715
239,6752 JT Equity,<,1352.5
240,4612 JT Equity,<,8620
241,8591 JT Equity,<,1875.5
242,6326 JT Equity,<,2472.5
243,4902 JT Equity,<,604
244,9021 JT Equity,<,6548
245,8053 JT Equity,<,1604
246,3031 JT Equity,<,1821
247,6645 JT Equity,<,8730
248,700 HK Equity,<,621
249,1810 HK Equity,<,23.25
250,3690 HK Equity,<,323
251,9988 HK Equity,<,219.4
252,1024 HK Equity,<,297
253,1299 HK Equity,<,96.55
254,939 HK Equity,<,6.53
255,3800 HK Equity,<,2.3
256,941 HK Equity,<,52.1
257,388 HK Equity,<,452.4
258,981 HK Equity,<,25.5
259,992 HK Equity,<,8.65
260,175 HK Equity,<,23.7
261,27 HK Equity,<,72
262,2269 HK Equity,<,89.8
263,9618 HK Equity,<,324
264,291 HK Equity,<,56.4
265,1211 HK Equity,<,187.2
266,763 HK Equity,<,20.2
267,2013 HK Equity,<,19.92
268,6969 HK Equity,<,61.65
269,2319 HK Equity,<,42.75
270,688 HK Equity,<,19.88
271,1919 HK Equity,<,8.1
272,3988 HK Equity,<,2.84
273,2020 HK Equity,<,119.4
274,1093 HK Equity,<,9.41
275,3968 HK Equity,<,61.7
276,1772 HK Equity,<,97.5
277,241 HK Equity,<,23.6
278,669 HK Equity,<,125
279,6862 HK Equity,<,55.25
280,968 HK Equity,<,14.16
281,2313 HK Equity,<,160.9
282,5 HK Equity,<,45.65
283,1928 HK Equity,<,37.9
284,2899 HK Equity,<,10.6
285,268 HK Equity,<,26.15
286,6618 HK Equity,<,108.4
287,1177 HK Equity,<,8.4
288,2331 HK Equity,<,44.7
289,728 HK Equity,<,2.58
290,2628 HK Equity,<,16.32
291,1833 HK Equity,<,98.45
292,6098 HK Equity,<,60.3
293,1109 HK Equity,<,37.15
294,1801 HK Equity,<,77.5
295,1268 HK Equity,<,33.1
296,3669 HK Equity,<,11.94
297,881 HK Equity,<,50.75
