,Bloomberg Code,symbol,level
0,8046 TT Equity,<,276.5
1,6488 TT Equity,<,699.0
2,2603 TT Equity,<,36.3
3,6531 TT Equity,<,631.0
4,8924 TT Equity,<,82.4
5,6533 TT Equity,<,456.0
6,2379 TT Equity,<,453.0
7,5243 TT Equity,<,67.3
8,3008 TT Equity,<,3310.0
9,3293 TT Equity,<,744.0
10,3105 TT Equity,<,366.5
11,3526 TT Equity,<,114.0
12,2368 TT Equity,<,55.8
13,1305 TT Equity,<,28.65
14,4142 TT Equity,<,56.1
15,2108 TT Equity,<,61.6
16,4128 TT Equity,<,69.1
17,8938 TT Equity,<,56.5
18,3529 TT Equity,<,793.0
19,6491 TT Equity,<,276.5
20,3152 TT Equity,<,517.0
21,3044 TT Equity,<,138.5
22,2049 TT Equity,<,412.5
23,1309 TT Equity,<,35.3
24,4576 TT Equity,<,163.5
25,1301 TT Equity,<,99.0
26,6278 TT Equity,<,111.0
27,1909 TT Equity,<,24.6
28,8464 TT Equity,<,397.0
29,2013 TT Equity,<,38.4
30,2382 TT Equity,<,85.2
31,4174 TT Equity,<,144.0
32,2103 TT Equity,<,27.5
33,1326 TT Equity,<,87.0
34,2331 TT Equity,<,30.35
35,1513 TT Equity,<,50.3
36,2882 TT Equity,<,42.3
37,2354 TT Equity,<,68.7
38,3005 TT Equity,<,56.0
39,2006 TT Equity,<,37.9
40,009520 KS Equity,<,6750.0
41,028670 KS Equity,<,5850.0
42,011200 KS Equity,<,20100.0
43,051910 KS Equity,<,867000.0
44,000270 KS Equity,<,79200.0
45,068290 KS Equity,<,34150.0
46,022100 KS Equity,<,7550.0
47,048410 KS Equity,<,49500.0
48,005490 KS Equity,<,304500.0
49,005380 KS Equity,<,232000.0
50,086980 KS Equity,<,4940.0
51,042040 KS Equity,<,2485.0
52,019170 KS Equity,<,90800.0
53,006220 KS Equity,<,6630.0
54,299030 KS Equity,<,105200.0
55,105560 KS Equity,<,45750.0
56,009070 KS Equity,<,7860.0
57,126560 KS Equity,<,3690.0
58,055550 KS Equity,<,33550.0
59,086890 KS Equity,<,9400.0
60,011780 KS Equity,<,228000.0
61,005880 KS Equity,<,3300.0
62,200230 KS Equity,<,4950.0
63,068270 KS Equity,<,295000.0
64,007860 KS Equity,<,8300.0
65,010060 KS Equity,<,127000.0
66,028300 KS Equity,<,71400.0
67,285130 KS Equity,<,310500.0
68,004140 KS Equity,<,10550.0
69,091990 KS Equity,<,127100.0
70,006280 KS Equity,<,370000.0
71,086790 KS Equity,<,37750.0
72,003670 KS Equity,<,154000.0
73,002790 KS Equity,<,63600.0
74,032830 KS Equity,<,77700.0
75,035900 KS Equity,<,37200.0
76,011170 KS Equity,<,320500.0
77,096040 KS Equity,<,670.0
78,298050 KS Equity,<,312000.0
79,347860 KS Equity,<,36400.0
80,088350 KS Equity,<,3175.0
81,064260 KS Equity,<,7600.0
82,032500 KS Equity,<,57000.0
83,004020 KS Equity,<,42050.0
84,036540 KS Equity,<,8650.0
85,010950 KS Equity,<,84500.0
86,178320 KS Equity,<,39550.0
87,053030 KS Equity,<,27300.0
88,051900 KS Equity,<,1490000.0
89,322310 KS Equity,<,41800.0
90,061250 KS Equity,<,14250.0
91,018880 KS Equity,<,16950.0
92,069960 KS Equity,<,87700.0
93,067630 KS Equity,<,18700.0
94,139480 KS Equity,<,170000.0
95,004170 KS Equity,<,289000.0
96,093230 KS Equity,<,406.0
97,000080 KS Equity,<,36250.0
98,035250 KS Equity,<,25750.0
99,036030 KS Equity,<,11250.0
100,011790 KS Equity,<,113000.0
101,185750 KS Equity,<,178000.0
102,263050 KS Equity,<,39000.0
103,000810 KS Equity,<,180000.0
104,043610 KS Equity,<,4930.0
105,086900 KS Equity,<,207300.0
106,336260 KS Equity,<,50700.0
107,085660 KS Equity,<,19400.0
108,036630 KS Equity,<,766.0
109,086280 KS Equity,<,191500.0
110,9984 JT Equity,<,9970.0
111,6758 JT Equity,<,10990.0
112,7203 JT Equity,<,7932.0
113,6861 JT Equity,<,49710.0
114,6594 JT Equity,<,12805.0
115,8306 JT Equity,<,562.3
116,8316 JT Equity,<,3800.0
117,7752 JT Equity,<,974.0
118,6981 JT Equity,<,9235.0
119,4502 JT Equity,<,3726.0
120,4063 JT Equity,<,17305.0
121,7004 JT Equity,<,767.0
122,6502 JT Equity,<,3550.0
123,6367 JT Equity,<,21230.0
124,6501 JT Equity,<,5113.0
125,7267 JT Equity,<,3037.0
126,8001 JT Equity,<,3296.0
127,9432 JT Equity,<,2741.5
128,4452 JT Equity,<,7091.0
129,9433 JT Equity,<,3224.0
130,5020 JT Equity,<,482.0
131,6701 JT Equity,<,6120.0
132,1605 JT Equity,<,777.0
133,2914 JT Equity,<,1903.5
134,8058 JT Equity,<,3001.0
135,4911 JT Equity,<,7945.0
136,8766 JT Equity,<,5333.0
137,5401 JT Equity,<,1638.5
138,6762 JT Equity,<,15000.0
139,6702 JT Equity,<,15155.0
140,8411 JT Equity,<,1555.0
141,2929 JT Equity,<,2834.0
142,9613 JT Equity,<,1682.0
143,7741 JT Equity,<,11730.0
144,9201 JT Equity,<,2462.0
145,6976 JT Equity,<,5230.0
146,8031 JT Equity,<,2256.0
147,6752 JT Equity,<,1396.5
148,8113 JT Equity,<,4324.0
149,6902 JT Equity,<,6698.0
150,4661 JT Equity,<,17365.0
151,5201 JT Equity,<,4040.0
152,3659 JT Equity,<,3370.0
153,4568 JT Equity,<,3062.0
154,7201 JT Equity,<,588.9
155,6301 JT Equity,<,3241.0
156,8802 JT Equity,<,1811.0
157,9020 JT Equity,<,7912.0
158,2502 JT Equity,<,4677.0
159,6326 JT Equity,<,2339.0
160,8591 JT Equity,<,1802.0
161,7270 JT Equity,<,2014.5
162,9843 JT Equity,<,19890.0
163,9202 JT Equity,<,2513.5
164,4901 JT Equity,<,6072.0
165,4004 JT Equity,<,2801.0
166,5108 JT Equity,<,4270.0
167,4519 JT Equity,<,4432.0
168,9022 JT Equity,<,17075.0
169,8801 JT Equity,<,2391.5
170,6753 JT Equity,<,1964.0
171,6971 JT Equity,<,7049.0
172,6178 JT Equity,<,934.0
173,5411 JT Equity,<,1168.0
174,8750 JT Equity,<,1865.5
175,6503 JT Equity,<,1604.0
176,1928 JT Equity,<,2062.0
177,3382 JT Equity,<,4172.0
178,6201 JT Equity,<,9240.0
179,8604 JT Equity,<,635.5
180,2503 JT Equity,<,2100.0
181,4188 JT Equity,<,759.5
182,7211 JT Equity,<,309.0
183,4005 JT Equity,<,537.0
184,3690 HK Equity,<,323.6
185,1810 HK Equity,<,23.8
186,388 HK Equity,<,473.2
187,939 HK Equity,<,6.32
188,941 HK Equity,<,55.35
189,2318 HK Equity,<,95.1
190,1398 HK Equity,<,5.01
