,Bloomberg Code,symbol,level
0,2330 TT Equity,>,615.0
1,3034 TT Equity,>,503.0
2,2454 TT Equity,>,914.0
3,6531 TT Equity,>,800.0
4,2303 TT Equity,>,49.1
5,2327 TT Equity,>,583.0
6,4968 TT Equity,>,598.0
7,2882 TT Equity,>,47.0
8,3481 TT Equity,>,17.05
9,3711 TT Equity,>,105.0
10,2308 TT Equity,>,283.5
11,8046 TT Equity,>,298.5
12,6488 TT Equity,>,747.0
13,2881 TT Equity,>,56.4
14,4743 TT Equity,>,273.0
15,3661 TT Equity,>,945.0
16,6485 TT Equity,>,117.0
17,2492 TT Equity,>,261.0
18,2331 TT Equity,>,35.5
19,2375 TT Equity,>,135.0
20,2610 TT Equity,>,14.3
21,6237 TT Equity,>,103.0
22,3037 TT Equity,>,92.3
23,4976 TT Equity,>,118.5
24,3008 TT Equity,>,3505.0
25,2337 TT Equity,>,44.8
26,2376 TT Equity,>,96.5
27,1513 TT Equity,>,55.7
28,3443 TT Equity,>,431.5
29,8299 TT Equity,>,477.0
30,2449 TT Equity,>,40.6
31,6770 TT Equity,>,70.7
32,2409 TT Equity,>,18.6
33,2344 TT Equity,>,28.1
34,6244 TT Equity,>,37.85
35,6533 TT Equity,>,489.5
36,1309 TT Equity,>,44.3
37,3105 TT Equity,>,395.5
38,6415 TT Equity,>,2655.0
39,6150 TT Equity,>,137.5
40,1303 TT Equity,>,77.6
41,6138 TT Equity,>,122.0
42,4953 TT Equity,>,110.5
43,2328 TT Equity,>,42.7
44,4938 TT Equity,>,74.5
45,2615 TT Equity,>,48.9
46,3042 TT Equity,>,100.0
47,6669 TT Equity,>,895.0
48,5871 TT Equity,>,190.5
49,5347 TT Equity,>,107.0
50,5269 TT Equity,>,1590.0
51,8086 TT Equity,>,152.5
52,2009 TT Equity,>,32.0
53,2408 TT Equity,>,93.8
54,2379 TT Equity,>,448.0
55,6589 TT Equity,>,78.7
56,005930 KS Equity,>,82900.0
57,000660 KS Equity,>,139000.0
58,068290 KS Equity,>,50300.0
59,000270 KS Equity,>,86100.0
60,064260 KS Equity,>,9460.0
61,051910 KS Equity,>,971000.0
62,096770 KS Equity,>,241500.0
63,007460 KS Equity,>,2310.0
64,100790 KS Equity,>,9050.0
65,035420 KS Equity,>,385500.0
66,048410 KS Equity,>,54400.0
67,006400 KS Equity,>,703000.0
68,005380 KS Equity,>,236000.0
69,035720 KS Equity,>,483500.0
70,121800 KS Equity,>,13950.0
71,011780 KS Equity,>,221500.0
72,068270 KS Equity,>,298500.0
73,246690 KS Equity,>,4460.0
74,066570 KS Equity,>,153500.0
75,012330 KS Equity,>,306500.0
76,011200 KS Equity,>,21900.0
77,047400 KS Equity,>,4330.0
78,036630 KS Equity,>,856.0
79,105560 KS Equity,>,52700.0
80,027710 KS Equity,>,2340.0
81,047040 KS Equity,>,6390.0
82,004410 KS Equity,>,535.0
83,026890 KS Equity,>,12550.0
84,009520 KS Equity,>,9940.0
85,004140 KS Equity,>,10450.0
86,009150 KS Equity,>,193000.0
87,009830 KS Equity,>,44700.0
88,019170 KS Equity,>,97500.0
89,096040 KS Equity,>,794.0
90,041190 KS Equity,>,5350.0
91,352820 KS Equity,>,228000.0
92,053030 KS Equity,>,16450.0
93,042510 KS Equity,>,3965.0
94,334970 KS Equity,>,15200.0
95,081150 KS Equity,>,4185.0
96,285130 KS Equity,>,305000.0
97,375500 KS Equity,>,123000.0
98,091990 KS Equity,>,124000.0
99,055550 KS Equity,>,35700.0
100,053800 KS Equity,>,84500.0
101,078130 KS Equity,>,5700.0
102,003060 KS Equity,>,1250.0
103,028300 KS Equity,>,82000.0
104,094360 KS Equity,>,18400.0
105,035080 KS Equity,>,5270.0
106,034730 KS Equity,>,255000.0
107,000720 KS Equity,>,43150.0
108,028670 KS Equity,>,6480.0
109,007390 KS Equity,>,10400.0
110,036570 KS Equity,>,937000.0
111,217270 KS Equity,>,27350.0
112,011170 KS Equity,>,309000.0
113,215480 KS Equity,>,1490.0
114,004020 KS Equity,>,44350.0
115,356890 KS Equity,>,21900.0
116,112610 KS Equity,>,71300.0
117,086790 KS Equity,>,42200.0
118,326030 KS Equity,>,111000.0
119,263700 KS Equity,>,11850.0
120,9984 JT Equity,>,10585.0
121,6861 JT Equity,>,49500.0
122,8035 JT Equity,>,42310.0
123,6594 JT Equity,>,12950.0
124,8411 JT Equity,>,1652.5
125,9201 JT Equity,>,2604.0
126,6178 JT Equity,>,1053.0
127,6981 JT Equity,>,8997.0
128,6954 JT Equity,>,27290.0
129,2413 JT Equity,>,7749.0
130,4063 JT Equity,>,18235.0
131,6367 JT Equity,>,22575.0
132,6920 JT Equity,>,12570.0
133,9433 JT Equity,>,3511.0
134,6753 JT Equity,>,1981.0
135,4689 JT Equity,>,606.0
136,8058 JT Equity,>,3222.0
137,5401 JT Equity,>,1882.0
138,8766 JT Equity,>,5636.0
139,8031 JT Equity,>,2392.5
140,4452 JT Equity,>,7240.0
141,4661 JT Equity,>,16960.0
142,6902 JT Equity,>,7364.0
143,9432 JT Equity,>,2846.5
144,5020 JT Equity,>,510.6
145,6857 JT Equity,>,8670.0
146,8002 JT Equity,>,912.0
147,6702 JT Equity,>,16185.0
148,7201 JT Equity,>,618.5
149,6301 JT Equity,>,3474.0
150,4568 JT Equity,>,3230.0
151,6273 JT Equity,>,63080.0
152,9020 JT Equity,>,8324.0
153,9022 JT Equity,>,17605.0
154,4503 JT Equity,>,1847.0
155,6723 JT Equity,>,1233.0
156,2914 JT Equity,>,2035.0
157,8604 JT Equity,>,678.4
158,9501 JT Equity,>,393.0
159,6503 JT Equity,>,1747.0
160,1605 JT Equity,>,834.0
161,6762 JT Equity,>,15420.0
162,6976 JT Equity,>,5440.0
163,6752 JT Equity,>,1350.0
164,7733 JT Equity,>,2454.5
165,7011 JT Equity,>,3510.0
166,3382 JT Equity,>,4456.0
167,6701 JT Equity,>,6470.0
168,8308 JT Equity,>,469.6
169,8053 JT Equity,>,1631.0
170,9021 JT Equity,>,6707.0
171,7751 JT Equity,>,2387.0
172,5713 JT Equity,>,4821.0
173,8725 JT Equity,>,3226.0
174,5411 JT Equity,>,1344.0
175,7004 JT Equity,>,884.0
176,2502 JT Equity,>,4930.0
177,6971 JT Equity,>,7579.0
178,4751 JT Equity,>,6790.0
179,7211 JT Equity,>,338.0
180,7269 JT Equity,>,4923.0
181,6326 JT Equity,>,2539.0
182,8801 JT Equity,>,2584.0
183,8750 JT Equity,>,1944.0
184,5301 JT Equity,>,1778.0
185,700 HK Equity,>,670.0
186,3690 HK Equity,>,343.4
187,9988 HK Equity,>,231.6
188,9618 HK Equity,>,347.4
189,388 HK Equity,>,455.0
190,1299 HK Equity,>,101.4
191,2318 HK Equity,>,99.4
192,941 HK Equity,>,54.3
193,2269 HK Equity,>,93.45
194,1024 HK Equity,>,304.4
195,1211 HK Equity,>,195.2
196,981 HK Equity,>,27.25
197,3968 HK Equity,>,63.2
198,2382 HK Equity,>,193.4
199,3800 HK Equity,>,2.5
200,175 HK Equity,>,24.1
201,968 HK Equity,>,14.9
202,992 HK Equity,>,10.06
203,1398 HK Equity,>,5.62
204,2899 HK Equity,>,11.28
205,6862 HK Equity,>,59.7
206,883 HK Equity,>,9.29
207,241 HK Equity,>,24.25
208,9992 HK Equity,>,69.45
209,2013 HK Equity,>,21.95
210,1378 HK Equity,>,12.72
211,6618 HK Equity,>,113.6
212,27 HK Equity,>,73.5
213,6969 HK Equity,>,63.95
214,914 HK Equity,>,52.2
215,1801 HK Equity,>,81.15
216,2333 HK Equity,>,22.6
217,6690 HK Equity,>,31.15
218,2020 HK Equity,>,126.9
219,1288 HK Equity,>,3.25
220,1093 HK Equity,>,9.67
221,6060 HK Equity,>,53.7
222,1 HK Equity,>,63.8
223,688 HK Equity,>,20.05
224,857 HK Equity,>,3.08
225,1928 HK Equity,>,39.1
226,291 HK Equity,>,58.55
227,285 HK Equity,>,47.3
228,3323 HK Equity,>,11.34
229,9633 HK Equity,>,45.0
230,6185 HK Equity,>,319.0
231,2601 HK Equity,>,36.25
232,1833 HK Equity,>,99.8
233,1772 HK Equity,>,103.9
234,1658 HK Equity,>,6.15
235,763 HK Equity,>,20.1
236,960 HK Equity,>,49.8
237,2628 HK Equity,>,16.62
238,1177 HK Equity,>,8.55
239,2359 HK Equity,>,150.6
240,669 HK Equity,>,130.6
241,2313 HK Equity,>,163.9
242,2600 HK Equity,>,4.28
243,728 HK Equity,>,2.71
244,358 HK Equity,>,17.24
245,3888 HK Equity,>,53.4
246,268 HK Equity,>,26.75
247,6098 HK Equity,>,62.25
248,1313 HK Equity,>,9.29
249,762 HK Equity,>,4.99
250,2319 HK Equity,>,43.65
251,916 HK Equity,>,9.87
252,3759 HK Equity,>,122.0
253,788 HK Equity,>,1.2
254,2018 HK Equity,>,43.65
255,9999 HK Equity,>,170.0
256,16 HK Equity,>,119.0
257,2331 HK Equity,>,45.2
258,1066 HK Equity,>,12.94
259,1347 HK Equity,>,45.35
260,3606 HK Equity,>,46.95
261,11 HK Equity,>,152.8
262,6666 HK Equity,>,15.68
263,708 HK Equity,>,54.5
264,9922 HK Equity,>,28.65
265,493 HK Equity,>,1.68
266,1113 HK Equity,>,47.15
267,6030 HK Equity,>,15.86
268,780 HK Equity,>,15.74
269,1799 HK Equity,>,17.98
270,136 HK Equity,>,9.98
271,1171 HK Equity,>,9.1
272,300750 CS Equity,>,333.46
273,000858 CS Equity,>,266.49
274,300274 CS Equity,>,74.87
275,000725 CS Equity,>,6.16
276,002594 CS Equity,>,184.5
277,300059 CS Equity,>,28.75
278,002475 CS Equity,>,44.5
279,002714 CS Equity,>,108.38
280,000333 CS Equity,>,86.28
281,000063 CS Equity,>,31.24
282,000568 CS Equity,>,211.01
283,002466 CS Equity,>,40.73
284,002460 CS Equity,>,102.13
285,003035 CS Equity,>,9.08
286,300015 CS Equity,>,61.81
287,002241 CS Equity,>,29.68
288,300760 CS Equity,>,380.52
289,002602 CS Equity,>,7.9
290,300014 CS Equity,>,82.13
291,300122 CS Equity,>,165.0
292,300896 CS Equity,>,825.21
293,002142 CS Equity,>,41.93
294,002230 CS Equity,>,48.16
295,000661 CS Equity,>,435.53
296,000027 CS Equity,>,9.27
297,002415 CS Equity,>,55.4
298,000932 CS Equity,>,8.49
299,000001 CS Equity,>,21.88
300,002129 CS Equity,>,26.97
301,002027 CS Equity,>,10.39
302,000963 CS Equity,>,37.38
303,300677 CS Equity,>,225.8
304,000002 CS Equity,>,31.87
305,000933 CS Equity,>,11.22
306,300347 CS Equity,>,134.5
307,000651 CS Equity,>,58.8
308,002304 CS Equity,>,167.26
309,002352 CS Equity,>,93.48
310,300124 CS Equity,>,87.34
311,002624 CS Equity,>,23.7
312,000799 CS Equity,>,141.27
313,000831 CS Equity,>,22.36
314,300999 CS Equity,>,83.48
315,002092 CS Equity,>,11.2
316,000966 CS Equity,>,5.62
317,000069 CS Equity,>,9.18
318,000825 CS Equity,>,5.17
319,002074 CS Equity,>,37.0
320,000877 CS Equity,>,17.43
321,000155 CS Equity,>,11.96
322,300433 CS Equity,>,28.99
323,002008 CS Equity,>,43.07
324,300142 CS Equity,>,41.14
325,002497 CS Equity,>,19.5
326,300144 CS Equity,>,21.39
327,300601 CS Equity,>,129.69
328,000625 CS Equity,>,15.91
329,002371 CS Equity,>,155.36
330,000157 CS Equity,>,13.01
331,002408 CS Equity,>,10.54
332,002384 CS Equity,>,20.93
333,002531 CS Equity,>,8.41
334,300234 CS Equity,>,11.1
335,300759 CS Equity,>,112.65
336,002601 CS Equity,>,34.48
337,000630 CS Equity,>,3.1
338,002916 CS Equity,>,107.36
339,000338 CS Equity,>,20.58
340,002271 CS Equity,>,47.83
341,300782 CS Equity,>,596.02
342,002532 CS Equity,>,11.77
343,000977 CS Equity,>,29.56
344,002493 CS Equity,>,28.86
345,000538 CS Equity,>,126.8
346,002812 CS Equity,>,119.5
347,300136 CS Equity,>,30.67
348,002410 CS Equity,>,60.67
349,300952 CS Equity,>,52.96
350,300413 CS Equity,>,61.11
351,002311 CS Equity,>,73.69
352,002709 CS Equity,>,90.7
353,300102 CS Equity,>,7.2
354,002821 CS Equity,>,251.06
355,002145 CS Equity,>,10.04
356,002202 CS Equity,>,13.84
357,000876 CS Equity,>,21.86
358,300316 CS Equity,>,33.09
359,300450 CS Equity,>,75.3
360,300146 CS Equity,>,28.19
361,600519 CG Equity,>,1999.87
362,601012 CG Equity,>,89.5
363,600438 CG Equity,>,34.31
364,600036 CG Equity,>,54.13
365,600010 CG Equity,>,2.0
366,601899 CG Equity,>,11.64
367,601318 CG Equity,>,85.56
368,603259 CG Equity,>,141.0
369,600031 CG Equity,>,38.49
370,601888 CG Equity,>,304.88
371,600111 CG Equity,>,22.93
