,Bloomberg Code,symbol,level
0,4961 TT Equity,<,273.5
1,2609 TT Equity,<,30.5
2,2603 TT Equity,<,40.65
3,3034 TT Equity,<,525.0
4,6531 TT Equity,<,766.0
5,8046 TT Equity,<,293.0
6,2353 TT Equity,<,27.65
7,3481 TT Equity,<,16.6
8,2337 TT Equity,<,43.45
9,3711 TT Equity,<,103.0
10,2409 TT Equity,<,18.7
11,3576 TT Equity,<,15.0
12,2610 TT Equity,<,14.35
13,2457 TT Equity,<,22.5
14,3704 TT Equity,<,35.55
15,8054 TT Equity,<,49.8
16,2338 TT Equity,<,55.2
17,3552 TT Equity,<,297.5
18,3661 TT Equity,<,917.0
19,3008 TT Equity,<,3330.0
20,3545 TT Equity,<,138.0
21,6147 TT Equity,<,75.0
22,3094 TT Equity,<,39.5
23,6589 TT Equity,<,75.3
24,2492 TT Equity,<,245.5
25,5285 TT Equity,<,74.1
26,3218 TT Equity,<,272.5
27,1590 TT Equity,<,971.0
28,3006 TT Equity,<,91.8
29,4968 TT Equity,<,580.0
30,6443 TT Equity,<,41.95
31,4938 TT Equity,<,72.1
32,3231 TT Equity,<,33.4
33,3169 TT Equity,<,137.5
34,8358 TT Equity,<,63.0
35,2489 TT Equity,<,16.15
36,3596 TT Equity,<,106.0
37,2379 TT Equity,<,448.5
38,2375 TT Equity,<,130.0
39,6237 TT Equity,<,101.0
40,4912 TT Equity,<,181.5
41,8150 TT Equity,<,37.7
42,2328 TT Equity,<,43.5
43,3346 TT Equity,<,50.5
44,3707 TT Equity,<,51.1
45,3211 TT Equity,<,124.0
46,2331 TT Equity,<,33.65
47,8069 TT Equity,<,52.9
48,2382 TT Equity,<,88.3
49,6491 TT Equity,<,338.5
50,2345 TT Equity,<,261.0
51,6278 TT Equity,<,116.0
52,8261 TT Equity,<,55.2
53,4966 TT Equity,<,1175.0
54,1568 TT Equity,<,29.0
55,035420 KS Equity,<,384500.0
56,121800 KS Equity,<,12750.0
57,334970 KS Equity,<,12850.0
58,314930 KS Equity,<,43950.0
59,019170 KS Equity,<,103500.0
60,000270 KS Equity,<,86000.0
61,041190 KS Equity,<,5560.0
62,011200 KS Equity,<,22150.0
63,035720 KS Equity,<,481000.0
64,096770 KS Equity,<,205500.0
65,006400 KS Equity,<,642000.0
66,068290 KS Equity,<,47050.0
67,011780 KS Equity,<,216000.0
