,Bloomberg Code,symbol,level
0,2330 TT Equity,>,615.0
1,3034 TT Equity,>,507.0
2,2609 TT Equity,>,30.6
3,2603 TT Equity,>,40.0
4,2303 TT Equity,>,49.15
5,2492 TT Equity,>,262.5
6,3006 TT Equity,>,91.7
7,6531 TT Equity,>,800.0
8,2327 TT Equity,>,584.0
9,3228 TT Equity,>,494.0
10,2308 TT Equity,>,283.5
11,2338 TT Equity,>,56.7
12,3711 TT Equity,>,105.0
13,2375 TT Equity,>,136.0
14,2486 TT Equity,>,28.0
15,3008 TT Equity,>,3495.0
16,3661 TT Equity,>,945.0
17,6485 TT Equity,>,118.5
18,2337 TT Equity,>,44.8
19,3092 TT Equity,>,79.5
20,8046 TT Equity,>,300.0
21,3481 TT Equity,>,16.95
22,2376 TT Equity,>,96.5
23,4976 TT Equity,>,120.5
24,6533 TT Equity,>,488.0
25,2882 TT Equity,>,47.0
26,2409 TT Equity,>,18.6
27,6443 TT Equity,>,42.65
28,8086 TT Equity,>,150.0
29,3707 TT Equity,>,50.7
30,1309 TT Equity,>,43.95
31,3362 TT Equity,>,72.0
32,6415 TT Equity,>,2580.0
33,3037 TT Equity,>,92.3
34,3105 TT Equity,>,395.5
35,6209 TT Equity,>,40.0
36,2331 TT Equity,>,35.9
37,8299 TT Equity,>,477.0
38,2344 TT Equity,>,28.45
39,1515 TT Equity,>,94.2
40,4938 TT Equity,>,72.2
41,2328 TT Equity,>,42.9
42,6770 TT Equity,>,71.4
43,6456 TT Equity,>,131.0
44,2231 TT Equity,>,227.0
45,6669 TT Equity,>,895.0
46,2881 TT Equity,>,56.4
47,1513 TT Equity,>,56.2
48,3041 TT Equity,>,31.7
49,6150 TT Equity,>,137.0
50,6138 TT Equity,>,122.5
51,2354 TT Equity,>,73.4
52,5269 TT Equity,>,1585.0
53,4743 TT Equity,>,273.0
54,2408 TT Equity,>,94.4
55,3443 TT Equity,>,423.0
56,3260 TT Equity,>,83.4
57,1303 TT Equity,>,77.8
58,3576 TT Equity,>,15.3
59,3019 TT Equity,>,91.5
60,005930 KS Equity,>,83000.0
61,000660 KS Equity,>,142000.0
62,068290 KS Equity,>,50300.0
63,019550 KS Equity,>,1805.0
64,000270 KS Equity,>,86200.0
65,064260 KS Equity,>,9380.0
66,051910 KS Equity,>,971000.0
67,096770 KS Equity,>,243000.0
68,189980 KS Equity,>,5400.0
69,007460 KS Equity,>,2310.0
70,000910 KS Equity,>,8790.0
71,100790 KS Equity,>,9050.0
72,035420 KS Equity,>,389500.0
73,048410 KS Equity,>,54300.0
74,006400 KS Equity,>,703000.0
75,035720 KS Equity,>,483500.0
76,241520 KS Equity,>,6300.0
77,008770 KS Equity,>,87500.0
78,003780 KS Equity,>,7150.0
79,323990 KS Equity,>,114500.0
80,121800 KS Equity,>,13950.0
81,011780 KS Equity,>,226000.0
82,068270 KS Equity,>,298500.0
83,067010 KS Equity,>,7110.0
84,246690 KS Equity,>,4600.0
85,005490 KS Equity,>,310000.0
86,012330 KS Equity,>,307000.0
87,054630 KS Equity,>,1550.0
88,011200 KS Equity,>,22450.0
89,047400 KS Equity,>,4420.0
90,036630 KS Equity,>,976.0
91,103840 KS Equity,>,6840.0
92,105560 KS Equity,>,52100.0
93,063440 KS Equity,>,3300.0
94,298050 KS Equity,>,361500.0
95,009540 KS Equity,>,122000.0
96,027710 KS Equity,>,2230.0
97,047040 KS Equity,>,6420.0
98,004410 KS Equity,>,491.0
99,026890 KS Equity,>,12700.0
100,013520 KS Equity,>,2095.0
101,009520 KS Equity,>,9200.0
102,004140 KS Equity,>,8380.0
103,017000 KS Equity,>,9150.0
104,009830 KS Equity,>,45200.0
105,096040 KS Equity,>,817.0
106,041190 KS Equity,>,5570.0
107,352820 KS Equity,>,223000.0
108,042510 KS Equity,>,3890.0
109,011500 KS Equity,>,18450.0
110,334970 KS Equity,>,13950.0
111,081150 KS Equity,>,4015.0
112,285130 KS Equity,>,302000.0
113,375500 KS Equity,>,123500.0
114,055550 KS Equity,>,35550.0
115,053800 KS Equity,>,82000.0
116,078130 KS Equity,>,5810.0
117,025880 KS Equity,>,4180.0
118,298020 KS Equity,>,545000.0
119,003060 KS Equity,>,1250.0
120,028300 KS Equity,>,81600.0
121,094360 KS Equity,>,18400.0
122,035080 KS Equity,>,5080.0
123,034730 KS Equity,>,255000.0
124,000720 KS Equity,>,43150.0
125,028670 KS Equity,>,6430.0
126,007390 KS Equity,>,10400.0
127,217270 KS Equity,>,27350.0
128,011170 KS Equity,>,309000.0
129,215480 KS Equity,>,1495.0
130,083640 KS Equity,>,2500.0
131,356890 KS Equity,>,21900.0
132,112610 KS Equity,>,70900.0
133,086790 KS Equity,>,42400.0
134,326030 KS Equity,>,111500.0
