x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S54-A33,8.29,-46.65,-41.61,52.22,8.61,10,9,17.77,0.54,978,1.14,9.89,24.76,0.47,50.89
A38-EWAEWC,6.07,-11.22,-10.11,55.11,6.35,5,5,5.65,1.07,1097,0.36,3.23,20.97,1.07,55.03
A38-usdtwd vs usdkrw,4.35,-3.41,-2.76,12.49,4.10,9,10,2.89,1.49,348,0.19,3.79,8.48,1.50,53.88
A38-usdtwd vs usdcnh,0.67,-1.41,-1.09,3.80,0.73,5,4,1.10,0.62,437,0.07,0.56,2.03,0.61,55.48
S54-A38-000016-000300,5.20,-10.26,-9.81,19.45,5.13,8,6,3.17,1.62,1258,0.20,4.35,13.55,1.64,56.52
S54-A38-000300-000905,15.91,-11.12,-10.40,51.17,16.82,8,9,6.32,2.37,395,0.40,15.08,34.55,2.52,57.99
A_41-bog,6.14,-6.49,-5.69,17.95,6.19,6,4,3.96,1.52,859,0.25,6.64,11.33,1.55,61.62
A41-CSI-000300,6.52,-5.85,-3.31,55.60,6.81,3,4,5.78,1.12,957,0.37,2.53,17.66,1.13,55.28
A41-CSI-000905,18.17,-7.58,-0.76,101.99,19.79,6,5,7.92,2.15,276,0.51,12.94,40.24,2.29,61.70
A41-CSI-000001,28.71,-5.57,-2.36,170.60,32.16,8,4,9.56,2.69,268,0.61,17.90,61.75,3.00,63.45
S54-A43-indexArb,1.55,-8.51,-6.79,13.44,1.21,9,13,2.81,0.56,1315,0.18,0.60,6.69,0.55,50.09
S54-A44andrewlo-closeprice-trade,24.85,-42.54,-41.70,160.82,31.96,10,13,25.03,1.00,311,1.60,19.59,92.14,0.99,51.48
S54-A44andrewlo-openprice-trade,38.88,-14.52,-6.88,201.71,40.18,41,8,11.97,2.80,447,0.77,26.26,101.44,3.25,61.52
S54-A44csi-000300-openprice-trade,109.77,-917.78,-49620.75,16716.77,36.38,8,7,1514.95,0.12,367,96.98,32.81,237.12,0.07,54.04
S54-A44csi-000905-openprice-trade,226.26,-163.86,-118555.49,34731.93,124.59,12,7,754.29,-0.23,110,48.29,102.69,385.48,0.30,60.20
S54-A44csi-000001-openprice-trade,219.95,-296.45,-31063.52,21773.59,184.80,12,7,223.77,0.50,110,14.33,103.92,351.48,0.98,59.97
S54-A51-AUDCAD,4.03,-9.58,-8.72,15.60,3.11,8,10,5.84,0.71,651,0.37,2.57,10.42,0.69,50.82
S54-A63-PA,-0.51,-53.99,-51.18,44.11,3.51,11,9,12.29,0.02,572,0.79,3.46,13.10,-0.04,52.72
S54-A71,14.68,-24.06,-14.82,49.66,14.76,9,10,16.83,0.90,297,1.08,14.96,31.30,0.87,53.27
S54-A57-CL,57.44,-112.84,-2859551.79,42490.66,-888.84,13,10,23445.51,-0.27,739,1500.94,16.45,129.47,0.00,54.35
S54-A57-TU,0.21,-0.75,-0.55,1.85,0.23,9,9,0.53,0.41,595,0.03,0.11,0.87,0.40,52.88
S54-A57-HG,23.37,-23627.37,-790994.02,68759.35,-359.76,10,10,2258.61,-0.32,1467,144.59,-9.06,76.56,0.01,50.83
S54-A57-PA,43.84,-3542.63,-79730.77,58856.82,44.21,11,10,1833.91,0.11,980,117.40,-11.43,159.49,0.02,50.78
