x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S54-A33,8.04,-46.65,-41.61,52.22,8.27,10,9,17.82,0.52,978,1.14,9.32,24.61,0.45,50.87
A38-EWAEWC,6.16,-11.22,-10.11,55.11,6.62,5,5,5.58,1.10,1097,0.36,3.43,20.81,1.10,55.50
A38-usdtwd vs usdkrw,4.19,-3.41,-2.76,12.49,4.03,9,10,2.88,1.44,348,0.18,3.67,8.34,1.46,53.58
A38-usdtwd vs usdcnh,0.76,-1.41,-1.09,3.80,0.73,5,4,1.09,0.69,519,0.07,0.61,1.98,0.69,55.56
S54-A38-000016-000300,5.07,-10.26,-9.81,19.45,5.09,8,6,3.16,1.58,1258,0.20,4.24,13.49,1.61,56.09
S54-A38-000300-000905,15.48,-11.12,-10.40,51.17,16.40,8,9,6.28,2.32,395,0.40,14.59,34.31,2.46,57.73
A_41-bog,5.66,-6.49,-5.69,17.95,6.13,6,4,4.08,1.37,859,0.26,6.42,11.25,1.39,61.12
A41-CSI-000300,7.16,-5.85,-3.31,55.60,7.29,3,4,5.83,1.21,957,0.37,2.68,19.26,1.23,55.56
A41-CSI-000905,18.98,-7.58,-0.76,101.99,20.13,6,5,7.95,2.23,276,0.51,13.51,39.93,2.39,61.52
A41-CSI-000001,29.70,-5.57,-2.36,170.60,32.77,8,4,9.58,2.76,268,0.61,20.93,61.71,3.10,63.14
S54-A43-indexArb,1.51,-8.51,-6.79,13.44,1.48,9,13,2.91,0.53,1315,0.19,0.70,7.56,0.52,50.05
S54-A44andrewlo-closeprice-trade,22.82,-42.54,-41.70,160.82,29.97,10,13,25.29,0.93,311,1.62,18.22,91.50,0.90,51.56
S54-A44andrewlo-openprice-trade,37.03,-14.58,-6.88,201.71,40.05,41,8,12.49,2.59,447,0.80,26.91,98.84,2.96,61.31
S54-A44csi-000300-openprice-trade,87.06,-920.08,-42425.87,271723.82,282.81,8,8,3747.70,0.30,534,239.92,12.48,354.59,0.02,52.27
S54-A44csi-000905-openprice-trade,202.96,-163.71,-124178.49,35769.56,112.65,12,8,747.08,-0.23,121,47.83,93.41,352.59,0.27,58.83
S54-A44csi-000001-openprice-trade,213.89,-296.36,-37131.48,26173.38,190.16,10,8,217.36,0.49,122,13.91,99.68,380.23,0.98,59.20
S54-A51-AUDCAD,4.06,-9.58,-8.72,15.60,3.28,8,10,5.81,0.71,651,0.37,2.72,10.81,0.70,50.96
S54-A63-PA,-0.51,-53.99,-51.18,44.11,3.51,11,9,12.29,0.02,572,0.79,3.46,13.10,-0.04,52.72
S54-A71,14.07,-24.06,-14.82,49.66,15.05,9,10,16.83,0.87,297,1.08,15.31,31.33,0.84,53.11
S54-A57-CL,57.44,-112.84,-2859551.79,42490.66,-888.84,13,10,23445.51,-0.27,739,1500.94,16.45,129.47,0.00,54.35
S54-A57-TU,0.21,-0.75,-0.55,1.85,0.23,9,9,0.53,0.41,595,0.03,0.11,0.87,0.40,52.88
S54-A57-HG,23.37,-23627.37,-790994.02,68759.35,-359.76,10,10,2258.61,-0.32,1467,144.59,-9.06,76.56,0.01,50.83
S54-A57-PA,43.84,-3542.63,-79730.77,58856.82,44.21,11,10,1833.91,0.11,980,117.40,-11.43,159.49,0.02,50.78
