x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S54-A33,7.92,-46.65,-41.61,52.22,8.66,10,9,17.74,0.52,978,1.14,9.96,24.77,0.45,50.88
A38-EWAEWC,6.08,-11.22,-10.11,55.11,6.33,5,5,5.66,1.07,1097,0.36,3.22,20.97,1.07,54.95
A38-usdtwd vs usdkrw,4.35,-3.41,-2.76,12.49,4.10,9,10,2.89,1.49,348,0.19,3.79,8.48,1.50,53.88
A38-usdtwd vs usdcnh,0.67,-1.41,-1.09,3.80,0.73,5,4,1.10,0.62,437,0.07,0.56,2.03,0.61,55.48
S54-A38-000016-000300,5.18,-10.26,-9.81,19.45,5.13,8,6,3.17,1.61,460,0.20,4.35,13.55,1.64,56.50
S54-A38-000300-000905,15.91,-11.12,-10.40,51.17,16.83,8,9,6.32,2.37,395,0.40,15.08,34.55,2.52,57.99
A_41-bog,6.16,-6.49,-5.69,17.95,6.19,6,4,3.97,1.53,859,0.25,6.63,11.34,1.55,61.62
A41-CSI-000300,6.52,-5.85,-3.31,55.60,6.80,3,4,5.78,1.12,957,0.37,2.53,17.66,1.13,55.28
A41-CSI-000905,18.08,-7.58,-0.76,101.99,19.79,6,5,7.91,2.14,276,0.51,12.94,40.24,2.28,61.65
A41-CSI-000001,28.54,-5.57,-2.36,170.60,32.16,8,4,9.55,2.68,268,0.61,17.90,61.76,2.99,63.42
S54-A43-indexArb,1.60,-8.51,-6.79,13.44,1.19,9,13,2.79,0.58,1315,0.18,0.59,6.60,0.58,50.17
S54-A44andrewlo-closeprice-trade,24.87,-42.54,-41.70,160.82,32.12,10,13,25.06,1.00,311,1.60,19.63,92.16,0.99,51.44
S54-A44andrewlo-openprice-trade,38.90,-14.52,-6.88,201.71,40.16,41,8,11.98,2.80,447,0.77,26.20,101.75,3.25,61.53
S54-A44csi-000300-openprice-trade,108.69,-917.78,-49620.75,16716.77,36.18,8,13,1515.24,0.12,367,97.00,29.99,237.13,0.07,53.79
S54-A44csi-000905-openprice-trade,225.03,-163.86,-118555.49,34731.93,124.38,12,13,754.43,-0.23,110,48.30,102.11,385.98,0.30,59.95
S54-A44csi-000001-openprice-trade,218.70,-296.45,-31063.52,21773.59,184.63,12,13,223.81,0.50,110,14.33,103.92,351.52,0.98,59.72
S54-A51-AUDCAD,4.03,-9.58,-8.72,15.60,3.11,8,10,5.84,0.71,651,0.37,2.57,10.42,0.69,50.82
S54-A63-PA,-0.51,-53.99,-51.18,44.11,3.51,11,9,12.29,0.02,572,0.79,3.46,13.10,-0.04,52.72
S54-A71,14.46,-24.06,-14.82,49.66,14.75,9,10,16.83,0.89,297,1.08,14.95,31.19,0.86,53.25
S54-A57-CL,57.44,-112.84,-2859551.79,42490.66,-888.84,13,10,23445.51,-0.27,739,1500.94,16.45,129.47,0.00,54.35
S54-A57-TU,0.21,-0.75,-0.55,1.85,0.23,9,9,0.53,0.41,595,0.03,0.11,0.87,0.40,52.88
S54-A57-HG,23.37,-23627.37,-790994.02,68759.35,-359.76,10,10,2258.61,-0.32,1467,144.59,-9.06,76.56,0.01,50.83
S54-A57-PA,43.84,-3542.63,-79730.77,58856.82,44.21,11,10,1833.91,0.11,980,117.40,-11.43,159.49,0.02,50.78
