,tradeDate,ticker,closePrice,sig,sig_true,sig_y,ac,preClosePrice,pct,rep,mID
0,2013-01-25,000006,276.944,1.0,1.0,0.0,b,,0.0,"2013-01-25,000006,b,276.944,建仓",MBI 0.2
1,2013-02-22,000006,265.991,0.0,0.0,1.0,s,276.944,-0.03954951181466304,"2013-02-22,000006,s,265.991,平仓,-3.9550%",MBI 0.2
2,2013-11-22,000006,323.59,1.0,1.0,0.0,b,265.991,0.0,"2013-11-22,000006,b,323.59,建仓",MBI 0.2
3,2013-12-06,000006,311.833,0.0,0.0,1.0,s,323.59,-0.036333013999196306,"2013-12-06,000006,s,311.833,平仓,-3.6333%",MBI 0.2
4,2014-09-26,000006,340.811,1.0,1.0,0.0,b,311.833,0.0,"2014-09-26,000006,b,340.811,建仓",MBI 0.2
5,2014-09-30,000006,339.075,0.0,0.0,1.0,s,340.811,-0.005093732303241394,"2014-09-30,000006,s,339.075,平仓,-0.5094%",MBI 0.2
6,2014-10-10,000006,365.113,1.0,1.0,0.0,b,339.075,0.0,"2014-10-10,000006,b,365.113,建仓",MBI 0.2
7,2014-10-17,000006,340.232,0.0,0.0,1.0,s,365.113,-0.06814602602481967,"2014-10-17,000006,s,340.232,平仓,-6.8146%",MBI 0.2
8,2014-10-31,000006,363.377,1.0,1.0,0.0,b,340.232,0.0,"2014-10-31,000006,b,363.377,建仓",MBI 0.2
9,2014-11-07,000006,354.698,0.0,0.0,1.0,s,363.377,-0.023884285466609145,"2014-11-07,000006,s,354.698,平仓,-2.3884%",MBI 0.2
10,2014-11-14,000006,361.063,1.0,1.0,0.0,b,354.698,0.0,"2014-11-14,000006,b,361.063,建仓",MBI 0.2
11,2014-11-21,000006,351.226,0.0,0.0,1.0,s,361.063,-0.027244552889661877,"2014-11-21,000006,s,351.226,平仓,-2.7245%",MBI 0.2
12,2014-11-28,000006,401.566,1.0,1.0,0.0,b,351.226,0.0,"2014-11-28,000006,b,401.566,建仓",MBI 0.2
13,2014-12-05,000006,399.252,0.0,0.0,1.0,s,401.566,-0.005762440047215045,"2014-12-05,000006,s,399.252,平仓,-0.5762%",MBI 0.2
14,2014-12-31,000006,407.931,1.0,1.0,0.0,b,399.252,0.0,"2014-12-31,000006,b,407.931,建仓",MBI 0.2
