,Bloomberg Code,symbol,level
0,2303 TT Equity,>,55.2
1,2454 TT Equity,>,928.0
2,2328 TT Equity,>,44.5
3,3481 TT Equity,>,17.2
4,3034 TT Equity,>,495.0
5,2610 TT Equity,>,14.45
6,2327 TT Equity,>,594.0
7,2603 TT Equity,>,38.1
8,8046 TT Equity,>,285.0
9,2409 TT Equity,>,19.5
10,2337 TT Equity,>,47.65
11,2344 TT Equity,>,30.55
12,6488 TT Equity,>,754.0
13,2027 TT Equity,>,33.3
14,2308 TT Equity,>,289.0
15,3037 TT Equity,>,98.2
16,4968 TT Equity,>,595.0
17,3711 TT Equity,>,106.0
18,6531 TT Equity,>,665.0
19,6770 TT Equity,>,76.7
20,6533 TT Equity,>,480.0
21,2609 TT Equity,>,28.8
22,2379 TT Equity,>,475.0
23,2408 TT Equity,>,95.0
24,3105 TT Equity,>,374.5
25,8299 TT Equity,>,469.5
26,4976 TT Equity,>,120.0
27,3661 TT Equity,>,870.0
28,3006 TT Equity,>,92.2
29,2371 TT Equity,>,30.3
30,3552 TT Equity,>,348.0
31,4576 TT Equity,>,166.5
32,4174 TT Equity,>,162.5
33,2368 TT Equity,>,57.8
34,3008 TT Equity,>,3435.0
35,3443 TT Equity,>,436.5
36,1513 TT Equity,>,54.0
37,6415 TT Equity,>,2725.0
38,2357 TT Equity,>,315.0
39,5347 TT Equity,>,115.5
40,2002 TT Equity,>,25.2
41,3293 TT Equity,>,757.0
42,5269 TT Equity,>,1740.0
43,3406 TT Equity,>,501.0
44,1326 TT Equity,>,88.5
45,2354 TT Equity,>,71.5
46,1590 TT Equity,>,1025.0
47,3374 TT Equity,>,176.0
48,1303 TT Equity,>,74.7
49,5483 TT Equity,>,168.5
50,2882 TT Equity,>,42.75
51,3587 TT Equity,>,116.0
52,2049 TT Equity,>,417.5
53,2382 TT Equity,>,86.4
54,3042 TT Equity,>,98.5
55,2345 TT Equity,>,270.0
56,2618 TT Equity,>,15.85
57,6271 TT Equity,>,216.0
58,8936 TT Equity,>,33.5
59,3545 TT Equity,>,104.5
60,3529 TT Equity,>,827.0
61,3152 TT Equity,>,513.0
62,3019 TT Equity,>,91.8
63,6116 TT Equity,>,12.95
64,1309 TT Equity,>,36.0
65,6278 TT Equity,>,117.0
66,2884 TT Equity,>,25.3
67,6147 TT Equity,>,75.2
68,3526 TT Equity,>,119.0
69,2377 TT Equity,>,150.0
70,3260 TT Equity,>,84.6
71,3044 TT Equity,>,144.5
72,2886 TT Equity,>,29.75
73,1909 TT Equity,>,25.95
74,2395 TT Equity,>,377.0
75,5871 TT Equity,>,172.5
76,3189 TT Equity,>,95.6
77,4961 TT Equity,>,223.0
78,1216 TT Equity,>,69.0
79,005930 KS Equity,>,84200.0
80,000660 KS Equity,>,147000.0
81,035420 KS Equity,>,395000.0
82,022100 KS Equity,>,8690.0
83,005490 KS Equity,>,310000.0
84,043610 KS Equity,>,6340.0
85,006220 KS Equity,>,10100.0
86,035720 KS Equity,>,497000.0
87,323990 KS Equity,>,134000.0
88,003670 KS Equity,>,164500.0
89,005380 KS Equity,>,240500.0
90,051910 KS Equity,>,894000.0
91,018880 KS Equity,>,18150.0
92,000270 KS Equity,>,80700.0
93,006400 KS Equity,>,693000.0
94,068270 KS Equity,>,307000.0
95,047050 KS Equity,>,22950.0
96,011200 KS Equity,>,20750.0
97,066570 KS Equity,>,152000.0
98,285130 KS Equity,>,373500.0
99,096040 KS Equity,>,818.0
100,048410 KS Equity,>,55900.0
101,347860 KS Equity,>,39050.0
102,007570 KS Equity,>,51200.0
103,096770 KS Equity,>,268000.0
104,091990 KS Equity,>,131200.0
105,060900 KS Equity,>,2025.0
106,010060 KS Equity,>,130000.0
107,009150 KS Equity,>,202000.0
108,012330 KS Equity,>,313500.0
109,093230 KS Equity,>,482.0
110,003000 KS Equity,>,28150.0
111,004140 KS Equity,>,11100.0
112,086790 KS Equity,>,39200.0
113,036570 KS Equity,>,972000.0
114,006280 KS Equity,>,381000.0
115,011170 KS Equity,>,331000.0
116,051900 KS Equity,>,1521000.0
117,050960 KS Equity,>,40500.0
118,185750 KS Equity,>,188000.0
119,019170 KS Equity,>,93800.0
120,017670 KS Equity,>,252000.0
121,086980 KS Equity,>,5270.0
122,053800 KS Equity,>,98400.0
123,326030 KS Equity,>,115000.0
124,034730 KS Equity,>,282000.0
125,004020 KS Equity,>,43100.0
126,000080 KS Equity,>,36450.0
127,053030 KS Equity,>,30150.0
128,207940 KS Equity,>,755000.0
129,009830 KS Equity,>,46100.0
130,028260 KS Equity,>,122500.0
131,139480 KS Equity,>,184500.0
132,340930 KS Equity,>,29950.0
133,004170 KS Equity,>,294000.0
134,035080 KS Equity,>,5350.0
135,064260 KS Equity,>,7930.0
136,000990 KS Equity,>,56700.0
137,028670 KS Equity,>,6080.0
138,338220 KS Equity,>,31800.0
139,008770 KS Equity,>,84700.0
140,096530 KS Equity,>,130900.0
141,352820 KS Equity,>,216500.0
142,293780 KS Equity,>,58800.0
143,032500 KS Equity,>,63200.0
144,034220 KS Equity,>,23150.0
145,061250 KS Equity,>,15900.0
146,121800 KS Equity,>,10600.0
147,122870 KS Equity,>,49200.0
148,068760 KS Equity,>,162000.0
149,272210 KS Equity,>,20500.0
150,005250 KS Equity,>,38200.0
151,036630 KS Equity,>,813.0
152,003550 KS Equity,>,94600.0
153,375500 KS Equity,>,114000.0
154,192820 KS Equity,>,117500.0
155,009540 KS Equity,>,112500.0
156,036540 KS Equity,>,9050.0
157,032830 KS Equity,>,78900.0
158,298020 KS Equity,>,439000.0
159,018260 KS Equity,>,194000.0
160,9984 JT Equity,>,10440.0
161,9983 JT Equity,>,106300.0
162,7974 JT Equity,>,64740.0
163,6758 JT Equity,>,11390.0
164,7203 JT Equity,>,7975.0
165,8035 JT Equity,>,44470.0
166,8306 JT Equity,>,569.0
167,6594 JT Equity,>,13835.0
168,6861 JT Equity,>,51590.0
169,4502 JT Equity,>,3817.0
170,8316 JT Equity,>,3826.0
171,6981 JT Equity,>,9449.0
172,9434 JT Equity,>,1449.0
173,9432 JT Equity,>,2781.0
174,2413 JT Equity,>,8533.0
175,4689 JT Equity,>,657.9
176,6954 JT Equity,>,26885.0
177,8698 JT Equity,>,946.0
178,4063 JT Equity,>,17615.0
179,5713 JT Equity,>,5255.0
180,6501 JT Equity,>,5170.0
181,6920 JT Equity,>,13560.0
182,6098 JT Equity,>,5397.0
183,9433 JT Equity,>,3278.0
184,7751 JT Equity,>,2328.0
185,6367 JT Equity,>,21440.0
186,7741 JT Equity,>,12280.0
187,6857 JT Equity,>,8970.0
188,7267 JT Equity,>,3100.0
189,8001 JT Equity,>,3366.0
190,3436 JT Equity,>,2543.0
191,8058 JT Equity,>,3041.0
192,8411 JT Equity,>,1572.5
193,9201 JT Equity,>,2535.0
194,2502 JT Equity,>,4706.0
195,8031 JT Equity,>,2293.5
196,6762 JT Equity,>,15650.0
197,6273 JT Equity,>,64620.0
198,9020 JT Equity,>,7998.0
199,8766 JT Equity,>,5427.0
200,2929 JT Equity,>,3285.0
201,4452 JT Equity,>,7212.0
202,6723 JT Equity,>,1227.0
203,4661 JT Equity,>,18030.0
204,6976 JT Equity,>,5370.0
205,5020 JT Equity,>,485.0
206,4519 JT Equity,>,4680.0
207,2914 JT Equity,>,1911.5
208,7201 JT Equity,>,603.0
209,4568 JT Equity,>,3111.0
210,5401 JT Equity,>,1653.0
211,9022 JT Equity,>,17395.0
212,6702 JT Equity,>,15620.0
213,6326 JT Equity,>,2475.0
214,7733 JT Equity,>,2354.0
215,6178 JT Equity,>,940.6
216,9843 JT Equity,>,20275.0
217,4901 JT Equity,>,6240.0
218,6201 JT Equity,>,9640.0
219,8750 JT Equity,>,1924.0
220,4507 JT Equity,>,5553.0
221,9706 JT Equity,>,5250.0
222,6752 JT Equity,>,1405.0
223,4543 JT Equity,>,4122.0
224,8604 JT Equity,>,642.1
225,8801 JT Equity,>,2530.0
226,9202 JT Equity,>,2563.5
227,4911 JT Equity,>,8000.0
228,4004 JT Equity,>,2838.0
229,4188 JT Equity,>,769.8
230,6503 JT Equity,>,1636.0
231,3382 JT Equity,>,4212.0
232,1605 JT Equity,>,787.0
233,6301 JT Equity,>,3269.0
234,9613 JT Equity,>,1755.0
235,8591 JT Equity,>,1818.5
236,9517 JT Equity,>,1806.0
237,6701 JT Equity,>,6190.0
238,6383 JT Equity,>,10480.0
239,8267 JT Equity,>,3159.0
240,9021 JT Equity,>,6530.0
241,5301 JT Equity,>,1626.0
242,4005 JT Equity,>,541.0
243,8053 JT Equity,>,1573.5
244,7012 JT Equity,>,2597.0
245,6645 JT Equity,>,8780.0
246,3563 JT Equity,>,4710.0
247,7013 JT Equity,>,2140.0
248,7269 JT Equity,>,4788.0
249,2503 JT Equity,>,2114.0
250,5411 JT Equity,>,1176.0
251,8113 JT Equity,>,4386.0
252,9104 JT Equity,>,3410.0
253,4503 JT Equity,>,1739.0
254,3659 JT Equity,>,3480.0
255,700 HK Equity,>,699.5
256,3690 HK Equity,>,366.0
257,981 HK Equity,>,28.3
258,941 HK Equity,>,56.6
259,388 HK Equity,>,499.6
260,9988 HK Equity,>,234.0
261,1810 HK Equity,>,26.85
262,2318 HK Equity,>,98.95
263,1024 HK Equity,>,323.2
264,1211 HK Equity,>,213.8
265,2269 HK Equity,>,101.9
266,968 HK Equity,>,15.8
267,6969 HK Equity,>,68.3
268,3800 HK Equity,>,3.2
269,9618 HK Equity,>,365.2
270,175 HK Equity,>,26.1
271,3968 HK Equity,>,62.95
272,1299 HK Equity,>,100.3
273,2899 HK Equity,>,11.98
274,2382 HK Equity,>,202.0
275,883 HK Equity,>,9.21
276,6618 HK Equity,>,146.8
277,2013 HK Equity,>,24.0
278,2333 HK Equity,>,23.1
279,241 HK Equity,>,28.65
280,3888 HK Equity,>,59.3
281,27 HK Equity,>,74.45
282,669 HK Equity,>,127.3
283,9633 HK Equity,>,52.85
284,1801 HK Equity,>,86.3
285,6098 HK Equity,>,65.8
286,916 HK Equity,>,11.8
287,5 HK Equity,>,46.7
288,493 HK Equity,>,2.34
289,1347 HK Equity,>,52.45
290,291 HK Equity,>,59.75
291,6862 HK Equity,>,68.15
292,3323 HK Equity,>,12.44
293,1833 HK Equity,>,115.7
294,2020 HK Equity,>,126.7
295,1610 HK Equity,>,5.76
296,268 HK Equity,>,28.9
297,1951 HK Equity,>,17.76
298,9999 HK Equity,>,172.0
299,2319 HK Equity,>,41.75
300,1772 HK Equity,>,108.0
301,1177 HK Equity,>,8.92
302,992 HK Equity,>,10.48
303,1109 HK Equity,>,37.5
304,2313 HK Equity,>,167.0
305,1579 HK Equity,>,111.1
306,2601 HK Equity,>,37.35
307,6185 HK Equity,>,362.8
308,6060 HK Equity,>,55.3
309,857 HK Equity,>,2.86
310,2628 HK Equity,>,16.6
311,1 HK Equity,>,59.3
312,9922 HK Equity,>,32.0
313,1093 HK Equity,>,8.45
314,3993 HK Equity,>,6.21
315,136 HK Equity,>,13.22
316,853 HK Equity,>,46.6
317,358 HK Equity,>,18.88
318,728 HK Equity,>,2.76
319,762 HK Equity,>,5.25
320,1918 HK Equity,>,34.0
321,2331 HK Equity,>,47.3
322,386 HK Equity,>,4.38
323,966 HK Equity,>,18.58
324,16 HK Equity,>,121.1
325,6865 HK Equity,>,26.8
326,1113 HK Equity,>,46.6
327,688 HK Equity,>,19.46
328,8083 HK Equity,>,3.24
329,2600 HK Equity,>,4.05
330,960 HK Equity,>,49.7
331,1799 HK Equity,>,22.55
332,522 HK Equity,>,105.2
333,788 HK Equity,>,1.19
334,909 HK Equity,>,45.6
335,3606 HK Equity,>,53.0
336,285 HK Equity,>,45.15
337,6030 HK Equity,>,16.92
338,38 HK Equity,>,5.18
339,1999 HK Equity,>,17.66
340,9926 HK Equity,>,52.25
341,2208 HK Equity,>,17.9
342,880 HK Equity,>,11.08
343,914 HK Equity,>,51.35
344,1088 HK Equity,>,15.16
345,000858 CS Equity,>,286.57
346,300059 CS Equity,>,31.43
347,300274 CS Equity,>,86.36
348,002594 CS Equity,>,210.26
349,300750 CS Equity,>,349.31
350,002340 CS Equity,>,8.99
351,000568 CS Equity,>,238.5
352,002460 CS Equity,>,106.51
353,300014 CS Equity,>,90.61
354,000002 CS Equity,>,33.71
355,000333 CS Equity,>,93.72
356,002475 CS Equity,>,47.91
357,000157 CS Equity,>,15.56
358,300015 CS Equity,>,68.9
359,002466 CS Equity,>,46.17
360,300896 CS Equity,>,870.29
361,300122 CS Equity,>,184.53
362,000100 CS Equity,>,8.67
363,300760 CS Equity,>,422.94
364,000001 CS Equity,>,23.22
365,300999 CS Equity,>,93.05
366,002241 CS Equity,>,34.54
367,000651 CS Equity,>,60.32
368,000807 CS Equity,>,10.89
369,000877 CS Equity,>,19.3
370,002714 CS Equity,>,120.55
371,002352 CS Equity,>,104.7
372,000338 CS Equity,>,23.19
373,002230 CS Equity,>,49.68
374,300142 CS Equity,>,47.07
375,300677 CS Equity,>,236.79
376,000063 CS Equity,>,32.27
377,003035 CS Equity,>,8.12
378,002027 CS Equity,>,11.16
379,002001 CS Equity,>,45.18
380,000768 CS Equity,>,35.54
381,002129 CS Equity,>,27.19
382,300124 CS Equity,>,90.39
383,000799 CS Equity,>,141.58
384,002439 CS Equity,>,35.68
385,002415 CS Equity,>,59.89
386,002202 CS Equity,>,15.36
387,002493 CS Equity,>,34.38
388,002074 CS Equity,>,37.98
389,002142 CS Equity,>,43.66
390,000425 CS Equity,>,7.27
391,300418 CS Equity,>,26.49
392,002050 CS Equity,>,24.66
393,300433 CS Equity,>,32.63
394,000630 CS Equity,>,3.05
395,300347 CS Equity,>,145.5
396,002812 CS Equity,>,116.34
397,002371 CS Equity,>,193.4
398,000661 CS Equity,>,437.48
399,300601 CS Equity,>,156.17
400,000703 CS Equity,>,17.48
401,002407 CS Equity,>,24.29
402,002601 CS Equity,>,41.99
403,002008 CS Equity,>,44.69
404,300950 CS Equity,>,82.47
405,002304 CS Equity,>,183.9
406,002049 CS Equity,>,117.5
407,300782 CS Equity,>,669.3
408,300033 CS Equity,>,129.74
409,000591 CS Equity,>,7.5
410,300618 CS Equity,>,94.74
411,000625 CS Equity,>,17.39
412,000155 CS Equity,>,12.21
413,300450 CS Equity,>,84.48
414,000713 CS Equity,>,17.36
415,000876 CS Equity,>,24.5
416,002013 CS Equity,>,12.91
417,000069 CS Equity,>,8.57
418,002385 CS Equity,>,10.23
419,000538 CS Equity,>,131.9
420,002127 CS Equity,>,10.76
421,000977 CS Equity,>,33.08
422,000488 CS Equity,>,11.27
423,002092 CS Equity,>,10.75
424,002497 CS Equity,>,19.59
425,300224 CS Equity,>,15.61
426,000878 CS Equity,>,15.88
427,002610 CS Equity,>,2.72
428,600519 CG Equity,>,2149.77
429,601012 CG Equity,>,110.58
430,601318 CG Equity,>,86.94
431,600111 CG Equity,>,24.58
432,601899 CG Equity,>,12.34
433,600438 CG Equity,>,47.59
434,600031 CG Equity,>,43.26
435,600392 CG Equity,>,24.17
436,600309 CG Equity,>,130.77
437,601888 CG Equity,>,325.32
438,600036 CG Equity,>,52.99
439,600516 CG Equity,>,9.54
440,600893 CG Equity,>,67.4
441,688981 CG Equity,>,60.5
442,600019 CG Equity,>,8.78
443,603799 CG Equity,>,90.5
444,600703 CG Equity,>,31.98
445,600030 CG Equity,>,25.45
446,603259 CG Equity,>,146.22
447,600887 CG Equity,>,43.67
448,603993 CG Equity,>,6.97
449,601166 CG Equity,>,25.65
450,603501 CG Equity,>,295.0
451,600259 CG Equity,>,48.87
452,600276 CG Equity,>,101.48
453,600809 CG Equity,>,318.0
454,600763 CG Equity,>,261.0
455,600089 CG Equity,>,12.65
456,600460 CG Equity,>,29.42
457,600362 CG Equity,>,28.23
458,688696 CG Equity,>,582.6
459,601009 CG Equity,>,9.85
460,600295 CG Equity,>,25.25
461,600549 CG Equity,>,22.14
462,601919 CG Equity,>,11.68
463,600346 CG Equity,>,37.27
464,601601 CG Equity,>,46.3
465,600436 CG Equity,>,302.88
466,600143 CG Equity,>,26.43
467,600048 CG Equity,>,16.11
468,601233 CG Equity,>,25.74
469,600584 CG Equity,>,41.26
470,600507 CG Equity,>,8.55
471,600660 CG Equity,>,50.79
472,600585 CG Equity,>,53.88
473,600740 CG Equity,>,7.67
474,600176 CG Equity,>,23.46
475,601336 CG Equity,>,56.07
476,600745 CG Equity,>,105.48
477,600760 CG Equity,>,84.2
478,600426 CG Equity,>,45.1
479,601600 CG Equity,>,4.42
480,600196 CG Equity,>,46.06
481,600879 CG Equity,>,7.77
482,600352 CG Equity,>,16.92
483,600188 CG Equity,>,12.94
484,601636 CG Equity,>,15.25
485,600707 CG Equity,>,9.15
486,600916 CG Equity,>,18.28
487,601100 CG Equity,>,99.95
488,601939 CG Equity,>,7.51
489,600690 CG Equity,>,29.78
490,600711 CG Equity,>,8.29
491,603986 CG Equity,>,200.71
492,601168 CG Equity,>,16.04
493,600570 CG Equity,>,91.4
494,601216 CG Equity,>,6.35
495,601766 CG Equity,>,7.04
496,600366 CG Equity,>,8.27
497,600316 CG Equity,>,45.68
498,600009 CG Equity,>,60.75
499,600588 CG Equity,>,35.97
500,601818 CG Equity,>,4.19
501,601688 CG Equity,>,17.2
502,601995 CG Equity,>,57.86
503,601658 CG Equity,>,6.18
504,601328 CG Equity,>,4.62
505,603882 CG Equity,>,140.5
506,600517 CG Equity,>,7.25
507,603288 CG Equity,>,171.58
508,600219 CG Equity,>,3.92
509,600999 CG Equity,>,21.82
510,603026 CG Equity,>,67.16
