,Bloomberg Code,symbol,level
0,2330 TT Equity,<,607.0
1,3034 TT Equity,<,481.5
2,2317 TT Equity,<,118.5
3,2609 TT Equity,<,28.85
4,2603 TT Equity,<,38.5
5,2454 TT Equity,<,888.0
6,2303 TT Equity,<,47.9
7,6284 TT Equity,<,74.5
8,6488 TT Equity,<,741.0
9,4968 TT Equity,<,574.0
10,2492 TT Equity,<,250.5
11,2610 TT Equity,<,14.1
12,3006 TT Equity,<,86.0
13,6531 TT Equity,<,755.0
14,4961 TT Equity,<,208.0
15,2327 TT Equity,<,565.0
16,3169 TT Equity,<,110.0
17,5471 TT Equity,<,88.1
18,6237 TT Equity,<,96.2
19,8261 TT Equity,<,48.25
20,8016 TT Equity,<,202.0
21,3228 TT Equity,<,470.0
22,2308 TT Equity,<,277.0
23,2338 TT Equity,<,44.7
24,2375 TT Equity,<,127.0
25,2486 TT Equity,<,23.8
26,3014 TT Equity,<,86.5
27,3661 TT Equity,<,826.0
28,6485 TT Equity,<,108.0
29,2377 TT Equity,<,156.5
30,3092 TT Equity,<,73.8
31,8046 TT Equity,<,289.5
32,3048 TT Equity,<,25.4
33,2618 TT Equity,<,15.3
34,2376 TT Equity,<,92.7
35,4976 TT Equity,<,114.0
36,2357 TT Equity,<,316.5
37,2379 TT Equity,<,442.0
38,6533 TT Equity,<,470.5
39,2371 TT Equity,<,27.75
40,2605 TT Equity,<,21.0
41,2409 TT Equity,<,18.25
42,6443 TT Equity,<,41.0
43,5483 TT Equity,<,163.0
44,3707 TT Equity,<,44.7
45,6415 TT Equity,<,2465.0
46,6224 TT Equity,<,127.0
47,2108 TT Equity,<,71.9
48,2891 TT Equity,<,21.0
49,6411 TT Equity,<,106.5
50,3037 TT Equity,<,87.9
51,2457 TT Equity,<,17.5
52,5871 TT Equity,<,176.0
53,2426 TT Equity,<,26.6
54,3105 TT Equity,<,380.0
55,2331 TT Equity,<,34.3
56,8299 TT Equity,<,466.0
57,2344 TT Equity,<,27.8
58,1515 TT Equity,<,91.5
59,8070 TT Equity,<,39.7
60,4938 TT Equity,<,70.7
61,2328 TT Equity,<,41.25
62,6770 TT Equity,<,69.1
63,8069 TT Equity,<,49.4
64,2231 TT Equity,<,205.5
65,6669 TT Equity,<,851.0
66,1513 TT Equity,<,52.9
67,3041 TT Equity,<,27.5
68,5347 TT Equity,<,105.0
69,6138 TT Equity,<,112.0
70,2354 TT Equity,<,71.9
71,2449 TT Equity,<,39.15
72,5269 TT Equity,<,1480.0
73,3152 TT Equity,<,532.0
74,4743 TT Equity,<,260.5
75,2408 TT Equity,<,91.6
76,6182 TT Equity,<,40.9
77,3443 TT Equity,<,396.0
78,3260 TT Equity,<,81.6
79,1303 TT Equity,<,76.0
80,3576 TT Equity,<,14.45
81,2886 TT Equity,<,30.45
82,3019 TT Equity,<,88.9
83,005930 KS Equity,<,81600.0
84,000660 KS Equity,<,138500.0
85,068290 KS Equity,<,35350.0
86,019550 KS Equity,<,1710.0
87,000270 KS Equity,<,82400.0
88,064260 KS Equity,<,7800.0
89,189980 KS Equity,<,4885.0
90,007460 KS Equity,<,2070.0
91,000910 KS Equity,<,7350.0
92,100790 KS Equity,<,6300.0
93,035420 KS Equity,<,377500.0
94,048410 KS Equity,<,47700.0
95,006400 KS Equity,<,667000.0
96,027360 KS Equity,<,4280.0
97,005380 KS Equity,<,229500.0
98,027830 KS Equity,<,3000.0
99,035720 KS Equity,<,472000.0
100,241520 KS Equity,<,4500.0
101,008770 KS Equity,<,83500.0
102,052460 KS Equity,<,5570.0
103,003780 KS Equity,<,6110.0
104,323990 KS Equity,<,98700.0
105,075970 KS Equity,<,4080.0
106,068270 KS Equity,<,292500.0
107,067010 KS Equity,<,5040.0
108,246690 KS Equity,<,3890.0
109,005490 KS Equity,<,298500.0
110,012330 KS Equity,<,299000.0
111,054630 KS Equity,<,1310.0
112,011200 KS Equity,<,21000.0
113,047400 KS Equity,<,3960.0
114,036630 KS Equity,<,803.0
115,307930 KS Equity,<,7760.0
116,103840 KS Equity,<,6310.0
117,105560 KS Equity,<,50600.0
118,063440 KS Equity,<,3070.0
119,298050 KS Equity,<,305500.0
120,009540 KS Equity,<,116500.0
121,027710 KS Equity,<,2075.0
122,047040 KS Equity,<,5940.0
123,004410 KS Equity,<,443.0
124,026890 KS Equity,<,11500.0
125,009520 KS Equity,<,8880.0
126,004140 KS Equity,<,7390.0
127,017000 KS Equity,<,7600.0
128,009150 KS Equity,<,189500.0
129,009830 KS Equity,<,43800.0
130,019170 KS Equity,<,93500.0
131,006360 KS Equity,<,38900.0
132,096040 KS Equity,<,723.0
133,041190 KS Equity,<,4990.0
134,352820 KS Equity,<,214000.0
135,053030 KS Equity,<,14600.0
136,042510 KS Equity,<,3740.0
137,011500 KS Equity,<,15750.0
138,081150 KS Equity,<,3845.0
139,285130 KS Equity,<,276500.0
140,375500 KS Equity,<,111500.0
141,091990 KS Equity,<,123500.0
142,055550 KS Equity,<,34950.0
143,109960 KS Equity,<,728.0
144,053800 KS Equity,<,74100.0
145,078130 KS Equity,<,5070.0
146,298020 KS Equity,<,465000.0
147,006200 KS Equity,<,1535.0
148,003060 KS Equity,<,1120.0
149,028300 KS Equity,<,39300.0
150,094360 KS Equity,<,16850.0
151,010620 KS Equity,<,60500.0
152,035080 KS Equity,<,4570.0
153,034730 KS Equity,<,243500.0
154,000720 KS Equity,<,39850.0
155,028670 KS Equity,<,5890.0
156,007390 KS Equity,<,8740.0
157,036570 KS Equity,<,929000.0
158,217270 KS Equity,<,22650.0
159,010140 KS Equity,<,6370.0
160,011170 KS Equity,<,300000.0
161,298000 KS Equity,<,226500.0
162,215480 KS Equity,<,1400.0
163,083640 KS Equity,<,2150.0
164,004020 KS Equity,<,42500.0
165,005440 KS Equity,<,9540.0
166,005670 KS Equity,<,6890.0
167,112610 KS Equity,<,69000.0
168,086790 KS Equity,<,40700.0
169,017670 KS Equity,<,253000.0
170,263700 KS Equity,<,10900.0
171,4755 JT Equity,<,1137.0
172,9984 JT Equity,<,10290.0
173,7974 JT Equity,<,59660.0
174,8306 JT Equity,<,610.5
175,9983 JT Equity,<,94310.0
176,7203 JT Equity,<,8106.0
177,8316 JT Equity,<,3973.0
178,6758 JT Equity,<,11265.0
179,8035 JT Equity,<,41160.0
180,4502 JT Equity,<,4012.0
181,8698 JT Equity,<,845.0
182,9434 JT Equity,<,1443.5
183,6981 JT Equity,<,8894.0
