,Bloomberg Code,symbol,level
0,2609 TT Equity,>,29.35
1,2603 TT Equity,>,39.45
2,2454 TT Equity,>,902.0
3,4961 TT Equity,>,218.0
4,2308 TT Equity,>,283.5
5,2492 TT Equity,>,261.0
6,6488 TT Equity,>,747.0
7,2882 TT Equity,>,46.1
8,6533 TT Equity,>,486.5
9,6237 TT Equity,>,101.5
10,3373 TT Equity,>,88.5
11,2881 TT Equity,>,55.9
12,3006 TT Equity,>,89.5
13,4938 TT Equity,>,74.5
14,3443 TT Equity,>,421.5
15,6244 TT Equity,>,37.15
16,6547 TT Equity,>,212.0
17,3008 TT Equity,>,3505.0
18,6491 TT Equity,>,339.0
19,2371 TT Equity,>,28.5
20,2376 TT Equity,>,96.3
21,3529 TT Equity,>,827.0
22,6582 TT Equity,>,181.0
23,2328 TT Equity,>,42.25
24,3042 TT Equity,>,100.0
25,3406 TT Equity,>,491.5
26,6138 TT Equity,>,117.0
27,2368 TT Equity,>,57.5
28,1515 TT Equity,>,93.8
29,6415 TT Equity,>,2655.0
30,8086 TT Equity,>,152.5
31,5471 TT Equity,>,89.6
32,3092 TT Equity,>,79.2
33,2615 TT Equity,>,48.4
34,5269 TT Equity,>,1590.0
35,6456 TT Equity,>,128.0
36,5871 TT Equity,>,190.5
37,1216 TT Equity,>,70.6
38,3026 TT Equity,>,128.0
39,3374 TT Equity,>,176.0
40,2313 TT Equity,>,42.95
41,6669 TT Equity,>,891.0
42,3078 TT Equity,>,55.9
43,6550 TT Equity,>,41.1
44,1476 TT Equity,>,497.0
45,9983 JT Equity,>,94990.0
46,8035 JT Equity,>,42310.0
47,7203 JT Equity,>,8179.0
48,8306 JT Equity,>,596.3
49,6981 JT Equity,>,8997.0
50,2413 JT Equity,>,7759.0
51,6861 JT Equity,>,49460.0
52,8316 JT Equity,>,4000.0
53,9433 JT Equity,>,3491.0
54,6098 JT Equity,>,5090.0
55,4502 JT Equity,>,4026.0
56,8698 JT Equity,>,886.0
57,4568 JT Equity,>,3231.0
58,6902 JT Equity,>,7248.0
59,4452 JT Equity,>,7132.0
60,7267 JT Equity,>,3268.0
61,4503 JT Equity,>,1843.5
62,6762 JT Equity,>,15420.0
63,4519 JT Equity,>,4535.0
64,6501 JT Equity,>,5356.0
65,9432 JT Equity,>,2836.5
66,4543 JT Equity,>,4227.0
67,8766 JT Equity,>,5636.0
68,4911 JT Equity,>,8103.0
69,2929 JT Equity,>,2907.0
70,2502 JT Equity,>,4898.0
71,6723 JT Equity,>,1233.0
72,6971 JT Equity,>,7480.0
73,5020 JT Equity,>,507.3
74,3382 JT Equity,>,4400.0
75,4661 JT Equity,>,16960.0
76,9022 JT Equity,>,17670.0
77,7269 JT Equity,>,4903.0
78,2503 JT Equity,>,2148.0
79,7733 JT Equity,>,2454.5
80,9020 JT Equity,>,8305.0
81,7201 JT Equity,>,607.2
82,9613 JT Equity,>,1755.0
83,8591 JT Equity,>,1868.5
84,5108 JT Equity,>,4474.0
85,6326 JT Equity,>,2528.0
86,9201 JT Equity,>,2521.0
87,5401 JT Equity,>,1834.5
88,6645 JT Equity,>,8910.0
89,8053 JT Equity,>,1621.0
90,9202 JT Equity,>,2607.0
91,4901 JT Equity,>,6306.0
92,9501 JT Equity,>,393.0
93,1605 JT Equity,>,834.0
94,7751 JT Equity,>,2363.5
95,7832 JT Equity,>,8045.0
96,8267 JT Equity,>,3164.0
97,6963 JT Equity,>,10730.0
98,9021 JT Equity,>,6610.0
99,7752 JT Equity,>,1190.0
100,8801 JT Equity,>,2584.0
101,7270 JT Equity,>,2155.0
102,8802 JT Equity,>,1903.0
103,8113 JT Equity,>,4541.0
104,005930 KS Equity,>,83000.0
105,064260 KS Equity,>,10050.0
106,000660 KS Equity,>,140500.0
107,096040 KS Equity,>,794.0
108,011200 KS Equity,>,22450.0
109,051910 KS Equity,>,952000.0
110,121800 KS Equity,>,14550.0
111,096770 KS Equity,>,244000.0
112,035720 KS Equity,>,484500.0
113,000270 KS Equity,>,83400.0
114,334970 KS Equity,>,15200.0
115,078130 KS Equity,>,5600.0
116,005380 KS Equity,>,234000.0
