date,close
2010-10-28,10397.37
2010-10-29,10235.73
2010-11-01,10421.56
2010-11-02,10367.15
2010-11-03,10378.47
2010-11-04,10501.06
2010-11-05,10581.86
2010-11-08,10619.22
2010-11-09,10454.8
2010-11-10,10338.64
2010-11-11,10447.43
2010-11-12,9889.34
2010-11-15,9906.24
2010-11-16,9494.44
2010-11-17,9410.4
2010-11-18,9506.23
2010-11-19,9524.99
2010-11-22,9459.05
2010-11-23,9294.61
2010-11-24,9448.37
2010-11-25,9566.17
2010-11-26,9469.46
2010-11-29,9449.07
2010-11-30,9301.29
2010-12-01,9305.57
2010-12-02,9385.51
2010-12-03,9428.25
2010-12-06,9534.97
2010-12-07,9598.47
2010-12-08,9459.64
2010-12-09,9346.5
2010-12-10,9458.04
2010-12-13,9700.47
2010-12-14,9670.19
2010-12-15,9598.06
2010-12-16,9523.19
2010-12-17,9481.16
2010-12-20,9309.66
2010-12-21,9553.02
2010-12-22,9419.3
2010-12-23,9401.73
2010-12-24,9391.64
2010-12-27,9216.58
2010-12-28,9084.88
2010-12-29,9100.65
2010-12-30,9064.09
2010-12-31,9198.48
2011-01-03,9198.48
2011-01-04,9352.12
2011-01-05,9269.05
2011-01-06,9195.08
2011-01-07,9325.79
2011-01-10,9175.57
2011-01-11,9278.22
2011-01-12,9357.73
2011-01-13,9360.74
2011-01-14,9260.11
2011-01-17,8951.17
2011-01-18,8977.94
2011-01-19,9105.07
2011-01-20,8852.73
2011-01-21,9002.51
2011-01-24,8955.69
2011-01-25,8950.87
2011-01-26,9038.46
2011-01-27,9137.4
2011-01-28,9112.77
2011-01-31,9179.16
2011-02-01,9194.95
2011-02-02,9194.95
2011-02-03,9194.95
2011-02-04,9194.95
2011-02-07,9194.95
2011-02-08,9194.95
2011-02-09,9091.76
2011-02-10,9248.34
2011-02-11,9263.52
2011-02-14,9593.54
2011-02-15,9560.78
2011-02-16,9581.26
2011-02-17,9546.24
2011-02-18,9482.1
2011-02-21,9557.5
2011-02-22,9279.4
2011-02-23,9277.72
2011-02-24,9316.7
2011-02-25,9346.35
2011-02-28,9424.36
2011-03-01,9486.05
2011-03-02,9488.25
2011-03-03,9537.64
2011-03-04,9676.48
2011-03-07,9853.7
2011-03-08,9844.73
2011-03-09,9850.07
2011-03-10,9646.14
2011-03-11,9534.88
2011-03-14,9564.54
2011-03-15,9387.69
2011-03-16,9522.38
2011-03-17,9396.49
2011-03-18,9406.32
2011-03-21,9409.32
2011-03-22,9495.16
2011-03-23,9577.98
2011-03-24,9534.52
2011-03-25,9650.14
2011-03-28,9654.43
2011-03-29,9640.67
2011-03-30,9647.46
2011-03-31,9568.42
2011-04-01,9746.12
2011-04-04,9746.12
2011-04-05,9746.12
2011-04-06,9936.69
2011-04-07,9954.79
2011-04-08,9997.09
2011-04-11,9941.46
2011-04-12,9920.16
2011-04-13,10086.4
2011-04-14,10039.38
2011-04-15,10086.61
2011-04-18,10082.04
2011-04-19,9868.34
2011-04-20,9845.22
2011-04-21,9908.1
2011-04-22,9846.77
2011-04-25,9765.32
2011-04-26,9729.86
2011-04-27,9716.4
2011-04-28,9690.23
2011-04-29,9707.64
2011-05-02,9707.64
2011-05-03,9730.86
2011-05-04,9469.3
2011-05-05,9450.54
2011-05-06,9398.72
2011-05-09,9387.72
2011-05-10,9462.9
2011-05-11,9417.99
2011-05-12,9307.48
2011-05-13,9390.66
2011-05-16,9287.04
2011-05-17,9349.12
2011-05-18,9437.34
2011-05-19,9401.13
2011-05-20,9416.63
2011-05-23,9141.53
2011-05-24,9126.61
2011-05-25,9005.93
2011-05-26,9016.48
2011-05-27,9034.09
2011-05-30,9068.22
2011-05-31,9190.18
2011-06-01,9165.16
2011-06-02,8977.52
2011-06-03,9043.88
2011-06-06,9043.88
2011-06-07,9078.31
2011-06-08,9069.07
2011-06-09,8911.62
2011-06-10,8932.86
2011-06-13,8910.92
2011-06-14,9032.85
2011-06-15,8938.91
2011-06-16,8835.25
2011-06-17,8789.38
2011-06-20,8753.43
2011-06-21,8837.24
2011-06-22,8852.66
2011-06-23,8979.75
2011-06-24,9192.03
2011-06-27,9187.85
2011-06-28,9178.04
2011-06-29,9050.4
2011-06-30,9187.21
2011-07-01,9160.89
2011-07-04,9364.91
