date,close
2007-08-17,938.5
2007-08-20,942.25
2007-08-21,945.5
2007-08-22,941.3
2007-08-23,940.5
2007-08-24,939.1
2007-08-27,937.95
2007-08-28,940.85
2007-08-29,937.5
2007-08-30,939
2007-08-31,937.13
2007-09-03,935.3
2007-09-04,936.5
2007-09-05,939
2007-09-06,937.05
2007-09-07,939
2007-09-10,937.5
2007-09-11,935.13
2007-09-12,931.4
2007-09-13,927.5
2007-09-14,927.5
2007-09-17,928.95
2007-09-18,925.75
2007-09-19,925.5
2007-09-20,920.5
2007-09-21,920.5
2007-09-24,918.85
2007-09-25,920.75
2007-09-26,920.5
2007-09-27,918.9
2007-09-28,914.25
2007-10-01,912.65
2007-10-02,915.38
2007-10-03,916
2007-10-04,915.35
2007-10-05,914.75
2007-10-08,915
2007-10-09,916.95
2007-10-10,920
2007-10-11,916.25
2007-10-12,916.7
2007-10-15,918.35
2007-10-16,917.35
2007-10-17,917.2
2007-10-18,914
2007-10-19,916
2007-10-22,917
2007-10-23,917.75
2007-10-24,917.5
2007-10-25,914.4
2007-10-26,907
2007-10-29,909
2007-10-30,906
2007-10-31,901
2007-11-01,908.5
2007-11-02,906.25
2007-11-05,908
2007-11-06,904.5
2007-11-07,906
2007-11-08,906
2007-11-09,905.4
2007-11-12,912.1
2007-11-13,912.13
2007-11-14,913.7
2007-11-15,918.5
2007-11-16,915.35
2007-11-19,918.5
2007-11-20,920.63
2007-11-21,927.25
2007-11-22,928.6
2007-11-23,926.5
2007-11-26,929.5
2007-11-27,927.23
2007-11-28,925.35
2007-11-29,926.35
2007-11-30,923.1
2007-12-03,922.63
2007-12-04,923
2007-12-05,922.5
2007-12-06,920.15
2007-12-07,918.5
2007-12-10,922.25
2007-12-11,928.25
2007-12-12,923.75
2007-12-13,926
2007-12-14,928.88
2007-12-17,934.5
2007-12-18,934.75
2007-12-19,935
2007-12-20,939.25
2007-12-21,936.75
2007-12-24,937
2007-12-25,937
2007-12-26,937
2007-12-27,938.5
2007-12-28,933.5
2007-12-31,930.5
2008-01-01,930
2008-01-02,938
2008-01-03,935.25
2008-01-04,940.75
2008-01-07,939.9
2008-01-08,941.25
2008-01-09,938.5
2008-01-10,937.6
2008-01-11,938.5
2008-01-14,936.5
2008-01-15,936.75
2008-01-16,940.3
2008-01-17,946.5
2008-01-18,945.5
2008-01-21,952.5
2008-01-22,948
2008-01-23,950.5
2008-01-24,947.5
2008-01-25,948.5
2008-01-28,948
2008-01-29,942.88
2008-01-30,943.5
2008-01-31,944.9
2008-02-01,943.73
2008-02-04,942.5
2008-02-05,946.75
2008-02-06,946.5
2008-02-07,946.5
2008-02-08,946.13
2008-02-11,947.25
2008-02-12,944.75
2008-02-13,945.25
2008-02-14,946.25
2008-02-15,946.1
2008-02-18,946.2
2008-02-19,945.5
2008-02-20,947.25
2008-02-21,948.6
2008-02-22,948.2
2008-02-25,947.75
2008-02-26,946.5
2008-02-27,938
2008-02-28,937.5
2008-02-29,943.5
2008-03-03,947.85
2008-03-04,947.5
2008-03-05,949.25
2008-03-06,957
2008-03-07,957
2008-03-10,953
2008-03-11,963
2008-03-12,972.5
2008-03-13,980.5
2008-03-14,997
2008-03-17,1020.5
2008-03-18,1008.5
2008-03-19,1010.63
2008-03-20,1007.5
2008-03-21,1001
2008-03-24,990.73
2008-03-25,982.23
2008-03-26,990.5
2008-03-27,990.5
2008-03-28,990.5
2008-03-31,990.5
2008-04-01,979.13
2008-04-02,975
2008-04-03,976.75
2008-04-04,976.13
2008-04-07,974
2008-04-08,977.98
2008-04-09,979
2008-04-10,976.5
2008-04-11,977.5
2008-04-14,981.5
2008-04-15,992.25
2008-04-16,989.5
2008-04-17,999.75
2008-04-18,997.5
2008-04-21,994
2008-04-22,1001.25
2008-04-23,992
2008-04-24,992.25
2008-04-25,995
2008-04-28,998
2008-04-29,1004.5
2008-04-30,1004
2008-05-01,1003.5
2008-05-02,1010.7
2008-05-05,1010.5
2008-05-06,1015.75
2008-05-07,1034
2008-05-08,1042
2008-05-09,1045.75
2008-05-12,1043
2008-05-13,1046.88
2008-05-14,1048.75
2008-05-15,1046
2008-05-16,1038.75
2008-05-19,1044.1
2008-05-20,1052.5
2008-05-21,1040.88
2008-05-22,1043.5
2008-05-23,1048
2008-05-26,1050.5
2008-05-27,1041.75
